SNID,RA,DEC,zHEL,TYPE
18809,50.8813,0.6666,0.13216,None
151034,185.137,46.6661,0.1319,None
1334084,41.734,-0.6906,0.13431,None
15508,27.169,-0.5766,0.13461,None
14108,53.5946,-1.1232,0.1352,None
15234,16.9583,0.8282,0.13636,None
000014,35.878,-4.6363,0.1369,None
17629,30.6364,-1.0892,0.13742,None
19775,318.956,0.6513,0.13809,None
18602,338.984,0.6092,0.13834,None
21062,333.432,0.3963,0.13864,None
17366,315.787,-1.0292,0.13929,None
15171,304.793,-1.0645,0.1392,None
190340,334.134,0.4733,0.1396,None
20084,347.975,-0.5781,0.13973,None
12928,305.009,-0.9757,0.1397,None
190230,333.937,0.4225,0.14,None
090275,54.0721,-28.0515,0.14,None
1794,317.837,-0.4453,0.14191,None
17208,1.4916,1.1031,0.1422,None
340229,35.879,-2.8604,0.142,None
1317666,36.7711,-5.0031,0.1421,None
2635,52.7043,-1.2381,0.1437,None
17568,313.103,0.2777,0.1445,None
190260,333.967,-0.8252,0.1448,None
17497,37.1366,-1.0421,0.14479,None
8921,325.002,-0.0079,0.14539,None
17605,309.203,0.0984,0.14643,None
1296657,36.2552,-6.2786,0.14715,None
440008,52.6735,-28.8632,0.147,None
1316385,53.526,-27.6321,0.14784,None
13796,350.692,0.5329,0.1487,None
14024,318.199,0.9163,0.14881,None
180166,242.843,55.0642,0.1475,None
1293758,8.4839,-43.3497,0.14896,None
14437,332.081,-1.1964,0.14927,None
1255502,33.9046,-4.2092,0.14915,None
13736,336.833,1.031,0.15021,None
2308,34.2729,0.2803,0.1502,None
000038,35.0957,-4.6725,0.1513,None
460003,128.835,43.8555,0.15,None
2031,312.043,-1.1714,0.153,None
18323,3.4286,0.6522,0.15408,None
15132,329.7,0.1977,0.15438,None
18740,16.8553,1.0437,0.15441,None
19353,43.1144,0.2518,0.15406,None
16073,8.1078,-1.054,0.15472,None
5550,3.5983,0.3331,0.15629,None
16116,355.302,-1.1058,0.15649,None
18030,4.933,-0.4001,0.15653,None
19940,315.393,-0.2685,0.1571,None
13354,27.5648,-0.8873,0.15763,None
16206,5.7882,-0.0536,0.15973,None
440042,35.9021,-3.294,0.16,None
14782,314.234,-0.279,0.1604,None
15425,55.5611,0.4783,0.1599,None
1299775,53.4389,-29.6767,0.16051,None
3317,26.9626,0.6406,0.16101,None
2689,24.9003,-0.7587,0.16149,None
390627,212.627,53.9,0.16,None
5103,359.884,0.7372,0.16199,None
120336,149.082,1.4095,0.16,None
17825,32.9471,-0.9124,0.1632,None
19174,25.6597,1.0304,0.1647,None
3087,20.4067,-0.9772,0.16551,None
19616,37.1011,0.1847,0.16549,None
20764,26.1208,0.2298,0.1659,None
20430,312.417,0.4686,0.1671,None
12843,323.878,-0.9803,0.16725,None
12853,316.766,0.7231,0.1694,None
350233,149.466,3.4824,0.168,None
17389,323.295,-0.9601,0.1709,None
12856,332.866,0.756,0.17167,None
590005,151.018,1.2155,0.17,None
310039,36.2156,-3.3448,0.1725,None
19282,359.072,-0.5059,0.1738,None
1303279,54.9068,-27.813,0.17315,None
100090,131.828,43.4081,0.1721,None
3080,16.9323,-1.0395,0.17441,None
15897,11.6814,-1.0329,0.17489,None
120143,163.682,58.6266,0.173,None
15648,313.718,-0.1948,0.17501,None
14421,31.8299,1.2521,0.17504,None
16165,30.7331,-0.5339,0.1751,None
5350,307.219,-0.7792,0.1754,None
15583,37.7311,0.9463,0.1752,None
19969,31.9105,-0.324,0.17532,None
18604,340.921,0.4214,0.17626,None
14979,54.9464,0.9928,0.1771,None
17218,356.172,-0.0301,0.17839,None
