Unnamed: 0,ztfname,redshift,redshift_err,source,t0,x0,x1,c,t0_err,x0_err,x1_err,c_err,cov_t0_x0,cov_t0_x1,cov_t0_c,cov_x0_x1,cov_x0_c,cov_x1_c,mwebv,mwr_v,mwebv_err,fitprob,ra,dec,sn_type,sub_type,lccoverage_flag,fitquality_flag,iau_name,frac_fitted,blast_transient_spectroscopic_class,blast_transient_photometric_class,blast_host_name,blast_host_ra_deg,blast_host_dec_deg,blast_host_redshift,blast_host_EBV_MW,blast_local_log_mass_50,blast_local_log_sfr_50,blast_local_log_ssfr_50,blast_local_log_age_50,blast_local_mass_surviving_ratio,blast_global_log_mass_50,blast_global_log_sfr_50,blast_global_log_ssfr_50,blast_global_log_age_50,blast_global_mass_surviving_ratio
778,ZTF18acrcizr,0.0459247,0.00378715,z_snid,58457.47520559518,0.00123214,-0.050292485,0.1825165013273457,0.2346993702230975,6.192069476841265e-05,0.140623472,0.040213792,-4.97e-06,-0.007909569,0.002451442,-2.61e-06,-2.26e-06,0.00096524,0.046350322,3.1,0,0.1158712164352497,20.829047,22.197488,snia-cosmo,norm,1.0,1.0,2018jfh,100.0,SNIa,,2018jfh,20.82894002,22.1975833,,0.046354521960020066,9.830067093496117,-0.9198850975134116,-10.728384793488756,7.705538902029609,0.5769814252014152,10.16029533281526,-1.4769180913573368,-11.66560000781514,9.35805902961955,0.5600789839831175
779,ZTF18acrdciw,0.0524048,0.00300832,z_snid,58445.07265,0.000832213,-1.73752763,0.019904751,0.1665134877584932,3.457174903194308e-05,0.080154486,0.036081637,2.392695416663852e-06,-0.006689099,-0.001651472,-8.66e-07,-1.05e-06,-0.000108872,0.028302689,3.1,0,0.16630317,118.45327,2.418842,snia-cosmo,norm,1.0,1.0,2018jai,100.0,SN Ia-pec,,,118.45307997,2.41925963,0.078398,0.028306989595294,,,,,,,,,,
780,ZTF18acrdlrp,0.01915061,1.89e-05,z_gal,58462.38426969716,0.013440182,0.8775055332769259,-0.091692232,0.4958911125759186,0.000493942,0.2113661958735673,0.033252257,-3.32e-05,-0.086448225,-0.000711294,-1.49e-06,-1.37e-05,0.000219583,0.018699476,3.1,0,0.4259255275415374,157.468196,20.66938,snia-cosmo,norm,1.0,1.0,2018jaj,100.0,SNIa,,2018jaj,157.46791775,20.66959004,0.019088,0.018699011653661727,8.27682691411362,-1.7741324418363857,-10.045111482932217,6.591000053274124,0.5873888037875619,8.409870903804416,-1.216923898986928,-9.627959189792863,3.968691700122733,0.6273876084528986
781,ZTF18acrdmmw,0.04979017,1.207e-05,z_gal,58461.90252977985,0.002148228,0.6713456779838602,-0.16060156,0.2457765914114134,7.074809563915397e-05,0.1376658026311467,0.030780365,-3.79e-06,-0.01708259,0.00088941,4.248147898103968e-07,-1.84e-06,-0.000623498,0.017180144,3.1,0,0.045655905,171.86356,33.617341,snia-cosmo,norm,1.0,1.0,2018jfb,100.0,SNIa,,2018jfb,171.86515249,33.61531404,0.04979017,0.017170731760561466,7.82438360560264,-1.5449357523943437,-9.416516304569537,2.895446682555661,0.6588547497110975,9.154148961116913,0.02514621760693221,-9.140950938576859,3.3314123820146184,0.6575980106827147
782,ZTF18acrdwag,0.04127989,1.078e-05,z_gal,58453.83167,0.002051563,0.2138853018487074,0.1093722287695008,0.3366952074793516,9.955354909511318e-05,0.2085642374157709,0.039635058,4.1296897000640203e-07,-0.048510487,0.002056112,-9.25e-06,-3.55e-06,0.001807596,0.019858544,3.1,0,0.9208615346985792,206.092102,14.325903,snia-cosmo,norm,1.0,1.0,2018jpl,100.0,SN Ia,,48677,206.089661,14.327713,0.041012,0.019865947030484676,,,,,,,,,,
783,ZTF18acrdwcf,0.05029894,0.0031305,z_snid,58451.47959510729,0.001668755,-0.904704351,-0.063948495,0.969550923,0.000216039,0.5808624242426372,0.091767647,0.000118567,-0.508486619,-0.039824431,-9.09e-05,-1.94e-05,0.033078024,0.038340562,3.1,0,0.9703179572999232,215.965885,20.331523,snia,,1.0,1.0,2018jrp,100.0,SN Ia,,,215.9656075164056,20.33074213489224,,0.038353038653731346,,,,,,,,,,
784,ZTF18acrewzd,0.16487402,0.00330189,z_snid,58451.62350683529,0.000171865,0.5503644145676356,0.00981681,0.4432432026223978,1.0501331275574248e-05,0.455650236,0.061652897,-5.04e-07,0.045132649,-0.00025607,-2.57e-06,-5.45e-07,0.00762773,0.035187376,3.1,0,0.022726915,70.322042,-1.76875,snia,,1.0,1.0,,100.0,None,,,70.32175214971357,-1.7689490968629653,0.13,0.03519119404256344,,,,,,9.757488985133095,-0.21296868203302846,-9.961000864129865,5.087563240617935,0.6130181137117823
785,ZTF18acrfklz,0.11036725,1.425e-05,z_gal,58459.07129782288,0.000550157,0.8058787338394685,-0.04151996,0.520170411,5.934053405928395e-05,0.4923202130036095,0.084952296,-1.18e-05,-0.00625349,0.01561689,-1.74e-05,-4.68e-06,0.016193559,0.032236656,3.1,0,0.9136861046556668,5.605923,-12.941508,snia-cosmo,91t,1.0,1.0,2018jjl,100.0,SN Ia,,,5.605342327183201,-12.94197643260319,,0.032249181121587756,,,,,,,,,,
786,ZTF18acrfond,0.1166142,0.00042007,z_nonSEDm,58448.73005717034,0.000169448,1.052757896737203,0.2431689957756016,0.702686206,1.910515533487818e-05,0.7235443014410421,0.098153901,3.205525432329002e-06,-0.003115898,-0.021617345,-8.21e-06,-1.77e-06,0.032154092,0.1203843459667725,3.1,0,0.6716639381530453,59.862292,24.589,snia-cosmo,norm,1.0,1.0,,100.0,None,,,59.86248189,24.58913308,,0.12037038505077362,,,,,,9.840457973072333,-0.6358610696431863,-10.43330426556309,5.950254181300215,0.5956873971768997
787,ZTF18acrgunw,0.06524781,1.176e-05,z_gal,58460.77681,0.00084233,0.9672675990278358,-0.041396774,0.2882008085980487,3.5924763198422974e-05,0.2108839731685114,0.038443514,-2.89e-06,-0.01883273,0.003237772,-1.51e-06,-1.19e-06,-0.00022537,0.014402701,3.1,0,0.000136546,138.202163,36.228105,snia-cosmo,norm,0.0,1.0,2018joe,100.0,SN Ia,,SDSSJ091248.41+36134,138.202,36.22787,0.06524781,0.014399622865021229,9.522119183334942,-0.7306791848055767,-10.259933247060577,6.93785989653605,0.5859382127848606,10.171522145397361,0.1928970192657635,-9.982759115626937,6.451954616820176,0.5909603560382081
788,ZTF18acrgydk,0.07241098,1.482e-05,z_gal,58452.02975630059,0.00060543,-1.207038759,-0.00644155,0.971781198,0.000126028,0.5821971415919323,0.1578488816612592,2.983002106623717e-05,-0.374694422,-0.024497359,-4.34e-05,-1.97e-05,0.046644131,0.01539537,3.1,0,0.6803033852078239,159.954454,47.600922,snia-cosmo,norm,0.0,0.0,2018jhb,100.0,SN Ia,,,159.95448918923873,47.60093832828006,0.07247815,0.015394521690905093,,,,,,,,,,
789,ZTF18acrhbuk,0.06894113,1.084e-05,z_gal,58436.791220372994,0.000838515,3.1968256616341626,-0.310348204,2.600627050309413,5.0323492702040746e-05,1.4915199606263616,0.1405539908012757,-9.17e-05,1.2810147547728397,-0.239506164,-2.38e-05,2.3738743198082426e-06,-0.186971025,0.019921799,3.1,0,0.2552164100393439,166.213592,18.564804,snia-cosmo,norm,0.0,0.0,2018hsv,100.0,SN Ia,,,166.21206829946163,18.56395693835664,0.0689998,0.019919749200344086,9.012065372732707,-0.5988790042864397,-9.59811182145212,5.163974949511595,0.6318192268621033,10.754322920106421,0.8266852596449307,-9.93645430939263,6.8437238517645405,0.5931991229096433
790,ZTF18acrknyn,0.06689076,0.00308707,z_snid,58460.06385821912,0.000787731,0.6448649857159799,-0.019834769,0.1484021819887857,2.859324726367052e-05,0.1480326735752852,0.032535718,-6.45e-07,-0.000966968,0.0006046,-1.16e-06,-8.06e-07,0.000455215,0.1232055417493206,3.1,0,0.9730737142004092,71.379155,73.916512,snia-cosmo,norm,1.0,1.0,2018jef,100.0,SN Ia,,,71.38609056,73.91671815,,0.12307959109544754,8.103963493287115,-1.133912618597126,-9.253789015929573,5.2169633426324244,0.6495245197122874,9.194609197231353,-0.7167353064715867,-9.907783936068226,6.920832396908915,0.5879725122188398
791,ZTF18acrlmvt,0.0603339,0.00315317,z_snid,58460.620881431554,0.000954107,0.8353156814990251,0.040752938,0.1487179579235089,3.259714363677542e-05,0.1417189523234874,0.03126176,-9.85e-07,0.001008153,0.000747833,-8.19e-07,-8.76e-07,-1.66e-06,0.1031922981398975,3.1,0,0.006861673,67.940367,79.450503,snia-cosmo,norm,1.0,1.0,2018jjp,100.0,SN Ia,,,67.94035232,79.45032148,,0.10318856671452523,,,,,,,,,,
792,ZTF18acrncou,0.08403331,2.252e-05,z_gal,58468.469096765504,0.00093584,2.324424933098301,0.2313427678199107,0.3950367221841588,3.7494840929035394e-05,0.2503952075667761,0.035402566,-1.96e-06,-0.065686449,0.001833515,-1.84e-06,-1.11e-06,-0.000169884,0.01669273,3.1,0,0.023553748,143.743894,32.092038,snia-cosmo,norm,1.0,1.0,2018jgz,100.0,SN Ia,,,143.74514467296086,32.09349938856654,,0.01660474132746458,7.477786590224434,-0.8503850587864419,-8.04794720740032,0.8546038987799494,0.7489927008574613,9.300406585636779,-0.0014831022393133305,-9.297311945920017,7.370991365568994,0.5934200659127024
793,ZTF18acrnfww,0.06470415,1.857e-05,z_gal,58465.73315884367,0.001566493,0.4212317823337603,-0.032632536,0.1661096761745284,4.9280881265768655e-05,0.1067883160600111,0.030235414,-5.35e-07,-0.007984477,0.000148622,-3.31e-07,-1.25e-06,-0.000202361,0.018196597,3.1,0,0.8869894328576193,181.07139,38.999026,snia-cosmo,91t,1.0,1.0,2018jof,100.0,SN Ia,,2141331,181.071732,39.000412,0.06468254,0.01820599302649498,,,,,,,,,,
794,ZTF18acrtykk,0.06145984,0.00464004,z_snid,58460.51794535219,0.000972028,-1.041344518,0.04217126,0.3231917926204914,4.954272482283518e-05,0.2385352359917767,0.04572962,-4.86e-06,-0.014010238,0.005108537,-2.82e-06,-2.01e-06,0.000828519,0.1621024959094226,3.1,0,0.281908468,49.973948,20.509651,snia,,1.0,1.0,2018jie,100.0,SN Ia,,,49.97395034,20.50964664,,0.16210263311862946,9.998286287201207,-0.11247615195719929,-10.116338893309122,7.3492352509830745,0.5935805358558475,10.029087692941857,-0.9472455702151241,-10.92719703239195,8.054203316319805,0.5709906694840072
795,ZTF18acrukkl,0.04440072,0.00015044,z_gal,58383.243819378265,0.002873952,0.7352713101298047,-0.009625948,0.4435561537247849,0.00014435,0.3167316511030013,0.04599885,-1.95e-05,-0.05735552,0.007425317,7.772172183733914e-07,-5.88e-06,-0.002799982,0.025079864,3.1,0,0.9616751093944148,85.700487,-24.492992,snia-cosmo,91t,1.0,1.0,2018fzw,100.0,Ia,,2018fzw,85.69899713,-24.49308071,0.044401,0.02506680529564619,9.114513486288784,-0.8513841239069062,-9.978450421462385,5.959681346856655,0.5978197970650312,10.311977358854794,0.2032312608384456,-10.14342943979807,6.22016871575834,0.5896368566223831
796,ZTF18acrvakb,0.07217157,0.0035609,z_snid,58464.34087186287,0.000902001,-0.405810576,0.1155996731525847,0.4462126650323625,4.1150713920199485e-05,0.518809693,0.058072523,-2.74e-06,-0.064418784,0.009984331,-3.96e-06,-1.53e-06,-0.008924824,0.07415044,3.1,0,0.164690717,77.016052,-3.54945,snia,,1.0,1.0,2018jjs,100.0,SN Ia,,,77.01610127,-3.54944899,0.079,0.07415048465132713,,,,,,,,,,
797,ZTF18acrxppd,0.03679847,1.002e-05,z_gal,58464.61095555054,0.003097952,0.5191861579276311,-0.045650106,0.1964241073364974,0.000101621,0.1146207889973027,0.030850991,-3.69e-06,-0.010728913,0.000656593,3.573868156924887e-07,-2.65e-06,-0.000544764,0.009838477,3.1,0,0.4449957279016238,156.514013,64.836497,snia-cosmo,norm,1.0,1.0,2018jfn,100.0,SNIa,,2018jfn,156.51454882,64.83618231,0.03678637,0.009846314489841461,9.166442738745502,-0.07763460259377977,-9.245510074450621,5.110589562236849,0.6227241496504922,9.452444791073209,-0.24368838827931016,-9.69371038603666,5.72752760826676,0.608976385105854
798,ZTF18acrxpxd,0.08520699,0.00042016,z_nonSEDm,58462.25204226376,0.00046492,-0.244979822,-0.036924752,0.4344371404622507,1.6426083272507943e-05,0.2135977827512258,0.033816284,-2.52e-06,-0.048376194,0.00102417,2.1667491466221653e-07,-4.26e-07,-0.000707342,0.007360151,3.1,0,0.9068240900002076,167.420298,59.40305,snia-cosmo,norm,1.0,1.0,2018jnr,100.0,SN Ia,,,167.4204751050732,59.4028861314224,,0.007359687350690365,,,,,,,,,,
799,ZTF18acryfsy,0.06006285,1.01e-05,z_gal,58217.47507687288,0.001410894,0.7939438962822143,-0.091462608,0.1932993922528112,5.548879140391096e-05,0.1843536125974911,0.034779395,3.034544682927901e-08,0.000702175,-0.000692469,-4.54e-06,-1.58e-06,0.001129957,0.026250741,3.1,0,0.4105787305760341,207.893152,-5.890406,snia-cosmo,norm,1.0,1.0,2018avv,100.0,Ia,,2018avv,207.89312484,-5.8904985,0.06,0.02624861408025026,8.852278775599585,-0.4312863079630371,-9.29768395621658,4.314682832195057,0.6451775099709579,9.026839755688382,-0.03023205965723722,-9.057757873032012,6.1500146548318675,0.6181715199911697
800,ZTF18acsblap,0.01595771,1.414e-05,z_gal,58337.939780636734,0.018538009,3.223990032782148,-0.380095597,6.242666740308778,0.004335657,2.7323695121396896,1.311546906100911,0.006625077,-14.91947536,-0.054090757,-0.00027318,-0.003347565,-0.706514615,0.1273961181402241,3.1,0,0.0,46.729788,41.50905,snia-cosmo,norm,0.0,0.0,2018eqq,100.0,Ia,,2018eqq,46.72963934,41.50927288,0.015984,0.1273837774991989,,,,,,10.457330552122057,-2.261342218190482,-12.811990980549538,10.052587935687878,0.565832655954695
801,ZTF18acslbve,0.0485932,0.00287446,z_snid,58471.02560432311,0.000831796,0.1832377740926393,0.1785574815007941,0.2462337250326527,3.24796627350388e-05,0.1889787583689628,0.035092129,-1.44e-06,-0.022093363,0.001861806,-1.3e-06,-1.01e-06,0.000728636,0.081603499,3.1,0,0.01210821,24.060578,16.701367,snia-pec,iax,1.0,1.0,2018jpk,100.0,SN Ia,,,24.060640135571525,16.70126230904755,,0.08159137263894081,,,,,,,,,,
802,ZTF18acslhcq,0.04893719,1.414e-05,z_gal,58456.07273578002,0.001912086,-1.930344875,-0.108780809,0.2919734644929121,0.000361367,0.259573079,0.1404726628838556,-1.09e-05,-0.009382375,0.003615359,-4.39e-05,-5.07e-05,0.015999519,0.3380411079535296,3.1,0,0.7597686171679879,46.294376,21.135409,snia-cosmo,norm,0.0,0.0,2018jfw,100.0,SN Ia,,2018jfw,46.2937838,21.13786873,0.048937,0.3380657124519348,9.168800552350906,-0.2083004726472961,-9.372345545849498,6.585197388307986,0.6575763402746795,11.220491043329922,-0.4638600415736957,-11.715177460982995,8.387655536970627,0.5798297933477393
803,ZTF18acslknd,0.03393681,1.414e-05,z_gal,58315.59438572905,0.005234214,-2.349471502,-0.178987438,0.638571444,0.00063874,0.2371249172380112,0.077743136,-0.000183174,-0.004416609,0.004330213,-9.16e-05,-4.16e-05,0.008066422,0.3443681245374211,3.1,0,0.005031998,54.813389,14.460376,snia,,0.0,1.0,2018eux,95.0,SN Ia-pec,,1458669,54.812569,14.460482,0.033937,0.3443372958898544,10.27766967884379,-0.06779172275648103,-10.394213798563714,5.7953877760810615,0.599201596284242,,,,,
804,ZTF18acslpba,0.02943116,1.153e-05,z_gal,58463.16614237142,0.003055228,-2.217189278,0.009088724,0.1714688201645913,0.000123514,0.1165761797759752,0.035978122,-6.47e-06,-0.003252238,0.001407753,-1.62e-06,-3.87e-06,-0.000123331,0.020661243,3.1,0,8.50980120787075e-08,41.03427,-9.45174,snia-cosmo,norm/04gs,1.0,0.0,2018jpn,100.0,Ia,,2018jpn,41.03343858,-9.45234944,0.029314,0.020660004392266274,10.122652125123889,-0.0553551791753073,-10.152644882693705,7.017154551610256,0.5962193444410875,11.109057887261105,-1.508000650335244,-12.61048993612927,12.64647022503279,0.5630878528518454
805,ZTF18acsofdh,0.08294159,1.853e-05,z_gal,58464.67736602688,0.00093417,0.6256372015598861,-0.144938324,0.1562672996406036,2.976200575218152e-05,0.1619649374494214,0.032230931,-6.1e-08,0.001297432,0.000229921,-3.87e-07,-7.75e-07,-0.000777268,0.02833026,3.1,0,1.3423708517364036e-14,112.960554,77.605394,snia,,1.0,0.0,2018jrk,100.0,SN Ia,,,112.95985316271356,77.60586297622223,0.089593,0.02832213371992111,,,,,,,,,,
806,ZTF18acsohut,0.10033453,2.974e-05,z_gal,58465.69683316376,0.000506838,0.3589698928349064,-0.048357995,0.210318321,2.2781358138951205e-05,0.2994832071200944,0.042489589,-2.85e-07,0.021057833,0.001102531,-2.72e-06,-6.98e-07,-0.000824828,0.059282854,3.1,0,0.060319852,100.04298,54.07923,snia,,1.0,1.0,2018jok,100.0,SN Ia,,,100.04306553787136,54.07920031797862,,0.05928338184952736,,,,,,,,,,
807,ZTF18acsolgq,0.04047641,1.344e-05,z_gal,58222.93118867581,0.002224673,-1.861053728,-0.067853858,0.4052672984689707,0.000117704,0.3657377197902919,0.045287832,-2.34e-05,-0.048387146,0.006556284,-8.22e-06,-4.72e-06,0.002814412,0.036048924,3.1,0,0.6897009227059415,127.917415,-4.117837,snia-cosmo,norm,0.0,1.0,2018aup,100.0,Ia,,2018aup,127.92081695,-4.11792482,0.0335,0.0361606615036726,9.394925792320757,-0.9937583219365217,-10.37496358175113,7.34361145063138,0.5819484504945316,11.354801649954133,-0.9761348382942081,-12.337886413550201,11.147078797740575,0.5677054267148307
808,ZTF18acsouxk,0.08326962,0.00425206,z_snid,58465.53677746733,0.00064226,0.5558645261897256,-0.086818755,0.2218467915918154,2.4778793529810043e-05,0.2458622369447535,0.038093605,9.246118785541056e-07,-0.01129804,-0.001361116,-2.46e-06,-7.36e-07,0.001198821,0.020697303,3.1,0,0.3634500720888213,147.837267,22.775119,snia-cosmo,norm,1.0,1.0,2018jnx,100.0,SN Ia,,,,,,,,,,,,,,,,
809,ZTF18acsovsw,0.03279604,1.627e-05,z_gal,58471.54168448198,0.004227474,0.069074291,-0.119677874,0.093825636,0.000151948,0.094077604,0.03175286,1.311540686371504e-06,-0.000782331,-0.000447006,-4.28e-06,-4.06e-06,5.772798520354772e-05,0.022886192,3.1,0,0.6173515782677377,141.157338,25.395118,snia-cosmo,norm,1.0,1.0,2018jny,100.0,SNIa,,2018jny,141.16091128,25.39862916,,0.0228376667201519,7.736362800095191,-1.4973348558765103,-9.230230520252436,5.680603035783384,0.6309062388616138,8.288725659076915,-0.31639194978688623,-8.472489352465118,3.030872466536997,0.679307394615083
810,ZTF18acsoyiu,0.07819699,2.1e-05,z_gal,58463.61594,0.00047811,-2.660914737,-0.109004479,0.2498688374216726,1.6226028508288602e-05,0.180844319,0.035676684,-6.94e-07,-0.01302651,-0.000320585,-4.88e-08,-4.33e-07,-0.000841155,0.01429652,3.1,0,0.4043319503054234,167.931124,40.815569,snia-cosmo,norm,1.0,1.0,2018jsv,100.0,SN Ia,,34049,167.93161,40.820618,0.07814884,0.014326609410345555,,,,,,,,,,
811,ZTF18acspjqd,0.07118651,1.49e-05,z_gal,58465.48562101751,0.000599686,2.1472323917449097,0.1946810311870915,0.531739071,2.6934356789010716e-05,0.4935039720745037,0.044555072,-7.98e-07,-0.086985398,0.002231859,-1.91e-06,-9.56e-07,-0.003225077,0.065693998,3.1,0,0.093150524,109.379682,37.697027,snia,,1.0,1.0,2018joo,100.0,SN Ia,,,109.3790259651091,37.69723471065723,0.080516,0.06570815578103065,,,,,,10.610682694247298,0.3759098197437063,-10.247173593936814,7.142897708436361,0.594461366401942
812,ZTF18acswrpr,0.10985172,1.714e-05,z_gal,58450.81202704751,0.000491384,0.6166839045205317,-0.131435554,3.406958554682205,0.000169467,1.149435121008492,0.2350421762065107,-0.000420351,-0.989726089,0.4930996749678216,-6.49e-05,-3.95e-05,0.1038127950090329,0.051825144,3.1,0,0.1857437350371684,334.27229,-9.526796,snia,,0.0,0.0,2018jly,100.0,SN Ia,,,334.2725413498208,-9.52684509587348,,0.05181452512741089,,,,,,,,,,
813,ZTF18acswtoq,0.02551369,3.028e-05,z_gal,58464.06821778024,0.010662799,0.5285669729599223,-0.088039273,0.3069364545772259,0.00046503,0.2063962298401562,0.035988485,-5.49e-05,-0.021884619,0.003838498,-1.23e-05,-1.47e-05,-0.000665141,0.03282101,3.1,0,0.9999210801213526,327.546748,-3.692322,snia-cosmo,91t,0.0,1.0,2018jao,100.0,Ia-91T,,2018jao,327.54851353,-3.69173262,,0.03284179151058197,7.693338421058522,-1.675554004120811,-9.400020957072355,6.059461797254194,0.626191761623046,8.223491232328433,-0.6336665222352932,-8.85832013208157,7.535757310584806,0.6025184973047657
814,ZTF18acsxpmp,0.07103098,2.148e-05,z_gal,58463.45965948665,0.000731968,0.1052797085354996,-0.017621868,0.1744516327853489,2.7791628015524884e-05,0.1979730122472876,0.034111279,-4.63e-07,-0.006102796,0.000658455,-1.91e-06,-8e-07,0.000751526,0.044778474,3.1,0,0.6751862535100208,10.179026,30.046094,snia-cosmo,norm,1.0,1.0,2018jsx,100.0,SN Ia,,,10.179517770471428,30.04515356370648,,0.04479259468615055,8.921857515495123,-0.9164694025104855,-9.86982270873349,5.949251375209625,0.6051193213327586,10.199540769043397,-0.0696973590361218,-10.252044673439064,6.287034083771199,0.598041415305863
815,ZTF18acsxusq,0.05560707,1.056e-05,z_gal,58459.700377989335,0.001195698,-0.494647928,-0.062641412,0.4758854199062625,7.367042605247495e-05,0.2507552833575716,0.048932454,-1.09e-05,-0.078862414,0.007628629,-3.54e-06,-3.3e-06,0.000510284,0.048734954,3.1,0,0.1082041513313854,18.361287,14.481484,snia-cosmo,norm,1.0,1.0,2018jjn,96.42857142857144,SN Ia,,1459245,18.361362,14.480075,0.05602342,0.048785956501960756,,,,,,10.190946361605079,0.38828269535583415,-9.797822636823447,7.268459575850812,0.5927720920522653
816,ZTF18acsxvrp,0.06451617,0.00448219,z_snid,58459.51235024765,0.001097786,-0.55346073,-0.039733253,0.502103417,6.750325905847455e-05,0.3309701341726351,0.051346119,-7.12e-06,-0.114528394,0.008673245,-7e-06,-3.19e-06,0.002012253,0.062022841,3.1,0,0.882957038,15.765194,27.470579,snia-cosmo,norm,1.0,1.0,2018jfv,100.0,SN Ia,,,15.765777837930145,27.47246786130307,,0.061973788291215894,,,,,,,,,,
817,ZTF18acsyanq,0.04844415,0.00500625,z_snid,58468.67274351312,0.00186544,0.311742552,-0.007285205,0.8285164513581549,0.000109323,0.2645909616986742,0.042863161,-6.52e-05,-0.172487003,0.019249465,9.924866541638338e-06,-4.17e-06,-0.00295262,0.048524723,3.1,0,0.3529153450842065,20.962215,10.858995,snia-cosmo,norm,0.0,1.0,2018jpo,100.0,SN Ia,,,20.962048911507477,10.859090226719028,,0.04851789236068726,,,,,,,,,,
818,ZTF18acsycdi,0.10705224,0.00344093,z_snid,58462.058730626384,0.000366908,-0.366760351,-0.068324472,0.5634711313796288,8.305387223635444e-05,0.6376735825665731,0.1855614223542578,6.396965968145078e-06,-0.231406563,0.000324012,-1.96e-05,-1.52e-05,0.021018509,0.03821337,3.1,0,0.6739871039554343,28.825804,5.492871,snia-cosmo,norm,1.0,0.0,2018jkr,100.0,,,,28.82595892123149,5.492907293420065,,0.03821977227926254,,,,,,,,,,
819,ZTF18acsycnc,0.07526764,2.753e-05,z_gal,58459.97090403243,0.000580969,-1.967115521,0.002629866,0.4941550959701999,5.6933219226951e-05,0.378684316,0.076437963,-8.14e-06,-0.077943314,0.010223763,-8.61e-06,-4.12e-06,0.00845614,0.024035355,3.1,0,0.1958090686852392,26.713806,-8.058425,snia-cosmo,norm,0.0,1.0,2018jgs,96.29629629629628,SN Ia,,1008988,26.715462,-8.055551,0.07526628,0.023933389149606226,,,,,,,,,,
820,ZTF18acsynfy,0.03006216,1.012e-05,z_gal,58442.33441775232,0.002483197,0.8741767231362174,0.1756404539989473,0.2568238332642067,0.000182747,0.3214714902617699,0.052498719,2.0722187679391965e-05,0.001629977,-0.004573973,-3.23e-05,-8.83e-06,0.006954268,0.087021482,3.1,0,0.5708219666972525,37.056868,26.06027,snia-cosmo,norm,1.0,1.0,2018ihs,100.0,SN Ia,,2018ihs,37.05855112,26.06011627,0.030062,0.0870796200633049,9.260528615435554,-1.2339563591289258,-10.50287558567163,7.444540085596131,0.5884602065298006,10.047226333199546,-0.9112066914662067,-10.951094269510286,10.790054949868225,0.5651245047153695
821,ZTF18acsyzca,0.01424367,1.081e-05,z_gal,,,,,,,,,,,,,,,0.038083741,3.1,0,0.040860782,51.508917,-17.562968,snia-cosmo,norm,1.0,1.0,2018jky,100.0,Ia,,2018jky,51.5109,-17.5915,0.01458,0.03852115221321583,7.439272389484348,-1.576197427802194,-8.939682450799856,5.756552716288335,0.6848852813859126,10.779269579686801,0.03875927655512632,-10.73149112856152,8.521746133679148,0.5763582930782555
822,ZTF18acszgnm,0.11562245,1.984e-05,z_gal,58461.57714020003,0.000384041,-2.051011216,-0.271503531,0.7608295830359566,4.507771296487299e-05,0.6309362610369816,0.1094091531541593,-7.01e-06,-0.248299855,0.040240508,-1.2e-05,-3.91e-06,-0.004229648,0.055940192,3.1,0,0.3082525556642467,55.850634,-6.393465,snia-cosmo,norm,0.0,0.0,2018jma,100.0,SN Ia,,,55.85120916224784,-6.389414898404423,0.1155741,0.05571326419711113,,,,,,,,,,
823,ZTF18actacux,0.08331716,0.00517325,z_snid,58463.24156876674,0.0006649,1.0219011726102811,-0.115426583,0.5473605801889789,3.982299832439544e-05,0.4589710714470169,0.058564376,-8.62e-06,-0.050922114,0.01733938,-7.55e-06,-1.88e-06,0.000935624,0.085668809,3.1,0,0.4808950816899945,72.356214,-13.616676,snia-cosmo,norm,1.0,1.0,2018jnd,100.0,SN Ia,,,72.35511809,-13.61723476,,0.08559097215533257,,,,,,,,,,
824,ZTF18actasgb,0.03085687,1.2e-05,z_gal,58374.36481584815,0.001246206,0.071770017,0.4662600762517218,0.2742639923708339,5.7207893857527474e-05,0.3263767202293393,0.040538952,-6.23e-06,-0.009013012,0.004138811,-6.48e-06,-2.09e-06,0.00332937,0.03742515,3.1,0,6.246018123924015e-05,65.171952,-14.781265,snia-pec,02es,1.0,1.0,2018gio,100.0,Ia,,2018gio,65.17069428,-14.78097146,0.030785,0.037447851225733755,10.145998570612312,0.643938330219885,-9.536140243104526,7.121022082440636,0.6063428718470459,11.415975232678665,-0.46317162383339683,-11.882784945912675,11.829550513473944,0.5667796802193505
825,ZTF18actuhrs,0.02441689,1.414e-05,z_gal,58503.38835,0.003336852,5.0,1.1999960303527175,0.5825718648629845,0.000136401,0.06270768,0.1078122948796317,5.7958164539769305e-06,-2.74e-10,-1.62e-07,2.7664199089566564e-14,-1.58e-09,3.6146260656338173e-16,0.04898504,3.1,0,0.0,206.663316,-9.643413,snia-pec,csm,0.0,0.0,2018evt,80.0,Ia,,2018evt,206.66574956,-9.64601069,0.024971,0.049049512967467304,9.049156291442056,-1.098237576205213,-10.163399449302071,6.720892859872629,0.5916675008863281,10.458399086763528,-0.17646474840307091,-10.627478083156491,7.769548264652261,0.5772026089011678
