Unnamed: 0,ztfname,redshift,redshift_err,source,t0,x0,x1,c,t0_err,x0_err,x1_err,c_err,cov_t0_x0,cov_t0_x1,cov_t0_c,cov_x0_x1,cov_x0_c,cov_x1_c,mwebv,mwr_v,mwebv_err,fitprob,ra,dec,sn_type,sub_type,lccoverage_flag,fitquality_flag,iau_name,frac_fitted,blast_transient_spectroscopic_class,blast_transient_photometric_class,blast_host_name,blast_host_ra_deg,blast_host_dec_deg,blast_host_redshift,blast_host_EBV_MW,blast_local_log_mass_50,blast_local_log_sfr_50,blast_local_log_ssfr_50,blast_local_log_age_50,blast_local_mass_surviving_ratio,blast_global_log_mass_50,blast_global_log_sfr_50,blast_global_log_ssfr_50,blast_global_log_age_50,blast_global_mass_surviving_ratio,_blast_prop_count,_local_prop_count,_global_prop_count,_missing_lc_params
2708,ZTF20aazppkz,0.01420651,1.004e-05,z_gal,,,,,,,,,,,,,,,0.04404222,3.1,0,0.0,239.679563,26.81935,snia-cosmo,norm,0.0,0.0,2020dxa,100.0,SNIa-norm,,2020dxa,239.6821,26.8181,0.01415494,0.0440770404040813,9.496195051553196,-1.0999941159994857,-10.640860517452309,6.726012139927565,0.583986970411711,10.068157726615391,0.256042503939258,-9.777434995104317,4.660464787618981,0.6107292359639073,10,5,5,"['t0', 'x0', 'x1', 'c', 't0_err', 'x0_err', 'x1_err', 'c_err', 'cov_t0_x0', 'cov_t0_x1', 'cov_t0_c', 'cov_x0_x1', 'cov_x0_c', 'cov_x1_c']"
2760,ZTF20abchbds,0.011,0.00100499,z_override,,,,,,,,,,,,,,,0.3579894732692153,3.1,0,0.3002511498347439,286.225535,-11.104229,snia-cosmo,norm,1.0,1.0,2020lmd,100.0,SNIa,,2020lmd,286.22953334,-11.10913045,,0.357897435426712,8.98903219986607,-1.142740590601372,-10.120854089566198,11.661919222469386,0.5566491938967202,7.557731046263703,-1.3834823668964322,-8.957355254096793,5.19071983109343,0.6677400448292594,10,5,5,"['t0', 'x0', 'x1', 'c', 't0_err', 'x0_err', 'x1_err', 'c_err', 'cov_t0_x0', 'cov_t0_x1', 'cov_t0_c', 'cov_x0_x1', 'cov_x0_c', 'cov_x1_c']"
2863,ZTF20abijfqq,0.0028543,3.133e-05,z_gal,,,,,,,,,,,,,,,0.026226554,3.1,0,0.9999998030616476,186.350822,18.203562,snia-cosmo,norm,1.0,0.0,2020nlb,100.0,SNIa-norm,,2020nlb,186.3502,18.1908,,0.0259334516152739,9.5481655956207,-0.8227316969891612,-10.374457744048902,6.835941539739881,0.5838790100212905,11.503439390260128,-0.8509528177095331,-12.351806295152272,11.718878257390427,0.5647369567738943,10,5,5,"['t0', 'x0', 'x1', 'c', 't0_err', 'x0_err', 'x1_err', 'c_err', 'cov_t0_x0', 'cov_t0_x1', 'cov_t0_c', 'cov_x0_x1', 'cov_x0_c', 'cov_x1_c']"
2900,ZTF20abkhtbc,0.0311749,1.414e-05,z_gal,58989.05331,,,,,,,,,,,,,,0.030810455,3.1,0,,325.404002,-26.592241,snia,,,,2020ibo,,SN Ia,,2020ibo,325.40131176,-26.59211745,0.030835,0.0308567225933074,9.139207777674985,-1.2327823186038651,-10.383137198115584,7.47017116878631,0.5810254417503229,10.424792797847129,0.4301089427085809,-10.06156371978045,6.966894646744651,0.5910634165064002,10,5,5,"['x0', 'x1', 'c', 't0_err', 'x0_err', 'x1_err', 'c_err', 'cov_t0_x0', 'cov_t0_x1', 'cov_t0_c', 'cov_x0_x1', 'cov_x0_c', 'cov_x1_c']"
3005,ZTF20abqvsik,0.00245848,1.005e-05,z_gal,,,,,,,,,,,,,,,0.025396531,3.1,0,0.2449572478172089,179.311248,49.292187,snia-cosmo,norm,0.0,0.0,2020rcq,100.0,Ia,,2020rcq,179.3224,49.2832,0.002592,0.0255148416757583,8.033628115642841,-1.3336231698798804,-9.367893569706332,6.360248488627406,0.6009353940673754,8.616657295831732,-1.383933845435824,-10.011728366818996,7.221745489285916,0.5911674912481978,10,5,5,"['t0', 'x0', 'x1', 'c', 't0_err', 'x0_err', 'x1_err', 'c_err', 'cov_t0_x0', 'cov_t0_x1', 'cov_t0_c', 'cov_x0_x1', 'cov_x0_c', 'cov_x1_c']"
3108,ZTF20abyptpc,0.01336681,8.245e-05,z_gal,,,,,,,,,,,,,,,0.047983543,3.1,0,0.9999999997427984,354.670314,15.954047,snia-cosmo,norm,1.0,1.0,2020ssf,100.0,Ia,,2020ssf,354.6717,15.9547,0.01335495,0.0479510977864265,10.500779770952352,-1.1279446133596605,-11.609291159708434,11.884534013796967,0.5662118988982824,11.010893054120311,-1.2562251944773426,-12.239372493237587,9.128672183054594,0.5734881909630428,10,5,5,"['t0', 'x0', 'x1', 'c', 't0_err', 'x0_err', 'x1_err', 'c_err', 'cov_t0_x0', 'cov_t0_x1', 'cov_t0_c', 'cov_x0_x1', 'cov_x0_c', 'cov_x1_c']"
3229,ZTF20achlced,0.00867234,7.957e-05,z_gal,,,,,,,,,,,,,,,0.033008046,3.1,0,0.2631118989855192,21.028692,12.921404,snia-cosmo,norm,1.0,1.0,2020uxz,100.0,SNIa-norm,,2020uxz,21.0163,12.9173,0.008246,0.0327425425499677,8.714507650267073,-0.9588368532899222,-9.674579466592196,8.119399591311502,0.5973713080674907,9.942599953212916,0.0895873882494424,-9.794621392333925,8.154547534778194,0.6100753255682648,10,5,5,"['t0', 'x0', 'x1', 'c', 't0_err', 'x0_err', 'x1_err', 'c_err', 'cov_t0_x0', 'cov_t0_x1', 'cov_t0_c', 'cov_x0_x1', 'cov_x0_c', 'cov_x1_c']"
3312,ZTF20aclwclm,0.0076186,1.414e-05,z_gal,,,,,,,,,,,,,,,0.1519809650236593,3.1,0,0.896812527,272.962902,14.982453,snia-cosmo,norm,1.0,1.0,2020xtz,100.0,Ia,,2020xtz,272.9635,14.9813,,0.1516507714986801,10.28551446856358,0.6431387782200835,-9.632601633965786,7.663445135092664,0.5966189240820383,10.531697231526335,1.03432057230886,-9.5201156875018,6.614361013555731,0.6200935648528872,10,5,5,"['t0', 'x0', 'x1', 'c', 't0_err', 'x0_err', 'x1_err', 'c_err', 'cov_t0_x0', 'cov_t0_x1', 'cov_t0_c', 'cov_x0_x1', 'cov_x0_c', 'cov_x1_c']"
3350,ZTF20acogywb,0.00683473,1.414e-05,z_gal,,,,,,,,,,,,,,,0.060407606,3.1,0,,142.243354,-14.805638,snia-cosmo,norm,,,2020jgl,,SNIa-norm,,2020jgl,142.2447,-14.8067,,0.0604148437082767,9.378743077822826,-0.8990236567255132,-10.273779461809267,8.750867689130168,0.5660820543382152,10.495178978664123,0.0240323077831231,-10.486746885589898,7.57626517900724,0.5755497841194177,10,5,5,"['t0', 'x0', 'x1', 'c', 't0_err', 'x0_err', 'x1_err', 'c_err', 'cov_t0_x0', 'cov_t0_x1', 'cov_t0_c', 'cov_x0_x1', 'cov_x0_c', 'cov_x1_c']"
3431,ZTF20acqntkr,0.0157718,1.094e-05,z_gal,59125.75968195879,,,,,,,,,,,,,,0.025847724,3.1,0,,193.37347,-5.431775,snia,,,,2020abim,,SNIa-norm,,2020abim,193.372,-5.4297,0.015661,0.0258296853676438,9.733980782143782,-2.316608792466459,-11.97310881110928,8.838500616303595,0.574345964986036,10.5618581195365,-1.4218909396124522,-12.020383179049311,8.78158926545175,0.572074806230377,10,5,5,"['x0', 'x1', 'c', 't0_err', 'x0_err', 'x1_err', 'c_err', 'cov_t0_x0', 'cov_t0_x1', 'cov_t0_c', 'cov_x0_x1', 'cov_x0_c', 'cov_x1_c']"
