SNID,RA,DEC,zHEL,TYPE
1334597,35.831272,-4.06785,0.29,None
1334614,36.220573,-5.810386,0.44056,None
1334620,35.752945,-6.264184,0.1972,None
1334644,35.107216,-5.772545,0.2891,None
1334645,36.379593,-5.878989,0.248,None
1334647,35.948376,-7.033251,0.74472,None
1334654,35.196068,-5.966431,0.30365,None
1334686,35.01152,-6.300655,0.6604,None
1334707,51.776356,-28.627846,0.64989,None
1334742,42.384743,0.699897,0.52919,None
1334858,53.131512,-27.577599,0.628,None
1335259,54.51461,-27.69791,0.72764,None
1335305,41.159859,-0.405977,0.33501,None
1335323,40.31609,-1.0875,0.20081,None
1335387,53.34206,-29.124971,0.60642,None
1335432,51.549858,-28.163319,0.42751,None
1335472,9.555312,-44.049526,0.50705,None
1335564,35.128132,-6.446471,0.6075,None
1335585,35.114647,-7.111384,0.60687,None
1335671,55.145126,-28.628086,0.5248,None
1335675,54.840099,-28.879179,0.60791,None
1335717,52.859905,-28.353096,0.30528,None
1335756,42.006908,-0.300437,0.45038,None
1335818,52.58305,-28.470995,0.62317,None
1335854,54.311703,-27.683096,0.57927,None
1335885,54.911984,-27.222214,0.39982,None
1336002,7.769961,-43.090694,0.396,None
1336008,10.321224,-43.886227,0.43867,None
1336009,8.916194,-44.893734,0.3427,None
1336150,9.791852,-44.561386,0.34905,None
1336244,7.431937,-43.625156,0.56608,None
1336359,35.238964,-5.289856,0.42938,None
1336384,34.094822,-4.51545,0.58439,None
1336453,40.96975,-1.229276,0.18579,None
1336454,41.563213,-1.890973,0.2935,None
1336464,41.255539,-0.749423,0.38834,None
1336480,41.724587,-1.164557,0.25695,None
1336558,42.511463,0.133087,0.46865,None
1336599,52.838635,-27.9827,0.67813,None
1336662,53.658958,-28.397871,0.182,None
1336687,35.605808,-6.149859,0.2348,None
1336693,35.410259,-5.765585,0.64929,None
1336925,54.912396,-27.523815,0.65056,None
1336942,52.795017,-27.852772,1.02661,None
1336953,36.745876,-3.767034,0.60141,None
1336957,53.080479,-28.460852,0.83031,None
1336975,54.81863,-27.155611,0.11088,None
1337228,7.524775,-43.03413,0.57858,None
1337267,34.171314,-4.797009,0.45439,None
1337272,34.128422,-5.680552,0.504,None
1337311,34.41449,-4.167667,0.4225,None
1337321,33.922161,-4.377943,0.56389,None
1337541,52.050034,-28.56514,1.05561,None
1337549,54.52808,-29.439695,0.74939,None
1337649,43.404419,0.510183,0.26238,None
1337687,55.047089,-26.975626,0.32917,None
1337703,54.883587,-26.724333,0.53281,None
1337838,35.49601,-6.498196,0.313,None
1337971,10.439484,-44.372238,0.41166,None
1338128,8.083662,-43.740833,0.3128,None
1338170,6.669886,-42.964066,0.3878,None
1338223,7.760626,-42.630089,0.60072,None
1338233,35.122704,-5.529291,0.60279,None
1338266,34.905033,-5.869125,0.6498,None
1338278,34.429966,-4.976041,0.5656,None
1338288,33.620819,-5.105864,0.13936,None
1338324,34.960075,-5.129517,0.42719,None
1338430,40.63932,-1.254658,0.5183,None
1338471,41.291645,-1.564907,0.53228,None
1338485,41.080334,-1.517876,0.58582,None
1338649,42.16539,-0.421733,0.61443,None
1338665,36.61676,-5.137959,0.72199,None
1338675,36.743656,-4.967741,0.33153,None
1338718,42.673164,-0.319852,0.73429,None
1338749,36.048813,-4.086864,0.85956,None
1338762,53.937035,-27.153151,0.42108,None
1338849,53.704571,-26.361382,0.62065,None
1338940,52.552921,-27.858482,0.77404,None
1338959,36.407951,-6.462457,0.46283,None
1339002,35.830547,-6.526311,0.30356,None
1339102,35.408806,-5.76562,0.64929,None
1339149,35.555027,-5.871708,0.46998,None
1339176,52.728462,-27.909498,0.92613,None
1339217,51.791409,-27.910799,0.33245,None
1339220,53.665455,-28.183355,0.60052,None
1339227,52.73233,-28.125382,0.82152,None
1339232,52.908131,-27.227524,0.96937,None
1339246,52.980213,-27.713514,0.95867,None
1339276,36.668465,-5.113027,0.96519,None
1339291,9.067094,-43.109821,0.81924,None
1339327,10.015751,-43.458355,0.77378,None
1339371,9.338039,-43.88953,0.63699,None
1339392,54.124462,-28.569849,0.18191,None
1339402,54.005188,-29.790676,0.36587,None
1339425,54.573879,-29.55625,0.53633,None
1339609,53.32391,-28.724577,1.12212,None
1339702,8.466715,-42.546692,0.2571,None
1339703,8.428344,-42.578842,0.49383,None
1339716,6.855922,-43.05608,0.45791,None
1339730,8.214377,-42.144386,0.4499,None
1339756,8.079682,-43.238422,0.27633,None
1339875,35.215756,-4.754442,0.46064,None
1339909,33.788891,-4.977757,0.753,None
1340125,41.877514,0.147411,0.65254,None
1340132,43.711739,-0.224807,0.61054,None
1340141,42.731384,0.741831,0.65523,None
1340253,43.035103,0.081144,0.6938,None
1340460,53.346462,-26.758844,0.63843,None
1340470,34.974419,-4.80181,0.58187,None
1340493,54.051067,-26.164375,0.71784,None
1340521,55.116093,-27.372778,0.65415,None
1340539,54.401768,-26.540396,0.4482,None
1340700,36.162502,-4.681664,0.32657,None
