SNID,RA,DEC,zHEL,TYPE
1883166,35.622223,-7.145199,0.51473,None
1887027,53.796448,-28.530863,0.21348,None
1889022,8.166656,-42.710678,0.5124,None
1889090,41.393227,-1.192052,0.514,None
1889155,37.369804,-4.893509,0.77966,None
1889211,53.913559,-26.665564,0.46407,None
1889226,53.286949,-27.345255,0.59338,None
1889253,54.032986,-28.441515,0.53717,None
1890041,7.102272,-43.558384,0.6538,None
1890212,36.72501,-4.732671,0.72913,None
1891030,6.873194,-43.114471,0.61497,None
1891055,7.262643,-42.372257,0.70781,None
1891070,8.467662,-43.945278,0.79478,None
1891082,34.150803,-5.182066,0.55,None
1891107,34.546135,-5.661133,0.6287,None
1891147,36.062504,-6.914837,0.3238,None
1891261,54.20298,-27.677126,0.50614,None
1891266,52.335201,-27.587145,0.70905,None
1892072,53.043118,-28.288332,0.92912,None
1892103,36.07621,-6.136014,0.26685,None
1892149,42.955013,-0.077303,0.64141,None
1892217,54.639729,-26.261179,0.40949,None
1894320,53.220326,-29.139048,0.71945,None
1895036,7.389949,-43.239986,0.45302,None
1895233,52.269379,-28.402449,0.57098,None
1896111,35.715912,-4.917531,0.49364,None
1896164,36.693897,-5.518777,0.42181,None
1896213,52.232731,-27.124613,0.68757,None
1896244,54.96743,-29.465937,0.59211,None
1896254,53.941498,-29.664419,0.55339,None
1897267,53.318344,-27.697027,0.31971,None
1898053,10.00567,-44.380779,0.81614,None
1898108,35.840302,-6.27676,0.51325,None
1898252,54.96339,-29.832905,0.74631,None
1899029,33.891094,-4.486261,0.62548,None
1899053,6.936348,-43.572956,0.53859,None
1899065,7.076638,-43.318283,0.54877,None
1899158,35.008797,-6.525691,0.64881,None
1899442,52.351849,-29.061256,0.432,None
1900056,9.552337,-44.501419,0.47944,None
1900124,35.68721,-6.146823,0.68669,None
1900662,9.38458,-44.352974,0.44894,None
1900801,52.465889,-27.72867,0.63644,None
1900856,54.840584,-28.397078,0.72477,None
1900865,52.213635,-28.306494,0.45463,None
1901059,34.972672,-4.147715,0.25229,None
1901115,35.546139,-6.515815,0.29979,None
1901241,42.387486,-0.460279,0.68264,None
1901257,36.371246,-4.74847,0.521,None
1901375,53.285568,-27.518358,1.033,None
1901738,35.005653,-5.347627,0.47096,None
1901798,35.139481,-6.560535,0.47697,None
1901803,35.980125,-5.778964,0.50383,None
1901832,36.462322,-4.694942,0.91849,None
1901899,53.39732,-28.121212,0.98922,None
1902212,52.719814,-28.292896,0.28219,None
1904061,34.67675,-5.058645,0.6247,None
1904092,8.889744,-44.363632,0.36896,None
1904152,36.346935,-5.176847,0.4414,None
1904182,36.854843,-3.899746,0.76798,None
1904287,52.376122,-27.3277,0.69973,None
1904293,52.383972,-27.142532,0.44682,None
1904300,51.897926,-28.673559,0.91159,None
1904321,54.884167,-28.828045,0.61233,None
1904352,55.094036,-27.367657,0.64396,None
1905127,36.025688,-6.773031,0.66712,None
1905171,40.313137,-1.070996,0.30404,None
1905184,36.01672,-4.411875,0.45705,None
1905244,36.33979,-4.414419,0.36285,None
1906545,36.092056,-5.413166,0.5493,None
1908380,10.174138,-44.01984,0.4377,None
1908493,36.822521,-4.20413,0.67963,None
1909375,52.875687,-28.241541,0.33805,None
1910032,7.548373,-43.084602,0.66579,None
1910065,9.37824,-44.13464,0.57988,None
1910132,37.114605,-4.355336,0.26371,None
1912020,53.489815,-27.37941,0.55496,None
1912066,52.743038,-28.629389,0.87417,None
1912110,9.546119,-44.113182,0.53873,None
1912270,52.740223,-27.782036,0.86715,None
1913214,35.648541,-6.468725,0.31721,None
1915067,9.0394,-44.052143,0.45804,None
1915087,9.16065,-44.221272,0.56216,None
1915184,36.577454,-4.300878,0.52582,None
1916124,34.323231,-4.700692,0.4319,None
1916143,35.387451,-5.62136,0.45481,None
1916193,36.129704,-4.582554,0.62696,None
1916207,41.082073,-1.461901,0.40944,None
1918076,36.165424,-3.747389,0.37077,None
1919017,8.803614,-42.932846,0.21939,None
1919042,10.683893,-44.227409,0.34909,None
1920362,55.186176,-29.210409,0.39883,None
1920365,53.765621,-28.693724,0.366,None
1921033,41.598324,-0.678196,0.23797,None
1921361,54.858913,-28.851629,0.34506,None
1922067,34.866436,-4.913189,0.1987,None
1922297,9.538504,-44.475212,0.43327,None
1922405,55.197037,-28.663765,0.51671,None
1923060,34.833687,-5.172581,0.38361,None
1923155,51.865669,-28.515791,0.39257,None
1923415,43.703606,-0.112594,0.36255,None
1924089,35.111401,-6.761839,0.46418,None
1924103,35.111343,-7.163319,0.46499,None
1924188,53.142597,-27.652058,1.04215,None
1925122,40.604702,-0.707119,0.38377,None
