Unnamed: 0,ztfname,redshift,redshift_err,source,t0,x0,x1,c,t0_err,x0_err,x1_err,c_err,cov_t0_x0,cov_t0_x1,cov_t0_c,cov_x0_x1,cov_x0_c,cov_x1_c,mwebv,mwr_v,mwebv_err,fitprob,ra,dec,sn_type,sub_type,lccoverage_flag,fitquality_flag,iau_name,frac_fitted,ra_host,dec_host,mass_err,mass,restframe_gz,restframe_gz_err,d_dlr,ANGSEP_ARCSEC,TARGETID,RA,DEC,DESI_TARGET,SPECTYPE,Z,ZWARN,ABS_DIFF,RESIDUAL,residual_centered,VDISP,LOGMSTAR,SFR,AGE,DN4000,ABSMAG01_SDSS_G,ABSMAG01_SDSS_R,sigma_mu_meas2,sigma_mu_meas
69,ZTF18aaizerg,0.06846052,1.46e-05,z_gal,58852.80832,0.000678003,-1.206520734,0.073268074,0.1647405230287404,2.136896049855907e-05,0.08352567,0.027232065,-1.75e-07,-0.006873464,-0.000234735,-1.41e-07,-4.99e-07,-3.7e-06,0.022999586,3.1,0,0.039520035,219.698213,50.102776,snia-cosmo,norm,1.0,1.0,2019zbj,100.0,219.6979121049117,50.10300692846833,0.1033247308247159,10.287,1.08669653,0.017691806013,0.2287816972484202,6.562782258685644e-11,39633248493504248,219.6979121049117,50.10300692846833,5764607523034234880,GALAXY,0.0684597622055123,0,7.577944877018572e-07,7.577944877018572e-07,-0.2049018358281742,103.10339,10.542661,0.23884387,9.167751,1.5963184,-19.361567,-20.129133,0.0034496281900294494,0.0587335354804174
70,ZTF18aajivpr,0.05145185,1.194e-05,z_gal,58954.45430807741,0.000537102,-0.677752074,0.3725231920964031,0.1753034430730622,1.951605329642307e-05,0.1022954022933377,0.031102356,-7.74e-07,-0.005164897,0.000852753,-2.13e-07,-5.33e-07,-2.46e-05,0.019188716,3.1,0,0.3844181367485987,179.195463,52.483881,snia-cosmo,norm,1.0,1.0,2020gaa,100.0,179.19660937682048,52.48433729910774,0.1226417547167358,10.204,1.08269653,0.017691806013,0.4544929049509811,0.0,39633286003163309,179.19660937682048,52.48433729910774,5764607523034234880,GALAXY,0.0514481357794918,0,3.7142205081969193e-06,3.7142205081969193e-06,-0.1336691758068191,104.15777,10.571186,0.24668872,10.266628,1.3964707,-19.239275,-19.951084,0.004412497884094192,0.06642663535129709
74,ZTF18aajsbbq,0.08601782,2.598e-05,z_gal,58236.25056783791,0.000621279,0.4754945922190607,0.053516504,0.076820145,1.8596840949954973e-05,0.093590329,0.028593238,1.2795286008372804e-07,-0.00243154,-2.06e-05,-1.06e-07,-4.39e-07,-0.000426364,0.023105261,3.1,0,1.0818692299022763e-27,258.763626,34.828045,snia-cosmo,91t,1.0,0.0,,100.0,258.76364745208747,34.82803238676626,0.1030776406404415,10.136,1.02369653,0.019209372712,0.0266432538343455,0.0,39632976966846811,258.76364745208747,34.82803238676626,1152921504606846976,GALAXY,0.0860179959598221,0,1.7595982210183436e-07,-1.7595982210183436e-07,-0.3028236857533386,100.02531,9.927679,0.025183823,6.1497188,1.8556192,-18.880985,-19.67901,0.004681486198121386,0.06842138699355185
86,ZTF18aaksugk,0.05984633,1.037e-05,z_gal,58172.120568564125,0.001691676,4.999999425,-0.128166853,3.1441322642458545,0.000415839,8.307143415455226,0.1612066097056723,-0.001309404,0.000231955,0.3326929080286234,2.051918604269412e-09,-5.01e-05,-9.06e-06,0.023320376,3.1,0,0.9593376947525926,207.094954,14.879484,snia,,0.0,0.0,2018adj,100.0,207.09546388551576,14.878930246904048,0.1030776406404415,9.081,0.71869653,0.028301943396,0.8600558395131552,0.0,39628146764418432,207.09546388551576,14.878930246904048,1152921504606846976,GALAXY,0.0598470768943033,0,7.46894303293999e-07,-7.46894303293999e-07,0.7150187672237998,125.0,9.146478,0.05689344,6.2315173,1.1861937,-17.368643,-17.780046,1.88346521173859,1.3723939710369577
90,ZTF18aamigmk,0.02229592,1.262e-05,z_gal,58244.100764449344,0.011164025,0.7323532744754204,-0.111544771,0.037860852,0.000334058,0.038380227,0.027136464,3.3042552614809352e-06,-5.46e-05,-0.0003312,1.2573969010558674e-06,-7.81e-06,-0.000256734,0.036154599,3.1,0,0.9709248611381156,269.417711,50.03859,snia-cosmo,norm,1.0,1.0,2018aye,100.0,269.41898233733605,50.03346204424288,0.1023914058893616,9.26,0.69369653,0.022203603311,1.0429633926899886,3.4349990559805986e-11,39633249030378002,269.41898233733605,50.03346204424288,5764607523034234880,GALAXY,0.0222959616055752,0,4.1605575200331923e-08,-4.1605575200331923e-08,0.1363075517628686,125.0,9.201294,0.03487739,6.189958,1.203506,-17.828234,-18.249361,0.0035216434529049263,0.059343436477043744
92,ZTF18aamlqqh,0.05718284,2.111e-05,z_gal,58242.68518283112,0.001289689,-1.372103544,-0.057531725,0.091401792,4.074394964170163e-05,0.093733999,0.029672779,1.276668704662323e-07,0.000801879,-0.000388953,-5.97e-07,-9.89e-07,-0.000232412,0.029255643,3.1,0,0.9573062011652238,266.986078,34.932642,snia-cosmo,norm,1.0,1.0,2018bcz,100.0,266.986006797673,34.93271932830423,0.1080786750473931,9.1,0.47169653,0.026076809621,0.1048138714813445,0.0,39632982041955466,266.986006797673,34.93271932830423,5764607523034234880,GALAXY,0.0571816561439317,0,1.1838560683014032e-06,1.1838560683014032e-06,-0.122400271966871,125.0,9.202337,0.042059857,6.3460727,1.552005,-17.09802,-17.752628,0.00490087807717115,0.0700062716988353
94,ZTF18aandjhu,0.02567349,1.115e-05,z_gal,58623.006813025706,0.003454981,-1.151421414,0.3401875763138625,0.1077530751681479,0.000148144,0.1550192372581527,0.035479476,3.77829183839478e-06,-0.007312513,-0.000721513,-1.19e-05,-4.71e-06,0.001996431,0.061382289,3.1,0,0.000617528,263.526711,25.344095,snia-cosmo,norm,1.0,1.0,2019gcc,100.0,263.526819932681,25.3439703431618,0.1720465053408525,11.069,1.39969653,0.017691806013,0.0446549894174323,0.2365693027629634,2843119150170117,263.52674732369354,25.3439668481374,4611686018427387904,GALAXY,0.025671011000211,0,2.47899978900179e-06,2.47899978900179e-06,-0.5812265628712829,234.55086,11.126786,0.0,9.255902,1.9074664,-20.742653,-21.766308,0.004711818411991371,0.06864268651496218
95,ZTF18aangpkx,0.07000448,1.504e-05,z_gal,58981.91109258661,0.000787031,-2.018797821,-0.017701057,0.067591432,2.4064848806294584e-05,0.084433745,0.027973613,-5.96e-08,0.000429447,2.457031448492097e-05,-2.55e-07,-5.74e-07,0.000104916,0.019963245,3.1,0,0.014280293,255.339058,32.785825,snia,,1.0,1.0,2020jbl,100.0,255.33879371250288,32.785592599030245,0.1464547711752676,10.846,1.30469653,0.018439088915,0.1565188478663892,0.0,39632936680554869,255.33879371250288,32.785592599030245,5764607523034234880,GALAXY,0.0699955290151989,0,8.950984801095463e-06,8.950984801095463e-06,-0.2700880219097037,254.93884,11.093539,0.0,12.622437,2.0683198,-20.188242,-21.163305,0.003743921095973074,0.06118758939501599
97,ZTF18aanygjk,0.06180617,1.349e-05,z_gal,58652.93163705723,0.001404977,0.7993006161741982,0.013729996,0.058166647,4.25461133984037e-05,0.076688543,0.027408719,1.6422299939023917e-07,0.00024552,-0.000104731,-4.43e-07,-1e-06,6.17362360704288e-05,0.029561967,3.1,0,6.7873667915208295e-06,273.063952,56.619776,snia-cosmo,norm,1.0,1.0,2019haw,100.0,273.0636098021655,56.62001818856893,0.1203702621082134,10.843,1.15669653,0.017029386366,0.1615300101581802,0.0,39633343226054145,273.0636098021655,56.62001818856893,5764607523034234880,GALAXY,0.0618049716156334,0,1.1983843666019125e-06,1.1983843666019125e-06,-0.2612479255036994,182.32726,10.66422,0.0,6.306389,1.8420064,-20.524254,-21.360054,0.003555302933244292,0.059626361059889374
100,ZTF18aaobjwr,0.11038691,2.816e-05,z_gal,58236.18836638301,0.000244664,-2.011303058,-0.075619705,0.2056664105366508,1.0248506292672528e-05,0.2760527626222016,0.039586642,-5.75e-07,0.002029624,0.001157062,-1.1e-06,-3.19e-07,0.000903837,0.015558706,3.1,0,0.028544286,174.146216,34.589456,snia-cosmo,norm,1.0,1.0,,98.79518072289156,174.14519783444467,34.589449698793885,0.1198165264060012,10.634,1.37969653,0.028653097564,0.5231134783081158,0.0,39632970813803077,174.14519783444467,34.589449698793885,5764607523034234880,GALAXY,0.1103801763014126,0,6.733698587405024e-06,6.733698587405024e-06,0.1277219850060262,160.2365,10.963148,0.0,12.652092,1.9336098,-19.790714,-20.754736,0.010641861610908292,0.10315939904297762
106,ZTF18aaommeg,0.11006606,3.454e-05,z_gal,58246.94116709788,0.000360338,1.0092778014410284,0.042740845,0.2168229626768152,1.1496013602736287e-05,0.1305684490880286,0.03169832,-2.59e-07,-0.01277907,0.000362167,-4.12e-08,-2.99e-07,-0.000821745,0.029914748,3.1,0,0.1500615826931261,254.714877,30.184943,snia-cosmo,91t,1.0,1.0,,100.0,254.714788589854,30.1852124220346,0.1386217876093076,9.947,1.39869653,0.036619666847,0.4425544705336694,0.2451937483639593,39628487044107823,254.7147765985549,30.18514510601365,5764607523034234880,GALAXY,0.1100596481425473,0,6.411857452690017e-06,6.411857452690017e-06,-0.1635534384553096,130.79572,10.360495,0.8612611,12.653754,1.6253978,-17.873327,-19.112345,0.006329415314367359,0.07955762260379177
108,ZTF18aaoufjt,0.02983007,1.097e-05,z_gal,58636.56445397208,0.000456535,1.160252848329491,0.7339740375574045,0.1543407432181993,1.5321293405049684e-05,0.145090175,0.02940539,-1.8e-07,-0.00137968,0.000167007,-3.54e-08,-3.99e-07,-0.000159215,0.015648105,3.1,0,0.9096677003453228,215.321789,35.508844,snia-cosmo,99aa,1.0,1.0,2019fyi,100.0,215.3224707102314,35.50939535033654,0.1069766329625306,9.882,0.92369653,0.020615528128,0.3795127493702664,0.0,39632991214896898,215.3224707102314,35.50939535033654,5764607523034234880,GALAXY,0.0298286782779003,0,1.3917220996993718e-06,1.3917220996993718e-06,0.4524596047418399,79.392876,10.125119,0.22426127,6.317301,1.5432004,-18.770613,-19.432638,0.0043042491084149545,0.06560677639097165
113,ZTF18aapqwyv,0.05600965,2.234e-05,z_gal,58244.195739801886,0.000695546,-1.842506567,0.096944596,0.088507171,2.237334346909156e-05,0.07025971,0.029960464,-2.48e-08,0.000659408,-0.000282243,-1.98e-07,-5.65e-07,-9.23e-05,0.03943227,3.1,0,1.927297067660621e-12,251.605415,25.42149,snia-cosmo,norm,1.0,0.0,2018bhc,99.32432432432432,251.6054197208668,25.42148755947841,0.1171366723105962,10.052,1.17769653,0.017691806013,0.0046165966225918,9.311777536835428e-11,39628385449679574,251.6054197208668,25.42148755947841,1152921504606846976,GALAXY,0.0560079444986927,0,1.7055013072989067e-06,1.7055013072989067e-06,0.0484122158603099,121.516716,10.09734,0.0,11.771461,1.916928,-18.221321,-19.09489,0.004505343261287094,0.06712185382784874
120,ZTF18aaqcugm,0.06186272,1.609e-05,z_gal,58254.94739967508,0.001171,-0.954839382,-0.09263694,0.049550637,3.4538977468495766e-05,0.061071903,0.026733121,3.090843165313541e-07,2.414111038462264e-05,-0.000258439,1.6886481123067807e-08,-7.9e-07,-0.00019898,0.008074653,3.1,0,2.6556264215039475e-08,202.052996,53.916045,snia-cosmo,norm,1.0,0.0,2018bhi,100.0,202.05341061,53.91170811,0.1400142849854971,10.336,1.21269653,0.018439088915,3.17588338318261,0.0328439155038525,39633308010676484,202.05341643552973,53.9116996565898,5764607523034234880,GALAXY,0.0618697102728074,0,6.990272807400055e-06,-6.990272807400055e-06,-0.0217832200401915,156.76302,10.44162,0.19247064,8.571339,1.78822,-19.596563,-20.481104,0.003490226703103523,0.05907814065374369
124,ZTF18aaqehoc,0.06206565,1.248e-05,z_gal,58251.28410292513,0.000983904,-0.524963638,0.037731701,0.048216746,2.928278289962116e-05,0.046799488,0.026904385,1.822633591636829e-07,-0.000413942,-0.00016679,1.396978279656626e-08,-6.79e-07,-0.000164359,0.014565016,3.1,0,0.000242107,228.185602,40.10991,snia-cosmo,norm,1.0,1.0,2018bgq,100.0,228.1856547901496,40.1098932817581,0.1066255128944288,9.989,1.06469653,0.019104973175,0.0362196837611837,2.347618936786875e-10,39633077516894347,228.1856547901496,40.1098932817581,5764607523034234880,GALAXY,0.062080482156878,0,1.4832156878002987e-05,-1.4832156878002987e-05,-0.1690404900173483,125.0,10.13401,0.0,6.2864804,1.3995366,-18.77958,-19.558218,0.003418710258832782,0.05846973797472315
130,ZTF18aaqgbju,0.09368286,1.967e-05,z_gal,58238.73919288484,0.000773461,0.817581232,0.037949103,0.2044590812693059,2.6618894678291964e-05,0.1664926323639058,0.031328895,6.678535854519991e-07,-0.006173479,-0.001298784,-1.35e-06,-6.37e-07,-0.000445721,0.027459245,3.1,0,0.7011381355033587,236.566628,29.094635,snia,,1.0,1.0,2018bfk,100.0,236.56668058493224,29.09420980301825,0.125,9.201,0.49969653,0.069260378284,1.2546506128504706,0.0,39628460494161263,236.56668058493224,29.09420980301825,5764607523034234880,GALAXY,0.0936831941573041,0,3.341573040910317e-07,-3.341573040910317e-07,-0.6351704633826039,125.0,9.068043,0.05407549,6.031671,1.0428678,-18.012531,-18.33588,0.0068231764239229265,0.08260252068746406
141,ZTF18aaqpsvo,0.13505192,1.142e-05,z_gal,58250.29847086867,0.000115036,-0.869565262,-0.02446805,0.3616071741198539,5.36422976453199e-06,0.3847845450746637,0.049922132,4.995018350010207e-07,0.002588668,-0.006243616,-9.06e-07,-1.88e-07,0.000880444,0.010518608,3.1,0,0.088253658,199.627167,32.002056,snia-cosmo,norm,1.0,1.0,,100.0,199.62735146103432,32.00240131410042,0.1030776406404415,9.587,0.89969653,0.085615419172,0.6463376103633857,0.0,39628522506948091,199.62735146103432,32.00240131410042,5764607523034234880,GALAXY,0.1350519855290652,0,6.552906520185253e-08,-6.552906520185253e-08,0.501023677933496,125.0,9.399792,0.0,6.167807,1.2641221,-18.214235,-18.69959,0.02059071889280621,0.14349466503255864
144,ZTF18aaqskoy,0.08608382,1.118e-05,z_gal,58255.06816909655,0.000827888,1.0675247771883958,-0.111923985,0.075821674,2.4523893306833272e-05,0.07175291,0.02862336,2.505742198554059e-07,-0.000792972,-0.000358985,-1.61e-08,-5.91e-07,-0.000276797,0.020519228,3.1,0,0.999883798,255.907767,36.429186,snia-cosmo,norm,1.0,1.0,2018bhv,100.0,255.907052662628,36.42818617954353,0.1203702621082134,8.656,0.53269653,0.116927327858,4.30325652414537,8.232536802815629e-11,39633011351751482,255.907052662628,36.42818617954353,2594,GALAXY,0.0860841968741968,0,3.768741967946632e-07,-3.768741967946632e-07,-0.0169811702148301,125.0,8.557097,0.054797836,5.883956,1.2455878,-16.351871,-16.662607,0.004336690214943527,0.06585355127055433
145,ZTF18aaqvuhl,0.03113501,1.15e-05,z_gal,58822.94495434878,0.002607698,-1.186136863,0.072546011,0.756030585,0.000225358,0.2132558985497514,0.049137166,-0.000121353,0.01600813,0.009701219,-2.24e-05,-6.93e-06,-0.000991954,0.024619622,3.1,0,0.7198285,239.298488,34.525422,snia,,0.0,1.0,2019xax,100.0,239.29839094679755,34.52536819679254,0.1244025723206719,9.625,1.15369653,0.019104973175,0.0667591745155405,8.429740250650409e-11,39632971719770189,239.29839094679755,34.52536819679254,5764607523034234880,GALAXY,0.0311348888212569,0,1.211787431024125e-07,1.211787431024125e-07,0.1073612111327158,82.88696,9.813473,0.011665511,11.996498,1.5882624,-17.35397,-18.1996,0.01878065830451989,0.1370425419514681
151,ZTF18aarcypa,0.03207842,1.462e-05,z_gal,58252.46266698297,0.000914108,-3.040307605,0.1516884023178422,0.3393587275932077,7.865943588032621e-05,0.2903287410779136,0.071914359,1.705924286110821e-05,-0.008489621,-0.014896053,-9.42e-06,-5.24e-06,0.00673033,0.023253725,3.1,0,0.1076614582646835,167.459331,28.971408,snia-pec,91bg,1.0,0.0,2018bil,100.0,167.45957798891962,28.97132667940567,0.1554380905698471,10.453,1.21369653,0.017691806013,0.1150836119047994,0.0,39628459479138542,167.45957798891962,28.97132667940567,5764607523034234880,GALAXY,0.0320777959210949,0,6.240789051023543e-07,6.240789051023543e-07,0.6411236964210545,120.466965,10.167436,0.0,8.041361,1.9264069,-18.948164,-19.890345,0.018042335901807385,0.13432176257705744
155,ZTF18aarldnh,0.10782074,2.537e-05,z_gal,58257.43942868407,0.000301456,-0.331465331,0.0443338,0.1136617087759077,1.0423735588864578e-05,0.1572547073319985,0.032033119,9.215150895714162e-09,0.010073849,-1.72e-05,-5.14e-07,-2.87e-07,0.001054041,0.012308656,3.1,0,0.026101627,195.655415,55.9257,snia-cosmo,norm,1.0,1.0,2018lpd,100.0,195.65601543920727,55.92418474898652,0.1161077086157504,11.015,1.11069653,0.023430749028,0.8435537336595309,0.0,39633335768580547,195.65601543920727,55.92418474898652,5764607523034234880,GALAXY,0.10780528078591,0,1.5459214090005058e-05,1.5459214090005058e-05,-0.1412314249789616,187.04166,11.101916,0.12970844,10.842422,1.8172846,-20.780062,-21.712013,0.004846255975065364,0.06961505566373817
157,ZTF18aarohda,0.10294518,1.134e-05,z_gal,58259.34965352393,0.000480789,1.8223867822709088,0.023386973,0.2131556607528182,1.6551065578744893e-05,0.2019580199440274,0.032658881,-4.29e-08,-0.018274934,-1.94e-06,-1e-06,-4.53e-07,0.000821602,0.009995806,3.1,0,0.7289795856202758,195.640399,36.387511,snia-cosmo,91t,1.0,1.0,2018bml,100.0,195.6404834518548,36.38703651530041,0.1017889974407843,10.232,1.41669653,0.026248809497,0.4606997183812437,8.236898303616228e-11,39633010538055331,195.6404834518548,36.38703651530041,5764607523034234880,GALAXY,0.1029448264378932,0,3.5356210680015376e-07,3.5356210680015376e-07,-0.1320264528978185,374.96356,9.68118,0.09822099,6.0929475,1.3239056,-18.600727,-19.226025,0.006043764813709296,0.07774165430262786
159,ZTF18aarqnje,0.11482573,1.698e-05,z_gal,58260.06773707483,0.000423228,0.4394017001541014,-0.164640056,0.087276714,1.2985386696820776e-05,0.089280661,0.030213103,2.1204610664685122e-07,-0.003060601,-0.00054816,-1.77e-07,-3.34e-07,4.458569475037676e-05,0.020005812,3.1,0,0.00272738,251.353341,35.95602,snia-cosmo,norm,1.0,1.0,2018bvd,100.0,251.3518750485971,35.95577100301611,0.1059481005020854,9.313,0.56469653,0.092357999112,2.1245867309816884,0.0,39633001532885023,251.3518750485971,35.95577100301611,5764607523034234880,GALAXY,0.114823974578857,0,1.7554211430015345e-06,1.7554211430015345e-06,0.1043780638926143,316.24316,9.390109,0.03681376,6.030774,1.362922,-17.969076,-18.428894,0.0046804878203935765,0.0684140908029448
160,ZTF18aartjmf,0.08779126,1.431e-05,z_gal,58324.31740762224,0.000706709,-0.019270125,-0.191670816,0.231166921,3.177495891925296e-05,0.354404208,0.044401622,-1.45e-06,0.001853845,0.000150874,-6.95e-06,-1.06e-06,0.006426049,0.029998776,3.1,0,0.084704701,231.744934,8.261434,snia-cosmo,norm,1.0,1.0,2018emx,100.0,231.7448560070433,8.262001575125256,0.107335921293852,11.075,1.20669653,0.02,0.3926560575615314,0.0,39627987376673934,231.7448560070433,8.262001575125256,5764607523034234880,GALAXY,0.0877919162211924,0,6.562211923993866e-07,-6.562211923993866e-07,0.179005343531152,214.53108,11.09961,0.20201278,6.2293367,1.5134542,-21.018978,-21.845491,0.011149486036071559,0.10559112669193164
