Unnamed: 0,ztfname,redshift,redshift_err,source,t0,x0,x1,c,t0_err,x0_err,x1_err,c_err,cov_t0_x0,cov_t0_x1,cov_t0_c,cov_x0_x1,cov_x0_c,cov_x1_c,mwebv,mwr_v,mwebv_err,fitprob,ra,dec,sn_type,sub_type,lccoverage_flag,fitquality_flag,iau_name,frac_fitted,ra_host,dec_host,mass_err,mass,restframe_gz,restframe_gz_err,d_dlr,ANGSEP_ARCSEC,TARGETID,RA,DEC,DESI_TARGET,SPECTYPE,Z,ZWARN,ABS_DIFF,RESIDUAL,residual_centered,VDISP,LOGMSTAR,SFR,AGE,DN4000,ABSMAG01_SDSS_G,ABSMAG01_SDSS_R,sigma_mu_meas2,sigma_mu_meas,SDSS_g_minus_r
157,ZTF18aarohda,0.10294518,1.134e-05,z_gal,58259.34965352393,0.000480789,1.8223867822709088,0.023386973,0.2131556607528182,1.6551065578744893e-05,0.2019580199440274,0.032658881,-4.29e-08,-0.018274934,-1.94e-06,-1e-06,-4.53e-07,0.000821602,0.009995806,3.1,0,0.7289795856202758,195.640399,36.387511,snia-cosmo,91t,1.0,1.0,2018bml,100.0,195.6404834518548,36.38703651530041,0.1017889974407843,10.232,1.41669653,0.026248809497,0.4606997183812437,8.236898303616228e-11,39633010538055331,195.6404834518548,36.38703651530041,5764607523034234880,GALAXY,0.1029448264378932,0,3.5356210680015376e-07,3.5356210680015376e-07,-0.1320264528978185,374.96356,9.68118,0.09822099,6.0929475,1.3239056,-18.600727,-19.226025,0.0060437648137092,0.0777416543026278,0.6252980000000008
159,ZTF18aarqnje,0.11482573,1.698e-05,z_gal,58260.06773707483,0.000423228,0.4394017001541014,-0.164640056,0.087276714,1.2985386696820776e-05,0.089280661,0.030213103,2.1204610664685122e-07,-0.003060601,-0.00054816,-1.77e-07,-3.34e-07,4.458569475037676e-05,0.020005812,3.1,0,0.00272738,251.353341,35.95602,snia-cosmo,norm,1.0,1.0,2018bvd,100.0,251.3518750485971,35.95577100301611,0.1059481005020854,9.313,0.56469653,0.092357999112,2.1245867309816884,0.0,39633001532885023,251.3518750485971,35.95577100301611,5764607523034234880,GALAXY,0.114823974578857,0,1.7554211430015345e-06,1.7554211430015345e-06,0.1043780638926143,316.24316,9.390109,0.03681376,6.030774,1.362922,-17.969076,-18.428894,0.0046804878203935,0.0684140908029448,0.4598179999999985
160,ZTF18aartjmf,0.08779126,1.431e-05,z_gal,58324.31740762224,0.000706709,-0.019270125,-0.191670816,0.231166921,3.177495891925296e-05,0.354404208,0.044401622,-1.45e-06,0.001853845,0.000150874,-6.95e-06,-1.06e-06,0.006426049,0.029998776,3.1,0,0.084704701,231.744934,8.261434,snia-cosmo,norm,1.0,1.0,2018emx,100.0,231.7448560070433,8.262001575125256,0.107335921293852,11.075,1.20669653,0.02,0.3926560575615314,0.0,39627987376673934,231.7448560070433,8.262001575125256,5764607523034234880,GALAXY,0.0877919162211924,0,6.562211923993866e-07,-6.562211923993866e-07,0.179005343531152,214.53108,11.09961,0.20201278,6.2293367,1.5134542,-21.018978,-21.845491,0.0111494860360715,0.1055911266919316,0.8265129999999985
162,ZTF18aarwxum,0.08458952,1.076e-05,z_gal,58693.57147476287,0.000523351,0.8152153866051584,0.00171265,0.082433568,1.5304269619782827e-05,0.067511349,0.026776547,3.489043919400553e-08,-0.001495892,-0.000113516,5.421792942968904e-08,-3.52e-07,-0.000270571,0.036405548,3.1,0,0.0151465,267.371475,58.569408,snia-cosmo,norm,1.0,1.0,2019lme,100.0,267.37145864003804,58.56941658958751,0.1035808862676893,9.37,0.52869653,0.044011362169,0.0172603221288135,5.72499842663433e-11,39633369213962690,267.37145864003804,58.56941658958751,5764607523034234880,GALAXY,0.0845863855662673,0,3.134433732704389e-06,3.134433732704389e-06,0.1342504437477458,125.0,9.449977,0.0,11.165041,1.4328716,-18.24214,-18.633755,0.0035680156865916,0.059732869398612,0.3916150000000016
164,ZTF18aarymnz,0.0232897,1.001e-05,z_gal,58231.895838311575,0.006723656,0.333029273,-0.021198325,0.1876644825533731,0.000259308,0.3012694198860907,0.037380919,-9.38e-06,0.008112306,0.002098962,-1.83e-05,-8.07e-06,0.000128367,0.055342724,3.1,0,0.9963471683066856,109.482989,40.985537,snia-cosmo,norm,1.0,1.0,2018azu,100.0,109.48788981032708,40.98307370611754,0.1332066064427737,9.828,1.00369653,0.019849433241,1.878000387588329,1.1449996853268659e-11,39633094419942003,109.48788981032708,40.98307370611754,5764607523034234880,GALAXY,0.0232898875724637,0,1.8757246370015856e-07,-1.8757246370015856e-07,0.2510876609832237,125.0,10.21744,0.7919665,4.3671737,1.1804193,-18.669699,-19.32101,0.0099467475340128,0.0997333822449278,0.6513109999999998
167,ZTF18aashtth,0.09350827,1.169e-05,z_gal,58259.51361502014,0.000367909,0.3118220801317242,0.04104184,0.1525471227942034,1.2153431102567724e-05,0.1534468732453927,0.031450726,3.21877036829273e-07,-0.010988158,-0.000667474,-5.34e-07,-3.19e-07,0.000537459,0.048177479,3.1,0,0.8544433063145542,266.672511,27.589696,snia,,1.0,1.0,2018cjw,99.01960784313724,266.6727394593853,27.58955721270909,0.1062826420446913,9.707,0.71469653,0.038910152917,0.2387136735403806,1.828067051463274e-10,39628428982355360,266.6727394593853,27.58955721270909,1152921504606846976,GALAXY,0.0935057245473442,0,2.5454526558083e-06,2.5454526558083e-06,0.0855273845141013,347.9962,9.55498,0.1255481,6.1288214,1.2201225,-18.644606,-19.073433,0.0053278748332941,0.0729922929718897,0.42882700000000185
168,ZTF18aaslhxt,0.05510336,1.114e-05,z_gal,58263.41770497856,0.001543106,0.3169313209715985,-0.08676827,0.035754895,4.502060343683967e-05,0.035377136,0.026033266,2.105221215101055e-07,-0.000386056,-0.000134385,2.1501437860089853e-07,-1.02e-06,-0.000214865,0.048174609,3.1,0,0.058743995,276.107921,44.130445,snia-cosmo,norm,1.0,1.0,2018btk,99.80988593155894,276.10567740087424,44.1305374934252,0.1017889974407843,9.726,0.56169653,0.019104973175,1.908433045459726,0.0,39633154423652617,276.10567740087424,44.1305374934252,5764607523034234880,GALAXY,0.0551022231471224,0,1.1368528775937414e-06,1.1368528775937414e-06,0.1259018507258851,200.25227,10.018131,0.92825025,6.2941723,1.1670885,-19.482925,-19.951324,0.0031235148790141,0.0558884145330149,0.468398999999998
169,ZTF18aasprui,0.0380507,1.012e-05,z_gal,58347.54384172348,0.001945934,-2.013348078,-0.005149034,0.09370311,5.965149971836128e-05,0.048068607,0.027734715,-2.95e-07,-0.001387564,-0.000180991,2.0356979379184865e-07,-1.43e-06,-0.000132674,0.014113379,3.1,0,0.9741121925819882,243.640791,36.943455,snia-cosmo,norm/04gs,1.0,1.0,2018euz,100.0,243.6402208515554,36.943774054776654,0.1062826420446913,10.128,1.00069653,0.019104973175,0.2742796625396517,0.0,39633020877015933,243.6402208515554,36.943774054776654,5764607523034234880,GALAXY,0.0380511911785067,0,4.911785067007735e-07,-4.911785067007735e-07,0.0831704003685445,119.355896,10.451662,1.461624,11.308809,1.2037909,-19.288591,-19.95294,0.0035486366955546,0.0595704347437102,0.6643490000000014
172,ZTF18aataafd,0.07705664,1.085e-05,z_gal,58260.11126009939,0.0006408,-1.14587825,-0.132826313,0.1741296017535205,2.0848963250374173e-05,0.1456148968775145,0.029932448,5.225756471623713e-07,-0.016254763,-0.000791438,-7.91e-07,-5.3e-07,0.000740962,0.010826355,3.1,0,0.5861755773284035,214.837248,36.172048,snia-cosmo,norm,1.0,1.0,2018cbf,100.0,214.8366715815594,36.17226131109343,0.1026109155986827,9.64,0.68669653,0.023021728866,0.5725710943584652,8.259593568124587e-11,39633005924321997,214.8366715815594,36.17226131109343,5764607523034234880,GALAXY,0.0770562926057131,0,3.4739428689256613e-07,3.4739428689256613e-07,0.2248001373325756,230.91547,9.640881,0.2271619,5.1601057,1.2263119,-18.62963,-19.100437,0.0043531588603266,0.0659784727038043,0.47080700000000064
173,ZTF18aatrkga,0.02763214,1.012e-05,z_gal,59089.332811052125,0.002571115,0.1858108163162982,0.2440970040729647,0.1150378726961207,8.467515643478156e-05,0.078232463,0.030386865,2.794419837506661e-07,-0.003820519,-0.000192502,-3.62e-07,-2.23e-06,-0.000163256,0.035594603,3.1,0,0.8873454683949449,273.004455,51.724581,snia-cosmo,norm,1.0,1.0,2020rgz,100.0,273.00600143329007,51.724793730169225,0.1062826420446913,9.759,0.73369653,0.019104973175,0.3671697553372958,0.0,39633275806815053,273.00600143329007,51.724793730169225,5764607523034234880,GALAXY,0.0276322790918273,0,1.3909182729893168e-07,-1.3909182729893168e-07,0.0837998098065284,125.0,10.254812,0.53526926,6.8727436,1.2683959,-19.094234,-19.591167,0.0044887506119494,0.0669981388692958,0.4969329999999985
