SNID,RA,DEC,zHEL,TYPE
1336008,10.3212,-43.8862,0.43867,None
1333246,41.384,-0.0616,0.43879,None
1310338,35.042,-6.3767,0.44,None
560027,35.8506,-3.0839,0.44,None
050607,213.514,53.3622,0.4387,None
040166,214.12,54.0536,0.4395,None
510266,214.033,51.7321,0.44,None
1328105,8.1871,-43.5769,0.44259,None
1295256,53.7194,-27.8328,0.443,None
06D3df,215.572,52.9577,0.442,None
06D2gb,150.198,1.9854,0.442,None
1291080,35.6846,-6.0636,0.445,None
040137,214.46,52.801,0.447,None
1328066,7.3173,-42.0522,0.45,None
1320166,9.3464,-43.8719,0.45,None
050580,212.991,52.0718,0.45,None
520016,185.338,46.9708,0.45,None
04D2gb,150.594,1.8942,0.45,None
120094,150.526,2.0878,0.45,None
04D3gt,215.636,52.6469,0.451,None
1290127,6.6908,-43.434,0.4533,None
1253039,54.4186,-27.5274,0.454,None
1334302,7.3673,-43.3882,0.4557,None
1306360,53.6767,-26.487,0.45534,None
1345582,33.7065,-4.6747,0.46,None
380199,215.233,53.0089,0.46,None
510597,185.821,47.8228,0.46,None
05D3lc,215.596,52.4789,0.461,None
03D4au,334.041,-18.0776,0.468,None
000215,150.81,3.1442,0.4649,None
04D4jr,333.56,-17.3502,0.47,None
1339149,35.555,-5.8717,0.46998,None
04D4ju,334.261,-17.3328,0.472,None
05D3mx,215.538,52.2192,0.47,None
370367,149.222,1.9779,0.47,None
1316437,42.5626,-0.745,0.473,None
370329,151.309,1.7007,0.4762,None
310146,52.4866,-28.7419,0.48,None
1306537,55.041,-27.5592,0.48,None
560054,353.296,-0.3364,0.4816,None
05D3dd,215.627,52.6068,0.48,None
05D2ac,149.747,2.4895,0.479,None
120044,148.792,1.7302,0.48,None
1292145,53.6305,-29.6489,0.493,None
1343208,52.8465,-28.5442,0.49558,None
1305504,36.0584,-5.1646,0.49679,None
03D1ax,36.0972,-4.7207,0.49692,None
05D4af,334.138,-18.0049,0.499,None
