sn_name,host_name,scope,survey,band,flux,flux_error,magnitude,magnitude_error,is_validated
2011fe,2011fe,global,DES,g,,,,,
2011fe,2011fe,global,DES,i,,,,,
2011fe,2011fe,global,DES,r,,,,,
2011fe,2011fe,global,DES,z,,,,,
2011fe,2011fe,global,GALEX,FUV,18.655389336949344,1.9137167268916329,20.722989207066554,0.11137383481303474,True
2011fe,2011fe,global,GALEX,NUV,30.936780905242134,3.023482696260219,20.173812195872742,0.10610655237156542,True
2011fe,2011fe,global,PanSTARRS,g,6.98509542035431,1.284168951826779,21.789569142002527,0.19959959701275118,True
2011fe,2011fe,global,PanSTARRS,i,12.48564347381406,0.8297161938476115,21.158972676147947,0.07214869410212084,True
2011fe,2011fe,global,PanSTARRS,r,10.242069655353474,1.0770816792415427,21.37403068723902,0.11417492933582138,True
2011fe,2011fe,global,PanSTARRS,y,8.36433181966381,3.6450545711476203,21.593921866766916,0.47313232344410194,True
2011fe,2011fe,global,PanSTARRS,z,15.911397371007046,1.547980518894605,20.895729195153116,0.10562506926175168,True
2011fe,2011fe,global,SDSS,g,14.485473077380307,1.4525083623496413,20.997668291789,0.10886688481479706,True
2011fe,2011fe,global,SDSS,i,17.448765901600055,2.076946859557007,20.795588209882098,0.12923213126575694,True
2011fe,2011fe,global,SDSS,r,19.87779579015433,1.7336866500078694,20.654079438333458,0.09469176642039193,True
2011fe,2011fe,global,SDSS,u,11.468173146948974,1.9971140847967965,21.251264396700343,0.18906819195006086,True
2011fe,2011fe,global,SDSS,z,29.94338913319374,6.125145900996037,20.2092476143124,0.22208811685045574,True
2011fe,2011fe,global,WISE,W1,0.15682459452602748,35.89755182558625,23.212464566671475,248.51951401392373,True
2011fe,2011fe,global,WISE,W2,0.8397625864132346,27.43421310732691,20.750608695512852,35.46874515789385,True
2011fe,2011fe,global,WISE,W3,-170.92852368242828,373.9009059110727,,,True
2011fe,2011fe,global,WISE,W4,-573.8661888337568,913.0235562234573,,,True
2011fe,2011fe,local,2MASS,H,-89.96398008459367,402.3383697703207,,,True
2011fe,2011fe,local,2MASS,J,-18.063519676620242,245.4159942959395,,,True
2011fe,2011fe,local,2MASS,K,580.9786871926462,426.19662774183416,15.151799497786655,0.7964520712028733,True
2011fe,2011fe,local,DES,Y,,,,,
2011fe,2011fe,local,DES,g,,,,,
2011fe,2011fe,local,DES,i,,,,,
2011fe,2011fe,local,DES,r,,,,,
2011fe,2011fe,local,DES,z,,,,,
2011fe,2011fe,local,GALEX,FUV,79.00092924146058,3.8960285307193323,19.155919500822463,0.0535426382501596,True
2011fe,2011fe,local,GALEX,NUV,86.64405971334439,5.364286437499977,19.05565301752085,0.06721760042710404,True
2011fe,2011fe,local,PanSTARRS,g,160.99842975626737,6.288881094799131,18.382945899229597,0.04240934656915573,True
2011fe,2011fe,local,PanSTARRS,i,171.72959543362228,4.407775021196012,18.312887133007578,0.027866608131399417,True
2011fe,2011fe,local,PanSTARRS,r,166.46264353139804,5.448150930171767,18.34670803194747,0.03553384314584548,True
2011fe,2011fe,local,PanSTARRS,y,455.85162877833363,20.41885287578512,17.252941222769806,0.04863150018055518,True
2011fe,2011fe,local,PanSTARRS,z,242.26828454579956,8.41329822931944,17.939258589586913,0.037703316819603434,True
2011fe,2011fe,local,SDSS,g,287.3217651469649,6.651897157816213,17.754078685410015,0.02513546003222914,True
2011fe,2011fe,local,SDSS,i,319.0876194504423,10.06053085099537,17.640225115093347,0.034231094154444586,True
2011fe,2011fe,local,SDSS,r,336.83528106719933,7.937492348117764,17.58145606393514,0.02558442041774181,True
2011fe,2011fe,local,SDSS,u,178.53592588633438,8.794879160461186,18.27068594965973,0.053482794889090635,True
2011fe,2011fe,local,SDSS,z,369.40014407721213,29.99847936157372,17.48125734876945,0.08816820882466395,True
2011fe,2011fe,local,WISE,W1,29.46576909132893,61.16108656930387,17.527705547056634,2.2535502631028868,True
2011fe,2011fe,local,WISE,W2,-6.399654590947933,41.12505132739603,,,True
2011fe,2011fe,local,WISE,W3,-445.9292685382787,606.9850026215956,,,True
2011fe,2011fe,local,WISE,W4,-599.5477602972445,731.5976006330735,,,False
2014J,2014J,global,2MASS,H,4091179.567694765,1682.2000720402373,6.002778645700717,0.0004464151690225559,True
2014J,2014J,global,2MASS,J,2435119.566893686,1107.6026153090304,7.038799274041965,0.0004938255089358884,False
2014J,2014J,global,2MASS,K,4680413.755113872,1550.3949659033685,5.386489382474897,0.0003596399597454679,False
2014J,2014J,global,DES,Y,,,,,
2014J,2014J,global,DES,g,,,,,
2014J,2014J,global,DES,i,,,,,
2014J,2014J,global,DES,r,,,,,
2014J,2014J,global,DES,z,,,,,
2014J,2014J,global,GALEX,FUV,265.09025556226345,7.791241431093437,17.841515590449596,0.03190970110838849,False
2014J,2014J,global,GALEX,NUV,1536.9766242645294,21.306468583448336,15.93333184398669,0.015050608171818579,False
2014J,2014J,global,PanSTARRS,g,125831.29827161787,169.67098993806982,11.15052830628786,0.001463958461098646,False
2014J,2014J,global,PanSTARRS,i,601153.8965503616,492.3373623906783,9.452535833858583,0.0008891744317301939,True
2014J,2014J,global,PanSTARRS,r,384394.7316236588,373.7085041999235,9.938056433117815,0.0010555173878061671,False
2014J,2014J,global,PanSTARRS,y,1455608.0090391128,1026.3003097479482,8.492388908765747,0.000765490598687278,True
2014J,2014J,global,PanSTARRS,z,944200.8930230679,747.8576613745971,8.962338982874577,0.0008599325301999724,False
2014J,2014J,global,SDSS,g,106311.29915464923,241.96157776740174,11.333551436534428,0.0024710231844681557,False
2014J,2014J,global,SDSS,i,551316.8005636933,1263.4551000476922,9.546496932093454,0.0024881033930387255,False
2014J,2014J,global,SDSS,r,332930.9638303422,787.237984996295,10.094114529866618,0.002567211744072038,False
2014J,2014J,global,SDSS,u,21895.013240983793,72.17335174740889,13.049136969581733,0.003578833551262151,True
2014J,2014J,global,SDSS,z,997310.1082601055,1909.9156533479304,8.902924447838625,0.0020791882160478815,False
2014J,2014J,global,WISE,W1,2495508.948781277,59808.538331251926,5.208102171087152,0.02602039559824134,False
2014J,2014J,global,WISE,W2,2827897.0555847757,92570.66274157139,4.432341010707315,0.035540179349895396,False
2014J,2014J,global,WISE,W3,,,,,
2014J,2014J,global,WISE,W4,,,,,
2014J,2014J,local,2MASS,H,5043442.551808254,3901.9734800250594,5.775582304282143,0.0008399763779889426,True
2014J,2014J,local,2MASS,J,3235059.6755032716,2463.196026776894,6.730394259278976,0.0008266592256464758,True
2014J,2014J,local,2MASS,K,5556787.259318656,3455.010270966716,5.200140574471934,0.0006750491743044531,True
2014J,2014J,local,DES,Y,,,,,
2014J,2014J,local,DES,g,,,,,
2014J,2014J,local,DES,i,,,,,
2014J,2014J,local,DES,r,,,,,
2014J,2014J,local,DES,z,,,,,
2014J,2014J,local,GALEX,FUV,680.3496662827346,13.621697985493785,16.81816955975425,0.021737465652999485,True
2014J,2014J,local,GALEX,NUV,2825.4539113677615,36.04153426398277,15.272279431233653,0.013849206172845937,True
2014J,2014J,local,PanSTARRS,g,275001.86070749885,319.44217216893543,10.30166091913102,0.001261149162524034,True
2014J,2014J,local,PanSTARRS,i,909824.4531841836,967.5141124419694,9.002605987241086,0.0011545414812736395,True
2014J,2014J,local,PanSTARRS,r,635291.9526078925,765.2818275769818,9.392566614849791,0.0013078498425638755,True
2014J,2014J,local,PanSTARRS,y,2094668.697976131,1673.2040831114273,8.097211642983787,0.0008672482072173387,True
2014J,2014J,local,PanSTARRS,z,1426422.1459584942,1292.2482712009978,8.514379817821887,0.000983575550911103,True
2014J,2014J,local,SDSS,g,245446.46274200742,436.84579431155896,10.425108055912691,0.0019323296558670978,True
2014J,2014J,local,SDSS,i,1031855.3205994572,1723.4196037227496,8.865952980294606,0.0018133517620229575,True
2014J,2014J,local,SDSS,r,643054.2777797643,1115.5424020039181,9.37938092093447,0.0018834248176332813,True
2014J,2014J,local,SDSS,u,53445.616248647195,139.65004504136024,12.08021977745229,0.002836866043344435,True
2014J,2014J,local,SDSS,z,1526224.5069031445,2579.5264187144508,8.44095394292274,0.0018349802536462658,True
2014J,2014J,local,WISE,W1,2770777.4013951984,67766.19064211931,5.09449590787292,0.026553469485892874,True
2014J,2014J,local,WISE,W2,2945250.659809472,96618.78741099949,4.388194345112735,0.03561632934118689,True
2014J,2014J,local,WISE,W3,,,,,True
2014J,2014J,local,WISE,W4,,,,,True
2018gv,2018gv,global,2MASS,H,46711.453701388455,532.3175275960689,10.858841542192263,0.012372493123541418,True
2018gv,2018gv,global,2MASS,J,35712.22860623638,381.84019273702063,11.623057617503877,0.01160845775898143,False
2018gv,2018gv,global,2MASS,K,38281.730771675386,784.4249406748553,10.60472108844515,0.022246908405740777,True
2018gv,2018gv,global,DES,Y,,,,,
2018gv,2018gv,global,DES,g,,,,,
2018gv,2018gv,global,DES,i,,,,,
2018gv,2018gv,global,DES,r,,,,,
2018gv,2018gv,global,DES,z,,,,,
2018gv,2018gv,global,GALEX,FUV,-26.142762007182885,14.795226954476727,,,True
2018gv,2018gv,global,GALEX,NUV,-17.406783372414857,16.47125199256775,,,True
2018gv,2018gv,global,PanSTARRS,g,6121.154746051293,19.014931459578094,14.4329166029157,0.0033726497600769763,True
2018gv,2018gv,global,PanSTARRS,i,19952.702245480254,30.200309923227742,13.149995695954683,0.0016433100679922044,True
2018gv,2018gv,global,PanSTARRS,r,13834.187711233868,25.39962705843416,13.547615839570192,0.001993349784819599,False
2018gv,2018gv,global,PanSTARRS,y,31330.03233972489,52.58605893836962,12.66009789206825,0.0018222989229729355,True
2018gv,2018gv,global,PanSTARRS,z,24629.265987811174,37.1283735770392,12.921371327506726,0.0016366819544090634,True
2018gv,2018gv,global,SDSS,g,,,,,
2018gv,2018gv,global,SDSS,i,,,,,
2018gv,2018gv,global,SDSS,r,,,,,
2018gv,2018gv,global,SDSS,u,,,,,
2018gv,2018gv,global,SDSS,z,,,,,
2018gv,2018gv,global,WISE,W1,14085.189186340454,1064.8341509367067,10.829093288445266,0.08207844583253003,True
2018gv,2018gv,global,WISE,W2,8642.602220854882,762.1556966609115,10.719388687783045,0.09574343683989456,True
2018gv,2018gv,global,WISE,W3,36403.77192503388,5251.8360025806005,7.323134038036741,0.15662987779792967,True
2018gv,2018gv,global,WISE,W4,211758.0323196683,16725.028342660567,3.965400268007331,0.08575052890657225,True
2018gv,2018gv,local,2MASS,H,4857.611921381981,585.0786847379742,13.316342960722334,0.13076794488747462,True
2018gv,2018gv,local,2MASS,J,5321.068058486429,417.6402025058227,13.690102965619936,0.08521446500527373,True
2018gv,2018gv,local,2MASS,K,3044.1403434109934,865.7441092592137,13.35353832311441,0.3087697258955929,True
2018gv,2018gv,local,DES,Y,,,,,
2018gv,2018gv,local,DES,g,,,,,
2018gv,2018gv,local,DES,i,,,,,
2018gv,2018gv,local,DES,r,,,,,
2018gv,2018gv,local,DES,z,,,,,
2018gv,2018gv,local,GALEX,FUV,153.91881448564814,14.45479599033531,18.431770725796905,0.10196006290166928,True
2018gv,2018gv,local,GALEX,NUV,254.30004920203825,11.467341190707769,17.886633889492188,0.04895827731775223,True
2018gv,2018gv,local,PanSTARRS,g,1888.619003052159,8.35986079491839,15.709639112025506,0.004805787112368811,True
2018gv,2018gv,local,PanSTARRS,i,2871.546749034842,13.651979525038994,15.254710272431787,0.005161662151353328,True
2018gv,2018gv,local,PanSTARRS,r,2248.859358886846,12.19037922118928,15.520094259998356,0.005885247856049295,True
2018gv,2018gv,local,PanSTARRS,y,4340.380809234965,36.939760111368855,14.806180413491692,0.009240087290861962,True
2018gv,2018gv,local,PanSTARRS,z,4349.962459705236,19.531359457855938,14.803786227506055,0.0048747999919132885,True
2018gv,2018gv,local,SDSS,g,,,,,
2018gv,2018gv,local,SDSS,i,,,,,
2018gv,2018gv,local,SDSS,r,,,,,
2018gv,2018gv,local,SDSS,u,,,,,
2018gv,2018gv,local,SDSS,z,,,,,
2018gv,2018gv,local,WISE,W1,852.0866617340622,524.0392455684379,13.874790582335292,0.667713079507426,True
2018gv,2018gv,local,WISE,W2,139.35780501903577,316.22816252086847,15.200671756795892,2.4636504284923935,True
2018gv,2018gv,local,WISE,W3,5532.897656928407,1931.6004427793664,9.368618407350178,0.3790307955722764,True
2018gv,2018gv,local,WISE,W4,12731.693266013752,4571.53143918347,7.017784582542428,0.3898390873718786,True
