CID,IDSURVEY,zHD,zHDERR,zCMB,zCMBERR,zHEL,zHELERR,m_b_corr,m_b_corr_err_DIAG,MU_SH0ES,MU_SH0ES_ERR_DIAG,CEPH_DIST,IS_CALIBRATOR,USED_IN_SH0ES_HF,c,cERR,x1,x1ERR,mB,mBERR,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,RA,DEC,HOST_RA,HOST_DEC,HOST_ANGSEP,VPEC,VPECERR,MWEBV,HOST_LOGMASS,HOST_LOGMASS_ERR,PKMJD,PKMJDERR,NDOF,FITCHI2,FITPROB,m_b_corr_err_RAW,m_b_corr_err_VPEC,biasCor_m_b,biasCorErr_m_b,biasCor_m_b_COVSCALE,biasCor_m_b_COVADD,blast_transient_spectroscopic_class,blast_transient_photometric_class,blast_host_name,blast_host_ra_deg,blast_host_dec_deg,blast_host_redshift,blast_host_EBV_MW,blast_local_log_mass_50,blast_local_log_sfr_50,blast_local_log_ssfr_50,blast_local_log_age_50,blast_local_mass_surviving_ratio,blast_global_log_mass_50,blast_global_log_sfr_50,blast_global_log_ssfr_50,blast_global_log_age_50,blast_global_mass_surviving_ratio
2011fe,51,0.00122,0.00084,0.00122,2e-05,0.00082,2e-05,9.74571,1.51621,28.9987,1.51645,29.177,1,0,-0.1076,0.04008,-0.548188,0.13373,9.58436,0.0327221,2.63181,0.0793177,0.00011378,-0.00052525,-0.00272765,210.774,54.2737,-999,-999,-9.0,0.0,250,0.00758935,10.677,-9.0,55815.0,0.1071,36,26.8859,0.86447,0.0991,1.496,0.0381,0.005,1.0,0.003,Ia,,2011fe,210.77531071,54.27578815,,0.0075801605917513,7.02760380445341,-1.237141180888628,-8.107069142969165,2.3810333130194836,0.7264823091954358,,,,,
2011fe,56,0.00122,0.00084,0.00122,2e-05,0.00082,2e-05,9.80286,1.51723,29.0559,1.51747,29.177,1,0,-0.032895,0.038463,-0.380481,0.0861,9.78448,0.0352442,2.1888,0.0710511,-0.000443845,-0.00150198,-0.00220084,210.774,54.2737,-999,-999,-9.0,0.0,250,0.00758935,10.677,0.0,55815.2,0.0579,101,88.3064,0.81222,0.0971,1.496,-0.0252,0.003,1.0,0.004,Ia,,2011fe,210.77531071,54.27578815,,0.0075801605917513,7.02760380445341,-1.237141180888628,-8.107069142969165,2.3810333130194836,0.7264823091954358,,,,,
2012cg,51,0.00256,0.00084,0.00256,2e-05,0.00144,2e-05,11.4703,0.781906,30.7233,0.782372,30.8433,1,0,0.10073,0.018231,0.49196,0.023545,11.8161,0.0237119,0.33695,0.00735879,-6.06025e-05,9.35054e-06,-0.000110842,186.803,9.4203,-999,-999,-9.0,0.0,250,0.0177724,9.633,0.002,56082.4,0.0278,165,233.5,0.000358347,0.0399,0.7134,0.0545,0.019,1.0,0.036,Ia,,2012cg,186.7987,9.4203,0.001458,0.0178090132027864,8.863531993473794,-1.639512925875171,-10.514227795163553,7.284676899348758,0.5770516833233968,8.840373047410209,-1.8129033309317395,-10.634428575071803,7.05431286021675,0.5808074677065282
2012cg,56,0.00256,0.00084,0.00256,2e-05,0.00144,2e-05,11.4919,0.798612,30.7449,0.799068,30.8433,1,0,0.12247,0.03903,0.71261,0.083554,11.8801,0.0359611,0.31765,0.0105211,0.000222656,-0.000136637,-0.000344022,186.803,9.4203,-999,-999,-9.0,0.0,250,0.0177724,9.633,0.004,56082.4,0.0667,55,100.122,0.000193186,0.0931,0.7134,0.0622,0.028,1.0,0.04,Ia,,2012cg,186.7987,9.4203,0.001458,0.0178090132027864,8.863531993473794,-1.639512925875171,-10.514227795163553,7.284676899348758,0.5770516833233968,8.840373047410209,-1.8129033309317395,-10.634428575071803,7.05431286021675,0.5808074677065282
1981B,50,0.00317,0.00084,0.0035,1e-05,0.00236,1e-05,11.5416,0.613941,30.7946,0.614535,30.8338,1,0,-0.005137,0.03061,-0.445048,0.16526,11.6644,0.0335715,0.38748,0.0119811,0.000163537,-0.000145198,-0.000305876,188.623,2.1998,-999,-999,-9.0,97.8762,250,0.0157149,9.686,-9.0,44672.6,0.2973,41,43.226,0.37642,0.0732,0.5763,0.0206,0.007,1.0,0.013,Ia,,1981B,188.6128,2.1879,0.006031,0.0157037668302655,,,,,,10.706273946504716,-0.2465605527953213,-10.955457158228002,9.784114202247904,0.5631810697479265
2013aa,56,0.00331,0.00085,0.00478,0.00015,0.00411,0.00015,11.2074,0.59407,30.4604,0.594683,30.5454,1,0,-0.104394,0.054067,0.51292,0.15225,10.8911,0.10563,0.78986,0.0768433,0.00167787,-0.00136015,-0.00311121,218.141,-44.2244,-999,-999,-9.0,440.866,250,0.14605,10.53,0.0,56343.8,0.158,31,27.5263,0.6455,0.1104,0.5586,0.0298,0.003,1.0,0.003,Ia,,2013aa,218.1696,-44.1745,0.003999,0.1450891718268394,,,,,,,,,,
2013aa,5,0.00331,0.00085,0.00478,0.00015,0.00411,0.00015,11.2998,0.579622,30.5528,0.580251,30.5454,1,0,-0.157707,0.03608,0.63346,0.13866,10.8438,0.10031,0.82505,0.0762215,0.000245825,-3.60292e-06,-0.00231699,218.141,-44.2244,-999,-999,-9.0,440.866,250,0.14605,10.53,-9.0,56348.8,0.119,56,35.0505,0.98728,0.062,0.5586,0.0727,0.007,1.0,0.003,Ia,,2013aa,218.1696,-44.1745,0.003999,0.1450891718268394,,,,,,,,,,
2001el,50,0.00333,0.00084,0.00357,1e-05,0.00379,1e-05,12.2481,0.590389,31.5011,0.591006,31.2859,1,0,0.074105,0.025318,-0.131083,0.026693,12.4717,0.0305106,0.18422,0.00517671,-0.000115412,1.38906e-05,-0.000102774,56.1275,-44.6398,-999,-999,-9.0,71.5597,250,0.012219,11.28,-9.0,52183.0,0.0329,97,493.823,0.0,0.0584,0.5487,-0.0773,0.005,1.0,0.015,Ia,,2001el,56.1343,-44.6437,,0.0121961991861462,9.609706511889511,-1.1706167485166037,-10.792977563847296,8.209970353614615,0.5830269951789651,,,,,
2011by,51,0.00349,0.00084,0.00369,2e-05,0.00313,2e-05,12.5403,0.55206,31.7933,0.55272,31.6336,1,0,0.011283,0.018909,-0.334036,0.044392,12.627,0.0234355,0.15967,0.00344642,-3.73833e-05,-2.98895e-05,-5.50824e-05,178.94,55.3256,-999,-999,-9.0,61.7743,250,0.0120014,10.417,0.002,55690.9,0.0344,79,85.1227,0.29882,0.0423,0.5236,-0.0499,0.003,1.0,0.007,Ia,,2011by,178.9378,55.3207,0.002853319,0.0119869430735707,9.122300842595532,-1.3905244643374293,-10.511485266085332,8.84297318073961,0.5767660993538,8.897624384222663,-1.3148382140783208,-10.232518092894717,7.745348653748445,0.5788686636186127
2021pit,56,0.00384,0.00084,0.00366,1e-05,0.00388,1e-05,11.7469,0.565861,30.9999,0.566505,31.2859,1,0,0.072389,0.042032,-0.042209,0.12206,12.0868,0.0383302,0.2626,0.00927071,0.000746058,-0.000415684,-0.000321434,56.1257,-44.6325,-999,-999,-9.0,-55.3501,250,0.012255,-9.0,-9.0,59385.6,0.0847,27,17.907,0.90634,0.1015,0.4759,0.0574,0.013,1.0,0.03,SN Ia,,2021pit,56.1343,-44.6437,,0.0121961991861462,,,,,,10.223630606832195,-0.140624712001973,-10.34195712584736,8.169458591606091,0.5915583389318742
2005df,50,0.00407,0.00084,0.00435,1e-05,0.00435,1e-05,12.1403,0.475638,31.3933,0.476404,31.4903,1,0,-0.059471,0.027315,-0.103725,0.079745,12.0155,0.0362388,0.28042,0.00935957,-0.000114256,-0.000131165,-0.000208601,64.4077,-62.7693,-999,-999,-9.0,86.1777,250,0.025672,10.375,1.0,53599.2,0.0914,26,9.89726,0.99815,0.062,0.4491,-0.0086,0.002,1.0,0.004,Ia,,2005df,64.3989,-62.7836,0.00435,0.0256453496217727,7.627253801900144,-1.3054575253367835,-8.885308808974592,4.74957383817668,0.6757456778923534,9.819123688549526,0.431668362192028,-9.459381998815624,6.48460081614412,0.6237084278586953
2013dy,51,0.00432,0.00084,0.00293,0.00012,0.00394,0.00012,12.246,0.513549,31.499,0.514259,31.6272,1,0,0.073845,0.025997,0.87178,0.02388,12.4377,0.081236,0.19007,0.0142214,-0.000232882,0.000107456,-0.000316314,334.573,40.5693,-999,-999,-9.0,-413.1,250,0.13193,9.131,0.002,56501.4,0.0283,180,297.453,8.31936e-08,0.0439,0.4231,0.0396,0.016,1.0,0.03,Ia,,2013dy,334.5742,40.5625,,0.1320438748598098,8.677006724404372,-0.3729932801314954,-9.088727819355356,5.739077529173695,0.6268423045337376,10.076887677065844,-0.5402518523950596,-10.62950952504931,8.223694363909061,0.5794042623510347
2013dy,56,0.00432,0.00084,0.00293,0.00012,0.00394,0.00012,12.3081,0.530151,31.5611,0.530838,31.6272,1,0,0.068782,0.046197,1.17027,0.13726,12.4484,0.0938242,0.18821,0.0162642,0.000730534,-0.000231517,-0.000543144,334.573,40.5693,-999,-999,-9.0,-413.1,250,0.13193,9.131,0.004,56501.5,0.0911,36,52.8999,0.0343241,0.0998,0.4231,0.0479,0.018,1.0,0.029,Ia,,2013dy,334.5742,40.5625,,0.1320438748598098,8.677006724404372,-0.3729932801314954,-9.088727819355356,5.739077529173695,0.6268423045337376,10.076887677065844,-0.5402518523950596,-10.62950952504931,8.223694363909061,0.5794042623510347
2012ht,56,0.00465,0.00084,0.00465,2e-05,0.00352,2e-05,12.6779,0.441191,31.9309,0.442017,31.9348,1,0,-0.06558,0.040908,-1.27917,0.11291,12.751,0.0379431,0.14243,0.0049775,-0.000174447,-8.50274e-05,-0.000158175,163.345,16.7764,-999,-999,-9.0,-0.2973,250,0.0251619,9.53,-9.0,56295.8,0.0986,35,27.375,0.81757,0.103,0.3932,0.0348,0.006,1.0,0.007,Ia,,,,,,,,,,,,,,,,
2012ht,5,0.00465,0.00084,0.00465,2e-05,0.00352,2e-05,12.78,0.419535,32.033,0.420403,31.9348,1,0,-0.128403,0.022952,-1.16357,0.039407,12.6928,0.0284379,0.15027,0.0039359,-0.000139729,-7.1606e-06,-7.03068e-05,163.345,16.7764,-999,-999,-9.0,-0.2973,250,0.0251619,9.53,-9.0,56296.2,0.0483,167,67.749,1.0,0.0537,0.3932,0.0858,0.011,1.0,0.005,Ia,,,,,,,,,,,,,,,,
1980N,50,0.00482,0.00084,0.0046,3e-05,0.00495,3e-05,11.9946,0.557951,31.2476,0.558603,-9.0,0,0,-0.010995,0.028329,-1.1428,0.11783,12.1471,0.0329384,0.2484,0.00753576,-0.000260037,4.60048e-05,-0.000183314,50.7513,-37.2139,-999,-999,-9.0,-67.5086,250,0.0179674,11.314,-9.0,44586.8,0.1899,37,58.5538,0.0134802,0.0654,0.3793,-0.0345,0.002,1.0,0.005,Ia,,1980N,50.6739,-37.2082,0.0059,0.0179792540520429,,,,,,,,,,
2012fr,56,0.00483,0.00085,0.0046,0.00015,0.00492,0.00015,11.8801,0.446066,31.1331,0.446882,31.3773,1,0,0.047577,0.041982,1.49515,0.133,11.7919,0.039793,0.34454,0.0126276,0.000876092,-0.000644193,-0.000439198,53.4,-36.1271,-999,-999,-9.0,-67.5086,250,0.0175479,10.732,0.0,56244.2,0.1,31,33.5725,0.34373,0.1003,0.3831,-0.0671,0.006,1.0,0.011,Ia,,2012fr,53.4016,-36.1405,0.005457,0.0176031722873449,,,,,,,,,,
2007on,5,0.00483,0.00085,0.0046,0.00015,0.00491,0.00015,12.3995,0.564078,31.6525,0.564724,-9.0,0,0,0.003067,0.023697,-2.22068,0.04445,12.7485,0.0236245,0.14276,0.00310631,-0.000208561,1.02709e-05,-6.11647e-05,54.7125,-35.5753,-999,-999,-9.0,-67.5086,250,0.00991396,11.2901,10.0,54420.5,0.0541,59,427.622,0.0,0.0571,0.3831,-0.0405,0.002,1.0,0.006,Ia,,2007on,54.7162,-35.5942,0.006448,0.0098004015535116,8.549886086407309,-1.264808916721234,-9.935555133961758,7.414286749892921,0.5985871849501239,11.10272461985486,-1.1308780274384789,-12.225962372203684,8.501593432793866,0.584550882737119
2012fr,5,0.00483,0.00085,0.0046,0.00015,0.00492,0.00015,11.9704,0.409689,31.2234,0.410577,31.3773,1,0,-0.036256,0.020595,1.1575,0.035649,11.711,0.0239548,0.3712,0.00818995,-0.000210546,2.96338e-05,-0.000140915,53.4,-36.1271,-999,-999,-9.0,-67.5086,250,0.0175479,10.732,-9.0,56244.5,0.0277,280,329.612,0.0221169,0.0477,0.3831,-0.029,0.002,1.0,0.004,Ia,,2012fr,53.4016,-36.1405,0.005457,0.0176031722873449,,,,,,,,,,
2007on,56,0.00483,0.00085,0.0046,0.00015,0.00491,0.00015,12.5105,0.573808,31.7635,0.574442,-9.0,0,0,-0.018119,0.041071,-2.28189,0.085466,12.8139,0.0350668,0.13441,0.00434112,-0.000257687,-4.56715e-05,-0.000147651,54.7125,-35.5753,-999,-999,-9.0,-67.5086,250,0.00991396,11.2901,0.0,54419.8,0.0807,39,130.87,7.45621e-12,0.1024,0.3831,-0.0296,0.002,1.0,0.005,Ia,,2007on,54.7162,-35.5942,0.006448,0.0098004015535116,8.549886086407309,-1.264808916721234,-9.935555133961758,7.414286749892921,0.5985871849501239,11.10272461985486,-1.1308780274384789,-12.225962372203684,8.501593432793866,0.584550882737119
2015F,56,0.00488,0.00084,0.00515,2e-05,0.00476,2e-05,12.1943,0.44745,31.4473,0.448264,31.4489,1,0,0.04414,0.05381,-1.16422,0.11969,12.4955,0.12098,0.18022,0.0200815,0.000509497,-0.000245833,-0.000779791,114.066,-69.5064,-999,-999,-9.0,80.5777,250,0.17476,12.198,0.0,57106.8,0.0956,22,21.8985,0.46596,0.1164,0.3747,-0.0595,0.003,1.0,0.011,Ia,,2015F,114.0991,-69.5307,0.00489,0.1742969501018524,9.093195453212456,-0.7728285160088604,-9.879660705663964,7.493105209887668,0.5946279985051794,10.270072607542351,-0.9519177362042084,-11.174796232947989,8.060774535005486,0.582769202556305
2015F,5,0.00488,0.00084,0.00515,2e-05,0.00476,2e-05,12.286,0.406132,31.539,0.407028,31.4489,1,0,-0.068708,0.033308,-0.994481,0.029597,12.2751,0.10716,0.22079,0.0217916,-0.000298015,0.000165194,-0.000591588,114.066,-69.5064,-999,-999,-9.0,80.5777,250,0.17476,12.198,-9.0,57107.3,0.0301,152,96.9048,0.99985,0.0644,0.3747,0.0024,0.002,1.0,0.003,Ia,,2015F,114.0991,-69.5307,0.00489,0.1742969501018524,9.093195453212456,-0.7728285160088604,-9.879660705663964,7.493105209887668,0.5946279985051794,10.270072607542351,-0.9519177362042084,-11.174796232947989,8.060774535005486,0.582769202556305
2011B,56,0.00538,0.00084,0.00458,1e-05,0.00452,1e-05,12.3982,0.513692,31.6512,0.514401,-9.0,0,0,-0.026951,0.041039,-1.02192,0.098385,12.4933,0.0388011,0.18058,0.00645338,3.79277e-06,-9.34829e-05,-0.000208027,133.952,78.2174,-999,-999,-9.0,-238.157,250,0.0267141,11.08,0.003,55583.6,0.0921,20,27.0579,0.13364,0.1012,0.3399,-0.0247,0.002,1.0,0.004,Ia,,2011B,133.90816827,78.22329043,0.00467,0.0269125799834728,9.440285623246911,-2.8115871269804265,-12.265268837231496,9.488255019630795,0.5706770483347949,10.716267129003306,-1.7348855535870795,-12.462316279637555,11.077913481830702,0.5703177586834444
2018aoz,51,0.00548,0.00085,0.00701,0.00015,0.00587,0.00015,12.4752,0.500704,31.7282,0.501431,-9.0,0,0,-0.118271,0.030101,-1.12558,0.068756,12.401,0.0573315,0.19661,0.0103819,-0.000322804,-2.70025e-05,-0.000251337,177.758,-28.7441,-999,-999,-9.0,456.87,250,0.0723949,9.85343,-9.0,58222.0,0.1147,44,43.854,0.47784,0.0617,0.3377,0.073,0.008,1.0,0.005,Ia,,2018aoz,177.7573,-28.806,0.005801,0.0695815531909465,7.4140866567101344,-2.2995432640353153,-9.733421772391038,5.801479783365414,0.6119397205575936,,,,,
SN2016coj,150,0.0057,0.00084,0.00489,6e-05,0.00452,6e-05,12.6455,0.482914,31.8985,0.483668,-9.0,0,0,-0.006916,0.034309,-1.47692,0.085215,12.8717,0.0394491,0.12744,0.00463056,-0.000107973,-4.15095e-05,-0.000136764,182.028,65.1772,-999,-999,-9.0,-242.803,250,0.016304,11.036,0.0,57548.1,0.1118,11,29.9128,0.00163532,0.0772,0.3209,-0.0227,0.002,1.0,0.006,Ia,,NGC4125,182.02507,65.174133,0.004273,0.0163207193091511,10.454737467059802,-1.6999595045704794,-12.192959029853842,9.20544148133289,0.5729105539428067,10.766939058212795,-2.1672160238595732,-12.93286585892297,12.01532017798736,0.5696245800679158
2007sr,57,0.00571,0.00084,0.0066,2e-05,0.00542,2e-05,12.4269,0.374942,31.6799,0.375913,31.6025,1,0,0.017138,0.027385,0.10543,0.051014,12.4637,0.0433819,0.18557,0.00741456,-0.000359835,9.80451e-05,-0.000164935,180.47,-18.9728,-999,-999,-9.0,265.999,250,0.0404781,10.682,-9.0,54448.9,0.2466,31,95.9136,1.48359e-08,0.0574,0.3204,-0.053,0.002,1.0,0.008,Ia,,2007sr,180.4734,-18.8864,0.005617,0.0398653494566679,6.906717732322225,-1.8702676187097529,-8.707128144636636,5.536155683416403,0.6658446996938155,,,,,
2007sr,64,0.00571,0.00084,0.0066,2e-05,0.00542,2e-05,12.3762,0.38481,31.6292,0.385756,31.6025,1,0,0.046871,0.026685,0.056985,0.042095,12.4987,0.0411252,0.17969,0.00680642,-0.000171077,2.80289e-05,-0.000142504,180.47,-18.9728,-999,-999,-9.0,265.999,250,0.0404781,10.682,2.755,54449.2,0.1643,63,69.474,0.2686,0.0576,0.3204,-0.0665,0.003,1.0,0.011,Ia,,2007sr,180.4734,-18.8864,0.005617,0.0398653494566679,6.906717732322225,-1.8702676187097529,-8.707128144636636,5.536155683416403,0.6658446996938155,,,,,
2018gv,18,0.00602,0.00085,0.00596,0.00015,0.0051,0.00015,12.6874,0.343274,31.9404,0.344335,32.0504,1,0,-0.067297,0.022548,0.39823,0.082967,12.4685,0.0414596,0.18476,0.00705507,-2.04233e-05,-6.84906e-05,-0.000124499,121.394,-11.4379,-999,-999,-9.0,-18.777,250,0.0498206,10.06,-9.0,58150.6,0.0622,92,52.9938,0.99963,0.0484,0.3075,-0.0045,0.002,1.0,0.003,Ia,,2018gv,121.4083,-11.427,0.00527,0.0499311912804842,8.457112058220982,-0.7659683663230099,-9.192190138203234,6.121817030653438,0.6454030932745032,9.604148924470689,-0.9337011359590895,-10.543634165614304,9.103129373228263,0.5641726973146257
2018gv,51,0.00602,0.00085,0.00596,0.00015,0.0051,0.00015,12.8136,0.342645,32.0666,0.343707,32.0504,1,0,-0.111964,0.022278,0.59016,0.040938,12.4682,0.0397344,0.18481,0.00676333,-0.000137873,2.17282e-05,-0.000112498,121.394,-11.4379,-999,-999,-9.0,-18.777,250,0.0498206,10.06,-9.0,58150.4,0.0452,87,275.887,1.6748599999999999e-21,0.0486,0.3075,0.0355,0.002,1.0,0.003,Ia,,2018gv,121.4083,-11.427,0.00527,0.0499311912804842,8.457112058220982,-0.7659683663230099,-9.192190138203234,6.121817030653438,0.6454030932745032,9.604148924470689,-0.9337011359590895,-10.543634165614304,9.103129373228263,0.5641726973146257
2018gv,150,0.00602,0.00085,0.00596,0.00015,0.0051,0.00015,12.6572,0.349206,31.9102,0.350249,32.0504,1,0,-0.112311,0.031402,0.12088,0.053583,12.3829,0.0459817,0.19992,0.00846668,-0.000416767,0.000100383,-0.000208687,121.394,-11.4379,-999,-999,-9.0,-18.777,250,0.0498206,10.06,-9.0,58150.6,0.0963,28,115.071,1.60744e-12,0.0694,0.3075,0.0384,0.004,1.0,0.003,Ia,,2018gv,121.4083,-11.427,0.00527,0.0499311912804842,8.457112058220982,-0.7659683663230099,-9.192190138203234,6.121817030653438,0.6454030932745032,9.604148924470689,-0.9337011359590895,-10.543634165614304,9.103129373228263,0.5641726973146257
1981D,50,0.00616,0.00084,0.00551,3e-05,0.00587,3e-05,11.6549,0.524297,30.9079,0.524992,-9.0,0,0,0.1611,0.058794,-1.15194,0.36241,12.2753,0.0598886,0.22074,0.0121759,0.00503332,-0.00203861,-0.000625331,50.6599,-37.2327,-999,-999,-9.0,-191.492,250,0.0179969,11.314,-9.0,44680.5,0.2498,14,9.82603,0.77479,0.1373,0.297,-0.1001,0.006,1.0,0.024,Ia,,1981D,50.6739,-37.2082,0.0059,0.0179792540520429,,,,,,11.269393390492432,-1.1495735288078173,-12.410934118757917,7.996565257904603,0.5902785058639695
2006dd,50,0.00616,0.00084,0.00551,3e-05,0.00587,3e-05,11.9327,0.451429,31.1857,0.452235,-9.0,0,0,0.021185,0.025883,-0.285563,0.044371,12.0382,0.0316509,0.27462,0.00800564,-0.000159637,-3.79802e-06,-0.000165348,50.6734,-37.2036,-999,-999,-9.0,-191.492,250,0.0179706,11.01,10.0,53919.5,0.0441,23,1106.22,0.0,0.0596,0.297,-0.0546,0.003,1.0,0.008,Ia,,2006dd,50.6739,-37.2082,0.0059,0.0179792540520429,10.681769929836635,-0.7157276014700756,-11.366746088492867,7.766462431479187,0.5885151400620826,11.218526541982676,-1.0882099287718217,-12.276531652596864,8.014325579912216,0.5817984331892102
2007af,57,0.00625,0.00084,0.00635,1e-05,0.00552,1e-05,12.8137,0.32481,32.0667,0.32593,31.7708,1,0,-0.019682,0.025871,-0.533099,0.035089,12.8497,0.0365274,0.13006,0.00437545,-0.000183179,1.68008e-05,-8.85975e-05,215.588,-0.3938,-999,-999,-9.0,31.5763,250,0.0336987,10.331,-9.0,54174.5,0.049,47,102.956,4.62159e-06,0.0576,0.2928,-0.0342,0.002,1.0,0.004,Ia,,2007af,215.599,-0.3876,0.005523585,0.0336844577640295,8.134411662931356,-1.6406257304085692,-9.775453948610249,6.708637027090703,0.590632067576171,9.34358443188212,-0.7196151408639104,-10.081211985332263,8.699720180658577,0.5645803140869645
2007af,56,0.00625,0.00084,0.00635,1e-05,0.00552,1e-05,12.7493,0.36055,32.0023,0.36156,31.7708,1,0,0.031581,0.038354,-0.444525,0.044013,12.9062,0.0391511,0.12346,0.00445183,-0.000318319,1.22668e-05,-0.000131488,215.588,-0.3938,-999,-999,-9.0,31.5763,250,0.0336987,10.331,0.041,54174.5,0.0464,155,190.747,0.0268319,0.0935,0.2928,-0.0587,0.003,1.0,0.009,Ia,,2007af,215.599,-0.3876,0.005523585,0.0336844577640295,8.134411662931356,-1.6406257304085692,-9.775453948610249,6.708637027090703,0.590632067576171,9.34358443188212,-0.7196151408639104,-10.081211985332263,8.699720180658577,0.5645803140869645
2007af,5,0.00625,0.00084,0.00635,1e-05,0.00552,1e-05,12.8469,0.32168,32.0999,0.322811,31.7708,1,0,-0.046439,0.021801,-0.558,0.02594,12.8231,0.0310192,0.13328,0.00380788,-0.000143564,1.34585e-05,-5.91213e-05,215.588,-0.3938,-999,-999,-9.0,31.5763,250,0.0336987,10.331,0.3,54175.0,0.0305,77,124.844,0.000462785,0.0514,0.2928,-0.015,0.002,1.0,0.004,Ia,,2007af,215.599,-0.3876,0.005523585,0.0336844577640295,8.134411662931356,-1.6406257304085692,-9.775453948610249,6.708637027090703,0.590632067576171,9.34358443188212,-0.7196151408639104,-10.081211985332263,8.699720180658577,0.5645803140869645
2007af,64,0.00625,0.00084,0.00635,1e-05,0.00552,1e-05,12.7807,0.33809,32.0337,0.339166,31.7708,1,0,0.014649,0.02559,-0.393072,0.027079,12.8851,0.0361845,0.12587,0.00419504,-0.000155719,1.48801e-05,-8.61122e-05,215.588,-0.3938,-999,-999,-9.0,31.5763,250,0.0336987,10.331,0.216,54174.5,0.032,99,106.532,0.28456,0.0557,0.2928,-0.0512,0.003,1.0,0.008,Ia,,2007af,215.599,-0.3876,0.005523585,0.0336844577640295,8.134411662931356,-1.6406257304085692,-9.775453948610249,6.708637027090703,0.590632067576171,9.34358443188212,-0.7196151408639104,-10.081211985332263,8.699720180658577,0.5645803140869645
2007le,57,0.0063,0.00084,0.00552,1e-05,0.00672,1e-05,12.8224,0.533308,32.0754,0.533991,-9.0,0,0,0.20908,0.019005,0.20586,0.036952,13.5777,0.0286098,0.0665152,0.00175271,-6.78392e-05,-1.10174e-07,-2.69748e-05,354.702,-6.5226,-999,-999,-9.0,-230.401,250,0.0287575,9.02452,-9.0,54399.3,0.05,65,126.261,8.17485e-06,0.0405,0.2904,0.0868,0.035,1.0,0.052,Ia,,2007le,354.7017,-6.5179,,,,,,,,,,,,
2007le,5,0.0063,0.00084,0.00552,1e-05,0.00672,1e-05,12.8313,0.536656,32.0843,0.537335,-9.0,0,0,0.20677,0.021164,0.23463,0.027155,13.5748,0.0284815,0.0666939,0.00174954,-0.000187885,8.96281e-06,-2.72686e-05,354.702,-6.5226,-999,-999,-9.0,-230.401,250,0.0287575,9.02452,0.02,54399.9,0.0341,66,141.954,1.7483e-07,0.0499,0.2904,0.0863,0.034,1.0,0.052,Ia,,2007le,354.7017,-6.5179,,,,,,,,,,,,
2007le,65,0.0063,0.00084,0.00552,1e-05,0.00672,1e-05,12.7673,0.537482,32.0203,0.538159,-9.0,0,0,0.22565,0.026259,0.27267,0.047652,13.5704,0.0354699,0.0669626,0.0021876,-0.000103738,-1.54264e-06,-4.78787e-05,354.702,-6.5226,-999,-999,-9.0,-230.401,250,0.0287575,9.02452,0.4,54399.4,0.0436,52,57.4876,0.27923,0.0566,0.2904,0.0932,0.04,1.0,0.052,Ia,,2007le,354.7017,-6.5179,,,,,,,,,,,,
2019np,18,0.00648,0.00084,0.0055,0.0,0.00452,0.0,13.2078,0.317328,32.4608,0.318474,32.3302,1,0,-0.02786,0.019016,0.11525,0.04952,13.1265,0.0252112,0.10078,0.00234024,2.93734e-05,-2.48823e-05,-3.76401e-05,157.342,29.5106,-999,-999,-9.0,-289.936,250,0.0172714,10.63,-9.0,58510.5,0.0548,102,64.771,0.9985,0.0411,0.2824,-0.0305,0.002,1.0,0.004,SN Ia,,2019np,157.3342,29.4922,,0.0172619569301605,7.966930030088361,-2.619823516586268,-10.573761868385954,8.832432585602437,0.5626272667441288,10.07294629101402,-1.2630162681386012,-11.339763573157194,11.795691169080207,0.5613014942759593
2019np,150,0.00648,0.00084,0.0055,0.0,0.00452,0.0,13.1808,0.321157,32.4338,0.32229,32.3302,1,0,-0.025372,0.029598,0.11384,0.074387,13.1161,0.0358983,0.10176,0.00336454,-0.000187854,-1.25753e-06,-8.78652e-05,157.342,29.5106,-999,-999,-9.0,-289.936,250,0.0172714,10.63,-9.0,58510.4,0.0507,66,66.0811,0.47404,0.0645,0.2824,-0.0219,0.003,1.0,0.004,SN Ia,,2019np,157.3342,29.4922,,0.0172619569301605,7.966930030088361,-2.619823516586268,-10.573761868385954,8.832432585602437,0.5626272667441288,10.07294629101402,-1.2630162681386012,-11.339763573157194,11.795691169080207,0.5613014942759593
2011iv,5,0.00668,0.00085,0.00594,0.00015,0.00625,0.00015,11.9687,0.419839,31.2217,0.420706,-9.0,0,0,-0.056402,0.022414,-1.89667,0.035884,12.1617,0.0228981,0.24509,0.00516896,-0.000123226,7.84706e-06,-9.49236e-05,54.714,-35.5922,-999,-999,-9.0,-219.284,250,0.00980387,7.0,-9.0,55905.3,0.0919,99,301.977,2.15654e-22,0.0535,0.2772,0.0352,0.006,1.0,0.007,Ia,,,,,,,,,,,,,,,,
