ZTF_Unnamed: 0,ztfname,ZTF_redshift,ZTF_redshift_err,ZTF_source,ZTF_t0,ZTF_x0,ZTF_x1,ZTF_c,ZTF_t0_err,ZTF_x0_err,ZTF_x1_err,ZTF_c_err,ZTF_cov_t0_x0,ZTF_cov_t0_x1,ZTF_cov_t0_c,ZTF_cov_x0_x1,ZTF_cov_x0_c,ZTF_cov_x1_c,ZTF_mwebv,ZTF_mwr_v,ZTF_mwebv_err,ZTF_fitprob,ZTF_ra,ZTF_dec,ZTF_sn_type,ZTF_sub_type,ZTF_lccoverage_flag,ZTF_fitquality_flag,ZTF_iau_name,ZTF_frac_fitted,ZTF_ra_host_global,ZTF_dec_host_global,ZTF_mass_global,ZTF_mass_err_global,ZTF_restframe_gz_global,ZTF_restframe_gz_err_global,ZTF_d_dlr_global,ZTF_mass_local,ZTF_mass_err_local,ZTF_restframe_gz_local,ZTF_restframe_gz_err_local,ZTF_DESI_METADATA_ang_sep_arcsec,DESI_METADATA_TARGETID,DESI_METADATA_LS_ID,DESI_METADATA_SPECTYPE,DESI_METADATA_RA,DESI_METADATA_DEC,DESI_METADATA_DESI_TARGET,DESI_METADATA_Z,DESI_METADATA_ZWARN,DESI_METADATA_SURVEY
985,ZTF19aafnecv,0.03862097,1.002e-05,z_gal,58520.0,0.003165296,0.1256179214662419,-0.067479673,0.053597818,0.000119252,0.1103438640276717,0.0310379,-2.51e-15,2.220973789276761e-11,6.993148831445849e-13,-5.68e-06,-3.03e-06,0.000237697,0.046853951,3.1,0,0.7486327510145236,255.268361,25.869776,snia-cosmo,norm,1.0,1.0,2019ago,100.0,255.268712025002,25.8688822983892,9.482,0.1035808862676893,0.63469653,0.019104973175,1.204992337287493,8.778,0.026,0.85169653,0.034828149535,0.022755308452106784,39628390960994024,9906630889641704,b'GALAXY',255.26870598148457,25.868885520652164,5764607523034234880,0.03862040350652392,0,b'main'
987,ZTF19aafwrhf,0.05274621,2.302e-05,z_gal,58836.84112860325,0.001029677,-2.637035861,0.2496726395416383,0.098683791,9.17409353131958e-05,0.1968093230026064,0.067804303,-2.82e-06,0.011670661,0.002084027,-8.53e-06,-6.05e-06,0.0054829,0.021853492,3.1,0,1.0,123.610777,9.645675,snia-cosmo,norm,1.0,1.0,2019wis,100.0,123.610741635749,9.64555881930081,9.982,0.1421302219797042,1.37869653,0.017691806013,0.189600848382577,9.86,0.05,1.44269653,0.018439088915,0.013553469655166142,39628021409254710,9906625115393334,b'GALAXY',123.61074507232443,9.645557177466713,5764607523034234880,0.052752096704711024,0,b'main'
990,ZTF19aagmpeq,0.06160913,1.74e-05,z_gal,58526.41200794573,0.001142148,1.036796900401138,-0.058487438,0.2885042027664894,3.698901592350727e-05,0.2168674438696723,0.036957333,8.590170243738454e-07,-0.049932986,-0.000313261,-1.57e-06,-9.8e-07,-0.000110648,0.015102938,3.1,0,0.8978785772618199,179.678552,52.095058,snia-cosmo,norm,1.0,1.0,2019akf,100.0,179.68048499057167,52.09414042994496,9.16,0.1187265766372466,0.79069653,0.051739733281,2.278959399127264,7.763,0.621,1.15869653,0.673238442158,0.0,39633278579245863,9907738050822951,b'GALAXY',179.68048499057167,52.09414042994496,5764607523034234880,0.06155670427598045,0,b'main'
991,ZTF19aagmsrr,0.02321267,1.263e-05,z_gal,58529.43096307272,0.008398701,0.5466729188643801,-0.048967102,0.1838731969728542,0.000290734,0.1511283565426388,0.032123462,2.0890902910293667e-06,-0.005782319,-0.000802926,-9.19e-06,-7.3e-06,-0.000748512,0.019182551,3.1,0,0.6033694307404918,159.409931,37.458184,snia-cosmo,norm,1.0,1.0,2019aik,100.0,159.40803440454917,37.455691166050045,10.818,0.1062826420446913,1.37969653,0.019104973175,0.7402748493022246,9.188,0.021,1.24169653,0.019104973175,0.0,39633029391451612,9907734157264348,b'GALAXY',159.40803440454917,37.455691166050045,5764607523034234880,0.02321306908392473,0,b'main'
993,ZTF19aahjhoy,0.01371287,1.078e-05,z_gal,58521.84807606819,0.001737642,-3.042293159,0.5793316645414797,0.2003319635150546,7.30225869746727e-05,0.1468125632280408,0.039808785,-4.01e-06,0.006814353,0.001073486,-1.24e-06,-2.49e-06,0.000161169,0.0139802,3.1,0,2.045387534153395e-28,184.880145,49.814177,snia-pec,91bg,0.0,0.0,2019arb,100.0,184.8837422771826,49.81573479939488,10.508,0.1920833152566875,1.34769653,0.019104973175,0.4664821898511774,9.647,0.141,1.33769653,0.020518284529,2.289999370653732e-11,39633244206925946,9907737513756794,b'GALAXY',184.8837422771826,49.815734799394875,5764607523034234880,0.013705363336356245,0,b'main'
997,ZTF19aahuian,0.06877665,1.409e-05,z_gal,58525.65601099719,0.000517523,-1.695621592,0.043249865,0.6192095836777298,2.712282970431662e-05,0.5042483493478163,0.048896269,6.603617841842309e-06,-0.176861292,-0.004583141,-5.61e-06,-1.03e-06,0.003312348,0.022878178,3.1,0,0.6120441421498202,130.901575,47.253571,snia-cosmo,norm,1.0,1.0,2019ard,100.0,130.90093434937492,47.2532269100804,8.912,0.1109233969908963,0.48569653,0.094254973344,1.289415354687541,7.96,0.071,0.40269653,0.315012698157,0.0,39633203442484442,9907736876811482,b'GALAXY',130.90093434937492,47.2532269100804,1152921504606846976,0.06877719803670919,0,b'main'
1006,ZTF19aailqli,0.05621222,1.038e-05,z_gal,58535.60877626119,0.001321409,0.6825947512393911,0.017691751,0.1361230001675721,4.27187478808257e-05,0.08664387,0.028744104,-8.87e-07,-0.002740468,0.000313996,-5.02e-07,-1.05e-06,-1.98e-06,0.013527523,3.1,0,0.8793739389134586,200.331031,52.778573,snia-cosmo,norm,1.0,1.0,2019avp,100.0,200.3305101286633,52.77917174428214,8.768,0.1026109155986827,0.36269653,0.034669871647,1.061740778028513,8.233,0.052,0.44469653,0.062265560304,6.189108804535973e-11,39633289899673240,9907738227705496,b'GALAXY',200.33051012866326,52.77917174428214,5764607523034234880,0.05621563426701699,0,b'main'
1008,ZTF19aailteb,0.07729046,1.435e-05,z_gal,58528.00824059568,0.000846078,0.5740380012428646,-0.035748398,0.2940488738458953,3.0685920281631847e-05,0.2316047531542681,0.033190477,1.138575540980593e-06,-0.0481018,-0.001513691,-2.69e-06,-8.33e-07,0.001647461,0.014136601,3.1,0,0.063710698,229.485749,37.113998,snia,,1.0,1.0,2019ana,100.0,229.48797219770583,37.11358808633685,9.409,0.1056219674120871,0.75969653,0.039395431207,2.3755067598641504,7.32,0.239,0.21369653,0.459025053782,0.0,39633020688271091,9907734021277427,b'GALAXY',229.48797219770583,37.11358808633685,5764607523034234880,0.07727975884040385,0,b'main'
1014,ZTF19aajwdux,0.07548877,1.022e-05,z_gal,58525.64316397707,0.000913779,-0.061725617,-0.147854719,1.561364469864202,0.000121176,0.6767236978437736,0.1046730937297715,-4.87e-05,-0.781614867,0.058203495,-2.39e-05,-1.21e-05,0.009268603,0.037384401,3.1,0,0.020464941,175.797952,-8.623481,snia,,0.0,0.0,2019aki,100.0,175.79833274959995,-8.6233989734992,9.429,0.1023914058893616,0.58969653,0.023853720884,0.7729650886127543,8.639,0.033,0.55969653,0.034438350715,0.0,39627582924130083,9906618264061731,b'GALAXY',175.79833274959995,-8.6233989734992,5764607523034234880,0.07548883289025937,0,b'main'
1024,ZTF19aakiyly,0.06618539,1.497e-05,z_gal,58539.628775378245,0.001052728,0.5593715740780718,-0.070766266,0.5058520824386505,4.365019607341088e-05,0.2237530801921706,0.034582041,-9.11e-06,-0.068280953,0.004540868,4.855882682792201e-07,-1.26e-06,-0.001110641,0.027276969,3.1,0,0.800130621,217.836927,23.422358,snia-cosmo,norm,1.0,1.0,2019avy,100.0,217.83737070731985,23.42275135014105,9.479,0.1033247308247159,0.87569653,0.034885527085,0.6847056456073707,8.568,0.025,0.90769653,0.05280151513,0.0,39628340906168684,9906630107533676,b'GALAXY',217.83737070731985,23.42275135014105,5764607523034234880,0.06618498642127763,0,b'main'
1025,ZTF19aakizps,0.05514175,1.337e-05,z_gal,58529.79010038427,0.001070208,-2.523236034,-0.041291476,0.8694628865523555,0.000103586,0.6860236818422188,0.082913303,7.048250368381369e-05,-0.419500872,-0.047025467,-4.38e-05,-7.37e-06,0.018020552,0.051088587,3.1,0,0.8181956056000071,211.84127,-1.092378,snia-cosmo,norm,0.0,1.0,2019amo,100.0,211.8418965412705,-1.096396763444619,10.596,0.1407160260951111,1.26069653,0.017691806013,1.4675565573870466,8.038,0.06,1.01169653,0.11610340219,0.0,39627764122257045,9906621095282325,b'GALAXY',211.8418965412705,-1.096396763444619,5764607523034234880,0.0551272488107042,0,b'main'
1027,ZTF19aakjesi,0.02884524,1.061e-05,z_gal,58555.05176399103,0.000988089,2.2569966904668486,0.3752361484883293,2.747501275734976e-05,3.547309798777431e-05,0.1495753219589137,0.032694761,-5.51e-14,2.713101825835593e-11,2.2904217197063497e-11,-8.06e-07,-9.3e-07,-0.001372095,0.044177124,3.1,0,0.0,270.26748,30.461686,snia-cosmo,norm,1.0,0.0,2019ayb,76.82926829268293,270.2676946707374,30.46152978163097,8.401,0.1014347080638575,0.23469653,0.032649655435,0.4734549932707454,8.286,0.017,0.35769653,0.030528675045,0.0,39628492488318589,9906632476008061,b'GALAXY',270.2676946707374,30.46152978163097,5764607523034234880,0.028845409474892485,0,b'main'
1028,ZTF19aakjfaz,0.04007712,1.202e-05,z_gal,58527.96649210759,0.001074169,-1.49618261,0.3763042046418288,0.848580912,0.000107911,0.3161371728691718,0.079650727,-7.31e-05,-0.161115063,0.051311501,6.49339506570033e-06,-7.8e-06,-0.009113009,0.028563261,3.1,0,0.3570921189972393,267.343886,44.518294,snia,,0.0,1.0,2019bgg,100.0,267.3438094140905,44.51778720362858,10.119,0.107335921293852,1.19969653,0.019849433241,0.4764940184457082,9.522,0.121,1.21069653,0.022671568098,0.0,39633158638932890,9907736176759706,b'GALAXY',267.3438094140905,44.51778720362858,5764607523034234880,0.040072074847637806,0,b'main'
1033,ZTF19aaklnni,0.03632275,1.003e-05,z_gal,58390.00000000955,0.000673998,4.999999976232116,1.1999988047138344,1.1049861845676787,2.8350686238882896e-05,0.2298898818601547,1.3878197908762748,-5.63e-12,-4.58e-16,6.677881695941547e-13,7.025534064635146e-13,6.268651785494224e-10,-1.29e-13,0.060099259,3.1,0,2.127080191410145e-05,107.472556,54.968908,snia-cosmo,norm,0.0,0.0,2018gec,100.0,107.4707419124399,54.96859864861796,10.57,0.1014347080638575,1.10969653,0.018384776311,0.6917450152043911,9.3,0.017,1.19669653,0.019104973175,3.434999055980598e-11,39633321172405859,9907738716343907,b'GALAXY',107.4707419124399,54.968598648617956,5764607523034234880,0.037129479366472956,0,b'main'
1037,ZTF19aaknacv,0.0389445,1.112e-05,z_gal,58531.580359896114,0.003521585,-0.138546657,-0.044269028,2.474007456,0.000429658,0.6449908550480035,0.062998131,-0.000606672,-1.253211305,0.062053693,4.9759197681273935e-06,-2.18e-05,-0.004567947,0.04045732,3.1,0,0.7334486362845312,161.265547,0.104537,snia-cosmo,norm,0.0,0.0,2019akg,100.0,161.26837005014903,0.1048170634426918,10.606,0.1028396810574595,0.97369653,0.019104973175,0.668646476868236,8.719,0.03,0.82869653,0.036878177829,0.0,39627787434197596,9906621459530332,b'GALAXY',161.26837005014903,0.1048170634426918,5764607523034234880,0.03894450246028778,0,b'main'
1047,ZTF19aakpcfi,0.06332482,2.055e-05,z_gal,58547.22418590445,0.001036962,1.6234952597838932,-0.038170685,0.1326941203296883,3.194916929551476e-05,0.1187600761113318,0.028572893,4.236357245170297e-07,-0.007818222,-0.000231132,-5.02e-07,-7.52e-07,-0.000451995,0.055535282,3.1,0,0.7544745333918372,246.247811,23.175699,snia-cosmo,norm,1.0,1.0,2019bar,100.0,246.2531701809572,23.17907378762044,10.915,0.116619037896906,1.31869653,0.018439088915,2.4894826439831004,7.487,0.218,0.61069653,0.320731975331,1.9122830188234786e-10,2851870871650304,9906630027706574,b'GALAXY',246.25317018095714,23.179073787620442,4611686018427387904,0.06327798575534689,0,b'main'
1048,ZTF19aakpcfy,0.07825691,1.044e-05,z_gal,58546.10526074042,0.000910539,2.0476443277050262,-0.028262561,0.1843949385729502,2.752300427579917e-05,0.136757242,0.028557928,-2.56e-08,-0.015556305,0.000349341,-2.63e-07,-6.42e-07,-0.000725276,0.023452894,3.1,0,0.1497365564406968,246.715526,29.385606,snia-cosmo,91t,1.0,1.0,2019bas,99.2,246.7167027557719,29.387210882006418,9.973,0.1046947945219818,0.79169653,0.023600847442,1.809484485716956,7.931,0.212,1.25669653,0.272809457314,0.0,39628471193832618,9906632143277226,b'GALAXY',246.7167027557719,29.387210882006418,5764607523034234880,0.07825644474352562,0,b'main'
1050,ZTF19aakpmoy,0.03649322,1.205e-05,z_gal,58542.69457575012,0.002582151,4.999985538339298,0.1563563377358896,2.226153097752104,0.000182362,9.701608076938031,0.093007077,-0.000269042,0.005513273,-0.015651921,1.17025607424972e-06,-9.01e-06,-0.000487345,0.038086213,3.1,0,0.0,65.872432,-15.766815,snia-cosmo,norm,0.0,0.0,2019awq,100.0,65.87394401821396,-15.765338586616911,10.166,0.1100727032465361,1.17669653,0.018439088915,1.0796391422088567,8.831,0.03,1.02469653,0.023430749028,0.0,39627409821013872,9906615559329648,b'GALAXY',65.87394401821396,-15.765338586616911,5764607523034234880,0.03649274027568721,0,b'main'
1055,ZTF19aaksrgj,0.08654726,1.192e-05,z_gal,58549.52372712084,0.000539054,1.021832974844926,0.033225613,0.2393121297172911,1.889992112362346e-05,0.1856651581091339,0.033629737,6.973993944313417e-07,-0.011246514,-0.001455381,-8.56e-07,-5.08e-07,-0.000263371,0.021399329,3.1,0,0.02011484,189.526642,8.046285,snia-cosmo,91t,1.0,1.0,2019bbd,100.0,189.52612240171567,8.045880983055032,10.509,0.1046947945219818,1.03469653,0.020615528128,0.5400940090555888,9.061,0.032,0.95469653,0.044045431091,4.05243861005438e-10,39627980690952696,9906624479171064,b'GALAXY',189.52612240171578,8.045880983055032,5764607523034234880,0.08591773782852236,0,b'main'
1068,ZTF19aalaxsa,0.11629501,1.014e-05,z_gal,58549.98787,0.000442931,-0.059192666,-0.044938228,0.1720757213079196,1.856379012191177e-05,0.2538987301112898,0.054897892,9.752822885316282e-08,0.006237966,-0.0012729,-2.57e-06,-4.45e-07,0.003475217,0.01137469,3.1,0,0.4584610686528452,172.773253,57.437963,snia,,1.0,1.0,2019blf,100.0,172.77263979484954,57.43820353711018,10.29,0.1019803902718557,0.93869653,0.027459060435,0.5866741049205298,9.437,0.018,0.85469653,0.034655446902,0.0,39633355515364743,9907739252950407,b'GALAXY',172.77263979484954,57.43820353711018,5764607523034234880,0.11629524874497822,0,b'main'
1069,ZTF19aalbzoh,0.0849651,1.124e-05,z_gal,58548.00505455278,0.000563747,-0.464394413,-0.052826393,0.1629413639893755,2.331366542292348e-05,0.2134861813341065,0.03449219,1.7985673060476116e-07,-0.008799383,-8.99e-05,-2.48e-06,-5.97e-07,0.000163309,0.082947285,3.1,0,0.015406805,267.790465,21.443876,snia-cosmo,norm,1.0,1.0,2019bys,100.0,267.7934748384153,21.44537974533091,10.575,0.1017889974407843,0.99669653,0.022022715546,2.1319006948320705,7.705,0.435,0.34869653,0.926530085858,0.0,39628296987609849,9906629421304569,b'GALAXY',267.7934748384153,21.44537974533091,5764607523034234880,0.08496514829857219,0,b'main'
1073,ZTF19aaldqvh,0.09939272,2.914e-05,z_gal,58546.99388323156,0.00047442,0.2249399803167697,-0.016429588,0.2404161581944208,1.8137303502967515e-05,0.2325367869265248,0.034397967,1.069358769986026e-06,-0.015271543,-0.002141715,-1.73e-06,-4.94e-07,0.000922001,0.011593192,3.1,0,0.002618893,160.996337,51.112703,snia,,1.0,1.0,2019bev,100.0,160.99639206460822,51.11320063917657,10.692,0.1141271221051332,0.90269653,0.024413111231,0.3295435210668841,9.53,0.061,0.93969653,0.02952964612,0.0,39633263286816035,9907737811881251,b'GALAXY',160.99639206460822,51.11320063917657,5764607523034234880,0.0993966687901922,0,b'main'
1080,ZTF19aalrtfm,0.04748125,1.052e-05,z_gal,58543.17793944919,0.000599676,-1.01395998,0.302540077,1.7347456627430802,4.081453394386337e-05,0.7350109938321914,0.063267588,-2.89e-05,-1.114719568,0.040348467,7.529904583112569e-06,-2.19e-06,-0.014225905,0.082024505,3.1,0,0.3416447632004802,243.936878,1.375047,snia-cosmo,norm,0.0,0.0,2019azr,100.0,243.9370116418912,1.3741486280954314,10.118,0.1104943437466371,0.99969653,0.019104973175,0.4244644414871525,9.192,0.038,1.10869653,0.020518284529,1.02288728436984e-10,39627819017310660,9906621953020356,b'GALAXY',243.93701164189116,1.3741486280954314,5764607523034234880,0.04748155281047243,0,b'main'
1082,ZTF19aaluprf,0.05606346,1.611e-05,z_gal,58558.83661726164,0.000964244,-0.96527379,0.07830683,0.521317347,4.805601979435267e-05,0.3391766975741259,0.044430933,-1.16e-05,-0.093263033,0.006547826,-1.39e-06,-1.74e-06,0.000179014,0.040300954,3.1,0,0.6302654793357885,126.816258,-0.208449,snia-cosmo,norm,0.0,1.0,2019btt,100.0,126.81632704501806,-0.2086251445489364,10.074,0.105304320899002,1.14469653,0.019849433241,0.1789835825537027,9.697,0.023,1.21769653,0.018439088915,8.945310041616138e-14,39627780815586788,9906621356115428,b'GALAXY',126.81632704501806,-0.20862514454893644,5764607523034234880,0.05606611251515264,0,b'main'
1084,ZTF19aalveag,0.05078428,1.024e-05,z_gal,58557.50031150656,0.000993867,-1.074152473,0.014323615,0.215413196,3.436480208195814e-05,0.1153155408919026,0.030707772,-1.37e-06,-0.009291553,0.000636989,-3.22e-07,-8.9e-07,-0.000226193,0.016922244,3.1,0,0.4634464016217053,185.422241,31.708819,snia-cosmo,norm,1.0,1.0,2019bpf,100.0,185.42209718208736,31.708861677845366,9.469,0.1049952379872535,0.74969653,0.019104973175,0.1288587383095307,9.215,0.03,0.80669653,0.021931712199,8.704510540180293e-11,39628517163403450,9906632861550778,b'GALAXY',185.42209718208738,31.708861677845366,5764607523034234880,0.05078472928568974,0,b'main'
1093,ZTF19aalzmmt,0.06329401,1.477e-05,z_gal,58557.86828053699,0.001319037,0.9741766909640356,-0.058232911,0.1858375355513999,5.505302141649293e-05,0.1982737441639019,0.034188261,-2.22e-06,0.004814435,0.000743935,-6.01e-06,-1.55e-06,0.001857091,0.046621904,3.1,0,0.00447444,226.406855,21.374482,snia-cosmo,91t,1.0,1.0,2019bky,100.0,226.40744239709835,21.37507670000039,9.407,0.1118033988749895,0.81169653,0.031827660926,0.8072751345705951,8.408,0.071,0.69669653,0.343110769286,0.0,39628296337494877,9906629411148637,b'GALAXY',226.40744239709835,21.37507670000039,5764607523034234880,0.06329266418048417,0,b'main'
1098,ZTF19aambzqh,0.0501142,1.662e-05,z_gal,58545.78485740933,0.001208435,-2.329288622,-0.088137384,0.6237017853127327,6.232168988626894e-05,0.326157977,0.053756525,1.867918614293948e-05,-0.140547893,-0.015139923,-9.19e-06,-2.66e-06,0.003998155,0.054455484,3.1,0,0.226509779,248.606033,11.613839,snia-cosmo,norm,0.0,1.0,2019blp,100.0,248.6056090872019,11.613577529090676,10.274,0.1181905241548577,1.20969653,0.018439088915,0.4023623243920365,9.72,0.068,1.20569653,0.017691806013,0.0,39628065071956630,9906625797620374,b'GALAXY',248.6056090872019,11.613577529090676,5764607523034234880,0.05011909843423616,0,b'main'
1099,ZTF19aamdmcs,0.04101836,1.216e-05,z_gal,59028.80389725676,0.002932123,-1.084486779,0.039237304,0.1237783210963243,0.000104507,0.1142732157973855,0.031894275,1.4362983202358974e-06,-0.001430134,-0.000456452,-3.16e-06,-2.81e-06,0.000267513,0.061236544,3.1,0,0.2255688379309448,229.996328,20.713028,snia-cosmo,norm,1.0,1.0,2020nef,100.0,229.9963706938591,20.713163012227817,10.751,0.1624315240339756,1.27569653,0.018439088915,0.0755709108427275,10.533,0.082,1.26769653,0.017691806013,0.0,39628279476388844,9906629147689964,b'GALAXY',229.9963706938591,20.713163012227817,5764607523034234880,0.04100555404406617,0,b'main'
1100,ZTF19aamfxby,0.07565403,1.169e-05,z_gal,58568.01649,0.000973787,1.1870073351289308,0.046506126,0.09521713,3.053820478235572e-05,0.09904172,0.02993306,5.665561865769244e-08,-0.001887769,7.1839855089709e-06,-4.04e-07,-7.64e-07,-0.00022714,0.034455086,3.1,0,1.025544947722356e-09,118.384024,65.416893,snia-cosmo,91t,1.0,0.0,2019bua,100.0,118.38580956595614,65.41718279198277,9.409,0.1019803902718557,0.74169653,0.02952964612,1.0609578473579273,8.373,0.038,0.67869653,0.070519500849,0.0,39633447798443184,9907740694875312,b'GALAXY',118.38580956595614,65.41718279198277,5764607523034234880,0.0756540903153166,0,b'main'
1111,ZTF19aamhqow,0.05767817,1.292e-05,z_gal,58561.45935,0.001111202,-0.883631433,0.008500139,0.3667015058126708,4.467718382138337e-05,0.2446502991477187,0.036754205,2.1823776964671243e-06,-0.052436507,-0.001740937,-3.85e-06,-1.35e-06,0.001624715,0.057860503,3.1,0,0.6243877481117976,257.152075,21.781136,snia-cosmo,norm,1.0,1.0,2019byv,100.0,257.151998297848,21.7815162914435,10.631,0.1161077086157504,1.28869653,0.018439088915,0.1778920251793241,10.14,0.116,1.30469653,0.017691806013,0.03472442263501567,39628302444397763,9906629506565315,b'GALAXY',257.1519985365214,21.781525934569828,5764607523034234880,0.05768083395784394,0,b'main'
1115,ZTF19aamkywr,0.0308701,1.25e-05,z_gal,58565.96655914445,0.003341894,-1.106356545,0.1055319743245441,0.1031402279659232,0.000121814,0.1055183539299421,0.033033907,3.415756215611208e-08,-0.001637794,-0.000170026,-3.07e-06,-3.42e-06,9.90843393467094e-05,0.073992241,3.1,0,0.1316406311649071,256.28578,7.990582,snia-cosmo,norm,1.0,1.0,2019byw,100.0,256.2861272736802,7.990563879458973,10.433,0.1562049935181331,1.27569653,0.019209372712,0.1926537421086943,10.405,0.08,1.35069653,0.017691806013,0.0,2851516876587008,9906624496538467,b'GALAXY',256.2861272736802,7.990563879458973,4611686018427387904,0.030854724034066323,0,b'main'
1117,ZTF19aamooex,0.08318652,2.045e-05,z_gal,58570.03600234111,0.000542263,0.2415503931003975,0.031589053,0.1017141455704404,1.6390148553981586e-05,0.081499982,0.028196536,-1.54e-07,-0.001823202,0.000189058,-5.04e-08,-3.93e-07,-0.000201758,0.011786548,3.1,0,0.5265413840076847,197.971005,38.869067,snia-cosmo,norm,1.0,1.0,2019ceq,100.0,197.9725090290574,38.870198307058345,10.528,0.1069766329625306,1.06869653,0.019104973175,1.3973019358753345,8.722,0.115,1.22869653,0.167839208768,0.0,39633053726802888,9907734537503688,b'GALAXY',197.9725090290574,38.870198307058345,1152921504606846976,0.08318649427965394,0,b'main'
1134,ZTF19aanejfr,0.04293415,1.047e-05,z_gal,58576.49808157087,0.002668314,0.5399310312189664,-0.02047591,0.1241686214052606,9.05981036389786e-05,0.1181209684372282,0.031653884,-1.36e-06,0.001140866,-0.000111137,-2.56e-06,-2.33e-06,-0.000127685,0.026052166,3.1,0,0.8971337520154246,127.625522,15.811849,snia-cosmo,norm,1.0,1.0,2019ces,100.0,127.6261671836279,15.81120054849842,10.234,0.1585212919452778,1.32269653,0.019209372712,0.6462717548767289,9.423,0.121,1.36169653,0.021260291625,1.1449996853268664e-11,39628162979594703,9906627327427023,b'GALAXY',127.6261671836279,15.811200548498421,5764607523034234880,0.04293421175303889,0,b'main'
1135,ZTF19aanesxt,0.04636378,1.185e-05,z_gal,58578.26123405581,0.001820094,0.5935009872137572,-0.059442214,0.089114266,5.603116594093504e-05,0.096906552,0.028034377,2.206955043021917e-08,-0.001304342,-0.000176009,-7.61e-07,-1.35e-06,0.000162819,0.013216359,3.1,0,0.3715074645450704,158.663694,53.973045,snia-cosmo,norm,1.0,1.0,2019cmh,100.0,158.66599345780173,53.97244758262466,9.245,0.1046947945219818,0.78469653,0.025,1.584399638210323,7.946,0.053,1.00069653,0.094921019801,0.0,39633307578664950,9907738503940086,b'GALAXY',158.66599345780173,53.97244758262466,5764607523034234880,0.04636405660166955,0,b'main'
1141,ZTF19aanhdwf,0.09503712,1.894e-05,z_gal,58574.38139466969,0.000431162,0.431122977,0.046115075,0.3627884859997721,1.7774220635501347e-05,0.3491924422205522,0.042453595,-9.33e-07,-0.014273092,0.000411601,-1.86e-06,-5.35e-07,-0.001338273,0.016437711,3.1,0,0.7554822551446194,174.668982,3.682565,snia-cosmo,norm,1.0,1.0,2019ceb,100.0,174.66792015132023,3.681891233818207,9.7,0.1104943437466371,0.67769653,0.036619666847,2.0080096093322,7.373,0.43,0.29769653,1.628371579216,0.0,39627878232493659,9906622878256731,b'GALAXY',174.66792015132023,3.681891233818207,5764607523034234880,0.09504479700311341,0,b'main'
1142,ZTF19aanhgqg,0.02786203,1.266e-05,z_gal,58575.14601227106,0.002472436,-2.230062331,0.076054702,0.1360790159524185,9.17704148788764e-05,0.1238019722511418,0.038043577,9.407874289703156e-07,-0.000663646,-0.000804527,-2.22e-06,-2.78e-06,-0.000151996,0.011352565,3.1,0,0.037317253,212.204831,35.614174,snia-pec,91bg,1.0,1.0,2019cdc,100.0,212.2008367765061,35.612933345350726,10.829,0.1696142682677374,1.32869653,0.018439088915,0.8470882239802576,9.136,0.124,1.29269653,0.021931712199,8.318152188467284e-11,39632991172952868,9907733560099620,b'GALAXY',212.20083677650612,35.612933345350726,5764607523034234880,0.027869814662217954,0,b'main'
1146,ZTF19aanipyw,0.10015837,4.5e-05,z_gal,58569.80914,0.000457432,2.147673281170185,0.1826974414374751,0.7427286766978796,1.877485561842352e-05,0.3680034037770205,0.039708996,-5.36e-06,-0.109606721,3.3145110943021014e-05,-6.92e-07,-4.82e-07,-0.002416116,0.033728813,3.1,0,0.053014877,261.874946,33.223361,snia,,1.0,1.0,2019cmc,100.0,261.8777395709603,33.223598684975485,10.197,0.1044030650891055,0.90669653,0.032449961479,2.355610541620372,8.119,0.377,1.14269653,3.718001210328,0.0,39632946914657764,9907732868564452,b'GALAXY',261.8777395709603,33.223598684975485,5764607523034234880,0.10016381163715592,0,b'main'
1152,ZTF19aanmclt,0.04581577,1.616e-05,z_gal,58567.54177054143,0.000306686,-2.70041272,0.4665552641230469,0.3309824579700944,1.8936548809103004e-05,0.3601277955718218,0.054488131,-1.84e-06,0.009768243,0.003681615,-2.18e-06,-8.83e-07,0.003018318,0.040932892,3.1,0,0.004156042,227.838489,11.394106,snia-pec,91bg,1.0,1.0,2019cmt,100.0,227.8394911590556,11.39201931805089,10.891,0.1569745202254175,1.33269653,0.017691806013,0.9402551337309176,9.001,0.101,1.31269653,0.026907248094,1.0030235295930847e-10,39628064728026125,9906625792248845,b'GALAXY',227.83949115905557,11.39201931805089,5764607523034234880,0.04581675854532947,0,b'main'
1153,ZTF19aanmdsr,0.11369535,1.108e-05,z_gal,58581.60446806786,0.000507988,0.8038322699321246,-0.007647255,0.079791222,1.5617800470795167e-05,0.087048412,0.030015761,-5.44e-08,0.001173952,2.1623462642759825e-05,-1.48e-07,-4.01e-07,-3.58e-05,0.017126294,3.1,0,3.915857993252069e-05,258.036851,55.306826,snia-pec,03fg,1.0,1.0,2019cng,100.0,258.0364538765584,55.30686250658869,8.931,0.1457257698555749,0.14669653,0.128265349959,0.5970247936776574,8.385,0.09,0.21769653,0.141410749238,0.0,39633326092324272,9907738793217456,b'GALAXY',258.0364538765584,55.30686250658869,5764607523034234880,0.11369542629399793,0,b'main'
