ztf_ztfname,ztf_redshift,ztf_redshift_err,ztf_source,ztf_t0,ztf_x0,ztf_x1,ztf_c,ztf_t0_err,ztf_x0_err,ztf_x1_err,ztf_c_err,ztf_cov_t0_x0,ztf_cov_t0_x1,ztf_cov_t0_c,ztf_cov_x0_x1,ztf_cov_x0_c,ztf_cov_x1_c,ztf_mwebv,ztf_mwr_v,ztf_mwebv_err,ztf_fitprob,ztf_ra,ztf_dec,ztf_sn_type,ztf_sub_type,ztf_lccoverage_flag,ztf_fitquality_flag,ztf_iau_name,ztf_frac_fitted,mosthost_sn_name_sp,mosthost_hostnum,mosthost_ra,mosthost_dec,mosthost_origin,mosthost_sn_type,mosthost_sn_z,mosthost_sn_ra,mosthost_sn_dec,mosthost_sn_name,mosthost_sn_name_ptf,mosthost_sn_name_iau,mosthost_sn_name_tns,mosthost_program,mosthost_ls_id_dr9,mosthost_dec_dr9,mosthost_ra_dr9,mosthost_ref_id_dr9,mosthost_brickid_dr9,mosthost_ref_cat_dr9,mosthost_type_dr9,mosthost_dist_arcsec_dr9,mosthost_sep_in_radius_dr9,mosthost_sep_in_radius_sigma_dr9,mosthost_fiberflux_g_dr9,mosthost_fiberflux_r_dr9,mosthost_fiberflux_z_dr9,mosthost_fibertotflux_g_dr9,mosthost_fibertotflux_r_dr9,mosthost_fibertotflux_z_dr9,mosthost_dchisq_1_dr9,mosthost_dchisq_2_dr9,mosthost_dchisq_3_dr9,mosthost_dchisq_4_dr9,mosthost_dchisq_5_dr9,mosthost_ra_ivar_dr9,mosthost_dec_ivar_dr9,mosthost_dered_flux_g_dr9,mosthost_dered_flux_r_dr9,mosthost_dered_flux_w1_dr9,mosthost_dered_flux_w2_dr9,mosthost_dered_flux_w3_dr9,mosthost_dered_flux_w4_dr9,mosthost_dered_flux_z_dr9,mosthost_flux_ivar_g_dr9,mosthost_flux_ivar_r_dr9,mosthost_flux_ivar_w1_dr9,mosthost_flux_ivar_w2_dr9,mosthost_flux_ivar_w3_dr9,mosthost_flux_ivar_w4_dr9,mosthost_flux_ivar_z_dr9,mosthost_fracflux_g_dr9,mosthost_fracflux_r_dr9,mosthost_fracflux_w1_dr9,mosthost_fracflux_w2_dr9,mosthost_fracflux_w3_dr9,mosthost_fracflux_w4_dr9,mosthost_fracflux_z_dr9,mosthost_fracin_g_dr9,mosthost_fracin_r_dr9,mosthost_fracin_z_dr9,mosthost_fracmasked_g_dr9,mosthost_fracmasked_r_dr9,mosthost_fracmasked_z_dr9,mosthost_sga_id_sga,mosthost_sga_galaxy_sga,mosthost_galaxy_sga,mosthost_ra_sga,mosthost_dec_sga,mosthost_ra_leda_sga,mosthost_dec_leda_sga,mosthost_morphtype_sga,mosthost_pa_leda_sga,mosthost_d25_leda_sga,mosthost_ba_leda_sga,mosthost_z_leda_sga,mosthost_ref_sga,mosthost_group_id_sga,mosthost_group_name_sga,mosthost_group_ra_sga,mosthost_group_dec_sga,mosthost_group_diameter_sga,mosthost_d26_sga,mosthost_d26_ref_sga
ZTF18aayivfs,0.11347575,1.947e-05,z_gal,58287.51424197358,0.00034687,-0.542029689,-0.100830348,0.3782103363373608,1.27668143130554e-05,0.5215442451445095,0.035693552,-3.78e-07,0.1754935396831949,0.002419665,-1.84e-06,-3.56e-07,0.004437558,0.018735507,3.1,0,0.6871709209128865,176.94575,40.798222,snia-cosmo,norm,1.0,1.0,,100.0,ZTF18aayivfs,2,176.95466351952751,40.80673924529942,dr9,no_type,-9999.0,176.94577180000005,40.798199200000006,ZTF18aayivfs,,,,ztf_superset,9907735115140542.0,40.80673924529942,176.95466351952751,0.0,546833.0,,EXP,39.144962,21.45649,0.09450959,1.705357,4.842805,10.17074,1.706181,4.844131,10.173207,44386.043,69930.88,76509.195,78799.33,78803.8,495178000000.0,788313000000.0,7.614773,21.170662,54.407135,43.2899,191.6604,2418.808,43.613342,286.35684,46.886322,2.267986,0.657925,0.00108,1.5e-05,23.973854,0.023933,0.00692,0.157252,0.176599,0.612104,0.880172,0.003473,0.999259,0.999468,0.999595,0.004879,0.004015,0.003606,,,,,,,,,,,,,,,,,,,,
ZTF18aayjomr,0.13965219,2.843e-05,z_gal,58290.15556713642,0.000258785,0.1812602024294429,-0.217567684,0.1210673609675723,8.247224152020612e-06,0.151302108,0.034502464,3.730938672497873e-08,0.008139502,-0.000175058,-2.25e-07,-2.26e-07,-9.76e-07,0.008700716,3.1,0,2.6569956433782537e-24,217.972894,38.431186,snia,,1.0,0.0,,99.37106918238992,ZTF18aayjomr,0,217.9725888502233,38.43118213725462,dr9,no_type,-9999.0,217.9728812,38.4312042,ZTF18aayjomr,,,,ztf_superset,9907734467707480.0,38.43118213725462,217.9725888502233,0.0,536954.0,,SER,0.82827276,0.7476972,0.001938742,11.232781,29.706213,58.65679,11.232796,29.70628,58.657043,291418.06,367734.7,387960.06,385226.97,388661.94,4161660000000.0,8541220000000.0,32.029415,83.88087,187.55476,127.91707,123.21078,209.27237,164.16188,15.486049,17.51733,1.438905,0.58553,0.001687,2.1e-05,11.561155,0.0,0.0,0.023766,0.027118,0.094709,0.411699,0.0,0.942708,0.66645,1.000035,0.577694,0.002522,0.002723,,,,,,,,,,,,,,,,,,,,
ZTF18aaykuzt,0.101012,0.00042146,z_nonSEDm,58284.70851938694,8.465468088109767e-05,1.0162669216576063,0.5746815958288949,0.2262093667159206,3.188874834597177e-06,0.2887994645412821,0.034242919,-9.63e-09,0.025745315,0.000120308,-2.62e-07,-9.59e-08,0.001738119,0.009701481,3.1,0,0.1299109570713553,222.747169,55.194167,snia,,1.0,1.0,,100.0,ZTF18aaykuzt,0,222.7470983011868,55.19417872194883,dr9,SNIa,0.105,222.7470523,55.194193000000006,ZTF18aaykuzt,,,,ZTFmarshal,9907738787909024.0,55.19417872194883,222.7470983011868,0.0,602875.0,,REX,0.10761938,0.24609515,0.008550297,0.795402,1.665852,2.604066,0.795402,1.665852,2.604066,3624.293,3865.6562,3884.3577,3880.7273,0.0,57333838000.0,56660754000.0,1.483752,3.073818,1.875707,-0.338942,-4.788355,-173.06142,4.757614,425.49384,200.42679,6.497739,1.736173,0.003645,4.4e-05,53.553223,0.0,0.0,0.616273,2.030112,1.732643,1.12848,0.0,0.993284,0.997256,0.99758,0.017961,0.00549,0.005094,,,,,,,,,,,,,,,,,,,,
ZTF18aaykuzt,0.101012,0.00042146,z_nonSEDm,58284.70851938694,8.465468088109767e-05,1.0162669216576063,0.5746815958288949,0.2262093667159206,3.188874834597177e-06,0.2887994645412821,0.034242919,-9.63e-09,0.025745315,0.000120308,-2.62e-07,-9.59e-08,0.001738119,0.009701481,3.1,0,0.1299109570713553,222.747169,55.194167,snia,,1.0,1.0,,100.0,ZTF18aaykuzt,1,222.7641874833361,55.19307161115984,dr9,SNIa,0.105,222.7470523,55.194193000000006,ZTF18aaykuzt,,,,ZTFmarshal,9907738787909178.0,55.19307161115984,222.7641874833361,1.606605604527403e+18,602875.0,G2,SER,35.44171,14.122533,0.008907251,12.391686,30.144426,57.28502,12.392646,30.146381,57.286457,545639.94,681388.9,747252.4,708306.3,747856.56,3976970000000.0,2388060000000.0,51.63808,124.23902,204.33948,130.07054,267.0914,276.01328,233.74217,48.57097,16.149479,1.140383,0.516399,0.00249,3.5e-05,7.32212,0.01036,0.005305,0.146848,0.230992,0.485931,2.189625,0.00315,0.967291,0.968281,0.785816,0.030706,0.030268,0.026297,,,,,,,,,,,,,,,,,,,,
ZTF18aayyimm,0.15642392,3.415e-05,z_gal,58288.10208133722,0.000122687,0.7350675361771327,0.062134265,0.2702836084281443,4.505751264323454e-06,0.3098958655416906,0.037509594,4.07622205382426e-09,0.050087835,-0.000323279,-4.62e-07,-1.34e-07,0.001041786,0.007485507,3.1,0,0.000468014,219.951531,35.120537,snia,,1.0,1.0,,100.0,ZTF18aayyimm,0,219.95146070601064,35.12052275430214,dr9,no_type,-9999.0,219.9515337,35.120583350000004,ZTF18aayyimm,,,,ztf_superset,9907733407335056.0,35.12052275430214,219.95146070601064,0.0,520774.0,,SER,0.30625004,0.5308141,0.002737207,5.876113,15.346619,27.934328,5.876113,15.346619,27.934328,187485.48,209673.52,212097.36,210766.61,212265.88,3567950000000.0,4148530000000.0,12.262779,31.758495,52.44341,34.7694,50.007805,-243.38455,57.36733,153.20381,45.373028,2.898843,0.915577,0.002457,2.9e-05,45.29397,8.2e-05,5.3e-05,0.02774,0.018858,0.201837,1.460019,3.8e-05,0.999638,0.999612,1.000748,0.002163,0.001723,0.007065,,,,,,,,,,,,,,,,,,,,
ZTF18aazgkhl,0.11752532,0.00341211,z_snid,58286.121742332165,0.000289689,-0.672904538,-0.060905999,0.8547757616724994,1.6183843689230963e-05,1.386715874866772,0.057132375,-5.35e-06,1.0574263695995214,0.026508815,-1.3e-05,-7.52e-07,0.044077217,0.1055090743788721,3.1,0,0.4091508275056843,147.841458,65.789556,snia,,1.0,0.0,,100.0,ZTF18aazgkhl,0,147.85765622550772,65.78282026205041,dr9,SNIa,0.126,147.841446,65.7895451,ZTF18aazgkhl,,,,ZTFmarshal,9907740737407800.0,65.78282026205041,147.85765622550772,1.0663254162084252e+18,632622.0,G2,SER,34.04354,10.396063,0.021488715,6.376033,18.532915,38.07346,6.391193,18.576958,38.163002,495590.0,634322.4,672998.0,644789.75,673202.0,4324720000000.0,1489310000000.0,49.450188,127.608246,185.12271,115.876755,-80.68474,-1501.1085,235.26399,78.21449,20.104366,0.900174,0.352618,0.000801,1.3e-05,9.087284,0.038375,0.034822,0.260771,0.346891,1.966401,0.983543,0.021333,0.971248,0.972078,0.968376,0.047242,0.046931,0.042365,,,,,,,,,,,,,,,,,,,,
ZTF18aazgkhl,0.11752532,0.00341211,z_snid,58286.121742332165,0.000289689,-0.672904538,-0.060905999,0.8547757616724994,1.6183843689230963e-05,1.386715874866772,0.057132375,-5.35e-06,1.0574263695995214,0.026508815,-1.3e-05,-7.52e-07,0.044077217,0.1055090743788721,3.1,0,0.4091508275056843,147.841458,65.789556,snia,,1.0,0.0,,100.0,ZTF18aazgkhl,1,147.86427774132213,65.78475412066591,dr9,SNIa,0.126,147.841446,65.7895451,ZTF18aazgkhl,,,,ZTFmarshal,9907740737407840.0,65.78475412066591,147.86427774132213,1.066325343193396e+18,632622.0,G2,SER,37.86622,10.6226225,0.014742844,8.974314,26.03707,53.006447,8.984419,26.065176,53.060436,883199.4,1232499.0,1303530.1,1244885.9,1303748.1,795238000000.0,874208000000.0,80.27143,206.79997,300.53088,193.92459,165.82527,1977.6764,377.8843,56.045643,14.72691,0.681705,0.288789,0.000747,1.2e-05,6.884414,0.031664,0.033901,0.142279,0.140081,0.931325,1.083998,0.021501,0.953867,0.955725,0.959397,0.034632,0.036032,0.038963,,,,,,,,,,,,,,,,,,,,
ZTF18abaeawz,0.09151881,0.00042199,z_nonSEDm,58288.681755538106,0.000519672,0.2571093539067669,0.026341925,0.1269828459298878,1.599835091885835e-05,0.084554177,0.028134861,-1.64e-07,-0.003223897,0.000128109,-7.2e-08,-3.89e-07,-3.54e-05,0.049208751,3.1,0,7.648512842432484e-05,281.585115,70.737122,snia,,1.0,1.0,2018cjn,100.0,ZTF18abaeawz,0,281.5902699076317,70.73693552473475,dr9,SN Ia,0.1,281.5851157,70.73704570000002,ZTF18abaeawz,,,,ztf_superset,9907741453913972.0,70.73693552473475,281.5902699076317,2.265525399588793e+18,643555.0,G2,SER,6.134272,15.623266,0.31618178,1.483351,4.247755,9.672659,1.678842,4.644283,10.379255,31571.709,31819.62,32021.852,31828.096,32084.318,2629470000000.0,1811110000000.0,3.17567,8.604738,-0.0204,-1.454085,-19.274185,-324.5707,18.633123,540.2613,177.68552,4.702991,1.94672,0.005217,6.1e-05,60.07046,0.758426,0.367079,866.9235,40.28309,26.680403,4.420312,0.200325,0.999998,0.999999,1.000004,0.000182,0.00015,0.001685,,,,,,,,,,,,,,,,,,,,
ZTF18abaeawz,0.09151881,0.00042199,z_nonSEDm,58288.681755538106,0.000519672,0.2571093539067669,0.026341925,0.1269828459298878,1.599835091885835e-05,0.084554177,0.028134861,-1.64e-07,-0.003223897,0.000128109,-7.2e-08,-3.89e-07,-3.54e-05,0.049208751,3.1,0,7.648512842432484e-05,281.585115,70.737122,snia,,1.0,1.0,2018cjn,100.0,ZTF18abaeawz,1,281.58305311334146,70.73802347515006,dr9,SN Ia,0.1,281.5851157,70.73704570000002,ZTF18abaeawz,,,,ztf_superset,9907741453913922.0,70.73802347515006,281.58305311334146,0.0,643555.0,,REX,4.288449,1.0919777,0.000514269,7.890813,16.018324,28.559364,7.899521,16.026257,28.560392,1498150.8,3637156.2,3053147.5,3647217.2,0.0,3588800000000.0,3730530000000.0,241.50996,463.89093,636.7392,416.77667,1308.638,4066.851,786.5162,25.902477,7.888412,0.59229,0.340019,0.002853,4.5e-05,3.054107,0.123518,0.050439,0.034518,0.039202,0.328504,0.500481,0.0031,0.999368,0.999407,0.99926,0.003277,0.003111,0.006806,,,,,,,,,,,,,,,,,,,,
ZTF18abcxyjp,0.04220214,1.317e-05,z_gal,58304.81944738994,0.0015793,0.1295693754471175,0.053598595,0.177471837,5.280099239048954e-05,0.1489642420519947,0.030403751,6.131536913730772e-07,-0.011833133,0.000421515,-1.2e-06,-1.32e-06,-0.000473512,0.014449435,3.1,0,0.7869109225943461,214.575023,28.973283,snia-cosmo,norm,1.0,1.0,2018ctc,100.0,ZTF18abcxyjp,0,214.5771329481276,28.968283808432087,dr9 and local_universe,SN Ia,0.04216,214.575012,28.9732897,ZTF18abcxyjp,,,,ztf_superset,9906631971046528.0,28.968283808432087,214.5771329481276,299914.0,491406.0,L3,DEV,19.219418,0.71775925,0.000211972,22.805363,43.966366,78.357574,22.806557,43.967693,78.35872,0.0,0.0,0.0,0.0,0.0,14596400000000.0,11611300000000.0,1221.4766,2317.119,2718.7515,1686.8774,4105.5054,3880.2747,4069.3408,1.90652,0.567188,0.059884,0.027023,0.000174,4e-06,0.159149,0.05669,0.041147,0.181856,0.173338,0.386991,1.181804,0.036822,0.490813,0.497299,0.420958,0.092537,0.088757,0.111764,299914.0,SGA-2020 299914,UGC09155,214.5771329481276,28.968283808432087,214.5772215,28.9684018,SABc,50.23,0.86099374,0.89949757,0.04219452,LEDA-20181114,107672.0,UGC09155,214.5772215,28.9684018,0.86099374,1.3698207,SB26
ZTF18abcxyjp,0.04220214,1.317e-05,z_gal,58304.81944738994,0.0015793,0.1295693754471175,0.053598595,0.177471837,5.280099239048954e-05,0.1489642420519947,0.030403751,6.131536913730772e-07,-0.011833133,0.000421515,-1.2e-06,-1.32e-06,-0.000473512,0.014449435,3.1,0,0.7869109225943461,214.575023,28.973283,snia-cosmo,norm,1.0,1.0,2018ctc,100.0,ZTF18abcxyjp,1,214.57099010129684,28.971042005989524,dr9,SN Ia,0.04216,214.575012,28.9732897,ZTF18abcxyjp,,,,ztf_superset,9906631971046404.0,28.971042005989524,214.57099010129684,0.0,491406.0,,EXP,15.030819,2.7448642,0.031155283,0.386314,0.420154,0.263977,0.545278,0.726609,0.810138,0.0,0.0,0.0,0.0,0.0,8352944000.0,2973266400.0,11.318281,12.111115,-28.146515,-19.21134,73.7679,-6.040967,7.497536,36.809402,11.829638,1.51969,0.433448,0.001126,1.9e-05,2.177123,1.46845,2.574361,3.389269,3.154658,4.574665,245.59898,7.276728,0.595922,0.748961,0.570965,0.126932,0.012634,0.027714,,,,,,,,,,,,,,,,,,,,
ZTF18abddmrf,0.1673,0.0028,z_snid,58309.051963083424,0.000219221,2.288460835839256,0.028708711,0.2146264364928356,7.1415330680311685e-06,0.2221439071668189,0.035514586,-9.66e-09,0.017647038,-0.001042677,-4.46e-07,-1.98e-07,3.069582367465277e-05,0.011747028,3.1,0,0.00544216,226.967272,38.048462,snia-cosmo,norm,1.0,1.0,2018dsx,100.0,ZTF18abddmrf,0,226.9677613390276,38.04894977,dr9,SN Ia,0.164,226.9672757,38.04844975,ZTF18abddmrf,,,,ztf_superset,9907734320973568.0,38.04894977,226.9677613390276,0.0,534715.0,,EXP,2.26631,1.9410717,0.04388034,0.727093,1.376257,1.945058,0.727104,1.376272,1.945091,3347.1812,4219.134,4251.6772,4315.995,4316.854,33500860000.0,23227744000.0,2.379437,4.444821,3.111726,1.950546,4.333014,-303.56345,6.206931,244.41418,99.31028,4.867272,1.264216,0.002854,3.7e-05,32.22403,0.016041,0.022315,1.099791,0.809264,3.347669,0.897667,0.009079,0.996095,0.995559,0.978297,0.008148,0.010991,0.005269,,,,,,,,,,,,,,,,,,,,
ZTF18abddmrf,0.1673,0.0028,z_snid,58309.051963083424,0.000219221,2.288460835839256,0.028708711,0.2146264364928356,7.1415330680311685e-06,0.2221439071668189,0.035514586,-9.66e-09,0.017647038,-0.001042677,-4.46e-07,-1.98e-07,3.069582367465277e-05,0.011747028,3.1,0,0.00544216,226.967272,38.048462,snia-cosmo,norm,1.0,1.0,2018dsx,100.0,ZTF18abddmrf,1,226.96667311120984,38.04927630389624,dr9,SN Ia,0.164,226.9672757,38.04844975,ZTF18abddmrf,,,,ztf_superset,9907734320973554.0,38.04927630389624,226.96667311120984,0.0,534715.0,,REX,3.4310324,7.992472,0.91290087,0.291166,0.432035,0.920519,0.291741,0.433123,0.922057,372.33447,401.02173,402.39417,406.16608,0.0,5131936300.0,5580164600.0,0.54201,0.793701,3.690163,1.196776,18.362766,39.33652,1.670943,470.86945,167.77089,5.227672,1.340301,0.003005,3.7e-05,67.97248,0.17872,0.459294,0.714005,1.547791,0.40993,7.594991,0.061896,0.99356,0.992305,0.993816,0.014231,0.019905,0.006693,,,,,,,,,,,,,,,,,,,,
ZTF18abdfydj,0.07977266,0.00444325,z_snid,58311.529050017794,0.000787011,0.4775460879526548,-0.033084429,0.056194672,2.322462653034981e-05,0.074859148,0.027014602,1.62512565890843e-07,-9.11e-05,-0.000207819,-1.16e-07,-5.36e-07,-0.000126762,0.017642594,3.1,0,2.9506541283210767e-05,255.593978,57.751524,snia-cosmo,norm,1.0,1.0,2018dzr,99.46524064171123,ZTF18abdfydj,0,255.5940661807377,57.75104040389319,dr9,SN Ia,0.07,255.5940618,57.75142829999999,ZTF18abdfydj,,,,ztf_superset,9907739315405272.0,57.75104040389319,255.5940661807377,0.0,610924.0,,REX,1.3964498,0.6628682,0.005636424,0.893642,1.55326,2.258235,0.89385,1.55378,2.258267,8706.838,17081.715,16911.441,17132.975,0.0,36342430000.0,35358710000.0,8.970328,15.285375,10.810477,4.930462,22.551096,-77.28904,21.825708,72.96705,35.36012,4.483834,1.497029,0.007127,9.8e-05,8.52481,0.011332,0.015872,0.066271,0.237717,1.392592,3.268858,0.000751,0.996426,0.997358,0.994478,0.020934,0.018377,0.014262,,,,,,,,,,,,,,,,,,,,
ZTF18abdfydj,0.07977266,0.00444325,z_snid,58311.529050017794,0.000787011,0.4775460879526548,-0.033084429,0.056194672,2.322462653034981e-05,0.074859148,0.027014602,1.62512565890843e-07,-9.11e-05,-0.000207819,-1.16e-07,-5.36e-07,-0.000126762,0.017642594,3.1,0,2.9506541283210767e-05,255.593978,57.751524,snia-cosmo,norm,1.0,1.0,2018dzr,99.46524064171123,ZTF18abdfydj,1,255.5988853842776,57.75225197835262,dr9,SN Ia,0.07,255.5940618,57.75142829999999,ZTF18abdfydj,,,,ztf_superset,9907739315405332.0,57.75225197835262,255.5988853842776,0.0,610924.0,,REX,9.728603,19.987064,1.7701249,0.215733,0.507576,1.216476,0.215829,0.507744,1.21672,479.31674,534.84845,529.11816,537.1107,0.0,6413435400.0,6378642400.0,0.439763,1.0144,4.213719,2.873875,19.19151,-151.40297,2.38779,366.71887,180.7183,7.074245,2.128099,0.009235,0.000109,55.601917,0.014678,0.005713,0.216205,0.259459,1.04071,1.194395,0.002388,0.988338,0.995149,0.996121,0.026997,0.013766,0.016312,,,,,,,,,,,,,,,,,,,,
ZTF18abdrbok,0.13766594,0.00308707,z_snid,58315.58329731487,0.000194804,0.2474220822837218,-0.085540955,0.5870502054640383,1.2999393389683014e-05,0.6319517298691091,0.075871897,4.45600295036949e-07,0.090503564,0.00556325,-4.66e-06,-5.87e-07,0.01125706,0.018909217,3.1,0,0.7446574571065789,213.618588,23.007992,snia-cosmo,norm,1.0,1.0,,100.0,ZTF18abdrbok,0,213.61863402190448,23.008296499955325,dr9,no_type,-9999.0,213.6185791,23.0079922,ZTF18abdrbok,,,,ztf_superset,9906629932875876.0,23.008296499955325,213.61863402190448,0.0,460306.0,,EXP,1.1104876,0.8981476,0.013248686,1.062649,1.696009,2.276054,1.06331,1.69911,2.284047,7595.2397,9280.38,9732.445,9813.103,9816.062,114069000000.0,56976482000.0,3.388656,5.294686,2.432764,-1.16038,-25.735159,-957.7173,6.969545,481.6369,141.05363,3.287574,0.811711,0.00167,2.2e-05,29.653578,0.02147,0.019364,7.792395,12.322527,2.033277,1.188063,0.041879,0.999613,0.998008,0.999779,0.004977,0.004416,0.006055,,,,,,,,,,,,,,,,,,,,
ZTF18abdrbok,0.13766594,0.00308707,z_snid,58315.58329731487,0.000194804,0.2474220822837218,-0.085540955,0.5870502054640383,1.2999393389683014e-05,0.6319517298691091,0.075871897,4.45600295036949e-07,0.090503564,0.00556325,-4.66e-06,-5.87e-07,0.01125706,0.018909217,3.1,0,0.7446574571065789,213.618588,23.007992,snia-cosmo,norm,1.0,1.0,,100.0,ZTF18abdrbok,1,213.61309450169765,23.004922839818057,dr9,no_type,-9999.0,213.6185791,23.0079922,ZTF18abdrbok,,,,ztf_superset,9906629932815376.0,23.004922839818057,213.61309450169765,0.0,460305.0,,SER,21.269539,2.2550402,0.024149459,0.600705,2.831279,7.114528,0.600708,2.831285,7.114535,14180.605,19665.602,20641.988,19938.428,20680.168,126655000000.0,91676670000.0,7.108222,32.80067,125.536514,81.54386,-41.61763,1359.2461,80.84991,31.249403,8.209779,0.559673,0.168404,0.000501,1e-05,1.787807,2.100192,0.774573,0.28816,0.32314,2.999076,0.855274,2.381989,0.544981,0.541187,0.550236,0.264208,0.258397,0.262584,,,,,,,,,,,,,,,,,,,,
ZTF18abdrbok,0.13766594,0.00308707,z_snid,58315.58329731487,0.000194804,0.2474220822837218,-0.085540955,0.5870502054640383,1.2999393389683014e-05,0.6319517298691091,0.075871897,4.45600295036949e-07,0.090503564,0.00556325,-4.66e-06,-5.87e-07,0.01125706,0.018909217,3.1,0,0.7446574571065789,213.618588,23.007992,snia-cosmo,norm,1.0,1.0,,100.0,ZTF18abdrbok,2,213.6154424075017,23.00082619418588,dr9,no_type,-9999.0,213.6185791,23.0079922,ZTF18abdrbok,,,,ztf_superset,9906629932875820.0,23.00082619418588,213.6154424075017,0.0,460306.0,,EXP,27.812843,21.437056,1.4938949,0.165138,0.322128,0.617589,0.167195,0.331804,0.641892,213.89053,258.50964,267.15384,274.13617,274.63715,1753691800.0,2383379200.0,0.577731,1.103246,2.651722,1.699558,-22.368822,-436.2428,2.074656,339.6184,98.25905,3.499389,0.829362,0.001651,2.1e-05,19.828968,0.003534,0.006097,2.499928,1.826295,0.743461,1.627567,0.007431,0.665706,0.665527,0.6807,0.03707,0.035465,0.049642,,,,,,,,,,,,,,,,,,,,
ZTF18abfhaji,0.1017281,3.352e-05,z_gal,58321.16743998103,0.000558141,-0.0977688,-0.057794659,0.048980011,1.6484240353643008e-05,0.056915369,0.027310746,1.64561568150726e-07,0.000434845,-0.000314718,-1.44e-09,-3.89e-07,-0.000147716,0.038685266,3.1,0,5.7076685387020634e-08,263.809285,54.246926,snia-cosmo,norm,1.0,0.0,2018dsw,100.0,ZTF18abfhaji,0,263.81027595592866,54.24636224957128,dr9,SN Ia,0.09,263.80927280000003,54.246914,ZTF18abfhaji,,,,ztf_superset,9907738575636754.0,54.24636224957128,263.81027595592866,0.0,599636.0,,EXP,2.8979197,2.9488432,0.06532181,1.141258,1.548334,1.965299,1.203473,1.683987,2.244686,0.0,0.0,0.0,0.0,0.0,36704473000.0,39395217000.0,3.657928,4.751798,-11.630459,-9.358625,-72.1378,-41.65102,5.797912,243.20793,72.82443,6.404832,2.296103,0.004321,5.1e-05,38.05627,0.207984,0.435424,2.550624,2.201791,1.333276,6.664361,0.342632,0.999999,0.999999,0.999981,0.00188,0.003535,0.001445,,,,,,,,,,,,,,,,,,,,
ZTF18abfhryc,0.0319901,1.017e-05,z_gal,58323.74059458223,0.004423631,0.6640527097685306,0.018614368,0.050292133,0.000132689,0.041087026,0.026890864,1.2366851789705396e-06,-0.000142694,-0.000290077,5.526836264157426e-07,-3.1e-06,-0.000239239,0.076990541,3.1,0,0.004950724,284.989956,72.267298,snia-cosmo,norm,1.0,1.0,2018dhw,100.0,ZTF18abfhryc,0,284.9792156536734,72.26577485931907,dr9,SN Ia,0.029,284.9898089,72.26729940000001,ZTF18abfhryc,,,,ztf_superset,9907741634400000.0,72.26577485931907,284.9792156536734,0.0,646309.0,,SER,12.847063,0.9429729,0.000186304,9.362021,14.396668,17.661373,9.375214,14.420206,17.696337,393615.0,1356732.1,869548.25,1362021.0,1391787.8,1821820000000.0,1234680000000.0,546.4157,770.9394,469.76025,317.54373,1878.3862,-2190.1187,874.52856,5.619722,1.073293,0.314817,0.149632,0.00046,1.1e-05,0.421788,0.095484,0.108253,0.239418,0.215612,0.263254,2.969108,0.046307,0.581991,0.472451,0.788048,0.119547,0.114685,0.101975,,,,,,,,,,,,,,,,,,,,
ZTF18abfhryc,0.0319901,1.017e-05,z_gal,58323.74059458223,0.004423631,0.6640527097685306,0.018614368,0.050292133,0.000132689,0.041087026,0.026890864,1.2366851789705396e-06,-0.000142694,-0.000290077,5.526836264157426e-07,-3.1e-06,-0.000239239,0.076990541,3.1,0,0.004950724,284.989956,72.267298,snia-cosmo,norm,1.0,1.0,2018dhw,100.0,ZTF18abfhryc,1,284.98127361840375,72.26876526993289,dr9,SN Ia,0.029,284.9898089,72.26729940000001,ZTF18abfhryc,,,,ztf_superset,9907741634400012.0,72.26876526993289,284.98127361840375,0.0,646309.0,,SER,10.743696,3.023901,0.015831336,2.38847,2.703762,1.852624,2.830125,3.385252,2.692595,30328.496,49708.754,52544.2,52568.23,52780.027,170982000000.0,107126000000.0,29.240055,30.365747,15.16822,6.158512,-167.45679,1703.7662,19.237608,78.26581,20.445522,2.476277,1.038119,0.001859,2.8e-05,5.523405,0.915377,1.100541,5.230543,9.578996,3.425947,0.587578,1.671503,0.748508,0.742573,0.998525,0.026343,0.007195,0.007585,,,,,,,,,,,,,,,,,,,,
ZTF18abfxgys,0.14015888,0.00043577,z_nonSEDm,58313.06673175326,0.000241581,0.8771089346582611,-0.084186828,0.4772953983083425,1.080325666875618e-05,0.5355561403968073,0.047456593,-1.5e-06,0.080248932,0.003877212,-2.87e-06,-3.37e-07,0.005261956,0.068390519,3.1,0,0.949692929,314.026333,9.327194,snia-cosmo,norm,1.0,1.0,,100.0,ZTF18abfxgys,0,314.0263326709843,9.327152779601098,dr9,SNIa,0.14,314.02631410000004,9.327206,ZTF18abfxgys,,,,ZTFmarshal,9906624978357344.0,9.327152779601098,314.0263326709843,0.0,384706.0,,REX,0.20264694,0.37364262,0.03669498,0.31726,0.377223,0.57514,0.358036,0.436938,0.642285,447.71194,482.88766,487.0857,494.10062,0.0,4311400400.0,4376718300.0,0.826331,0.909847,4.50031,0.425474,-37.71848,541.2633,1.293588,853.0932,147.58096,3.106843,0.73098,0.000859,1.1e-05,22.803097,0.719387,0.4842,2.935603,33.530167,0.952998,1.54995,0.360779,0.996735,0.998317,0.99823,0.01077,0.005554,0.005626,,,,,,,,,,,,,,,,,,,,
