ztf_ztfname,ztf_redshift,ztf_redshift_err,ztf_source,ztf_t0,ztf_x0,ztf_x1,ztf_c,ztf_t0_err,ztf_x0_err,ztf_x1_err,ztf_c_err,ztf_cov_t0_x0,ztf_cov_t0_x1,ztf_cov_t0_c,ztf_cov_x0_x1,ztf_cov_x0_c,ztf_cov_x1_c,ztf_mwebv,ztf_mwr_v,ztf_mwebv_err,ztf_fitprob,ztf_ra,ztf_dec,ztf_sn_type,ztf_sub_type,ztf_lccoverage_flag,ztf_fitquality_flag,ztf_iau_name,ztf_frac_fitted,mosthost_sn_name_sp,mosthost_hostnum,mosthost_ra,mosthost_dec,mosthost_origin,mosthost_sn_type,mosthost_sn_z,mosthost_sn_ra,mosthost_sn_dec,mosthost_sn_name,mosthost_sn_name_ptf,mosthost_sn_name_iau,mosthost_sn_name_tns,mosthost_program,mosthost_ls_id_dr9,mosthost_dec_dr9,mosthost_ra_dr9,mosthost_ref_id_dr9,mosthost_brickid_dr9,mosthost_ref_cat_dr9,mosthost_type_dr9,mosthost_dist_arcsec_dr9,mosthost_sep_in_radius_dr9,mosthost_sep_in_radius_sigma_dr9,mosthost_fiberflux_g_dr9,mosthost_fiberflux_r_dr9,mosthost_fiberflux_z_dr9,mosthost_fibertotflux_g_dr9,mosthost_fibertotflux_r_dr9,mosthost_fibertotflux_z_dr9,mosthost_dchisq_1_dr9,mosthost_dchisq_2_dr9,mosthost_dchisq_3_dr9,mosthost_dchisq_4_dr9,mosthost_dchisq_5_dr9,mosthost_ra_ivar_dr9,mosthost_dec_ivar_dr9,mosthost_dered_flux_g_dr9,mosthost_dered_flux_r_dr9,mosthost_dered_flux_w1_dr9,mosthost_dered_flux_w2_dr9,mosthost_dered_flux_w3_dr9,mosthost_dered_flux_w4_dr9,mosthost_dered_flux_z_dr9,mosthost_flux_ivar_g_dr9,mosthost_flux_ivar_r_dr9,mosthost_flux_ivar_w1_dr9,mosthost_flux_ivar_w2_dr9,mosthost_flux_ivar_w3_dr9,mosthost_flux_ivar_w4_dr9,mosthost_flux_ivar_z_dr9,mosthost_fracflux_g_dr9,mosthost_fracflux_r_dr9,mosthost_fracflux_w1_dr9,mosthost_fracflux_w2_dr9,mosthost_fracflux_w3_dr9,mosthost_fracflux_w4_dr9,mosthost_fracflux_z_dr9,mosthost_fracin_g_dr9,mosthost_fracin_r_dr9,mosthost_fracin_z_dr9,mosthost_fracmasked_g_dr9,mosthost_fracmasked_r_dr9,mosthost_fracmasked_z_dr9,mosthost_sga_id_sga,mosthost_sga_galaxy_sga,mosthost_galaxy_sga,mosthost_ra_sga,mosthost_dec_sga,mosthost_ra_leda_sga,mosthost_dec_leda_sga,mosthost_morphtype_sga,mosthost_pa_leda_sga,mosthost_d25_leda_sga,mosthost_ba_leda_sga,mosthost_z_leda_sga,mosthost_ref_sga,mosthost_group_id_sga,mosthost_group_name_sga,mosthost_group_ra_sga,mosthost_group_dec_sga,mosthost_group_diameter_sga,mosthost_d26_sga,mosthost_d26_ref_sga
ZTF19aatgrxv,0.04791134,1.052e-05,z_gal,58616.54449073527,0.00152876,-0.556801226,-0.047416452,0.1248153421292954,6.372713615354446e-05,0.1642468118069359,0.03565692,1.8609756222032963e-06,-0.009686821,-0.000581249,-5.99e-06,-1.9e-06,0.001824998,0.014666656,3.1,0,0.7426668578148234,172.427518,24.640212,snia-cosmo,norm,1.0,1.0,2019ens,100.0,ZTF19aatgrxv,1,172.43939962012882,24.63078222875897,dr9,SN Ia,0.04,172.42750890000005,24.6402122,ZTF19aatgrxv,,,,ztf_superset,9906630528010560.0,24.63078222875897,172.43939962012882,0.0,469387.0,,DEV,51.637848,23.063505,0.12980717,0.560963,1.786952,4.345556,0.560963,1.786952,4.345556,5978.001,7666.803,8044.78,7926.2344,8047.259,104706000000.0,85822760000.0,2.419571,7.581982,31.774857,19.026667,-18.039696,-439.84378,18.164644,113.324715,70.23809,1.8982,0.489967,0.000657,1e-05,11.41045,0.0,0.0,0.080034,0.088472,1.878141,0.972469,0.0,0.624834,0.834134,0.663112,0.071115,0.051867,0.057311,,,,,,,,,,,,,,,,,,,,
ZTF19aatgwhs,0.0405361,1.064e-05,z_gal,58618.43539964852,0.002854045,-0.612191922,-0.067793761,0.038894294,8.598810748241333e-05,0.031486446,0.026557249,4.970091471134996e-07,-0.000373945,-0.000173194,-9.51e-09,-1.99e-06,-7.94e-05,0.035366202,3.1,0,0.999999998,265.224362,38.735374,snia-cosmo,norm,1.0,1.0,2019eiy,100.0,ZTF19aatgwhs,0,265.22170200772075,38.73385702170569,dr9,SN Ia,0.041028,265.2242923,38.7353932,ZTF19aatgwhs,,,,ztf_superset,9907734551268068.0,38.73385702170569,265.22170200772075,0.0,538229.0,,REX,9.137565,3.3534808,0.022598589,0.230571,0.320601,0.013581,0.24548,0.352607,0.059513,0.0,0.0,0.0,0.0,0.0,1194563000.0,1214621800.0,3.667368,4.900756,-3.61329,-6.472311,-485.48804,-6090.448,0.200228,42.697456,15.846721,2.387218,0.838847,0.001329,2e-05,5.583757,0.99936,1.455739,34.382195,13.888076,4.434243,3.725549,51.377777,0.613773,0.636012,0.800053,0.000325,0.000331,0.125679,,,,,,,,,,,,,,,,,,,,
ZTF19aathcvn,0.04583337,1.202e-05,z_gal,58619.144843437454,0.002566174,1.900721756748601,-0.086485896,0.2511791840770456,0.000100187,0.2208491176298433,0.032147366,-1.88e-06,-0.0220904,-0.001808499,-8.1e-06,-2.71e-06,0.002000423,0.068226921,3.1,0,1.0,256.381952,12.568373,snia-cosmo,norm/99aa,1.0,1.0,2019eok,100.0,ZTF19aathcvn,0,256.3829338798329,12.56878798349582,dr9,SN Ia,0.04,256.38194680000004,12.5684019,ZTF19aathcvn,,,,ztf_superset,9906626169149232.0,12.56878798349582,256.3829338798329,0.0,402876.0,,EXP,3.736462,0.660441,0.001082265,2.532056,4.280585,6.100986,2.5335,4.282288,6.102612,75138.68,273750.62,183016.28,322784.6,322788.7,194940000000.0,869852000000.0,66.78533,104.57253,67.32952,38.539043,114.046844,-12956.456,139.00687,50.8526,17.867828,1.158588,0.348112,0.000477,9e-06,3.040584,0.063265,0.040624,0.338115,0.400069,1.579977,1.035201,0.027352,0.98806,0.98882,0.988354,0.017658,0.017156,0.016946,,,,,,,,,,,,,,,,,,,,
ZTF19aatvlxl,0.08617368,2.154e-05,z_gal,58610.76097633604,0.000385954,0.2994938028909076,0.082910297,1.8920780128028127,3.26919119903636e-05,1.1224988633386184,0.073030615,4.74352695850066e-05,-1.875336251,-0.009349028,-2.97e-05,-5.13e-07,-0.018423156,0.049080988,3.1,0,0.5914228154284304,320.704963,0.502688,snia-cosmo,norm,0.0,0.0,2019fkp,100.0,ZTF19aatvlxl,0,320.7059680782063,0.5014843794626099,dr9,no_type,-9999.0,320.70498260000005,0.5027556,ZTF19aatvlxl,,,,ztf_superset,9906621690029298.0,0.5014843794626099,320.7059680782063,0.0,334530.0,,SER,5.790402,0.9315582,0.000239447,5.946868,11.12754,18.285383,5.947827,11.127851,18.285385,1085255.9,5155521.5,2752134.8,5216867.5,5258759.0,6427420000000.0,5143050000000.0,208.50253,369.2299,353.01578,197.92708,743.46716,-12575.636,577.0896,51.90039,24.10723,0.420989,0.149979,0.000395,8e-06,4.043859,0.138249,1.25462,0.277469,0.415486,0.276648,1.048289,0.1808,0.902467,0.78577,0.681451,0.068952,0.047006,0.045185,,,,,,,,,,,,,,,,,,,,
ZTF19aauhbua,0.07934514,1.56e-05,z_gal,58618.644358094585,6.911930338290841e-05,-1.586632095,0.6750592597285174,0.4706364968988055,1.1270041157454322e-05,0.7935384184071262,0.1197241023549797,1.2641731017164286e-07,0.095691842,-0.000261314,-5.9e-06,-1.26e-06,0.048555069,0.01694537,3.1,0,0.7709731920136326,169.648249,19.680931,snia,,1.0,0.0,,100.0,ZTF19aauhbua,0,169.64514760825512,19.68022645597096,dr9 and local_universe,SNIa,0.0792,169.6482899,19.6809315,ZTF19aauhbua,,,,ZTFmarshal,9906628778070372.0,19.68022645597096,169.64514760825512,363017.0,442685.0,L3,SER,10.949678,3.3593361,0.001783927,67.573715,154.47781,280.50894,67.573715,154.47781,280.50894,0.0,0.0,0.0,0.0,0.0,81195400000000.0,75115700000000.0,431.77576,968.461,1426.2054,863.6403,527.9347,884.90265,1728.41,12.615469,3.062181,0.233385,0.12027,0.000433,7e-06,1.570619,0.000735,0.001115,0.005845,0.007388,0.156089,1.159727,0.001541,0.999033,0.666181,0.99899,0.017261,0.009447,0.009382,363017.0,SGA-2020 363017,PGC1601578,169.64514760825512,19.68022645597096,169.64510399999998,19.6802097,E,59.47,0.5370318,0.724436,0.07919746,LEDA-20181114,133269.0,PGC1601578,169.64510399999998,19.6802097,0.5370318,0.74504936,SB26
ZTF19aauhbua,0.07934514,1.56e-05,z_gal,58618.644358094585,6.911930338290841e-05,-1.586632095,0.6750592597285174,0.4706364968988055,1.1270041157454322e-05,0.7935384184071262,0.1197241023549797,1.2641731017164286e-07,0.095691842,-0.000261314,-5.9e-06,-1.26e-06,0.048555069,0.01694537,3.1,0,0.7709731920136326,169.648249,19.680931,snia,,1.0,0.0,,100.0,ZTF19aauhbua,1,169.64905640664958,19.681213582380423,dr9,SNIa,0.0792,169.6482899,19.6809315,ZTF19aauhbua,,,,ZTFmarshal,9906628778070446.0,19.681213582380423,169.64905640664958,0.0,442685.0,,REX,2.7896235,5.222762,0.46609607,0.261901,0.405374,0.430988,0.393789,0.700803,0.96028,0.0,0.0,0.0,0.0,0.0,4881373000.0,4440887300.0,0.56567,0.859041,-12.437258,-11.990244,-142.06554,753.4898,0.897641,592.1594,164.43451,2.721175,0.672417,0.000744,1e-05,34.633144,0.974965,1.398447,5.071079,3.88466,1.512113,1.182215,2.38628,1.0,1.0,1.0,0.000325,3e-06,8e-06,,,,,,,,,,,,,,,,,,,,
ZTF19aauhhjy,0.0682075,1.019e-05,z_gal,58626.00111108173,0.000660984,1.0642941383765672,0.1719533954096466,0.3366928286413895,3.8208540702520434e-05,0.5071011713724118,0.041282154,-7.3e-06,0.083018792,0.005233784,-1.34e-05,-1.35e-06,0.008878877,0.020347573,3.1,0,0.4842075959882299,159.767889,39.972323,snia,,1.0,1.0,2019fcq,100.0,ZTF19aauhhjy,0,159.76749264469146,39.972246988095634,dr9,SN Ia,0.0682,159.7678616,39.972254,ZTF19aauhhjy,,,,ztf_superset,9907734895398206.0,39.972246988095634,159.76749264469146,7.794215321154532e+17,543480.0,G2,SER,1.0182153,0.90327126,0.001660455,19.295162,34.318813,49.596138,19.317509,34.366962,49.66563,698720.44,925533.75,938653.8,928655.06,941702.94,580233000000.0,1527640000000.0,67.23292,116.87912,127.20138,83.00149,383.3509,-1411.8253,165.43324,59.99471,20.896164,1.444256,0.491366,0.000831,1.1e-05,17.676023,0.014874,0.015139,0.089218,0.070859,0.138476,2.227023,0.011967,0.999973,0.999983,0.999963,0.000436,0.000301,0.000375,,,,,,,,,,,,,,,,,,,,
ZTF19aauhhjy,0.0682075,1.019e-05,z_gal,58626.00111108173,0.000660984,1.0642941383765672,0.1719533954096466,0.3366928286413895,3.8208540702520434e-05,0.5071011713724118,0.041282154,-7.3e-06,0.083018792,0.005233784,-1.34e-05,-1.35e-06,0.008878877,0.020347573,3.1,0,0.4842075959882299,159.767889,39.972323,snia,,1.0,1.0,2019fcq,100.0,ZTF19aauhhjy,1,159.7664620671597,39.97170446176471,dr9,SN Ia,0.0682,159.7678616,39.972254,ZTF19aauhhjy,,,,ztf_superset,9907734895398188.0,39.97170446176471,159.7664620671597,0.0,543480.0,,DEV,4.338476,2.441134,0.029800085,1.468386,3.663468,6.235322,1.762105,4.184335,6.982764,14465.229,18405.604,19260.488,19054.592,19261.357,353462000000.0,169109000000.0,5.265056,12.838655,16.829317,11.511612,26.96471,5641.2773,21.4018,135.4613,40.649693,1.61055,0.486312,0.00076,1.1e-05,26.319012,2.48479,1.336265,5.624454,5.399634,13.879554,0.709454,0.773889,0.985756,0.986457,0.982198,0.014045,0.01368,0.009085,,,,,,,,,,,,,,,,,,,,
ZTF19aauivtj,0.07484424,0.00294109,z_snid,58625.80814385939,0.000909871,0.538545775,-0.040203493,0.2407042287777585,4.0567522320640224e-05,0.2338115448871181,0.034897029,-2.44e-06,-0.003125155,0.000949848,-4.83e-06,-1.14e-06,0.001629515,0.023418279,3.1,0,0.8526458313036225,202.189023,6.698701,snia-cosmo,norm,1.0,1.0,2019faq,100.0,ZTF19aauivtj,0,202.18925198605257,6.698570373539686,dr9,SN Ia,0.07,202.189101,6.6987278,ZTF19aauivtj,,,,ztf_superset,9906624014059284.0,6.698570373539686,202.18925198605257,0.0,369992.0,,SER,0.7826907,0.28233457,0.000627216,3.020636,4.679673,6.278245,3.021672,4.68264,6.284436,47343.54,127199.89,133420.56,140270.17,140332.53,634034000000.0,288846000000.0,28.559958,43.097385,35.09899,21.700193,-48.242565,450.71634,56.452667,96.75856,29.405302,1.89632,0.459432,0.000767,1.4e-05,6.917314,0.015137,0.015194,0.077034,0.1339,1.564035,1.875618,0.013681,0.748004,0.759226,0.749422,0.005488,0.003568,0.004936,,,,,,,,,,,,,,,,,,,,
ZTF19aauivtj,0.07484424,0.00294109,z_snid,58625.80814385939,0.000909871,0.538545775,-0.040203493,0.2407042287777585,4.0567522320640224e-05,0.2338115448871181,0.034897029,-2.44e-06,-0.003125155,0.000949848,-4.83e-06,-1.14e-06,0.001629515,0.023418279,3.1,0,0.8526458313036225,202.189023,6.698701,snia-cosmo,norm,1.0,1.0,2019faq,100.0,ZTF19aauivtj,1,202.18926888244195,6.699627675400516,dr9,SN Ia,0.07,202.189101,6.6987278,ZTF19aauivtj,,,,ztf_superset,9906624014059284.0,6.699627675400516,202.18926888244195,0.0,369992.0,,EXP,3.294691,1.7460119,0.08262924,0.203944,0.284659,0.371221,0.572835,0.85672,1.139565,246.59084,403.80585,362.01224,430.36777,432.6091,1654202200.0,3192798700.0,1.098318,1.493172,-0.471831,-0.190362,46.357647,-624.95355,1.901172,215.71193,84.93893,2.330268,0.53785,0.000849,1.4e-05,13.286049,4.810826,3.851318,53.305054,88.65044,0.956124,1.43384,4.929235,0.749931,0.860519,0.750482,0.014227,0.008951,0.012479,,,,,,,,,,,,,,,,,,,,
ZTF19aaulzvc,0.07161264,0.0035,z_snid,58619.82453913361,0.000436748,-0.377005207,0.3166150181909121,0.1119152784231118,1.3923516664652271e-05,0.09104097,0.027902173,2.1740470593611505e-07,-0.004763115,-0.000351048,-2.04e-07,-3.36e-07,4.6596917065975485e-05,0.053509299,3.1,0,0.001979422,283.692766,55.172404,snia-cosmo,norm,1.0,1.0,2019ewz,100.0,ZTF19aaulzvc,0,283.69398090777065,55.17298568353124,dr9,SN Ia,0.07,283.6927973,55.17243685,ZTF19aaulzvc,,,,ztf_superset,9907738797082776.0,55.17298568353124,283.69398090777065,0.0,603015.0,,SER,3.134576,0.8502319,0.001757198,4.433538,9.277832,15.767165,4.434132,9.279017,15.768774,128955.07,293342.62,303730.9,304194.4,307159.28,1135220000000.0,605680000000.0,57.577465,113.45373,153.05997,116.41409,99.09955,865.3492,182.54185,37.269154,11.519709,1.520389,0.71616,0.002726,4.1e-05,3.667783,0.048285,0.042021,0.133918,0.213161,1.799948,0.529306,0.033937,0.990753,0.989772,0.991382,0.026492,0.025305,0.026332,,,,,,,,,,,,,,,,,,,,
ZTF19aaurxsa,0.0584249,0.00492367,z_snid,58627.73818531632,0.001036906,-0.08791198,0.1071380781666601,0.075294933,3.349360032816966e-05,0.072278476,0.027938264,-1.83e-07,0.000339708,1.6236579005607703e-05,-5.34e-07,-8.13e-07,0.000162755,0.060271334,3.1,0,0.9953831375918296,265.073466,17.694185,snia-cosmo,norm,1.0,1.0,2019fcf,100.0,ZTF19aaurxsa,0,265.07160140311913,17.69320721121981,dr9 and local_universe,SN Ia,0.052,265.0734615,17.6941848,ZTF19aaurxsa,,,,ztf_superset,9906628085751578.0,17.69320721121981,265.07160140311913,803484.0,432121.0,L3,SER,7.285919,1.1965053,0.000499915,11.730275,28.367294,60.806942,11.768696,28.433443,60.906513,0.0,0.0,0.0,0.0,0.0,18125300000000.0,32958500000000.0,192.37723,434.767,1222.5094,925.2943,5365.32,9903.603,876.2906,81.03522,18.435045,0.278391,0.130087,0.000614,1.1e-05,5.467338,0.386232,0.225991,0.040604,0.035237,0.128199,0.37118,0.12622,0.999922,0.99983,0.999013,0.008151,0.007235,0.006787,803484.0,SGA-2020 803484,PGC1539132,265.07160140311913,17.69320721121981,265.07154758261646,17.693154126190684,,60.5,0.36307806,0.53703177,-99.0,LEDA-20181114,295300.0,PGC1539132,265.07154758261646,17.693154126190684,0.36307806,0.73215073,SB26
ZTF19aaurxsa,0.0584249,0.00492367,z_snid,58627.73818531632,0.001036906,-0.08791198,0.1071380781666601,0.075294933,3.349360032816966e-05,0.072278476,0.027938264,-1.83e-07,0.000339708,1.6236579005607703e-05,-5.34e-07,-8.13e-07,0.000162755,0.060271334,3.1,0,0.9953831375918296,265.073466,17.694185,snia-cosmo,norm,1.0,1.0,2019fcf,100.0,ZTF19aaurxsa,1,265.0702342674731,17.689332108898252,dr9,SN Ia,0.052,265.0734615,17.6941848,ZTF19aaurxsa,,,,ztf_superset,9906628085751524.0,17.689332108898252,265.0702342674731,0.0,432121.0,,DEV,20.680984,2.4667206,0.060548373,0.146687,0.326429,1.368955,0.158266,0.349981,1.392015,1620.0669,1895.5145,2056.6396,1898.3877,2056.6382,8046737400.0,9550862000.0,2.85263,5.930386,-100.83319,-112.793816,-913.2481,167.17456,23.377663,84.95263,21.67977,0.669995,0.18806,0.00032,7e-06,3.152317,10.522578,7.805086,3.736702,2.871549,3.003226,27.119057,3.127202,0.926066,0.925886,0.924964,0.126085,0.121494,0.121881,,,,,,,,,,,,,,,,,,,,
ZTF19aauxmqj,0.06472323,0.00332866,z_snid,58629.85976,0.001079324,-0.349866343,-0.04523586,0.396718484,4.025844316379759e-05,0.1948369490944698,0.030972566,-5.15e-06,-0.047163632,0.001210467,-6.87e-08,-1.03e-06,-6.77e-06,0.035594238,3.1,0,0.8924119021765344,250.63199,78.933844,snia-cosmo,norm,1.0,1.0,2019fxs,100.0,ZTF19aauxmqj,0,250.63214745490583,78.93309978854165,dr9,SN Ia,0.07,250.6313018,78.9337958,ZTF19aauxmqj,,,,ztf_superset,9907742268786708.0,78.93309978854165,250.63214745490583,0.0,655989.0,,SER,2.5728807,2.5320516,0.017707786,5.173438,10.152316,16.488106,5.173611,10.152737,16.488947,95877.14,104224.5,107418.086,107131.484,107594.46,1233160000000.0,642315000000.0,14.425059,27.197823,27.948404,16.471375,37.825016,363.52054,42.593517,185.45522,46.223022,4.370668,1.76965,0.004034,4.9e-05,28.879282,0.00015,0.000706,0.53917,0.545604,1.241948,1.100117,0.000174,0.999999,0.999998,1.000002,0.00195,0.003314,0.003173,,,,,,,,,,,,,,,,,,,,
ZTF19aauxmqj,0.06472323,0.00332866,z_snid,58629.85976,0.001079324,-0.349866343,-0.04523586,0.396718484,4.025844316379759e-05,0.1948369490944698,0.030972566,-5.15e-06,-0.047163632,0.001210467,-6.87e-08,-1.03e-06,-6.77e-06,0.035594238,3.1,0,0.8924119021765344,250.63199,78.933844,snia-cosmo,norm,1.0,1.0,2019fxs,100.0,ZTF19aauxmqj,1,250.5944908948232,78.92737584723709,dr9,SN Ia,0.07,250.6313018,78.9337958,ZTF19aauxmqj,,,,ztf_superset,9907742268786584.0,78.92737584723709,250.5944908948232,0.0,655989.0,,SER,34.373325,2.981725,0.033163555,0.621209,0.862996,0.661025,0.645002,0.90652,0.712826,3688.849,7126.9736,6441.5996,8073.303,8163.922,18384062000.0,5023631400.0,21.537184,28.748919,13.957269,11.597893,-78.857056,525.4235,21.2355,16.03266,3.890968,1.226562,0.476546,0.001285,2.5e-05,1.276834,0.516467,0.757655,10.906271,8.212268,2.807365,1.77737,0.96492,0.599994,0.599994,0.999272,0.131842,0.137053,0.112987,,,,,,,,,,,,,,,,,,,,
ZTF19aavhvkd,0.02332476,1.044e-05,z_gal,58630.66576298953,0.003859353,-1.976079759,0.055684662,0.5853796981864434,0.000178605,0.1684951907786261,0.038434314,-6.41e-05,-0.055597245,0.004875886,8.603477398720647e-06,-5.24e-06,-0.00118658,0.011646044,3.1,0,0.018761903,154.846936,44.408572,snia-pec,91bg,0.0,1.0,2019fma,100.0,ZTF19aavhvkd,0,154.85921544981943,44.39671503813356,dr9,SN Ia,0.047,154.8469025,44.40855360000001,ZTF19aavhvkd,,,,ztf_superset,9907736155717932.0,44.39671503813356,154.85921544981943,821829.0,562711.0,L3,SER,53.0969,11.09866,0.012584084,8.220582,22.0453,43.751446,8.38153,22.42355,44.39875,0.0,0.0,0.0,0.0,0.0,3887310000000.0,7358440000000.0,75.89313,200.9166,332.81573,270.5724,812.02313,1061.8225,394.0935,36.171967,9.234232,0.57948,0.234964,0.000562,9e-06,4.522406,0.091248,0.075641,0.296702,0.232892,0.248046,0.876915,0.095861,1.0,1.0,0.614313,6.4e-05,6.4e-05,0.000777,,,,,,,,,,,,,,,,,,,,
ZTF19aavhvkd,0.02332476,1.044e-05,z_gal,58630.66576298953,0.003859353,-1.976079759,0.055684662,0.5853796981864434,0.000178605,0.1684951907786261,0.038434314,-6.41e-05,-0.055597245,0.004875886,8.603477398720647e-06,-5.24e-06,-0.00118658,0.011646044,3.1,0,0.018761903,154.846936,44.408572,snia-pec,91bg,0.0,1.0,2019fma,100.0,ZTF19aavhvkd,1,154.83183003498664,44.40900383,dr9,SN Ia,0.047,154.8469025,44.40855360000001,ZTF19aavhvkd,,,,ztf_superset,9907736155655972.0,44.40900383,154.83183003498664,0.0,562710.0,,DEV,38.795837,13.242066,0.2514748,0.186665,0.395804,0.443953,0.18744,0.398392,0.448309,237.7555,267.08322,280.86917,276.95746,281.28568,2176332300.0,1351855700.0,1.014747,2.123788,-0.722286,1.513829,32.570942,-200.3243,2.354051,107.85933,25.431746,2.301422,0.55457,0.000661,1e-05,16.362425,0.0,0.0,8.961331,2.842766,1.84107,4.273725,0.0,0.634575,0.529878,0.775476,0.109805,0.118078,0.093625,,,,,,,,,,,,,,,,,,,,
ZTF19aavhxby,0.02303569,1.006e-05,z_gal,58641.33081588256,0.006526451,0.062090537,0.047927979,0.050196515,0.000204947,0.05294488,0.027397962,1.1408587708575068e-06,-0.000808315,-6.13e-05,-5.77e-07,-4.89e-06,-0.000114272,0.056191166,3.1,0,0.9911526518338346,224.137043,-2.106458,snia-cosmo,norm,1.0,1.0,2019fzm,100.0,ZTF19aavhxby,0,224.13796906092725,-2.106451258,dr9 and local_universe,SN Ia,0.023,224.1370361,-2.1064421,ZTF19aavhxby,,,,ztf_superset,9906620721007918.0,-2.106451258,224.13796906092725,36305.0,319744.0,L3,SER,3.356552,0.3087712,4.5147808e-05,22.28326,40.383465,64.73719,22.313124,40.42032,64.776,0.0,0.0,0.0,0.0,0.0,33076000000000.0,22447900000000.0,1632.8259,2778.099,3329.161,2409.8306,21947.592,61708.547,4204.98,7.194082,4.342318,0.093298,0.041297,0.000402,1e-05,0.904155,0.03451,0.023724,0.057292,0.056634,0.083633,0.226602,0.016018,0.964275,0.958023,0.946049,0.009585,0.012974,0.010092,36305.0,SGA-2020 36305,PGC053413,224.13796906092725,-2.106451258,224.138034,-2.1063925,S?,44.61,0.7533555,0.5164164,0.023126332,LEDA-20181114,9726.0,PGC053413,224.138034,-2.1063925,0.7533555,1.2079606,SB26
ZTF19aavhxby,0.02303569,1.006e-05,z_gal,58641.33081588256,0.006526451,0.062090537,0.047927979,0.050196515,0.000204947,0.05294488,0.027397962,1.1408587708575068e-06,-0.000808315,-6.13e-05,-5.77e-07,-4.89e-06,-0.000114272,0.056191166,3.1,0,0.9911526518338346,224.137043,-2.106458,snia-cosmo,norm,1.0,1.0,2019fzm,100.0,ZTF19aavhxby,1,224.14280751223288,-2.104817265,dr9,SN Ia,0.023,224.1370361,-2.1064421,ZTF19aavhxby,,,,ztf_superset,9906620721008042.0,-2.104817265,224.14280751223288,0.0,319744.0,,SER,21.571278,3.705594,0.010350938,0.534859,0.886342,1.222581,0.907404,1.558886,2.297441,0.0,0.0,0.0,0.0,0.0,88246305000.0,38933815000.0,23.82484,37.066547,-14.921726,-19.06039,-311.44028,1046.4899,48.275936,68.58056,36.551903,0.90944,0.264469,0.000868,1.5e-05,4.669189,1.72538,1.857446,15.834394,7.803617,6.753771,10.700405,2.145757,0.99999,0.999753,0.999931,0.00391,0.004863,0.000962,,,,,,,,,,,,,,,,,,,,
ZTF19aavhzsc,0.03587346,1.483e-05,z_gal,58638.82724096873,0.001797755,-2.156696878,0.072765962,0.11489772,5.9918338168502266e-05,0.093320911,0.029791538,1.7468692625920177e-07,-0.003818732,-0.00029719,-8.71e-07,-1.54e-06,0.000149693,0.011091731,3.1,0,0.9716566212166712,213.103393,64.383585,snia-cosmo,norm/04gs,1.0,1.0,2019gaj,100.0,ZTF19aavhzsc,0,213.1113542106757,64.38430019440935,dr9,SN Ia,0.031,213.1033146,64.38351899999999,ZTF19aavhzsc,,,,ztf_superset,9907740544927444.0,64.38430019440935,213.1113542106757,0.0,629685.0,,DEV,12.825153,5.9076743,0.48634818,0.182365,0.530552,0.579528,0.20563,0.578127,0.651049,0.0,0.0,0.0,0.0,0.0,4105829000.0,2685597400.0,0.760577,2.185329,1.190723,-1.123915,-18.727451,-427.53058,2.36015,207.84906,65.98834,4.285161,1.284899,0.001733,2.4e-05,16.337877,0.821396,0.657307,13.622715,9.236495,1.123007,0.812011,0.671856,0.991558,0.991728,0.99084,0.070005,0.072913,0.070792,,,,,,,,,,,,,,,,,,,,
ZTF19aavkhuy,0.03619268,0.0031305,z_snid,58635.32332022306,0.001544419,-1.366614251,0.082062991,0.1266402553774241,4.965283829461023e-05,0.120143535,0.030778578,3.6859008942732404e-07,-0.000959748,-0.000306432,-5.17e-07,-1.29e-06,-1.66e-06,0.01897139,3.1,0,0.9969775451110988,170.71782,34.168594,snia-cosmo,norm,1.0,1.0,2019fpf,100.0,ZTF19aavkhuy,0,170.7170013123165,34.17141312025841,dr9,SN Ia,0.03,170.71768020000005,34.16862625,ZTF19aavkhuy,,,,ztf_superset,9907733163148144.0,34.17141312025841,170.7170013123165,0.0,517048.0,,SER,10.234482,2.6803555,0.01766973,0.723656,1.441333,1.979654,0.723656,1.441333,1.979654,7683.6606,21806.877,15211.26,22108.879,22171.09,45237674000.0,34711745000.0,11.602078,22.621109,14.44399,5.884485,21.808897,103.781166,30.473555,46.723778,9.91523,1.653651,0.423935,0.000545,9e-06,13.652824,0.013492,0.012349,1.200721,2.714196,1.814527,6.664067,0.029145,0.967644,0.9684,0.968103,0.045745,0.045838,0.079296,,,,,,,,,,,,,,,,,,,,
