ZTF_Unnamed: 0,ztfname,ZTF_redshift,ZTF_redshift_err,ZTF_source,ZTF_t0,ZTF_x0,ZTF_x1,ZTF_c,ZTF_t0_err,ZTF_x0_err,ZTF_x1_err,ZTF_c_err,ZTF_cov_t0_x0,ZTF_cov_t0_x1,ZTF_cov_t0_c,ZTF_cov_x0_x1,ZTF_cov_x0_c,ZTF_cov_x1_c,ZTF_mwebv,ZTF_mwr_v,ZTF_mwebv_err,ZTF_fitprob,ZTF_ra,ZTF_dec,ZTF_sn_type,ZTF_sub_type,ZTF_lccoverage_flag,ZTF_fitquality_flag,ZTF_iau_name,ZTF_frac_fitted,ZTF_ra_host_global,ZTF_dec_host_global,ZTF_mass_global,ZTF_mass_err_global,ZTF_restframe_gz_global,ZTF_restframe_gz_err_global,ZTF_d_dlr_global,ZTF_mass_local,ZTF_mass_err_local,ZTF_restframe_gz_local,ZTF_restframe_gz_err_local,ZTF_DESI_METADATA_ang_sep_arcsec,DESI_METADATA_TARGETID,DESI_METADATA_LS_ID,DESI_METADATA_SPECTYPE,DESI_METADATA_RA,DESI_METADATA_DEC,DESI_METADATA_DESI_TARGET,DESI_METADATA_Z,DESI_METADATA_ZWARN,DESI_METADATA_SURVEY,DESI_METADATA_PROGRAM
991,ZTF19aagmsrr,0.02321267,1.263e-05,z_gal,58529.43096307272,0.008398701,0.5466729188643801,-0.048967102,0.1838731969728542,0.000290734,0.1511283565426388,0.032123462,2.0890902910293667e-06,-0.005782319,-0.000802926,-9.19e-06,-7.3e-06,-0.000748512,0.019182551,3.1,0,0.6033694307404918,159.409931,37.458184,snia-cosmo,norm,1.0,1.0,2019aik,100.0,159.40803440454917,37.455691166050045,10.818,0.1062826420446913,1.37969653,0.019104973175,0.7402748493022246,9.188,0.021,1.24169653,0.019104973175,0.0,39633029391451612,9907734157264348,b'GALAXY',159.40803440454917,37.455691166050045,5764607523034234880,0.02321306908392473,0,b'main',b'bright'
997,ZTF19aahuian,0.06877665,1.409e-05,z_gal,58525.65601099719,0.000517523,-1.695621592,0.043249865,0.6192095836777298,2.712282970431662e-05,0.5042483493478163,0.048896269,6.603617841842309e-06,-0.176861292,-0.004583141,-5.61e-06,-1.03e-06,0.003312348,0.022878178,3.1,0,0.6120441421498202,130.901575,47.253571,snia-cosmo,norm,1.0,1.0,2019ard,100.0,130.90093434937492,47.2532269100804,8.912,0.1109233969908963,0.48569653,0.094254973344,1.289415354687541,7.96,0.071,0.40269653,0.315012698157,0.0,39633203442484442,9907736876811482,b'GALAXY',130.90093434937492,47.2532269100804,1152921504606846976,0.06877719803670919,0,b'main',b'bright'
1006,ZTF19aailqli,0.05621222,1.038e-05,z_gal,58535.60877626119,0.001321409,0.6825947512393911,0.017691751,0.1361230001675721,4.27187478808257e-05,0.08664387,0.028744104,-8.87e-07,-0.002740468,0.000313996,-5.02e-07,-1.05e-06,-1.98e-06,0.013527523,3.1,0,0.8793739389134586,200.331031,52.778573,snia-cosmo,norm,1.0,1.0,2019avp,100.0,200.3305101286633,52.77917174428214,8.768,0.1026109155986827,0.36269653,0.034669871647,1.061740778028513,8.233,0.052,0.44469653,0.062265560304,6.189108804535973e-11,39633289899673240,9907738227705496,b'GALAXY',200.33051012866326,52.77917174428214,5764607523034234880,0.05621563426701699,0,b'main',b'bright'
1008,ZTF19aailteb,0.07729046,1.435e-05,z_gal,58528.00824059568,0.000846078,0.5740380012428646,-0.035748398,0.2940488738458953,3.0685920281631847e-05,0.2316047531542681,0.033190477,1.138575540980593e-06,-0.0481018,-0.001513691,-2.69e-06,-8.33e-07,0.001647461,0.014136601,3.1,0,0.063710698,229.485749,37.113998,snia,,1.0,1.0,2019ana,100.0,229.48797219770583,37.11358808633685,9.409,0.1056219674120871,0.75969653,0.039395431207,2.3755067598641504,7.32,0.239,0.21369653,0.459025053782,0.0,39633020688271091,9907734021277427,b'GALAXY',229.48797219770583,37.11358808633685,5764607523034234880,0.07727975884040385,0,b'main',b'bright'
1024,ZTF19aakiyly,0.06618539,1.497e-05,z_gal,58539.628775378245,0.001052728,0.5593715740780718,-0.070766266,0.5058520824386505,4.365019607341088e-05,0.2237530801921706,0.034582041,-9.11e-06,-0.068280953,0.004540868,4.855882682792201e-07,-1.26e-06,-0.001110641,0.027276969,3.1,0,0.800130621,217.836927,23.422358,snia-cosmo,norm,1.0,1.0,2019avy,100.0,217.83737070731985,23.42275135014105,9.479,0.1033247308247159,0.87569653,0.034885527085,0.6847056456073707,8.568,0.025,0.90769653,0.05280151513,0.0,39628340906168684,9906630107533676,b'GALAXY',217.83737070731985,23.42275135014105,5764607523034234880,0.06618498642127763,0,b'main',b'bright'
1048,ZTF19aakpcfy,0.07825691,1.044e-05,z_gal,58546.10526074042,0.000910539,2.0476443277050262,-0.028262561,0.1843949385729502,2.752300427579917e-05,0.136757242,0.028557928,-2.56e-08,-0.015556305,0.000349341,-2.63e-07,-6.42e-07,-0.000725276,0.023452894,3.1,0,0.1497365564406968,246.715526,29.385606,snia-cosmo,91t,1.0,1.0,2019bas,99.2,246.7167027557719,29.387210882006418,9.973,0.1046947945219818,0.79169653,0.023600847442,1.809484485716956,7.931,0.212,1.25669653,0.272809457314,0.0,39628471193832618,9906632143277226,b'GALAXY',246.7167027557719,29.387210882006418,5764607523034234880,0.07825644474352562,0,b'main',b'bright'
1068,ZTF19aalaxsa,0.11629501,1.014e-05,z_gal,58549.98787,0.000442931,-0.059192666,-0.044938228,0.1720757213079196,1.856379012191177e-05,0.2538987301112898,0.054897892,9.752822885316282e-08,0.006237966,-0.0012729,-2.57e-06,-4.45e-07,0.003475217,0.01137469,3.1,0,0.4584610686528452,172.773253,57.437963,snia,,1.0,1.0,2019blf,100.0,172.77263979484954,57.43820353711018,10.29,0.1019803902718557,0.93869653,0.027459060435,0.5866741049205298,9.437,0.018,0.85469653,0.034655446902,0.0,39633355515364743,9907739252950407,b'GALAXY',172.77263979484954,57.43820353711018,5764607523034234880,0.11629524874497822,0,b'main',b'bright'
1069,ZTF19aalbzoh,0.0849651,1.124e-05,z_gal,58548.00505455278,0.000563747,-0.464394413,-0.052826393,0.1629413639893755,2.331366542292348e-05,0.2134861813341065,0.03449219,1.7985673060476116e-07,-0.008799383,-8.99e-05,-2.48e-06,-5.97e-07,0.000163309,0.082947285,3.1,0,0.015406805,267.790465,21.443876,snia-cosmo,norm,1.0,1.0,2019bys,100.0,267.7934748384153,21.44537974533091,10.575,0.1017889974407843,0.99669653,0.022022715546,2.1319006948320705,7.705,0.435,0.34869653,0.926530085858,0.0,39628296987609849,9906629421304569,b'GALAXY',267.7934748384153,21.44537974533091,5764607523034234880,0.08496514829857219,0,b'main',b'bright'
1073,ZTF19aaldqvh,0.09939272,2.914e-05,z_gal,58546.99388323156,0.00047442,0.2249399803167697,-0.016429588,0.2404161581944208,1.8137303502967515e-05,0.2325367869265248,0.034397967,1.069358769986026e-06,-0.015271543,-0.002141715,-1.73e-06,-4.94e-07,0.000922001,0.011593192,3.1,0,0.002618893,160.996337,51.112703,snia,,1.0,1.0,2019bev,100.0,160.99639206460822,51.11320063917657,10.692,0.1141271221051332,0.90269653,0.024413111231,0.3295435210668841,9.53,0.061,0.93969653,0.02952964612,0.0,39633263286816035,9907737811881251,b'GALAXY',160.99639206460822,51.11320063917657,5764607523034234880,0.0993966687901922,0,b'main',b'bright'
1084,ZTF19aalveag,0.05078428,1.024e-05,z_gal,58557.50031150656,0.000993867,-1.074152473,0.014323615,0.215413196,3.436480208195814e-05,0.1153155408919026,0.030707772,-1.37e-06,-0.009291553,0.000636989,-3.22e-07,-8.9e-07,-0.000226193,0.016922244,3.1,0,0.4634464016217053,185.422241,31.708819,snia-cosmo,norm,1.0,1.0,2019bpf,100.0,185.42209718208736,31.708861677845366,9.469,0.1049952379872535,0.74969653,0.019104973175,0.1288587383095307,9.215,0.03,0.80669653,0.021931712199,8.704510540180293e-11,39628517163403450,9906632861550778,b'GALAXY',185.42209718208738,31.708861677845366,5764607523034234880,0.05078472928568974,0,b'main',b'bright'
1093,ZTF19aalzmmt,0.06329401,1.477e-05,z_gal,58557.86828053699,0.001319037,0.9741766909640356,-0.058232911,0.1858375355513999,5.505302141649293e-05,0.1982737441639019,0.034188261,-2.22e-06,0.004814435,0.000743935,-6.01e-06,-1.55e-06,0.001857091,0.046621904,3.1,0,0.00447444,226.406855,21.374482,snia-cosmo,91t,1.0,1.0,2019bky,100.0,226.40744239709835,21.37507670000039,9.407,0.1118033988749895,0.81169653,0.031827660926,0.8072751345705951,8.408,0.071,0.69669653,0.343110769286,0.0,39628296337494877,9906629411148637,b'GALAXY',226.40744239709835,21.37507670000039,5764607523034234880,0.06329266418048417,0,b'main',b'bright'
1099,ZTF19aamdmcs,0.04101836,1.216e-05,z_gal,59028.80389725676,0.002932123,-1.084486779,0.039237304,0.1237783210963243,0.000104507,0.1142732157973855,0.031894275,1.4362983202358974e-06,-0.001430134,-0.000456452,-3.16e-06,-2.81e-06,0.000267513,0.061236544,3.1,0,0.2255688379309448,229.996328,20.713028,snia-cosmo,norm,1.0,1.0,2020nef,100.0,229.9963706938591,20.713163012227817,10.751,0.1624315240339756,1.27569653,0.018439088915,0.0755709108427275,10.533,0.082,1.26769653,0.017691806013,0.0,39628279476388844,9906629147689964,b'GALAXY',229.9963706938591,20.713163012227817,5764607523034234880,0.04100555404406617,0,b'main',b'bright'
1111,ZTF19aamhqow,0.05767817,1.292e-05,z_gal,58561.45935,0.001111202,-0.883631433,0.008500139,0.3667015058126708,4.467718382138337e-05,0.2446502991477187,0.036754205,2.1823776964671243e-06,-0.052436507,-0.001740937,-3.85e-06,-1.35e-06,0.001624715,0.057860503,3.1,0,0.6243877481117976,257.152075,21.781136,snia-cosmo,norm,1.0,1.0,2019byv,100.0,257.151998297848,21.7815162914435,10.631,0.1161077086157504,1.28869653,0.018439088915,0.1778920251793241,10.14,0.116,1.30469653,0.017691806013,0.03472442263501567,39628302444397763,9906629506565315,b'GALAXY',257.1519985365214,21.781525934569828,5764607523034234880,0.05768083395784394,0,b'main',b'bright'
1117,ZTF19aamooex,0.08318652,2.045e-05,z_gal,58570.03600234111,0.000542263,0.2415503931003975,0.031589053,0.1017141455704404,1.6390148553981586e-05,0.081499982,0.028196536,-1.54e-07,-0.001823202,0.000189058,-5.04e-08,-3.93e-07,-0.000201758,0.011786548,3.1,0,0.5265413840076847,197.971005,38.869067,snia-cosmo,norm,1.0,1.0,2019ceq,100.0,197.9725090290574,38.870198307058345,10.528,0.1069766329625306,1.06869653,0.019104973175,1.3973019358753345,8.722,0.115,1.22869653,0.167839208768,0.0,39633053726802888,9907734537503688,b'GALAXY',197.9725090290574,38.870198307058345,1152921504606846976,0.08318649427965394,0,b'main',b'bright'
1134,ZTF19aanejfr,0.04293415,1.047e-05,z_gal,58576.49808157087,0.002668314,0.5399310312189664,-0.02047591,0.1241686214052606,9.05981036389786e-05,0.1181209684372282,0.031653884,-1.36e-06,0.001140866,-0.000111137,-2.56e-06,-2.33e-06,-0.000127685,0.026052166,3.1,0,0.8971337520154246,127.625522,15.811849,snia-cosmo,norm,1.0,1.0,2019ces,100.0,127.6261671836279,15.81120054849842,10.234,0.1585212919452778,1.32269653,0.019209372712,0.6462717548767289,9.423,0.121,1.36169653,0.021260291625,1.1449996853268664e-11,39628162979594703,9906627327427023,b'GALAXY',127.6261671836279,15.811200548498421,5764607523034234880,0.04293421175303889,0,b'main',b'bright'
1135,ZTF19aanesxt,0.04636378,1.185e-05,z_gal,58578.26123405581,0.001820094,0.5935009872137572,-0.059442214,0.089114266,5.603116594093504e-05,0.096906552,0.028034377,2.206955043021917e-08,-0.001304342,-0.000176009,-7.61e-07,-1.35e-06,0.000162819,0.013216359,3.1,0,0.3715074645450704,158.663694,53.973045,snia-cosmo,norm,1.0,1.0,2019cmh,100.0,158.66599345780173,53.97244758262466,9.245,0.1046947945219818,0.78469653,0.025,1.584399638210323,7.946,0.053,1.00069653,0.094921019801,0.0,39633307578664950,9907738503940086,b'GALAXY',158.66599345780173,53.97244758262466,5764607523034234880,0.04636405660166955,0,b'main',b'bright'
1141,ZTF19aanhdwf,0.09503712,1.894e-05,z_gal,58574.38139466969,0.000431162,0.431122977,0.046115075,0.3627884859997721,1.7774220635501347e-05,0.3491924422205522,0.042453595,-9.33e-07,-0.014273092,0.000411601,-1.86e-06,-5.35e-07,-0.001338273,0.016437711,3.1,0,0.7554822551446194,174.668982,3.682565,snia-cosmo,norm,1.0,1.0,2019ceb,100.0,174.66792015132023,3.681891233818207,9.7,0.1104943437466371,0.67769653,0.036619666847,2.0080096093322,7.373,0.43,0.29769653,1.628371579216,0.0,39627878232493659,9906622878256731,b'GALAXY',174.66792015132023,3.681891233818207,5764607523034234880,0.09504479700311341,0,b'main',b'bright'
1142,ZTF19aanhgqg,0.02786203,1.266e-05,z_gal,58575.14601227106,0.002472436,-2.230062331,0.076054702,0.1360790159524185,9.17704148788764e-05,0.1238019722511418,0.038043577,9.407874289703156e-07,-0.000663646,-0.000804527,-2.22e-06,-2.78e-06,-0.000151996,0.011352565,3.1,0,0.037317253,212.204831,35.614174,snia-pec,91bg,1.0,1.0,2019cdc,100.0,212.2008367765061,35.612933345350726,10.829,0.1696142682677374,1.32869653,0.018439088915,0.8470882239802576,9.136,0.124,1.29269653,0.021931712199,8.318152188467284e-11,39632991172952868,9907733560099620,b'GALAXY',212.20083677650612,35.612933345350726,5764607523034234880,0.027869814662217954,0,b'main',b'bright'
1146,ZTF19aanipyw,0.10015837,4.5e-05,z_gal,58569.80914,0.000457432,2.147673281170185,0.1826974414374751,0.7427286766978796,1.877485561842352e-05,0.3680034037770205,0.039708996,-5.36e-06,-0.109606721,3.3145110943021014e-05,-6.92e-07,-4.82e-07,-0.002416116,0.033728813,3.1,0,0.053014877,261.874946,33.223361,snia,,1.0,1.0,2019cmc,100.0,261.8777395709603,33.223598684975485,10.197,0.1044030650891055,0.90669653,0.032449961479,2.355610541620372,8.119,0.377,1.14269653,3.718001210328,0.0,39632946914657764,9907732868564452,b'GALAXY',261.8777395709603,33.223598684975485,5764607523034234880,0.10016381163715592,0,b'main',b'bright'
1152,ZTF19aanmclt,0.04581577,1.616e-05,z_gal,58567.54177054143,0.000306686,-2.70041272,0.4665552641230469,0.3309824579700944,1.8936548809103004e-05,0.3601277955718218,0.054488131,-1.84e-06,0.009768243,0.003681615,-2.18e-06,-8.83e-07,0.003018318,0.040932892,3.1,0,0.004156042,227.838489,11.394106,snia-pec,91bg,1.0,1.0,2019cmt,100.0,227.8394911590556,11.39201931805089,10.891,0.1569745202254175,1.33269653,0.017691806013,0.9402551337309176,9.001,0.101,1.31269653,0.026907248094,1.0030235295930847e-10,39628064728026125,9906625792248845,b'GALAXY',227.83949115905557,11.39201931805089,5764607523034234880,0.04581675854532947,0,b'main',b'bright'
1153,ZTF19aanmdsr,0.11369535,1.108e-05,z_gal,58581.60446806786,0.000507988,0.8038322699321246,-0.007647255,0.079791222,1.5617800470795167e-05,0.087048412,0.030015761,-5.44e-08,0.001173952,2.1623462642759825e-05,-1.48e-07,-4.01e-07,-3.58e-05,0.017126294,3.1,0,3.915857993252069e-05,258.036851,55.306826,snia-pec,03fg,1.0,1.0,2019cng,100.0,258.0364538765584,55.30686250658869,8.931,0.1457257698555749,0.14669653,0.128265349959,0.5970247936776574,8.385,0.09,0.21769653,0.141410749238,0.0,39633326092324272,9907738793217456,b'GALAXY',258.0364538765584,55.30686250658869,5764607523034234880,0.11369542629399793,0,b'main',b'bright'
1154,ZTF19aanmeyw,0.05490155,1.479e-05,z_gal,58576.28887375111,0.000734765,1.0646128497021206,0.2386293062818132,0.219475093,2.5546005187170723e-05,0.1963221735368748,0.031558008,4.6083687548377765e-09,-0.014469187,-0.000235583,-1.04e-06,-6.55e-07,-0.000332932,0.070589387,3.1,0,0.8604452153003969,244.364688,0.986732,snia,,1.0,1.0,2019cjq,100.0,244.36415921723903,0.9870230123245984,9.115,0.1033247308247159,1.13469653,0.032557641192,0.8524227512763981,8.684,0.029,1.06969653,0.039623225512,0.0,39627812985900454,9906621858778534,b'GALAXY',244.36415921723903,0.9870230123245985,5764607523034234880,0.054893019502414535,0,b'main',b'bright'
1159,ZTF19aanuhox,0.05973806,1.053e-05,z_gal,58585.68017098333,0.001267623,0.4566838930232951,-0.088748855,0.077949636,3.7334928580232325e-05,0.062787853,0.026997479,1.9075492469014869e-07,-0.001439645,-0.000180475,1.0435631654684689e-07,-8.66e-07,-0.000241763,0.021626468,3.1,0,0.051304601,259.822257,48.772281,snia-cosmo,norm,1.0,1.0,2019cqd,100.0,259.8227515732236,48.77354535668671,9.549,0.1066255128944288,0.80769653,0.022203603311,0.7262949362576812,8.727,0.032,0.74169653,0.034,1.3486285657591148e-10,39633229216481739,9907737279529419,b'GALAXY',259.82275157322357,48.77354535668671,5764607523034234880,0.059745695945390365,2,b'main',b'bright'
1162,ZTF19aanukbi,0.08378267,2.219e-05,z_gal,58578.28966322701,0.000450337,-1.935560882,0.008088091,0.099264442,1.4188940546101687e-05,0.1045252908867609,0.029388651,9.9668023909778e-10,-0.000926376,-0.000242566,-2.14e-07,-3.51e-07,4.758044654199607e-05,0.062331013,3.1,0,0.5307938224864116,263.634197,19.33058,snia-cosmo,norm,1.0,1.0,2019cnh,100.0,263.64397586494886,19.33616595378604,11.37,0.1624315240339756,1.29469653,0.019849433241,3.980572645605659,,-9.0,,,2.289999370653732e-11,39628245905182257,9906628623142449,b'GALAXY',263.64397586494886,19.336165953786036,5764607523034234880,0.0837790170833597,0,b'main',b'bright'
1163,ZTF19aanutko,0.10051101,2.008e-05,z_gal,58579.49518102398,0.000260693,-0.828292511,0.055552711,0.1265327632900152,8.352992451781364e-06,0.1633662853507383,0.030888533,1.9142790801281032e-08,0.001011591,-0.000160173,-2.02e-07,-2.17e-07,-3.85e-05,0.040782407,3.1,0,0.068371624,249.783638,24.778644,snia,,1.0,1.0,2019cyv,100.0,249.7844518561686,24.77777610805188,10.651,0.1176605286406618,1.18769653,0.023021728866,0.8508965865429688,8.75,0.052,1.00569653,0.080056230239,2.289999370653732e-11,39628368995424037,9906630546429733,b'GALAXY',249.7844518561686,24.777776108051878,5764607523034234880,0.10050268694375288,0,b'main',b'bright'
1164,ZTF19aanuuen,0.07007517,1.094e-05,z_gal,58583.15248,0.000767275,0.3487991717634014,0.057694516,0.1259792550517886,2.548903343245717e-05,0.1352987453795551,0.029604688,7.604414808778371e-08,-0.000418048,-0.000185001,-1.05e-06,-6.26e-07,0.000583444,0.031111456,3.1,0,0.5937995582654245,237.838224,8.271456,snia,,1.0,1.0,2019crr,100.0,237.83773589913088,8.271654091106685,10.072,0.1041201229350023,0.91769653,0.019849433241,0.4603368940060536,9.334,0.028,0.93469653,0.026907248094,0.0,39627987481526884,9906624585269860,b'GALAXY',237.83773589913088,8.271654091106685,5764607523034234880,0.07007533995202551,0,b'main',b'bright'
1166,ZTF19aanwwlo,0.07905994,1.06e-05,z_gal,58582.43196886213,0.000794779,-0.065082632,-0.038664782,0.2048169950066949,3.525476508883709e-05,0.2860315335122268,0.041732999,6.226307018099445e-07,0.008602317,-0.000402179,-5.01e-06,-1.21e-06,0.0038608,0.021114435,3.1,0,0.127939145,195.122049,0.597996,snia-cosmo,norm,1.0,1.0,2019cnx,100.0,195.1226763799989,0.5988829836384966,10.831,0.1226417547167358,1.16869653,0.019209372712,0.7303602217327113,9.239,0.06,1.14469653,0.024758836806,0.0,39627800080026050,9906621657123266,b'GALAXY',195.1226763799989,0.5988829836384966,5764607523034234880,0.07905996204587663,0,b'main',b'bright'
1170,ZTF19aanxrkt,0.08693719,1.162e-05,z_gal,58583.63736167402,0.000455418,0.6313883598660611,0.060945476,0.2515485416151932,2.176950777251453e-05,0.2834387365658589,0.041497845,-6.83e-07,0.004405122,0.000559535,-3.55e-06,-7.69e-07,0.004989824,0.039665032,3.1,0,0.5063764436652298,232.447967,7.201246,snia-cosmo,norm,1.0,1.0,2019dbi,100.0,232.4478466012144,7.201283187164716,9.137,0.1030776406404415,0.79069653,0.048020828814,0.4699099330697536,8.696,0.024,0.96369653,0.049578221025,1.0151105751791128e-10,39627963427194774,9906624209422230,b'GALAXY',232.44784660121442,7.201283187164716,5764607523034234880,0.08693712503293417,0,b'main',b'bright'
1175,ZTF19aaobwpx,0.05261777,1.01e-05,z_gal,58589.41977,0.001427028,-0.208552892,-0.017516179,0.053060104,4.285631387833605e-05,0.069406739,0.026808665,2.774560480441209e-07,-0.000558611,-0.0001663,-2.62e-07,-9.92e-07,-7.78e-06,0.017693606,3.1,0,0.9861956543491688,233.910411,35.011749,snia-cosmo,norm,1.0,1.0,2019czy,100.0,233.91146180596203,35.01291208467135,9.164,0.1062826420446913,0.56069653,0.028653097564,1.3656184074167703,8.117,0.051,0.72369653,0.062177166227,0.0,39632981588967539,9907733410349171,b'GALAXY',233.91146180596203,35.01291208467135,5764607523034234880,0.052617527032473126,0,b'main',b'bright'
1190,ZTF19aapcvdi,0.07667719,1.277e-05,z_gal,58586.91365611375,0.000630823,0.9960734936653785,-3.3e-05,0.4605859871844586,3.354079126704969e-05,0.6805279194595792,0.046584375,3.677015375205503e-06,-0.155950985,-0.003974322,-1.51e-05,-1.19e-06,0.010506999,0.03354077,3.1,0,0.5114485028891629,131.505343,3.634298,snia-cosmo,norm,1.0,1.0,2019cza,100.0,131.5036070282735,3.635822535106779,10.329,0.1014347080638575,0.93869653,0.021400934559,1.2884887048923082,8.206,0.139,1.00469653,0.116180893438,0.0,39627877511071338,9906622866982506,b'GALAXY',131.5036070282735,3.635822535106779,5764607523034234880,0.07667639766161781,0,b'main',b'bright'
1191,ZTF19aapcvxi,0.06337326,2.17e-05,z_gal,58588.34508153946,0.000862173,-1.555368592,-0.053162997,0.2450257901509758,4.242650414208705e-05,0.4157593225343118,0.045425652,3.27938903174164e-06,-0.007126392,-0.004189535,-9.18e-06,-1.61e-06,0.005520862,0.038486038,3.1,0,0.7249223205501076,142.006118,4.012069,snia-cosmo,norm,1.0,1.0,2019dag,100.0,142.00660182874415,4.011649899060732,10.035,0.1318938967503803,1.23769653,0.020615528128,0.5950462403657277,9.141,0.076,1.21769653,0.023430749028,0.0,39627883718640878,9906622963975406,b'GALAXY',142.00660182874415,4.011649899060732,5764607523034234880,0.06337498960391301,0,b'main',b'bright'
1203,ZTF19aaphntn,0.09175941,1.364e-05,z_gal,59054.658952327576,0.000550105,1.002931157290259,-0.015509977,0.122797844,1.6628724010376965e-05,0.1172258167439669,0.027635172,6.072781540074561e-08,-0.004304329,-8.75e-05,-2.2e-07,-3.89e-07,-6.98e-05,0.059578999,3.1,0,0.9086089315314588,252.48716,25.704537,snia-cosmo,norm,1.0,1.0,2020pjh,100.0,252.48480315452568,25.70576147619362,8.962,0.1044030650891055,0.56569653,0.075286120899,6.570476453392988,6.126,0.36,0.16069653,2.421480538844,0.0,39628390919049020,9906630888984380,b'GALAXY',252.48480315452568,25.70576147619362,5764607523034234880,0.09175709481379142,0,b'main',b'bright'
1205,ZTF19aapnzde,0.07086945,1.011e-05,z_gal,58596.40188,0.000832298,0.2700384527155219,-0.069296982,0.071523191,2.486446366826089e-05,0.073476929,0.027441623,1.1655065325409112e-07,0.000596053,-0.000246575,-1.31e-07,-5.77e-07,-0.000189806,0.012973691,3.1,0,0.000248449,224.451228,34.478189,snia-cosmo,norm,1.0,1.0,2019dku,100.0,224.45048761544496,34.47824279608962,9.93,0.1012719112093773,0.68569653,0.020808652047,0.5298048741383422,9.119,0.021,0.65769653,0.022803508502,0.0,39632971510058794,9907733252869930,b'GALAXY',224.45048761544496,34.47824279608962,5764607523034234880,0.07087044863316665,0,b'main',b'bright'
1210,ZTF19aapszzy,0.05820294,1.262e-05,z_gal,58596.82367313735,0.001155426,-0.695856686,0.031084709,0.061446652,3.521086374112673e-05,0.066271987,0.027893441,7.17113219919678e-08,0.000680118,-0.000112621,-1.79e-07,-8.4e-07,-7.75e-05,0.012205245,3.1,0,0.999913757,223.12534,37.062147,snia-cosmo,norm,1.0,1.0,2019dkx,100.0,223.122737863138,37.060878768891,10.846,0.1209297316626478,1.07469653,0.018439088915,1.0131828065267732,9.258,0.037,1.09669653,0.02334523506,0.20450893137515933,39633020600193086,9907734019903550,b'GALAXY',223.12279699232664,37.06084713435887,5764607523034234880,0.05820135454554896,0,b'main',b'bright'
1211,ZTF19aaptwpu,0.06921031,1.063e-05,z_gal,58598.31613084373,0.001058606,0.74629203,-0.048562065,0.1882111573395377,3.342561610141209e-05,0.1687130380679643,0.030791464,-2.05e-08,-0.012077862,3.179469178538263e-05,-5.1e-07,-8.52e-07,-0.000417347,0.099149617,3.1,0,0.3193424965786953,146.525543,67.206972,snia-cosmo,91t,1.0,1.0,2019dlh,100.0,146.526747405614,67.20692677296404,9.37,0.1049952379872535,0.68969653,0.042201895692,0.9298144971817152,8.363,0.041,0.67169653,0.079924964811,0.0,39633465070586900,9907740964752404,b'GALAXY',146.526747405614,67.20692677296404,5764607523034234880,0.06920993898260823,0,b'main',b'bright'
1219,ZTF19aaqaeaj,0.08647428,1.106e-05,z_gal,58218.73945759645,0.000331501,0.4273789587787649,-0.013947908,0.6794806785437686,2.563164840295025e-05,0.5199697659289358,0.06412,-4.59e-06,-0.120357247,0.010200836,-7.39e-06,-1.38e-06,0.011189588,0.065547126,3.1,0,0.066539054,251.256817,3.767583,snia-cosmo,norm,1.0,1.0,2018axx,100.0,251.25571039261288,3.7676916886794927,10.104,0.1012719112093773,0.97369653,0.022203603311,0.8818823554708723,8.706,0.051,0.86369653,0.060207972894,0.0,39627879515952242,9906622898312306,b'GALAXY',251.25571039261288,3.7676916886794927,1152921504606846976,0.08647457860558685,0,b'main',b'bright'
1220,ZTF19aaqcqkv,0.06697718,1.093e-05,z_gal,58600.83235639066,0.0010598,0.682258968,-0.116983236,0.1344199296036095,3.217102533848836e-05,0.098830022,0.030075962,4.690048496518401e-07,-0.004297551,-0.000478341,-8.35e-08,-8.01e-07,-0.000549712,0.010442467,3.1,0,0.004328787,196.076819,33.471065,snia-cosmo,norm,1.0,1.0,2019dpu,100.0,196.07831501970307,33.47018111857099,9.072,0.1187265766372466,0.65269653,0.025238858928,1.385330142046228,7.207,0.149,0.74469653,0.170487536201,0.0,39632951041854422,9907732933053398,b'GALAXY',196.07831501970307,33.47018111857099,5764607523034234880,0.06677016242183431,0,b'main',b'bright'
1221,ZTF19aaqeisc,0.14830696,1.139e-05,z_gal,58594.96201643661,0.000180547,-0.56730965,-0.096038021,0.112608296,5.96574124641409e-06,0.1278700683870078,0.035617143,-6.03e-08,0.004419705,6.636282120559198e-07,-1.68e-07,-1.72e-07,4.681483292413621e-05,0.015747342,3.1,0,0.000216095,223.401262,30.922756,snia-cosmo,norm,1.0,1.0,,100.0,223.4012595022628,30.9227657476247,9.695,0.1232233744059949,0.45969653,0.086884981441,0.0195016115256207,8.857,0.048,0.63369653,0.082969874051,8.777473226837213e-11,39628502210707523,9906632627912771,b'GALAXY',223.40125950226277,30.9227657476247,5764607523034234880,0.14830742093390326,0,b'main',b'bright'
1231,ZTF19aardunx,0.04295695,1.551e-05,z_gal,58601.21252200071,0.001280968,-0.346061649,0.2342031144170023,0.2277952791228017,4.615926331708454e-05,0.1355894912465557,0.031943319,6.874227143092454e-07,-0.012219084,-0.000893231,-1.13e-06,-1.24e-06,-0.000103053,0.042914735,3.1,0,0.066997602,233.861868,8.386483,snia-cosmo,norm,1.0,1.0,2019dpw,100.0,233.8618639062285,8.388130188901286,10.309,0.1151043005278256,1.54869653,0.019849433241,0.5815257318630168,9.41,0.032,1.60169653,0.023430749028,0.0,39627993395496846,9906624677676942,b'GALAXY',233.8618639062285,8.388130188901286,5764607523034234880,0.04295694896152864,0,b'main',b'bright'
