ZTF_Unnamed: 0,ztfname,ZTF_redshift,ZTF_redshift_err,ZTF_source,ZTF_t0,ZTF_x0,ZTF_x1,ZTF_c,ZTF_t0_err,ZTF_x0_err,ZTF_x1_err,ZTF_c_err,ZTF_cov_t0_x0,ZTF_cov_t0_x1,ZTF_cov_t0_c,ZTF_cov_x0_x1,ZTF_cov_x0_c,ZTF_cov_x1_c,ZTF_mwebv,ZTF_mwr_v,ZTF_mwebv_err,ZTF_fitprob,ZTF_ra,ZTF_dec,ZTF_sn_type,ZTF_sub_type,ZTF_lccoverage_flag,ZTF_fitquality_flag,ZTF_iau_name,ZTF_frac_fitted,ZTF_ra_host_global,ZTF_dec_host_global,ZTF_mass_global,ZTF_mass_err_global,ZTF_restframe_gz_global,ZTF_restframe_gz_err_global,ZTF_d_dlr_global,ZTF_mass_local,ZTF_mass_err_local,ZTF_restframe_gz_local,ZTF_restframe_gz_err_local,ZTF_DESI_METADATA_ang_sep_arcsec,DESI_METADATA_TARGETID,DESI_METADATA_LS_ID,DESI_METADATA_SPECTYPE,DESI_METADATA_RA,DESI_METADATA_DEC,DESI_METADATA_DESI_TARGET,DESI_METADATA_Z,DESI_METADATA_ZWARN,DESI_METADATA_SURVEY,DESI_METADATA_PROGRAM
97,ZTF18aanygjk,0.06180617,1.349e-05,z_gal,58652.93163705723,0.001404977,0.7993006161741982,0.013729996,0.058166647,4.25461133984037e-05,0.076688543,0.027408719,1.6422299939023917e-07,0.00024552,-0.000104731,-4.43e-07,-1e-06,6.17362360704288e-05,0.029561967,3.1,0,6.7873667915208295e-06,273.063952,56.619776,snia-cosmo,norm,1.0,1.0,2019haw,100.0,273.0636098021655,56.62001818856893,10.843,0.1203702621082134,1.15669653,0.017029386366,0.1615300101581802,10.343,0.047,1.10769653,0.016970562748,0.0,39633343226054145,9907739060930049,b'GALAXY',273.0636098021655,56.62001818856893,5764607523034234880,0.061804971615633454,0,b'main',b'bright'
100,ZTF18aaobjwr,0.11038691,2.816e-05,z_gal,58236.18836638301,0.000244664,-2.011303058,-0.075619705,0.2056664105366508,1.0248506292672528e-05,0.2760527626222016,0.039586642,-5.75e-07,0.002029624,0.001157062,-1.1e-06,-3.19e-07,0.000903837,0.015558706,3.1,0,0.028544286,174.146216,34.589456,snia-cosmo,norm,1.0,1.0,,98.79518072289156,174.14519783444467,34.589449698793885,10.634,0.1198165264060012,1.37969653,0.028653097564,0.5231134783081158,9.296,0.064,1.48569653,0.104623133197,0.0,39632970813803077,9907733241989701,b'GALAXY',174.14519783444467,34.589449698793885,5764607523034234880,0.11038017630141264,0,b'main',b'bright'
106,ZTF18aaommeg,0.11006606,3.454e-05,z_gal,58246.94116709788,0.000360338,1.0092778014410284,0.042740845,0.2168229626768152,1.1496013602736287e-05,0.1305684490880286,0.03169832,-2.59e-07,-0.01277907,0.000362167,-4.12e-08,-2.99e-07,-0.000821745,0.029914748,3.1,0,0.1500615826931261,254.714877,30.184943,snia-cosmo,91t,1.0,1.0,,100.0,254.714788589854,30.1852124220346,9.947,0.1386217876093076,1.39869653,0.036619666847,0.4425544705336694,9.742,0.069,1.46869653,0.074323616704,0.24519374836395938,39628487044107823,9906632390938159,b'GALAXY',254.71477659855486,30.18514510601365,5764607523034234880,0.11005964814254739,0,b'main',b'bright'
108,ZTF18aaoufjt,0.02983007,1.097e-05,z_gal,58636.56445397208,0.000456535,1.160252848329491,0.7339740375574045,0.1543407432181993,1.5321293405049684e-05,0.145090175,0.02940539,-1.8e-07,-0.00137968,0.000167007,-3.54e-08,-3.99e-07,-0.000159215,0.015648105,3.1,0,0.9096677003453228,215.321789,35.508844,snia-cosmo,99aa,1.0,1.0,2019fyi,100.0,215.3224707102314,35.50939535033654,9.882,0.1069766329625306,0.92369653,0.020615528128,0.3795127493702664,9.466,0.04,0.98769653,0.018439088915,0.0,39632991214896898,9907733560755970,b'GALAXY',215.3224707102314,35.50939535033654,5764607523034234880,0.029828678277900398,0,b'main',b'bright'
124,ZTF18aaqehoc,0.06206565,1.248e-05,z_gal,58251.28410292513,0.000983904,-0.524963638,0.037731701,0.048216746,2.928278289962116e-05,0.046799488,0.026904385,1.822633591636829e-07,-0.000413942,-0.00016679,1.3969782796566261e-08,-6.79e-07,-0.000164359,0.014565016,3.1,0,0.000242107,228.185602,40.10991,snia-cosmo,norm,1.0,1.0,2018bgq,100.0,228.1856547901496,40.1098932817581,9.989,0.1066255128944288,1.06469653,0.019104973175,0.0362196837611837,9.645,0.037,1.18569653,0.017691806013,2.347618936786875e-10,39633077516894347,9907734909223051,b'GALAXY',228.18565479014953,40.1098932817581,5764607523034234880,0.06208048215687806,0,b'main',b'bright'
130,ZTF18aaqgbju,0.09368286,1.967e-05,z_gal,58238.73919288484,0.000773461,0.817581232,0.037949103,0.2044590812693059,2.6618894678291964e-05,0.1664926323639058,0.031328895,6.678535854519991e-07,-0.006173479,-0.001298784,-1.35e-06,-6.37e-07,-0.000445721,0.027459245,3.1,0,0.7011381355033587,236.566628,29.094635,snia,,1.0,1.0,2018bfk,100.0,236.56668058493224,29.09420980301825,9.201,0.125,0.49969653,0.069260378284,1.2546506128504706,7.749,0.138,0.46769653,0.197362610441,0.0,39628460494161263,9906631976093039,b'GALAXY',236.56668058493224,29.09420980301825,5764607523034234880,0.09368319415730418,0,b'main',b'bright'
141,ZTF18aaqpsvo,0.13505192,1.142e-05,z_gal,58250.29847086867,0.000115036,-0.869565262,-0.02446805,0.3616071741198539,5.36422976453199e-06,0.3847845450746637,0.049922132,4.995018350010207e-07,0.002588668,-0.006243616,-9.06e-07,-1.88e-07,0.000880444,0.010518608,3.1,0,0.088253658,199.627167,32.002056,snia-cosmo,norm,1.0,1.0,,100.0,199.62735146103432,32.00240131410042,9.587,0.1030776406404415,0.89969653,0.085615419172,0.6463376103633857,8.446,0.079,0.74269653,0.169094648053,0.0,39628522506948091,9906632945044987,b'GALAXY',199.62735146103432,32.00240131410042,5764607523034234880,0.13505198552906525,0,b'main',b'bright'
155,ZTF18aarldnh,0.10782074,2.537e-05,z_gal,58257.43942868407,0.000301456,-0.331465331,0.0443338,0.1136617087759077,1.0423735588864578e-05,0.1572547073319985,0.032033119,9.215150895714162e-09,0.010073849,-1.72e-05,-5.14e-07,-2.87e-07,0.001054041,0.012308656,3.1,0,0.026101627,195.655415,55.9257,snia-cosmo,norm,1.0,1.0,2018lpd,100.0,195.65601543920727,55.92418474898652,11.015,0.1161077086157504,1.11069653,0.023430749028,0.8435537336595309,8.78,0.046,1.00469653,0.080056230239,0.0,39633335768580547,9907738944405955,b'GALAXY',195.65601543920727,55.92418474898652,5764607523034234880,0.10780528078591009,0,b'main',b'bright'
157,ZTF18aarohda,0.10294518,1.134e-05,z_gal,58259.34965352393,0.000480789,1.8223867822709088,0.023386973,0.2131556607528182,1.6551065578744893e-05,0.2019580199440274,0.032658881,-4.29e-08,-0.018274934,-1.94e-06,-1e-06,-4.53e-07,0.000821602,0.009995806,3.1,0,0.7289795856202758,195.640399,36.387511,snia-cosmo,91t,1.0,1.0,2018bml,100.0,195.6404834518548,36.38703651530041,10.232,0.1017889974407843,1.41669653,0.026248809497,0.4606997183812437,8.847,0.036,1.07469653,0.069354163538,8.236898303616228e-11,39633010538055331,9907733862680227,b'GALAXY',195.64048345185478,36.38703651530041,5764607523034234880,0.10294482643789322,0,b'main',b'bright'
159,ZTF18aarqnje,0.11482573,1.698e-05,z_gal,58260.06773707483,0.000423228,0.4394017001541014,-0.164640056,0.087276714,1.2985386696820776e-05,0.089280661,0.030213103,2.1204610664685122e-07,-0.003060601,-0.00054816,-1.77e-07,-3.34e-07,4.458569475037676e-05,0.020005812,3.1,0,0.00272738,251.353341,35.95602,snia-cosmo,norm,1.0,1.0,2018bvd,100.0,251.3518750485971,35.95577100301611,9.313,0.1059481005020854,0.56469653,0.092357999112,2.1245867309816884,6.429,0.408,0.89669653,1.446634715469,0.0,39633001532885023,9907733721974815,b'GALAXY',251.3518750485971,35.95577100301611,5764607523034234880,0.11482397457885703,0,b'main',b'bright'
160,ZTF18aartjmf,0.08779126,1.431e-05,z_gal,58324.31740762224,0.000706709,-0.019270125,-0.191670816,0.231166921,3.177495891925296e-05,0.354404208,0.044401622,-1.45e-06,0.001853845,0.000150874,-6.95e-06,-1.06e-06,0.006426049,0.029998776,3.1,0,0.084704701,231.744934,8.261434,snia-cosmo,norm,1.0,1.0,2018emx,100.0,231.7448560070433,8.262001575125256,11.075,0.107335921293852,1.20669653,0.02,0.3926560575615314,9.628,0.038,1.01869653,0.021400934559,0.0,39627987376673934,9906624583636110,b'GALAXY',231.7448560070433,8.262001575125256,5764607523034234880,0.08779191622119246,0,b'main',b'bright'
162,ZTF18aarwxum,0.08458952,1.076e-05,z_gal,58693.57147476287,0.000523351,0.8152153866051584,0.00171265,0.082433568,1.5304269619782827e-05,0.067511349,0.026776547,3.489043919400553e-08,-0.001495892,-0.000113516,5.421792942968904e-08,-3.52e-07,-0.000270571,0.036405548,3.1,0,0.0151465,267.371475,58.569408,snia-cosmo,norm,1.0,1.0,2019lme,100.0,267.37145864003804,58.56941658958751,9.37,0.1035808862676893,0.52869653,0.044011362169,0.0172603221288135,8.631,0.034,0.45469653,0.062361847311,5.7249984266343304e-11,39633369213962690,9907739466992066,b'GALAXY',267.37145864003804,58.569416589587505,5764607523034234880,0.08458638556626737,0,b'main',b'bright'
164,ZTF18aarymnz,0.0232897,1.001e-05,z_gal,58231.895838311575,0.006723656,0.333029273,-0.021198325,0.1876644825533731,0.000259308,0.3012694198860907,0.037380919,-9.38e-06,0.008112306,0.002098962,-1.83e-05,-8.07e-06,0.000128367,0.055342724,3.1,0,0.9963471683066856,109.482989,40.985537,snia-cosmo,norm,1.0,1.0,2018azu,100.0,109.48788981032708,40.98307370611754,9.828,0.1332066064427737,1.00369653,0.019849433241,1.878000387588329,7.404,0.109,0.81369653,0.125099960032,1.144999685326866e-11,39633094419942003,9907735173335667,b'GALAXY',109.48788981032708,40.983073706117544,5764607523034234880,0.02328988757246373,0,b'main',b'bright'
167,ZTF18aashtth,0.09350827,1.169e-05,z_gal,58259.51361502014,0.000367909,0.3118220801317242,0.04104184,0.1525471227942034,1.2153431102567724e-05,0.1534468732453927,0.031450726,3.21877036829273e-07,-0.010988158,-0.000667474,-5.34e-07,-3.19e-07,0.000537459,0.048177479,3.1,0,0.8544433063145542,266.672511,27.589696,snia,,1.0,1.0,2018cjw,99.01960784313724,266.6727394593853,27.58955721270909,9.707,0.1062826420446913,0.71469653,0.038910152917,0.2387136735403806,8.879,0.031,0.66669653,0.05,1.8280670514632741e-10,39628428982355360,9906631483721120,b'GALAXY',266.67273945938535,27.589557212709092,1152921504606846976,0.09350572454734425,0,b'main',b'bright'
168,ZTF18aaslhxt,0.05510336,1.114e-05,z_gal,58263.41770497856,0.001543106,0.3169313209715985,-0.08676827,0.035754895,4.502060343683967e-05,0.035377136,0.026033266,2.105221215101055e-07,-0.000386056,-0.000134385,2.1501437860089853e-07,-1.02e-06,-0.000214865,0.048174609,3.1,0,0.058743995,276.107921,44.130445,snia-cosmo,norm,1.0,1.0,2018btk,99.80988593155894,276.10567740087424,44.1305374934252,9.726,0.1017889974407843,0.56169653,0.019104973175,1.908433045459726,8.212,0.048,0.43669653,0.09915644205,0.0,39633154423652617,9907736110891273,b'GALAXY',276.10567740087424,44.1305374934252,5764607523034234880,0.0551022231471224,0,b'main',b'bright'
169,ZTF18aasprui,0.0380507,1.012e-05,z_gal,58347.54384172348,0.001945934,-2.013348078,-0.005149034,0.09370311,5.965149971836128e-05,0.048068607,0.027734715,-2.95e-07,-0.001387564,-0.000180991,2.0356979379184865e-07,-1.43e-06,-0.000132674,0.014113379,3.1,0,0.9741121925819882,243.640791,36.943455,snia-cosmo,norm/04gs,1.0,1.0,2018euz,100.0,243.6402208515554,36.943774054776654,10.128,0.1062826420446913,1.00069653,0.019104973175,0.2742796625396517,9.369,0.048,0.96369653,0.021931712199,0.0,39633020877015933,9907734024227709,b'GALAXY',243.6402208515554,36.943774054776654,5764607523034234880,0.03805119117850674,0,b'main',b'bright'
172,ZTF18aataafd,0.07705664,1.085e-05,z_gal,58260.11126009939,0.0006408,-1.14587825,-0.132826313,0.1741296017535205,2.0848963250374173e-05,0.1456148968775145,0.029932448,5.225756471623713e-07,-0.016254763,-0.000791438,-7.91e-07,-5.3e-07,0.000740962,0.010826355,3.1,0,0.5861755773284035,214.837248,36.172048,snia-cosmo,norm,1.0,1.0,2018cbf,100.0,214.8366715815594,36.17226131109343,9.64,0.1026109155986827,0.68669653,0.023021728866,0.5725710943584652,9.037,0.031,0.83569653,0.031112698372,8.259593568124588e-11,39633005924321997,9907733790591693,b'GALAXY',214.83667158155941,36.17226131109343,5764607523034234880,0.07705629260571317,0,b'main',b'bright'
173,ZTF18aatrkga,0.02763214,1.012e-05,z_gal,59089.332811052125,0.002571115,0.1858108163162982,0.2440970040729647,0.1150378726961207,8.467515643478156e-05,0.078232463,0.030386865,2.794419837506661e-07,-0.003820519,-0.000192502,-3.62e-07,-2.23e-06,-0.000163256,0.035594603,3.1,0,0.8873454683949449,273.004455,51.724581,snia-cosmo,norm,1.0,1.0,2020rgz,100.0,273.00600143329007,51.724793730169225,9.759,0.1062826420446913,0.73369653,0.019104973175,0.3671697553372958,9.135,0.06,0.88969653,0.019104973175,0.0,39633275806815053,9907738007507789,b'GALAXY',273.00600143329007,51.724793730169225,5764607523034234880,0.027632279091827364,0,b'main',b'bright'
179,ZTF18aaunfqq,0.07108031,1.013e-05,z_gal,58267.91602744148,0.000663543,-0.825737433,0.01835056,0.05818791,2.0221341433931484e-05,0.063884095,0.027200709,-7.9e-08,0.000519696,9.059721083826324e-06,-1.78e-07,-4.75e-07,4.2823745337174513e-05,0.008497173,3.1,0,0.3097444659992364,238.579977,39.453963,snia-cosmo,norm,1.0,1.0,2018lpb,100.0,238.5795732393116,39.45388554346004,9.798,0.1033247308247159,0.91169653,0.023600847442,0.3689499693103905,9.359,0.026,0.85569653,0.021400934559,7.900355880720067e-11,39633068343952367,9907734765896687,b'GALAXY',238.57957323931157,39.45388554346004,5764607523034234880,0.07107430728364722,0,b'main',b'bright'
180,ZTF18aauocnw,0.08865003,1.901e-05,z_gal,58269.85594508045,0.000559299,-0.076151278,-0.044165468,0.07805003,1.685352487919132e-05,0.078214614,0.02786699,2.2226889402501373e-08,-0.001152684,-0.000176541,-1.48e-07,-4.01e-07,-4.17e-05,0.031388391,3.1,0,2.1553832065402063e-06,271.165145,41.549484,snia-cosmo,norm,1.0,1.0,2018cae,99.23076923076924,271.1642815179489,41.55006049014658,10.177,0.1038460398859773,0.98269653,0.023021728866,0.771354734377498,8.8,0.048,0.97869653,0.127027556066,1.5314500190395508e-10,39633105572599111,9907735347598663,b'GALAXY',271.16428151794895,41.55006049014658,5764607523034234880,0.08874824356296464,0,b'main',b'bright'
183,ZTF18aauworo,0.04977343,1.274e-05,z_gal,58269.83050983822,0.001770986,-0.153688155,-0.043164604,0.3600967556230898,6.993380467574541e-05,0.1486096047858634,0.031452973,-1.06e-05,-0.025729102,0.002379149,-5.16e-07,-1.85e-06,-2.02e-05,0.051283922,3.1,0,0.796733108,239.671057,21.120444,snia-cosmo,norm,1.0,1.0,2018bwb,100.0,239.66967705426765,21.11751791897567,9.363,0.1062826420446913,0.79769653,0.027658633372,2.400115834109724,7.024,0.204,0.17469653,0.359555280868,0.0,39628285277110779,9906629238325755,b'GALAXY',239.66967705426765,21.11751791897567,5764607523034234880,0.04977376300454536,0,b'main',b'bright'
185,ZTF18aavjnfx,0.05646276,2.912e-05,z_gal,58260.35255689653,0.001364064,1.979902896,-0.013176165,0.3216668245950131,5.0559826752573454e-05,0.2785495653927897,0.033121572,1.6198550802322448e-06,-0.052612781,8.236231466590844e-05,-4.57e-06,-1.34e-06,0.000237644,0.062165161,3.1,0,0.9221433705188374,248.928206,4.82595,snia-cosmo,norm,1.0,1.0,2018bsq,100.0,248.9290074291011,4.825907586835218,8.645,0.1104943437466371,0.72569653,0.061911226769,1.1620588806581262,7.631,0.254,0.74569653,0.205761998435,0.0,39627903587064613,9906623274425125,b'GALAXY',248.9290074291011,4.825907586835218,5764607523034234880,0.05646654073007399,0,b'main',b'bright'
186,ZTF18aavniyw,0.05500796,3.428e-05,z_gal,58266.713582722914,0.000633579,-2.72832672,0.1024265903109367,0.144762005,2.9202827419413675e-05,0.2020517020354608,0.040105685,-1.63e-06,0.006014846,0.002150396,-2.74e-06,-1.04e-06,0.002632816,0.011219926,3.1,0,0.6042753242478028,172.875167,51.62938,snia-cosmo,norm,1.0,1.0,2018ceb,100.0,172.87614719075108,51.62897244159037,10.01,0.1400142849854971,1.22969653,0.017691806013,1.0446775943905997,9.066,0.099,1.11869653,0.030232432916,0.0,39633274766623836,9907737991251036,b'GALAXY',172.87614719075108,51.62897244159037,5764607523034234880,0.054992198893857785,0,b'main',b'bright'
187,ZTF18aavnvmp,0.06325642,5.537e-05,z_gal,58269.240579410085,0.000978715,-1.173738994,-0.091730764,0.1416833478360786,3.092854405529707e-05,0.1298448433740253,0.028611046,-5.25e-07,-0.004722347,-9.83e-05,-5.54e-07,-7.39e-07,0.000151425,0.015126084,3.1,0,0.1176676916044459,204.696959,30.959621,snia-cosmo,norm,1.0,1.0,2018bxr,100.0,204.69693925901217,30.95959039928727,9.207,0.1146123902551552,1.13669653,0.03905124838,0.0591959017827709,8.934,0.016,1.03269653,0.027658633372,0.0,39628501938082030,9906632623657198,b'GALAXY',204.69693925901217,30.95959039928727,5764607523034234880,0.0632597103670686,0,b'main',b'bright'
203,ZTF18aawxlxf,0.08233271,2.454e-05,z_gal,58276.51438765419,0.000677047,0.4143113595270788,-0.063480736,0.168346221,2.0762706730079964e-05,0.2302679450620559,0.029243186,-2.45e-07,0.009488301,1.9100055331030465e-05,-8.34e-07,-5.02e-07,0.000491513,0.006359814,3.1,0,0.4593932731541726,165.570647,58.233961,snia-cosmo,norm,1.0,1.0,2018cea,100.0,165.5738795742976,58.23557796073785,10.491,0.1011187420807834,0.89969653,0.021260291625,0.8987936225267974,8.516,0.058,0.84969653,0.106023582282,0.0,39633365132904208,9907739403224848,b'GALAXY',165.5738795742976,58.23557796073785,5764607523034234880,0.0823484472995109,0,b'main',b'bright'
205,ZTF18aaxcfbt,0.06809299,1.614e-05,z_gal,58277.80748090618,0.001036637,-0.137327454,-0.002480658,0.1377252966449305,3.144620140998447e-05,0.1853866095821318,0.028089008,-5.37e-08,0.002780096,-0.000114277,-8.16e-07,-7.45e-07,0.000386366,0.010573433,3.1,0,0.4974662453316705,164.612929,51.695825,snia-cosmo,norm,1.0,1.0,2018ced,100.0,164.6132565501565,51.69558921579139,9.91,0.1049952379872535,0.61469653,0.025,0.2147322313483973,9.008,0.035,0.92569653,0.067119296778,0.0,39633274678545111,9907737989876439,b'GALAXY',164.6132565501565,51.69558921579139,5764607523034234880,0.06810277957437863,0,b'main',b'bright'
208,ZTF18aaxdrjn,0.03388557,1.34e-05,z_gal,58279.18727019683,0.002995376,-2.032321441,-0.089122525,0.072839623,9.830080315879897e-05,0.096841718,0.029715057,7.597220574246378e-07,0.001390315,-0.000228251,-1.45e-06,-2.48e-06,2.752283439870184e-05,0.017913802,3.1,0,0.9998321413206094,185.006859,56.15889,snia-cosmo,norm,1.0,1.0,2018cdt,100.0,185.00632415373224,56.16290458643692,10.632,0.1407160260951111,1.31369653,0.018439088915,0.9768884820060384,8.791,0.068,1.30769653,0.031064449134,0.0,39633339048526404,9907738995655236,b'GALAXY',185.00632415373224,56.16290458643692,5764607523034234880,0.03396908600145726,0,b'main',b'bright'
