ztf_ztfname,ztf_redshift,ztf_redshift_err,ztf_source,ztf_t0,ztf_x0,ztf_x1,ztf_c,ztf_t0_err,ztf_x0_err,ztf_x1_err,ztf_c_err,ztf_cov_t0_x0,ztf_cov_t0_x1,ztf_cov_t0_c,ztf_cov_x0_x1,ztf_cov_x0_c,ztf_cov_x1_c,ztf_mwebv,ztf_mwr_v,ztf_mwebv_err,ztf_fitprob,ztf_ra,ztf_dec,ztf_sn_type,ztf_sub_type,ztf_lccoverage_flag,ztf_fitquality_flag,ztf_iau_name,ztf_frac_fitted,mosthost_sn_name_sp,mosthost_hostnum,mosthost_ra,mosthost_dec,mosthost_origin,mosthost_sn_type,mosthost_sn_z,mosthost_sn_ra,mosthost_sn_dec,mosthost_sn_name,mosthost_sn_name_ptf,mosthost_sn_name_iau,mosthost_sn_name_tns,mosthost_program,mosthost_ls_id_dr9,mosthost_dec_dr9,mosthost_ra_dr9,mosthost_ref_id_dr9,mosthost_brickid_dr9,mosthost_ref_cat_dr9,mosthost_type_dr9,mosthost_dist_arcsec_dr9,mosthost_sep_in_radius_dr9,mosthost_sep_in_radius_sigma_dr9,mosthost_fiberflux_g_dr9,mosthost_fiberflux_r_dr9,mosthost_fiberflux_z_dr9,mosthost_fibertotflux_g_dr9,mosthost_fibertotflux_r_dr9,mosthost_fibertotflux_z_dr9,mosthost_dchisq_1_dr9,mosthost_dchisq_2_dr9,mosthost_dchisq_3_dr9,mosthost_dchisq_4_dr9,mosthost_dchisq_5_dr9,mosthost_ra_ivar_dr9,mosthost_dec_ivar_dr9,mosthost_dered_flux_g_dr9,mosthost_dered_flux_r_dr9,mosthost_dered_flux_w1_dr9,mosthost_dered_flux_w2_dr9,mosthost_dered_flux_w3_dr9,mosthost_dered_flux_w4_dr9,mosthost_dered_flux_z_dr9,mosthost_flux_ivar_g_dr9,mosthost_flux_ivar_r_dr9,mosthost_flux_ivar_w1_dr9,mosthost_flux_ivar_w2_dr9,mosthost_flux_ivar_w3_dr9,mosthost_flux_ivar_w4_dr9,mosthost_flux_ivar_z_dr9,mosthost_fracflux_g_dr9,mosthost_fracflux_r_dr9,mosthost_fracflux_w1_dr9,mosthost_fracflux_w2_dr9,mosthost_fracflux_w3_dr9,mosthost_fracflux_w4_dr9,mosthost_fracflux_z_dr9,mosthost_fracin_g_dr9,mosthost_fracin_r_dr9,mosthost_fracin_z_dr9,mosthost_fracmasked_g_dr9,mosthost_fracmasked_r_dr9,mosthost_fracmasked_z_dr9,mosthost_sga_id_sga,mosthost_sga_galaxy_sga,mosthost_galaxy_sga,mosthost_ra_sga,mosthost_dec_sga,mosthost_ra_leda_sga,mosthost_dec_leda_sga,mosthost_morphtype_sga,mosthost_pa_leda_sga,mosthost_d25_leda_sga,mosthost_ba_leda_sga,mosthost_z_leda_sga,mosthost_ref_sga,mosthost_group_id_sga,mosthost_group_name_sga,mosthost_group_ra_sga,mosthost_group_dec_sga,mosthost_group_diameter_sga,mosthost_d26_sga,mosthost_d26_ref_sga,DESI_TARGETID,LS_ID,DESI_SPECTYPE,DESI_RA,DESI_DEC,DESI_DESI_TARGET,DESI_Z,DESI_ZWARN,DESI_SURVEY
ZTF18aayivfs,0.11347575,1.947e-05,z_gal,58287.51424197358,0.00034687,-0.542029689,-0.100830348,0.3782103363373608,1.27668143130554e-05,0.5215442451445095,0.035693552,-3.78e-07,0.1754935396831949,0.002419665,-1.84e-06,-3.56e-07,0.004437558,0.018735507,3.1,0,0.6871709209128865,176.94575,40.798222,snia-cosmo,norm,1.0,1.0,,100.0,ZTF18aayivfs,2,176.95466351952751,40.80673924529942,dr9,no_type,-9999.0,176.94577180000005,40.798199200000006,ZTF18aayivfs,,,,ztf_superset,9907735115140542,40.80673924529942,176.95466351952751,0.0,546833.0,,EXP,39.144962,21.45649,0.09450959,1.705357,4.842805,10.17074,1.706181,4.844131,10.173207,44386.043,69930.88,76509.195,78799.33,78803.8,495178000000.0,788313000000.0,7.614773,21.170662,54.407135,43.2899,191.6604,2418.808,43.613342,286.35684,46.886322,2.267986,0.657925,0.00108,1.5e-05,23.973854,0.023933,0.00692,0.157252,0.176599,0.612104,0.880172,0.003473,0.999259,0.999468,0.999595,0.004879,0.004015,0.003606,,,,,,,,,,,,,,,,,,,,,3.96330906954009e+16,9907735115140542.0,GALAXY,176.95466351952751,40.80673924529942,1.152921504606847e+18,0.23676309744541604,0.0,main
ZTF18aayyimm,0.15642392,3.415e-05,z_gal,58288.10208133722,0.000122687,0.7350675361771327,0.062134265,0.2702836084281443,4.505751264323454e-06,0.3098958655416906,0.037509594,4.07622205382426e-09,0.050087835,-0.000323279,-4.62e-07,-1.34e-07,0.001041786,0.007485507,3.1,0,0.000468014,219.951531,35.120537,snia,,1.0,1.0,,100.0,ZTF18aayyimm,0,219.95146070601064,35.12052275430214,dr9,no_type,-9999.0,219.9515337,35.120583350000004,ZTF18aayyimm,,,,ztf_superset,9907733407335056,35.12052275430214,219.95146070601064,0.0,520774.0,,SER,0.30625004,0.5308141,0.002737207,5.876113,15.346619,27.934328,5.876113,15.346619,27.934328,187485.48,209673.52,212097.36,210766.61,212265.88,3567950000000.0,4148530000000.0,12.262779,31.758495,52.44341,34.7694,50.007805,-243.38455,57.36733,153.20381,45.373028,2.898843,0.915577,0.002457,2.9e-05,45.29397,8.2e-05,5.3e-05,0.02774,0.018858,0.201837,1.460019,3.8e-05,0.999638,0.999612,1.000748,0.002163,0.001723,0.007065,,,,,,,,,,,,,,,,,,,,,3.96329813960301e+16,9907733407335056.0,GALAXY,219.95146070601066,35.12052275430214,5.764607523034235e+18,0.15642675749773832,0.0,main
ZTF18abfzkno,0.09199233,1.345e-05,z_gal,58322.196421422894,0.000488137,0.004097082,-0.035030874,0.081079689,1.5280654801052196e-05,0.1356999731124358,0.029374376,2.7869687268394576e-08,0.004461886,-0.000121603,-4.01e-07,-3.83e-07,0.000260124,0.032035927,3.1,0,8.276265300688758e-05,258.128897,26.018622,snia-cosmo,norm,1.0,1.0,2018ean,100.0,ZTF18abfzkno,0,258.12892183509086,26.01853255,dr9,SN Ia,0.09,258.1288973,26.01860865,ZTF18abfzkno,,,,ztf_superset,9906630975358610,26.01853255,258.12892183509086,0.0,476213.0,,REX,0.28524792,0.15213165,0.000319796,3.652843,5.10358,6.579482,3.652843,5.10358,6.579482,125578.23,256295.12,250671.98,256400.23,0.0,734912000000.0,717654000000.0,32.45013,43.735237,33.734325,15.356374,112.10558,-1044.3192,54.56759,163.93016,54.25802,2.339839,0.778524,0.001161,1.6e-05,8.81708,0.012329,0.008701,0.864888,1.029734,0.804659,1.054683,0.006686,0.999681,0.999641,0.999607,0.002724,0.003016,0.003333,,,,,,,,,,,,,,,,,,,,,3.962839644713947e+16,9906630975358610.0,GALAXY,258.12892183509086,26.018532554104002,5.764607523034235e+18,0.09199105955270998,0.0,main
ZTF18abgxvra,0.10203615,0.00294109,z_snid,58328.69443307024,0.000583126,0.7693811601360255,-0.043806399,0.071009664,1.7511610999388673e-05,0.076101665,0.028849404,1.3056373326280985e-07,0.000666777,-0.000268248,-3.08e-08,-4.29e-07,-0.000315401,0.031906941,3.1,0,0.1828585352458099,266.184543,38.164008,snia-cosmo,norm,1.0,1.0,2018efb,100.0,ZTF18abgxvra,0,266.18348780771714,38.16180870968172,dr9,SN Ia,0.1,266.1845641,38.1640612,ZTF18abgxvra,,,,ztf_superset,9907734403484326,38.16180870968172,266.18348780771714,0.0,535974.0,,SER,8.66235,5.355162,0.008830556,9.379311,26.25944,48.996834,9.613567,26.576763,50.003613,570559.06,741844.06,778880.56,771114.6,781496.75,6324280000000.0,12087700000000.0,39.01373,105.38902,180.37851,120.57107,400.02567,187.66454,190.348,79.52521,17.367085,1.463578,0.661273,0.001363,1.9e-05,20.431566,0.044584,0.021607,0.05816,0.069599,134.3155,3.961582,0.033244,0.999991,0.999989,0.999986,0.001744,0.002093,0.00139,,,,,,,,,,,,,,,,,,,,,3.963304514945297e+16,9907734403484326.0,GALAXY,266.18348780771714,38.16180870968172,5.764607523034235e+18,0.1451455975729278,0.0,main
ZTF18abmkaps,0.05996062,1.368e-05,z_gal,58356.6318,0.001363855,-0.705298506,-0.091351415,0.1587136218586238,6.262859754200113e-05,0.2261478897227334,0.037891785,-3.84e-06,0.016723833,0.001579408,-8.78e-06,-2.08e-06,0.003894178,0.060543116,3.1,0,0.000832596,254.6168,11.476625,snia-cosmo,norm,1.0,1.0,2018fgq,100.0,ZTF18abmkaps,1,254.6177715,11.477223440089857,dr9,SN Ia-91T-like,0.074,254.6167685,11.4766362,ZTF18abmkaps,,,,ztf_superset,9906625799132738,11.477223440089857,254.6177715,4.447926925546909e+18,397230.0,G2,SER,4.1219997,1.93704,0.000956566,55.844612,119.344246,206.02904,55.84465,119.34433,206.02919,11010296.0,14973019.0,16098433.0,15189653.0,16102700.0,18569200000000.0,21584900000000.0,289.6548,578.354,691.68866,417.42606,165.66022,2366.1213,938.6112,56.015686,23.179914,0.472739,0.241056,0.000718,1.1e-05,9.510477,0.001773,0.002043,0.009616,0.019057,0.821814,0.824066,0.00173,0.999723,0.967579,0.999726,0.120183,0.07068,0.032214,,,,,,,,,,,,,,,,,,,,,3.962806516843066e+16,9906625799132738.0,GALAXY,254.61777149626593,11.477223440089855,1.152921504606847e+18,0.059963033296001715,0.0,main
ZTF18absstyb,0.05271971,1.494e-05,z_gal,58376.31621646751,0.001428512,0.1687792670750605,0.013485339,0.4552405051072128,6.684772533741337e-05,0.6630178983871615,0.042238745,3.218453946168147e-06,0.1905378068003509,0.005226611,-1.68e-05,-2.05e-06,0.01155169,0.048048716,3.1,0,0.3535230869599863,238.092507,22.932367,snia-cosmo,norm,1.0,1.0,2018fvr,100.0,ZTF18absstyb,1,238.09152633685463,22.932153799916403,dr9,SN Ia,0.05273,238.0924855,22.9323399,ZTF18absstyb,,,,ztf_superset,9906629938775288,22.932153799916403,238.09152633685463,0.0,460396.0,,SER,3.2497287,0.6721266,0.001355801,2.679792,4.189787,5.648247,2.680653,4.19065,5.648978,79683.484,285203.12,179297.3,287340.84,288312.97,365061000000.0,287322000000.0,73.03156,108.18401,71.94093,45.92912,124.41285,-632.44073,138.8574,40.696766,10.916493,1.151648,0.345066,0.001179,1.3e-05,1.904331,0.040227,0.023167,0.157822,0.113215,0.479131,1.57583,0.015376,0.981721,0.981563,0.981244,0.075879,0.074351,0.075384,,,,,,,,,,,,,,,,,,,,,3.9628330105832696e+16,9906629938775288.0,GALAXY,238.09152633685466,22.932153799916403,5.764607523034235e+18,0.05271581370062697,0.0,main
ZTF18abssukb,0.11167866,3.551e-05,z_gal,58380.405582555126,0.000552737,2.0825537500362143,-0.071474499,7.976767823307455,0.000211066,8.183154869034691,0.4402009446717748,-0.001597105,53.19926374759922,3.814142002754048,-0.001322865,-9.93e-05,3.083619875936097,0.019677735,3.1,0,0.0,227.263601,31.9411,snia,,0.0,0.0,,100.0,ZTF18abssukb,0,227.2623922,31.94007975768438,dr9 and local_universe,SNIa,0.11,227.2635799,31.9410837,ZTF18abssukb,,,,ZTFmarshal,9906632951205166,31.94007975768438,227.2623922,1006192.0,506362.0,L3,SER,5.121362,2.8782756,0.00081451,20.966368,52.80008,101.881874,20.966368,52.80008,101.881874,0.0,0.0,0.0,0.0,0.0,19098600000000.0,19031900000000.0,82.325,202.79137,314.33575,201.95592,87.55851,-159.40228,383.5191,51.781277,17.880424,0.797499,0.367512,0.002231,3.3e-05,4.323534,0.006026,0.004964,0.206258,0.228164,1.185278,3.916184,0.002718,0.663189,0.66298,0.745111,0.01181,0.011951,0.012863,1006192.0,SGA-2020 1006192,PGC1972096,227.2623922,31.94007975768438,227.26245,31.9400526,,0.0,0.3372873,0.7516229,0.11025527,LEDA-20181114,369104.0,PGC1972096,227.26245,31.9400526,0.3372873,0.42160913,LEDA,3.962852290121246e+16,9906632951205166.0,GALAXY,227.262392157532,31.94007975768438,5.764607523034235e+18,0.11012697071045571,0.0,main
ZTF18abupgql,0.0462104,1.055e-05,z_gal,58384.15270235831,0.001478777,-2.14640831,-0.074882864,0.1195339768055419,4.8484674965740856e-05,0.1906395537186013,0.032103488,-4.43e-08,0.014179183,0.000439746,-1.65e-06,-1.27e-06,0.000883363,0.026886232,3.1,0,0.076109044,19.015312,-0.117408,snia-cosmo,norm,1.0,1.0,2018gjr,100.0,ZTF18abupgql,1,19.01380355779656,-0.1146609,dr9 and local_universe,SN Ia,0.046,19.0152957,-0.1174328,ZTF18abupgql,,,,ztf_superset,9906621422240268,-0.1146609,19.01380355779656,485376.0,330444.0,L3,SER,11.332805,0.951772,0.000214517,32.982277,72.12856,128.76224,32.98264,72.12909,128.76308,0.0,0.0,0.0,0.0,0.0,99576900000000.0,52247600000000.0,883.56415,1874.7683,2329.9326,1390.9275,3126.0823,10654.655,3256.1138,9.229193,5.276941,0.093563,0.04,0.000134,3e-06,1.110741,0.101681,0.006774,0.042016,0.047222,0.133472,0.43934,0.03604,0.598384,0.738837,0.664371,0.044448,0.036975,0.038737,485376.0,SGA-2020 485376,PGC004577,19.01380355779656,-0.1146609,19.013724,-0.1146253,SBab,158.73,0.69183093,0.88104886,0.046160933,LEDA-20181114,175154.0,PGC004577,19.013724,-0.1146253,0.69183093,1.0782958,SB26,3.962778504763854e+16,9906621422240268.0,GALAXY,19.013803557796557,-0.11466089950918885,5.764607523034235e+18,0.04621099025912217,0.0,main
ZTF18abwdcdv,0.05384307,1.37e-05,z_gal,58389.30056728463,0.000649194,-0.213351202,0.3224537359363363,0.084306497,2.039300452737002e-05,0.097502471,0.02814323,6.10151003959813e-08,0.003550921,7.002067849017051e-05,-1.69e-07,-4.96e-07,7.867323212174034e-05,0.033070286,3.1,0,0.8214875800646387,270.864717,60.677375,snia-cosmo,norm,1.0,1.0,2018gre,100.0,ZTF18abwdcdv,0,270.8684762244558,60.67852744705454,dr9 and local_universe,SN Ia,0.05019,270.8646271,60.67734010000001,ZTF18abwdcdv,,,,ztf_superset,9907739898285044,60.67852744705454,270.8684762244558,227541.0,619818.0,L3,SER,8.019979,0.8996747,0.000135962,18.210865,36.088352,56.247406,18.211336,36.088795,56.247406,0.0,0.0,0.0,0.0,0.0,5569610000000.0,7058390000000.0,624.37067,1192.0974,1367.3572,863.30975,3832.4265,5622.0806,1796.1559,3.777605,1.344635,0.234682,0.139698,0.001009,2.1e-05,0.69983,0.001809,0.000984,0.023117,0.025495,0.037226,0.180992,0.000107,0.930507,0.934341,0.794764,0.043416,0.043838,0.056487,227541.0,SGA-2020 227541,PGC061332,270.8684762244558,60.67852744705454,270.8686172683725,60.67849767107747,Sab,105.0,0.6591739,0.8375293,-99.0,LEDA-20181114,80661.0,PGC061332,270.8686172683725,60.67849767107747,0.6591739,0.9325597,SB26,3.963339681667787e+16,9907739898285044.0,GALAXY,270.8684762244558,60.67852744705454,5.764607523034235e+18,0.0538460579178388,0.0,main
ZTF18acahuph,0.04841448,0.0035609,z_snid,58411.46852824455,0.002588144,0.6521995241132998,-0.090977885,0.7538025971734896,0.000214613,0.2659576072413973,0.055194373,-0.000126163,-0.039545741,0.028220112,-1.84e-05,-1.12e-05,0.004684553,0.045530233,3.1,0,0.6801964828903666,358.712146,5.71624,snia-cosmo,91t,0.0,1.0,2018hfu,100.0,ZTF18acahuph,1,358.7149470388879,5.716541119512805,dr9,SN Ia-pec,0.06,358.7121598,5.7162009000000005,ZTF18acahuph,,,,ztf_superset,9906623679303604,5.716541119512805,358.7149470388879,0.0,364884.0,,EXP,10.059184,7.0676517,0.20132394,0.425288,0.896527,1.12645,0.425289,0.896527,1.12645,1857.376,2364.3418,2562.4214,2602.0078,2604.5867,18941186000.0,26515923000.0,1.582771,3.17015,2.473824,1.131562,16.224718,1416.9207,3.802087,729.25397,104.59621,2.811806,0.599672,0.000707,1e-05,31.747696,0.032199,0.011188,2.677312,6.836696,5.075859,1.070269,0.000616,0.996043,0.996396,0.995159,0.014062,0.01149,0.057052,,,,,,,,,,,,,,,,,,,,,3.962792949947179e+16,9906623679303604.0,GALAXY,358.71496435865504,5.858131939105173,1179842.0,0.9718204935538344,0.0,main
ZTF18acaqbvs,0.05254285,1.922e-05,z_gal,58414.71632138531,0.00217491,-0.366888579,-0.065336085,0.4612540886482748,0.000129419,0.2712181610705871,0.04134125,-3.24e-05,-0.046067491,0.005635402,-1.34e-05,-4.78e-06,0.004828088,0.052926006,3.1,0,0.7781487739598275,275.138109,41.968134,snia-cosmo,91t,0.0,1.0,2018hlr,100.0,ZTF18acaqbvs,0,275.1393737790263,41.96862288198678,dr9,SN Ia,0.031,275.1382492,41.9680487,ZTF18acaqbvs,,,,ztf_superset,9907735489549380,41.96862288198678,275.1393737790263,0.0,552546.0,,EXP,3.6514993,0.88657266,0.003613305,1.323496,2.315132,2.843805,1.32419,2.316579,2.844902,14886.1,50877.82,32348.348,51486.8,51489.055,60122540000.0,47010193000.0,35.222427,58.055832,39.197155,14.659752,47.751007,2658.7102,67.55885,26.12593,6.763043,1.941013,0.71505,0.001374,2.2e-05,2.876439,0.043284,0.05077,1.257273,2.766726,1.803548,0.913444,0.073079,0.997726,0.673761,0.996122,0.035989,0.040829,0.033649,,,,,,,,,,,,,,,,,,,,,3.963311465746131e+16,9907735489549380.0,GALAXY,275.1393737790263,41.96862288198678,5.764607523034235e+18,0.052541791731153344,0.0,main
ZTF18acbwxgn,0.06852146,1.158e-05,z_gal,58430.343880215725,0.000886766,0.5033387320388417,-0.049893026,0.333227456,3.029166120336777e-05,0.4822200630606208,0.033236113,-2.86e-07,0.022112648,0.001527278,-3.94e-06,-8.16e-07,0.002809967,0.1013408665466127,3.1,0,0.149069997,337.179654,8.103757,snia-cosmo,norm,1.0,1.0,2018hrw,100.0,ZTF18acbwxgn,0,337.17882985356965,8.104458314115067,dr9,SN Ia,0.07,337.1795403,8.103739,ZTF18acbwxgn,,,,ztf_superset,9906624517572916,8.104458314115067,337.17882985356965,0.0,377675.0,,SER,3.6217437,0.9985395,0.000315807,5.601589,9.40793,14.307271,5.601594,9.407934,14.307271,267176.94,553326.3,658058.7,675759.4,676537.75,1793300000000.0,3153080000000.0,70.82497,106.14979,114.19253,76.64792,218.97392,-6717.2676,145.54927,107.7101,37.479538,1.269503,0.374485,0.000228,4e-06,8.222798,0.029925,0.011524,0.100389,0.19654,0.687167,1.14246,-0.002634,0.996082,0.996474,0.996459,0.005486,0.005183,0.005818,,,,,,,,,,,,,,,,,,,,,3.962798314881259e+16,9906624517572916.0,GALAXY,337.17882985356965,8.104458314115067,5.764607523034235e+18,0.06852109891105533,0.0,main
ZTF18acbxmvy,0.05281789,0.00635059,z_snid,58435.65333604606,0.001160988,-0.060502994,-0.015948934,0.1064946117439831,3.598485558870565e-05,0.1237245197438797,0.028370644,3.164517890662946e-07,0.007184444,-0.000148476,-4.59e-07,-8.6e-07,7.676025415527753e-05,0.038546894,3.1,0,0.6216911951712494,354.254027,21.431554,snia-cosmo,norm,1.0,1.0,2018hzd,100.0,ZTF18acbxmvy,1,354.2519212788968,21.418737254949825,dr9,SN Ia,0.05,354.2540049,21.4314839,ZTF18acbxmvy,,,,ztf_superset,9906629442406816,21.418737254949825,354.2519212788968,2.826514339660713e+18,452822.0,G2,SER,46.416153,20.22947,0.02982373,16.896902,39.693153,72.833374,16.896902,39.693153,72.833374,882720.5,1236306.8,1311704.2,1243618.9,1311836.9,1866460000000.0,4005900000000.0,91.17774,205.13232,254.60376,145.42828,60.184917,234.57411,361.89694,42.73031,14.180557,0.849804,0.324493,0.000572,9e-06,4.561313,0.020757,0.077488,0.016351,0.022835,0.356476,2.004821,0.053067,0.676493,0.661405,0.661378,0.040646,0.038907,0.037542,,,,,,,,,,,,,,,,,,,,,3.962829833817539e+16,9906629442406816.0,GALAXY,354.2519212788968,21.418737254949825,5.764607523034235e+18,0.05647073751406595,0.0,main
ZTF18accbppp,0.0660538,1.453e-05,z_gal,58423.69318348352,0.000700232,-1.940966352,0.059985062,0.517476492,2.8538687712054665e-05,0.2836025950844715,0.032386739,-8.59e-06,-0.103027236,0.00217653,2.3696959290267056e-06,-6.8e-07,-0.000461989,0.053542542,3.1,0,0.8190242844902119,354.300214,16.034363,snia-cosmo,norm,0.0,1.0,2018hru,100.0,ZTF18accbppp,0,354.2979490547905,16.032819106151013,dr9,SN Ia,0.0649,354.300231,16.03432395,ZTF18accbppp,,,,ztf_superset,9906627475538258,16.032819106151013,354.2979490547905,2.819696268058332e+18,422810.0,G2,SER,9.575169,1.3393531,5.0334053e-05,45.15842,111.2319,213.93588,45.15842,111.2319,213.93588,7315057.0,12325476.0,13535711.0,12329045.0,13581424.0,3229280000000.0,8499060000000.0,538.35974,1248.6432,1759.981,1033.5874,211.0437,786.24316,2273.703,9.282699,2.872175,0.146916,0.072143,0.000265,5e-06,1.895504,0.009556,0.017159,0.045132,0.047567,0.459612,1.932114,0.012845,0.940014,0.78019,0.794789,0.071861,0.051833,0.070498,,,,,,,,,,,,,,,,,,,,,3.962817245872162e+16,9906627475538258.0,GALAXY,354.2979490547905,16.032819106151013,1.152921504606847e+18,0.06603936803218192,0.0,main
ZTF18accqcab,0.06594728,2.704e-05,z_gal,58430.56384,0.000818647,-0.724082937,-0.197096593,0.3182286879055027,2.91705082311712e-05,0.417471828,0.037008425,-1.11e-07,-0.022246807,0.000639836,-3.01e-06,-8.09e-07,0.001060302,0.052891255,3.1,0,0.000412911,347.601419,10.737162,snia-cosmo,norm,1.0,1.0,2018hvw,100.0,ZTF18accqcab,0,347.6010368578697,10.73782281681273,dr9,SN Ia,0.065,347.6011586,10.7372161,ZTF18accqcab,,,,ztf_superset,9906625545045032,10.73782281681273,347.6010368578697,0.0,393353.0,,SER,2.226222,1.4426572,0.001659616,13.816262,31.870531,59.012238,13.816262,31.870531,59.012238,1439491.2,2065669.5,2114981.2,2068954.6,2119196.2,16741000000000.0,15150100000000.0,69.11278,150.22849,176.05154,103.56419,66.57254,-139.98883,263.5343,156.28883,44.985508,1.112932,0.386014,0.000616,8e-06,13.272877,9.8e-05,9.7e-05,0.056044,0.060573,1.709582,7.015087,0.000112,1.0,1.0,1.0,0.003673,0.000546,0.002497,,,,,,,,,,,,,,,,,,,,,2842787888234496.0,9906625545045032.0,GALAXY,347.6010368578697,10.73782281681273,4.611686018427388e+18,0.06593459466868318,0.0,main
ZTF18accvyao,0.16834811,1.059e-05,z_gal,58437.80296453942,0.00019934,1.0152992372307152,-0.053818002,0.339750968,8.308597696511983e-06,0.3949934235678481,0.044482487,-3.44e-07,0.083516644,-0.00012533,-1.29e-06,-2.88e-07,0.000763539,0.03479309,3.1,0,0.2484676192318758,128.876188,39.257128,snia,,1.0,1.0,,100.0,ZTF18accvyao,0,128.8760509274565,39.25698829347993,dr9,SNIa,0.168,128.8761183,39.2571384,ZTF18accvyao,,,,ZTFmarshal,9907734670476420,39.25698829347993,128.8760509274565,0.0,540048.0,,EXP,0.5720833,0.30431566,0.001147459,2.481358,3.809157,4.553873,2.481975,3.809573,4.554111,28739.545,42227.637,47074.93,48124.395,48139.26,549670000000.0,139672000000.0,11.96959,17.670326,10.129124,6.540427,28.041574,645.4858,20.387295,189.99806,42.154236,2.540178,0.626063,0.000835,1.2e-05,37.260002,0.011539,0.005072,0.277711,0.384705,1.547495,1.147012,0.002527,0.813475,0.997508,0.997929,0.005217,0.012723,0.005929,,,,,,,,,,,,,,,,,,,,,3.963306223704589e+16,9907734670476420.0,GALAXY,128.8760509274565,39.25698829347993,5.764607523034235e+18,0.16834747870557035,0.0,main
ZTF18acefgoc,0.0270979,1.272e-05,z_gal,58403.85646741703,0.000952147,0.2332322762134328,0.3948882013200033,0.1963755930337356,4.403744952306653e-05,0.1883716525629737,0.034716272,3.4646152667658507e-06,-0.026874302,-0.001198409,-4.81e-06,-1.28e-06,0.001436031,0.051563768,3.1,0,1.7420811465294704e-17,123.931669,58.314809,snia-pec,91bg,1.0,0.0,2018hls,100.0,ZTF18acefgoc,0,123.93687000778483,58.32100543018392,dr9 and local_universe,SN-Ia-91bg-like,0.027189,123.9316847,58.3148369,ZTF18acefgoc,,,,ZTFmarshal,9907739397457266,58.32100543018392,123.93687000778483,591851.0,612176.0,L3,SER,24.27463,1.4978789,0.000114226,74.53484,178.18813,322.3318,74.53724,178.19391,322.34192,0.0,0.0,0.0,0.0,0.0,58604400000000.0,81558000000000.0,3991.15,9001.883,9986.331,5889.1553,2424.8262,530.8518,15444.129,1.383937,0.331247,0.031444,0.017538,0.000143,4e-06,0.170544,0.001611,0.001121,5.680344,5.381058,14.080338,122.79062,0.001051,0.839527,0.953705,0.999436,0.009575,0.008156,0.055328,591851.0,SGA-2020 591851,UGC04289,123.93687000778483,58.32100543018392,123.9369255,58.3209048,E,103.28,1.0939565,0.79983425,0.027054382,LEDA-20181114,100220.0,UGC04289_GROUP,123.92439843227064,58.309238819634245,1.8975737,2.8628147,SB26,3.963336476380504e+16,9907739397457266.0,GALAXY,123.93687000778483,58.32100543018392,5.764607523034235e+18,0.027090198953477827,0.0,main
ZTF18achaqmd,0.01807,1.414e-05,z_gal,58450.69870714308,0.016111769,0.603728691,-0.099482541,0.1678539643980912,0.000636824,0.1447434384631064,0.033906969,3.0795684990182924e-06,-0.008705538,-0.000338011,-3.99e-05,-1.82e-05,0.000800904,0.054874308,3.1,0,0.2697637904357187,353.337438,4.809659,snia-cosmo,norm,1.0,1.0,2018ilu,100.0,ZTF18achaqmd,0,353.3365808063497,4.810805932813027,dr9,SN Ia,0.007,353.3374236,4.809601,ZTF18achaqmd,,,,ztf_superset,9906623301749000,4.810805932813027,353.3365808063497,0.0,359123.0,,SER,5.2874293,0.9137103,0.004815023,0.824957,1.126458,1.358744,0.825435,1.12684,1.358996,14002.59,48393.84,28651.025,49859.582,49952.254,61816430000.0,39239905000.0,26.100977,33.50846,17.60138,7.104257,4.352468,2535.1902,38.21352,65.587,15.213817,0.968267,0.224201,0.000321,6e-06,6.433825,0.032337,0.036192,0.469778,1.188693,33.95931,1.248944,0.089986,0.964592,0.947802,0.918179,0.057562,0.057285,0.058204,,,,,,,,,,,,,,,,,,,,,3.9627905336084744e+16,9906623301749000.0,GALAXY,353.3365808063497,4.810805932813027,5.764607523034235e+18,1.5579011225250146,4.0,main
ZTF18achbymb,0.11137441,2.728e-05,z_gal,58438.72636322508,0.000252213,1.579652944138803,0.1335857788710901,0.2831937150731392,9.351786751147395e-06,0.2998304337892306,0.037385144,4.5211024962434094e-08,0.036339231,-0.000850773,-6.11e-07,-2.83e-07,-0.000569394,0.05056914,3.1,0,0.010321217,120.221495,21.76646,snia,,1.0,1.0,,100.0,ZTF18achbymb,0,120.22096840800783,21.76583787524874,dr9,no_type,-9999.0,120.2214957,21.766465300000004,ZTF18achbymb,,,,ztf_superset,9906629473144242,21.76583787524874,120.22096840800783,0.0,453291.0,,DEV,2.8651583,0.2103023,2.0996578e-05,10.617128,22.332321,39.85408,10.82213,22.794167,40.76069,1440048.8,3348479.2,3574342.0,3440868.5,3574341.8,10681100000000.0,10713200000000.0,298.13928,592.4777,128.89987,29.728481,-10.153809,9630.528,1004.08746,21.889082,3.836256,0.160073,0.054627,0.000119,3e-06,1.573829,0.178913,0.156407,5.435794,17.65073,192.353,0.989057,0.144868,0.643684,0.528694,0.663547,0.113472,0.116323,0.112038,,,,,,,,,,,,,,,,,,,,,3.962830030530501e+16,9906629473144242.0,GALAXY,120.22096840800783,21.76583787524874,5.764607523034235e+18,0.11137203240006227,0.0,main
