SNID,CIDint,IDSURVEY,TYPE,zHEL,zHELERR,zCMB,zCMBERR,zHD,zHDERR,VPEC,VPECERR,MWEBV,HOST_ZSPEC,HOST_ZSPECERR,HOST_RA,HOST_DEC,HOST_ANGSEP,HOST_DDLR,HOST_LOGMASS,HOST_LOGMASS_ERR,HOST_COLOR,HOST_COLOR_ERR,PKMJD,PKMJDERR,x1,x1ERR,c,cERR,mB,mBERR,mB_corr,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,NDOF,FITPROB,PROB_SCONE,PROB_SNIRFV19,PROB_SNNDESCC,PROB_SNNJ17,PROB_SNNV19,MU,MUERR_FINAL,PROBCC_BEAMS,biasCor_mu,biasCor_muCOVSCALE,biasCor_muCOVADD,RA,DEC,COORD_SOURCE
1280762,1280762,10,0,0.62682,0.001,0.62617,0.001,0.62617,0.00191,0.0,300.0,0.01,0.6268,0.001,52.046097,-28.494738,0.242,0.35,9.28,0.02,0.15,-999.0,57261.6211,0.6262,0.0542,0.5482,0.0416,0.057,23.8817,0.0625,23.7937,5.0271e-06,2.8915e-07,0.0145,-0.0,-0.0,34,0.797,0.9455,0.99,0.9648,0.8891,0.9958,43.1169,0.2308,0.0002,-0.0519,1.0,0.0249,52.046021,-28.49474,DES
1280780,1280780,10,0,0.68463,0.001,0.68399,0.001,0.68399,0.00196,0.0,300.0,0.01,0.6846,0.001,53.071217,-28.840326,0.157,0.22,10.18,0.02,1.29,-999.0,57248.5664,0.3594,-0.1761,0.9767,-0.003,0.0432,23.5784,0.102,23.6387,6.647e-06,6.2458e-07,-0.0003,-0.0,-0.0,29,0.2956,0.9854,0.98,0.9992,0.9994,0.9982,42.9619,0.2694,0.0,-0.0604,1.0,0.0104,53.071171,-28.840307,DES
1280790,1280790,10,0,0.63278,0.001,0.63211,0.001,0.63211,0.00192,0.0,300.0,0.01,0.6328,0.001,51.480549,-28.215427,1.074,1.19,10.39,0.01,1.06,-999.0,57258.6406,0.7709,-1.2886,0.505,0.0255,0.06,23.64,0.0569,23.4958,6.2807e-06,3.2912e-07,0.0113,-0.0,-0.0,34,0.0144,0.9579,0.9765,0.9905,0.9995,0.8828,42.819,0.2114,0.0016,-0.1238,1.0,0.0125,51.480709,-28.215164,DES
1280792,1280792,10,0,0.68123,0.001,0.68056,0.001,0.68056,0.00196,0.0,300.0,0.01,0.6812,0.001,52.292988,-28.016584,0.212,0.28,10.6,0.02,1.53,-999.0,57249.75,1.8321,-2.6492,0.5465,0.0143,0.0613,23.7395,0.0619,23.4562,5.7306e-06,3.2688e-07,0.0001,-0.0,-0.0,30,0.236,0.9403,0.8963,0.9644,0.9993,0.9149,42.7794,0.2554,0.0016,-0.1688,1.0,0.0111,52.292923,-28.016565,DES
1280807,1280807,10,0,0.73965,0.001,0.73899,0.001,0.73899,0.00201,0.0,300.0,0.01,0.7397,0.001,53.60000600000001,-27.71228,0.545,0.78,9.78,0.04,0.22,-999.0,57267.793,0.5776,0.3451,0.5023,-0.0641,0.0565,23.8003,0.0524,23.9935,5.4187e-06,2.6157e-07,0.014,-0.0,-0.0,101,0.0202,0.8328,0.99,0.999,0.9981,0.9862,43.3168,0.2079,0.0002,0.0432,1.0,0.0142,53.59988,-27.712381,DES
1281119,1281119,10,0,0.19947,0.001,0.19902,0.001,0.19902,0.00156,0.0,300.0,0.01,0.1995,0.001,53.364723,-29.188217,0.767,0.32,10.99,0.03,1.21,-999.0,57264.418,0.2311,-0.167,0.2955,0.2342,0.0308,21.3436,0.0498,20.6589,5.2066e-05,2.3886e-06,0.0038,-0.0,-0.0,43,0.0223,0.2221,0.5503,0.9752,0.9775,0.9705,39.9821,0.1956,0.0003,-0.0535,1.0,0.0308,53.364552,-29.188067,DES
1281135,1281135,10,0,0.65254,0.001,0.65195,0.001,0.65195,0.00193,0.0,300.0,0.01,0.6525,0.001,54.483776,-29.118591,0.566,0.78,9.52,0.02,0.06,-999.0,57269.6562,0.563,0.2754,0.5332,-0.2729,0.0445,22.7701,0.0533,23.1909,1.3995e-05,6.8738e-07,0.0079,-0.0,-0.0,45,0.0074,0.9973,0.01,0.9999,0.9973,0.9832,42.5141,0.1354,0.0436,0.4556,0.623,0.0,54.483952,-29.118559,DES
1281668,1281668,10,1,0.30791,0.001,0.30697,0.001,0.30697,0.00165,0.0,300.0,0.01,0.3079,0.001,9.410371,-43.920719,1.438,1.04,9.95,0.01,0.72,-999.0,57271.4531,0.2572,0.2433,0.2198,-0.0917,0.0175,21.3971,0.0218,21.6883,4.9565e-05,9.9531e-07,0.0012,-0.0,-0.0,54,0.3806,0.9993,0.9825,1.0,1.0,1.0,41.0115,0.1129,0.0,0.015,1.0,0.0075,9.41053,-43.920338,DES
1281691,1281691,10,0,0.57935,0.001,0.57821,0.001,0.57821,0.00187,0.0,300.0,0.01,0.5793,0.001,9.790803,-43.715687,0.148,0.27,10.06,0.02,1.36,-999.0,57263.4805,0.8351,0.6732,0.969,0.1504,0.0713,23.4846,0.0888,23.4401,7.2469e-06,5.9274e-07,0.0308,-0.0,-0.0,48,0.6752,0.9833,0.8892,0.9986,0.9984,0.9905,42.7633,0.1788,0.0002,-0.2974,0.627,0.0,9.790791,-43.715645,DES
1281879,1281879,10,0,0.50657,0.001,0.50547,0.001,0.50547,0.00181,0.0,300.0,0.03,0.5066,0.001,41.396854,-1.216815,0.769,0.75,10.64,0.01,0.87,-999.0,57262.2305,0.7956,1.1027,0.8019,0.1596,0.0682,22.9783,0.0889,22.8773,1.1553e-05,9.4605e-07,0.0136,-0.0,-0.0,46,0.9171,0.9924,0.8096,0.9999,0.9998,0.9999,42.2005,0.1918,0.0,-0.2003,0.732,0.0,41.396969,-1.216635,DES
1281886,1281886,10,1,0.38493,0.001,0.38393,0.001,0.38393,0.00171,0.0,300.0,0.03,0.3849,0.001,41.725132,-1.009939,0.178,0.3,9.41,0.02,0.83,-999.0,57268.2383,0.4078,1.1821,0.3599,-0.0014,0.042,22.0438,0.0547,22.1754,2.7319e-05,1.3758e-06,0.0035,-0.0,-0.0,47,0.3594,0.9838,0.8436,1.0,0.9999,1.0,41.4986,0.1686,0.0,0.044,1.0,0.0136,41.725182,-1.009943,DES
1282018,1282018,10,0,0.4248,0.001,0.42376,0.001,0.42376,0.00174,0.0,300.0,0.03,0.4248,0.001,41.519337,-0.134944,0.232,0.21,10.72,0.03,1.33,-999.0,57267.2188,0.5939,-0.5817,0.5309,-0.1278,0.062,22.1201,0.0808,22.3645,2.5466e-05,1.895e-06,0.009,-0.0,-0.0,47,0.9367,0.4276,0.9268,0.9999,0.999,0.9864,41.6877,0.1593,0.0003,0.0794,0.841,0.0,41.519283,-0.134907,DES
1282114,1282114,10,0,0.21881,0.001,0.21781,0.001,0.21781,0.00158,0.0,300.0,0.02,0.2188,0.001,35.116001000000004,-4.5332099999999995,0.358,0.42,10.19,0.01,0.82,-999.0,57264.3906,0.2255,-0.9614,0.2905,0.0411,0.0322,21.1683,0.0521,20.979,6.119e-05,2.9356e-06,0.0042,-0.0,-0.0,43,0.9957,0.9962,0.9331,0.9999,0.999,0.9999,40.3022,0.1457,0.0,-0.0748,1.0,0.0124,35.115902,-4.533217,DES
1282463,1282463,10,0,0.64804,0.001,0.64685,0.001,0.64685,0.00193,0.0,300.0,0.04,0.648,0.001,42.090412,0.176036,0.119,0.12,11.04,0.06,1.29,-999.0,57266.8711,0.7619,-0.1019,0.7923,-0.0611,0.0779,23.25,0.0928,23.5274,8.9947e-06,7.6875e-07,0.0151,-0.0,-0.0,46,0.8298,0.9145,0.955,0.9992,0.9994,0.9675,42.8506,0.1637,0.0007,-0.0844,0.336,0.0,42.090416,0.176069,DES
1282736,1282736,10,1,0.37908,0.001,0.37797,0.001,0.37797,0.0017,0.0,300.0,0.03,0.3791,0.001,35.808937,-6.267941,1.488,1.44,10.53,0.03,1.03,-999.0,57266.3789,0.3314,-0.4221,0.3417,0.1217,0.0314,22.4093,0.0425,22.1363,1.9512e-05,7.641e-07,0.0029,-0.0,-0.0,51,0.557,0.9365,0.9263,0.999,0.9995,0.9999,41.4595,0.1696,0.0,-0.1557,1.0,0.0173,35.809322,-6.268094,DES
1282966,1282966,10,0,0.58072,0.001,0.58012,0.001,0.58012,0.00187,0.0,300.0,0.01,0.5807,0.001,53.293304000000006,-28.855852,0.712,0.88,9.59,0.01,0.15,-999.0,57271.9922,0.0588,0.2036,0.3508,-0.0233,0.0332,23.1011,0.04,23.2115,1.0317e-05,3.8008e-07,0.0015,-0.0,-0.0,70,0.0563,0.5619,0.9642,0.9987,0.9859,0.9998,42.5347,0.1689,0.0,-0.0237,1.0,0.0121,53.293503,-28.855946,DES
1283272,1283272,10,0,0.38405,0.001,0.38353,0.001,0.38353,0.00171,0.0,300.0,0.01,0.3841,0.001,54.395095999999995,-26.357540000000004,0.161,0.16,10.56,0.03,1.33,-999.0,57258.9883,1.0067,-1.1604,0.6213,0.1338,0.072,22.5232,0.0881,22.1288,1.7568e-05,1.4255e-06,0.0162,-0.0,-0.0,41,0.1186,0.9735,0.8197,0.9973,0.999,0.993,41.452,0.227,0.0001,-0.1905,1.0,0.0215,54.395069,-26.357578,DES
1283373,1283373,10,1,0.20797,0.001,0.20753,0.001,0.20753,0.00157,0.0,300.0,0.01,0.208,0.001,54.94664399999999,-26.73,1.428,1.3,10.29,0.07,1.49,-999.0,57268.6523,0.288,-1.0433,0.1865,-0.0397,0.0207,20.8383,0.0339,20.8516,8.292e-05,2.5874e-06,0.0012,-0.0,-0.0,50,0.2757,0.9995,0.995,1.0,0.9999,1.0,40.1748,0.1012,0.0,-0.0387,1.0,0.005,54.946724,-26.730389,DES
1283855,1283855,10,0,0.56651,0.001,0.56536,0.001,0.56536,0.00186,0.0,300.0,0.01,0.5665,0.001,7.503301,-43.714073,0.881,0.65,10.94,0.04,1.28,-999.0,57266.2734,0.571,-0.8943,0.6047,-0.2217,0.0667,22.7874,0.0623,23.0685,1.3774e-05,7.9062e-07,0.0076,-0.0,-0.0,48,0.7406,0.994,0.491,0.9961,0.9927,0.9999,42.3917,0.1713,0.0,0.2849,0.568,0.0,7.503141,-43.714291,DES
1283878,1283878,10,1,0.3139,0.001,0.31286,0.001,0.31286,0.00165,0.0,300.0,0.02,0.3139,0.001,37.133186,-4.041304,0.082,0.07,11.25,0.01,1.47,-999.0,57265.6641,0.2188,-0.603,0.2861,-0.0104,0.0267,21.804,0.041,21.806,3.4073e-05,1.2858e-06,0.0037,-0.0,-0.0,42,0.4149,0.9916,0.9835,0.9999,0.9987,1.0,41.1292,0.1184,0.0,-0.0478,1.0,0.0073,37.133164,-4.041299,DES
1283923,1283923,10,1,0.14715,0.001,0.14631,0.001,0.14631,0.00152,0.0,300.0,0.01,0.1471,0.001,9.115502,-43.267849,0.015,0.01,10.68,0.03,1.47,-999.0,57268.4766,0.2464,-2.2581,0.1527,0.1,0.025,20.7138,0.0341,20.1376,9.2999e-05,2.9182e-06,0.0002,-0.0,-0.0,65,0.1692,0.0,0.8964,0.9684,0.9999,0.9999,39.4609,0.1699,0.0,-0.0801,1.0,0.0194,9.115505,-43.267853,DES
1283924,1283924,10,0,0.54998,0.001,0.54888,0.001,0.54888,0.00184,0.0,300.0,0.01,0.55,0.001,9.852924,-44.206951,0.069,0.15,8.96,0.14,0.58,-999.0,57267.2227,0.8595,-2.7281,0.806,0.0294,0.0775,23.3261,0.0868,23.0798,8.3859e-06,6.7057e-07,0.0207,-0.0,-0.0,48,0.0114,0.0001,0.9645,0.0,0.1069,0.0,42.403,219.9254,1.0,-0.303,0.961,0.0,9.852904,-44.206963,DES
1283936,1283936,10,1,0.3696,0.001,0.36862,0.001,0.36862,0.0017,0.0,300.0,0.01,0.3696,0.001,8.877353999999999,-44.371204,0.678,0.84,9.48,0.02,0.49,-999.0,57268.6094,0.5567,-0.2491,0.4862,0.1653,0.0388,22.7658,0.0548,22.2198,1.405e-05,7.0959e-07,0.0101,-0.0,-0.0,57,0.5475,0.9072,0.832,0.9995,0.9979,0.9994,41.543,0.2311,0.0,-0.0284,1.0,0.0406,8.877557,-44.371326,DES
1284567,1284567,10,0,0.65602,0.001,0.65483,0.001,0.65483,0.00193,0.0,300.0,0.01,0.656,0.001,9.863443,-43.766991,0.127,0.29,8.82,0.08,-0.06,-999.0,56643.4766,1.0596,1.0933,0.8766,0.065,0.0615,23.3546,0.067,23.4914,8.1684e-06,5.0443e-07,0.0207,-0.0,-0.0,25,0.6609,0.9706,0.9438,0.9988,0.996,0.996,42.8146,0.1554,0.0001,-0.1823,0.507,0.0,9.86345,-43.767025,DES
1284601,1284601,10,0,0.40563,0.001,0.40512,0.001,0.40512,0.00173,0.0,300.0,0.01,0.4056,0.001,53.993145,-29.505514,1.348,1.38,10.36,0.03,1.23,-999.0,57272.5469,0.4691,0.732,0.354,-0.022,0.0384,22.2194,0.0437,22.4252,2.3241e-05,9.3456e-07,0.0012,-0.0,-0.0,43,0.6343,0.9811,0.987,1.0,0.9999,1.0,41.7484,0.1409,0.0,-0.0008,1.0,0.0044,53.992722,-29.505579,DES
1285317,1285317,10,1,0.56555,0.001,0.56441,0.001,0.56441,0.00186,0.0,300.0,0.0,0.5656,0.001,9.472623,-43.314404,0.489,1.05,8.51,0.06,-0.15,-999.0,57268.4141,0.7332,0.0845,0.607,-0.0253,0.0488,22.975,0.0539,23.1184,1.1588e-05,5.7533e-07,0.0104,-0.0,-0.0,48,0.864,0.9989,0.937,0.9999,0.9992,0.9999,42.4416,0.1504,0.0,-0.0698,0.88,0.0,9.472534,-43.314522,DES
1285539,1285539,10,0,0.48469,0.001,0.48417,0.001,0.48417,0.00179,0.0,300.0,0.01,0.4847,0.001,54.733749,-29.097792,2.052,1.99,9.63,0.02,0.33,-999.0,56649.5234,1.643,-0.8873,0.8046,0.0049,0.121,23.1029,0.1305,23.0655,1.03e-05,1.2384e-06,0.0123,-0.0,-0.0,15,0.9127,0.9881,0.85,0.9958,0.9946,0.986,42.3887,0.3686,0.0007,-0.1395,1.0,0.0071,54.733101,-29.097719,DES
1286337,1286337,10,0,0.66422,0.001,0.66296,0.001,0.66296,0.00194,0.0,300.0,0.01,0.6642,0.001,7.156637,-42.362389,0.617,1.14,9.02,0.07,0.26,-999.0,56663.375,0.7676,-0.2476,0.6512,-0.1354,0.0679,23.1631,0.0626,23.4363,9.7441e-06,5.6147e-07,0.0053,-0.0,-0.0,20,0.5701,0.9516,0.9376,0.9994,0.9992,0.9999,42.7595,0.1943,0.0,0.0904,0.568,0.0,7.156732,-42.362232,DES
1286881,1286881,10,0,0.52334,0.001,0.5228,0.001,0.5228,0.00182,0.0,300.0,0.01,0.5233,0.001,54.264793,-29.35401,0.922,1.22,10.54,0.03,1.22,-999.0,56668.1055,0.5123,0.2902,0.4771,-0.0824,0.0526,22.7903,0.0468,23.0464,1.3737e-05,5.9188e-07,0.0066,-0.0,-0.0,18,0.8202,0.9998,0.953,1.0,0.9993,1.0,42.3697,0.1385,0.0,0.0661,0.666,0.0,54.2645,-29.354,DES
1287437,1287437,10,0,0.33727,0.001,0.33681,0.001,0.33681,0.00167,0.0,300.0,0.01,0.3373,0.001,55.153214,-28.954496,0.253,0.17,11.31,0.02,1.47,-999.0,56677.457,0.6836,1.1302,0.8814,0.0649,0.0454,22.0679,0.0686,22.0886,2.6721e-05,1.6877e-06,0.0243,-0.0,-0.0,12,0.3579,0.9983,0.3927,0.9999,0.9993,0.9991,41.4118,0.2077,0.0,-0.0223,1.0,0.0183,55.153248,-28.954432,DES
1287883,1287883,10,0,0.65842,0.001,0.65718,0.001,0.65718,0.00194,0.0,300.0,0.01,0.6584,0.001,7.164389,-43.032948,0.031,0.05,10.59,0.04,1.22,-999.0,56670.168,0.92,-0.1029,0.7793,-0.0465,0.088,23.2569,0.0855,23.4838,8.9377e-06,7.0411e-07,0.0232,-0.0,-0.0,16,0.9296,0.9906,0.959,0.9998,0.9981,1.0,42.807,0.1863,0.0,-0.0798,0.434,0.0,7.164401,-43.032948,DES
1288083,1288083,10,0,0.23147,0.001,0.23048,0.001,0.23048,0.00159,0.0,300.0,0.02,0.2315,0.001,35.583374,-6.613701,0.314,0.29,10.06,0.05,1.36,-999.0,56685.3086,0.4439,-2.4076,0.4689,-0.0974,0.0321,20.9503,0.0453,20.8912,7.4796e-05,3.1178e-06,0.0057,-0.0,-0.0,14,0.8838,0.9998,0.4859,1.0,0.9994,0.9999,40.2144,0.1304,0.0,-0.0059,1.0,0.0046,35.58334,-6.613781,DES
1289288,1289288,10,1,0.29093,0.001,0.29001,0.001,0.29001,0.00163,0.0,300.0,0.01,0.2909,0.001,10.178826,-43.948353,0.215,0.2,10.56,0.02,1.01,-999.0,57273.5781,0.3982,-1.1143,0.3427,0.076,0.0229,21.8373,0.0272,21.5242,3.3043e-05,8.278e-07,0.0017,-0.0,-0.0,51,0.5524,0.9583,0.9403,1.0,0.9999,1.0,40.8474,0.1702,0.0,-0.0842,1.0,0.0208,10.178906,-43.948338,DES
1289306,1289306,10,0,0.5438,0.001,0.54268,0.001,0.54268,0.00184,0.0,300.0,0.01,0.5438,0.001,8.238298,-43.782771999999994,0.22,0.23,10.77,0.03,1.19,-999.0,57266.9766,0.5863,-2.7865,0.5897,-0.0571,0.0686,23.3072,0.0693,23.2438,8.5335e-06,5.4466e-07,0.0087,-0.0,-0.0,99,0.8226,0.9663,0.923,0.9981,0.999,0.9951,42.567,0.1648,0.0001,-0.1883,0.631,0.0,8.238297,-43.782833,DES
1289366,1289366,10,0,0.37869,0.001,0.37769,0.001,0.37769,0.0017,0.0,300.0,0.01,0.3787,0.001,8.237135,-43.743866,1.028,1.03,11.13,0.03,1.42,-999.0,57267.0586,0.687,-2.5177,0.915,0.2321,0.0826,23.5465,0.1147,22.7429,6.8457e-06,7.2301e-07,0.04,-0.0,-0.0,107,0.1006,0.7541,0.2336,0.0173,0.3349,0.0139,42.0661,1.1497,0.9506,-0.3062,1.0,0.028,8.236758,-43.743782,DES
1289470,1289470,10,0,0.61268,0.001,0.61207,0.001,0.61207,0.0019,0.0,300.0,0.01,0.6127,0.001,53.473835,-27.984358,1.443,1.17,10.76,0.01,0.62,-999.0,57271.0586,0.6075,-1.7465,0.3296,0.0746,0.0561,23.5312,0.0558,23.2196,6.9425e-06,3.5694e-07,0.0057,-0.0,-0.0,41,0.8974,0.8405,0.9348,0.9995,0.9989,0.9999,42.5428,0.2053,0.0,-0.1832,1.0,0.0171,53.47377,-27.984755,DES
1289555,1289555,10,101,0.56289,0.001,0.56173,0.001,0.56173,0.00186,0.0,300.0,0.03,0.5629,0.001,40.733109000000006,-1.392939,0.209,0.35,9.06,0.04,0.13,-999.0,57276.3125,0.8349,0.1762,0.4829,-0.0882,0.051,22.7332,0.044,22.9886,1.4478e-05,5.8701e-07,-0.0003,-0.0,-0.0,47,0.0281,0.9629,0.932,0.9999,0.9983,0.9999,42.3118,0.1518,0.0,0.0291,0.711,0.0,40.733051,-1.392923,DES
1289600,1289600,10,101,0.42019,0.001,0.41962,0.001,0.41962,0.00174,0.0,300.0,0.01,0.4202,0.001,52.047855,-27.862896000000003,0.646,0.69,9.45,0.01,0.21,-999.0,57283.0312,0.3879,1.2735,0.2316,0.0752,0.0264,22.6622,0.029,22.5834,1.5457e-05,4.1242e-07,-0.0001,-0.0,-0.0,37,0.9993,0.9746,0.8982,0.9996,0.9994,1.0,41.9066,0.1979,0.0,0.0304,1.0,0.0304,52.047657,-27.862852,DES
1289664,1289664,10,1,0.26,0.001,0.25907,0.001,0.25907,0.00161,0.0,300.0,0.03,0.26,0.001,40.8969,-1.129956,0.467,1.03,8.04,0.18,0.7,-999.0,57279.5352,0.3295,-1.3454,0.1862,-0.0088,0.0206,21.0682,0.028,20.9178,6.7098e-05,1.7331e-06,0.0008,-0.0,-0.0,47,0.2227,0.9706,0.9242,1.0,1.0,1.0,40.2411,0.1334,0.0,-0.0573,1.0,0.0124,40.896774,-1.129924,DES
1289714,1289714,10,0,0.53638,0.001,0.53582,0.001,0.53582,0.00183,0.0,300.0,0.01,0.5364,0.001,54.518379,-27.567661,0.763,1.24,10.29,0.04,1.37,-999.0,57276.3086,1.0541,1.3409,0.7141,0.0537,0.0646,23.2547,0.063,23.3631,8.9564e-06,5.196e-07,0.0025,-0.0,-0.0,52,0.1727,0.9951,0.7357,0.9995,0.9992,0.9999,42.6863,0.1919,0.0,-0.0414,0.728,0.0,54.518154,-27.567593,DES
1289812,1289812,10,0,0.71009,0.001,0.70875,0.001,0.70875,0.00198,0.0,300.0,0.03,0.7101,0.001,37.300304,-4.70031,0.695,0.62,10.09,0.02,0.28,-999.0,57272.5195,0.7708,-0.9868,0.5319,-0.1648,0.0655,23.9078,0.0625,24.095,4.9078e-06,2.8262e-07,0.0124,-0.0,-0.0,42,0.7424,0.7141,0.9308,0.9997,0.9966,0.9968,43.4183,0.2142,0.0001,0.1865,1.0,0.0048,37.300285,-4.700118,DES
1289913,1289913,10,0,0.38598,0.001,0.38495,0.001,0.38495,0.00171,0.0,300.0,0.01,0.386,0.001,7.260866,-43.297604,1.009,1.42,9.88,0.03,1.36,-999.0,56879.7734,1.3796,0.5359,0.3736,0.0152,0.0351,21.6902,0.0575,21.7112,3.7836e-05,2.0027e-06,0.0006,-0.0,-0.0,20,0.1988,0.9909,0.9644,0.9982,0.9997,0.9999,41.0344,0.1777,0.0,-0.0008,1.0,0.0171,7.260602,-43.297806,DES
1289982,1289982,10,0,0.11665,0.001,0.11621,0.001,0.11621,0.0015,0.0,300.0,0.01,0.1167,0.001,53.069942000000005,-27.550137,1.06,0.9,8.22,0.01,0.04,-999.0,56895.1055,0.2676,0.4014,0.3052,0.1522,0.0358,22.553,0.0635,22.0921,1.7092e-05,9.9976e-07,0.0032,-0.0,-0.0,17,0.0068,0.0001,0.4825,0.0,0.0,0.0,41.4153,188.5074,1.0,0.032,1.0,0.0252,53.069809,-27.550407,DES
1290007,1290007,10,0,0.4317,0.001,0.43112,0.001,0.43112,0.00175,0.0,300.0,0.01,0.4317,0.001,52.02475,-28.404896,0.875,1.01,9.86,0.01,0.52,-999.0,56891.832,0.5873,-0.2483,0.407,0.0858,0.0396,22.7642,0.0548,22.4543,1.407e-05,7.0978e-07,0.0047,-0.0,-0.0,21,0.7417,0.9226,0.9975,0.9638,0.9968,0.9995,41.7775,0.2158,0.0,-0.0163,1.0,0.0326,52.025013,-28.404818,DES
1290043,1290043,10,0,0.73556,0.001,0.73488,0.001,0.73488,0.002,0.0,300.0,0.01,0.7356,0.001,53.040496999999995,-27.71343,1.371,0.79,11.19,0.01,1.23,-999.0,56905.1172,0.7033,0.8949,0.4387,-0.0521,0.0454,23.6604,0.0514,23.9192,6.1639e-06,2.9177e-07,0.0059,-0.0,-0.0,34,0.7331,0.9907,0.998,1.0,0.9991,1.0,43.2424,0.1893,0.0,0.0662,1.0,0.0079,53.040909,-27.713324,DES
1290176,1290176,10,0,0.79602,0.001,0.7953,0.001,0.7953,0.00206,0.0,300.0,0.01,0.796,0.001,52.035427,-28.06489,0.587,0.72,10.47,0.02,1.14,-999.0,56897.9062,0.7175,0.6183,0.7632,0.095,0.0654,24.0527,0.0829,24.0337,4.2944e-06,3.2801e-07,0.0143,-0.0,-0.0,30,0.9378,0.8808,1.0,0.9993,0.9979,0.9783,43.3569,0.2347,0.0003,-0.1588,0.881,0.0,52.03558,-28.064798,DES
1290191,1290191,10,0,0.59567,0.001,0.59506,0.001,0.59506,0.00188,0.0,300.0,0.01,0.5957,0.001,52.973438,-28.748032,0.703,1.05,9.28,0.03,0.43,-999.0,56888.9414,1.8572,-0.3567,0.6989,-0.0532,0.061,22.9476,0.0494,23.057,1.1884e-05,5.4065e-07,0.0231,-0.0,-0.0,11,0.8861,0.9864,0.9117,0.9927,0.9988,0.9974,42.3802,0.1949,0.0001,-0.0198,1.0,0.0109,52.97329,-28.748177,DES
1290323,1290323,10,0,0.59969,0.001,0.59909,0.001,0.59909,0.00189,0.0,300.0,0.01,0.5997,0.001,53.853542,-28.123526,1.492,1.36,11.13,0.03,1.36,-999.0,56901.3867,0.4799,-0.0306,0.3142,0.1302,0.0422,23.3317,0.0469,23.0866,8.3432e-06,3.6071e-07,0.0026,-0.0,-0.0,62,0.4722,0.4614,0.9736,0.8383,0.9922,0.9777,42.4098,0.2052,0.0005,-0.147,1.0,0.022,53.853111,-28.123365,DES
1290394,1290394,10,0,0.57271,0.001,0.57153,0.001,0.57153,0.00186,0.0,300.0,0.01,0.5727,0.001,8.204242,-42.305714,0.426,0.41,10.79,0.03,1.33,-999.0,56885.1484,1.7833,-0.9545,0.9256,-0.0402,0.0736,23.0626,0.0633,23.1653,1.069e-05,6.2359e-07,0.0001,-0.0,-0.0,30,0.8574,0.976,0.9505,0.9973,0.9993,0.9997,42.4885,0.2112,0.0,-0.1121,0.587,0.0,8.204175,-42.305821,DES
1290593,1290593,10,0,0.67594,0.001,0.67528,0.001,0.67528,0.00195,0.0,300.0,0.01,0.6759,0.001,52.6693,-27.69029,0.814,0.92,11.07,0.04,1.52,-999.0,56894.5,1.0042,0.1535,0.9325,0.0672,0.0664,23.8313,0.0933,23.7753,5.266e-06,4.5268e-07,0.0188,-0.0,-0.0,28,0.3513,0.4781,1.0,0.8759,0.9525,0.9425,43.0985,0.2875,0.0011,-0.11,1.0,0.014,52.669548,-27.690344,DES
1290816,1290816,10,1,0.21892,0.001,0.21847,0.001,0.21847,0.00158,0.0,300.0,0.01,0.2189,0.001,54.172913,-27.840003999999997,1.273,1.22,8.79,0.02,0.58,-999.0,56891.8555,0.481,1.54,0.2769,0.009,0.0176,20.8552,0.0226,21.0508,8.1645e-05,1.6967e-06,0.0008,-0.0,-0.0,24,0.8882,0.9161,0.7716,1.0,0.9999,1.0,40.374,0.1398,0.0,0.0052,1.0,0.0135,54.172512,-27.84,DES
1290948,1290948,10,0,0.53736,0.001,0.5368,0.001,0.5368,0.00183,0.0,300.0,0.01,0.5374,0.001,54.619747,-27.670972999999996,1.528,1.48,10.87,0.02,1.08,-999.0,56884.6211,0.118,-0.6168,0.7045,-0.0746,0.0599,22.8386,0.0796,23.0047,1.3139e-05,9.6381e-07,0.0005,-0.0,-0.0,20,0.6805,0.9981,0.8067,0.9988,0.9998,0.9999,42.3279,0.1843,0.0,-0.014,0.644,0.0,54.619995,-27.671337,DES
1290967,1290967,10,0,0.28158,0.001,0.2811,0.001,0.2811,0.00163,0.0,300.0,0.01,0.2816,0.001,54.056625,-26.969536,0.268,0.27,9.99,0.01,0.95,-999.0,56884.4141,1.6293,-1.2089,0.4748,0.2776,0.0328,22.2141,0.0692,21.1021,2.3353e-05,1.4883e-06,-0.0011,0.0,-0.0,20,0.0671,0.9299,0.3183,0.9996,0.9981,0.9985,40.4253,0.2597,0.0,0.0334,1.0,0.0536,54.056568,-26.969482,DES
1290995,1290995,10,0,0.5441,0.001,0.54352,0.001,0.54351,0.00184,0.0,300.0,0.01,0.5441,0.001,54.029716,-26.59379,0.781,0.8,10.29,0.01,0.6,-999.0,56906.2969,0.5739,0.6258,0.4277,0.0532,0.0457,22.8847,0.0501,22.9624,1.2593e-05,5.8076e-07,0.0023,-0.0,-0.0,32,0.0967,0.9624,0.9693,0.9999,0.9999,0.9974,42.2857,0.1306,0.0001,-0.1241,0.69,0.0,54.029472,-26.593786,DES
