SNID,CIDint,IDSURVEY,TYPE,zHEL,zHELERR,zCMB,zCMBERR,zHD,zHDERR,VPEC,VPECERR,MWEBV,HOST_ZSPEC,HOST_ZSPECERR,HOST_RA,HOST_DEC,HOST_ANGSEP,HOST_DDLR,HOST_LOGMASS,HOST_LOGMASS_ERR,HOST_COLOR,HOST_COLOR_ERR,PKMJD,PKMJDERR,x1,x1ERR,c,cERR,mB,mBERR,mB_corr,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,NDOF,FITPROB,PROB_SCONE,PROB_SNIRFV19,PROB_SNNDESCC,PROB_SNNJ17,PROB_SNNV19,MU,MUERR_FINAL,PROBCC_BEAMS,biasCor_mu,biasCor_muCOVSCALE,biasCor_muCOVADD,RA,DEC,COORD_SOURCE
1867019,1867019,10,1,0.22191,0.001,0.22101,0.001,0.22101,0.00158,0.0,300.0,0.01,0.2219,0.001,8.633051,-42.894032,2.042,1.5,10.2,0.01,0.93,-999.0,58039.168,0.3441,0.5391,0.1824,0.1207,0.0172,21.3523,0.0225,21.1433,5.1649e-05,1.0698e-06,0.0001,-0.0,-0.0,48,0.5116,0.9989,0.9245,1.0,0.9999,1.0,40.4665,0.1696,0.0,-0.0619,1.0,0.0237,8.633057,-42.893463,DES
1871017,1871017,10,1,0.3377,0.001,0.3372,0.001,0.3372,0.00167,0.0,300.0,0.01,0.3377,0.001,54.025715000000005,-27.74655,1.934,1.43,10.83,0.04,1.34,-999.0,58037.9805,0.2144,0.4385,0.1979,-0.1345,0.0156,21.3715,0.0201,21.7986,5.0745e-05,9.3834e-07,0.0008,-0.0,-0.0,47,0.5926,0.9997,0.9191,1.0,1.0,1.0,41.1218,0.1015,0.0,0.0815,1.0,0.0053,54.025879,-27.746033,DES
1872097,1872097,10,0,0.84207,0.001,0.84132,0.001,0.84132,0.0021,0.0,300.0,0.01,0.8421,0.001,52.090843,-27.372688,2.42,1.86,11.52,0.06,1.61,-999.0,58034.2812,1.0739,-1.6607,0.6683,0.191,0.1575,24.6696,0.0888,24.4141,2.4332e-06,1.9902e-07,0.0034,-0.0,-0.0,28,0.721,0.9047,0.9429,0.9995,0.9989,0.7986,43.7373,0.3163,0.0077,-0.5886,0.446,0.0,52.090488,-27.373283,DES
1876204,1876204,10,101,0.51067,0.001,0.51008,0.001,0.51008,0.00181,0.0,300.0,0.01,0.5107,0.001,52.900524,-27.945873,0.386,0.54,9.77,0.08,0.53,-999.0,58045.4141,0.4065,0.682,0.3686,0.0425,0.0286,23.0312,0.0338,23.0033,1.1003e-05,3.4303e-07,0.0022,-0.0,-0.0,27,0.8327,0.9991,1.0,1.0,0.9978,1.0,42.3265,0.1844,0.0,-0.0137,1.0,0.022,52.900402,-27.945885,DES
1876263,1876263,10,0,0.64763,0.001,0.64639,0.001,0.64639,0.00193,0.0,300.0,0.01,0.6476,0.001,7.079654,-42.552174,0.687,0.46,11.37,0.04,1.42,-999.0,58075.0039,1.1126,-0.8005,0.8822,-0.0817,0.1229,23.4194,0.072,23.6143,7.6954e-06,5.1054e-07,0.0266,-0.0,0.0,24,0.2512,0.9998,0.8645,0.9999,0.9795,0.9999,42.9375,0.2801,0.0,-0.0503,0.454,0.0,7.079396,-42.552193,DES
1876287,1876287,10,1,0.56558,0.001,0.56445,0.001,0.56445,0.00186,0.0,300.0,0.01,0.5656,0.001,8.322272,-43.951588,0.391,0.35,10.54,0.02,1.32,-999.0,58048.4766,0.4967,-1.2119,0.3758,-0.0474,0.0455,23.0599,0.041,23.1455,1.0717e-05,4.0509e-07,0.003,-0.0,-0.0,84,0.9079,0.9999,0.9792,0.9999,0.9994,0.9836,42.4687,0.116,0.0003,-0.114,0.598,0.0,8.322135,-43.951634,DES
1876301,1876301,10,0,0.60195,0.001,0.60073,0.001,0.60073,0.00189,0.0,300.0,0.01,0.6019,0.001,7.302611,-42.072388,0.415,0.46,10.23,0.02,0.36,-999.0,58041.457,1.622,-0.031,0.895,0.1037,0.0819,23.469,0.0817,23.4711,7.3518e-06,5.5298e-07,0.0045,-0.0,-0.0,44,0.2631,0.9879,0.9192,0.998,0.9984,0.9966,42.7944,0.223,0.0001,-0.3116,0.555,0.0,7.302457,-42.072372,DES
1876304,1876304,10,0,0.68356,0.001,0.68233,0.001,0.68233,0.00196,0.0,300.0,0.0,0.6836,0.001,8.380086,-43.616276,0.386,0.58,9.82,0.06,0.88,-999.0,58036.75,0.9915,1.9134,0.7541,0.0234,0.063,23.8395,0.0699,24.1032,5.2265e-06,3.367e-07,0.0074,-0.0,-0.0,93,0.7204,0.9925,0.9385,0.9988,0.9992,0.9874,43.4264,0.1646,0.0022,-0.0477,0.429,0.0,8.379971,-43.616207,DES
1876305,1876305,10,0,0.53784,0.001,0.53667,0.001,0.53667,0.00183,0.0,300.0,0.01,0.5378,0.001,7.448766,-42.036697,0.289,0.36,10.62,0.05,1.18,-999.0,58050.1289,0.6444,-0.0576,0.5158,-0.07,0.0537,22.8621,0.0511,23.0717,1.2858e-05,6.0472e-07,0.0039,-0.0,-0.0,41,0.6157,0.9891,0.9587,0.9997,0.9981,0.9793,42.3949,0.1523,0.0003,0.0181,0.646,0.0,7.448677,-42.036743,DES
1876308,1876308,10,1,0.4225,0.001,0.42147,0.001,0.42147,0.00174,0.0,300.0,0.01,0.4225,0.001,9.107752,-43.786957,0.211,0.36,8.79,0.06,0.23,-999.0,58037.9766,0.7581,-0.0255,0.3797,-0.099,0.0428,22.4014,0.046,22.6574,1.9653e-05,8.3348e-07,0.0008,-0.0,-0.0,39,0.1627,0.9969,0.8722,0.9999,0.9998,0.9998,41.9806,0.1624,0.0,0.0297,1.0,0.0072,9.107766,-43.787014,DES
1876421,1876421,10,1,0.34423,0.001,0.34313,0.001,0.34313,0.00168,0.0,300.0,0.02,0.3442,0.001,34.838043,-6.329509,0.374,0.48,9.33,0.02,0.28,-999.0,58045.3008,0.3469,-0.8309,0.2893,-0.0493,0.0216,22.0186,0.0277,22.0511,2.796e-05,7.1325e-07,0.0017,-0.0,-0.0,47,0.9145,0.9979,1.0,1.0,1.0,1.0,41.3743,0.1315,0.0,-0.0312,1.0,0.0096,34.837959,-6.329447,DES
1876431,1876431,10,101,0.466,0.001,0.46482,0.001,0.46482,0.00177,0.0,300.0,0.02,0.466,0.001,35.836521000000005,-6.39018,0.159,0.21,10.07,0.04,1.32,-999.0,58041.5117,0.0344,-0.9811,0.488,-0.0372,0.0474,22.6304,0.0491,22.7007,1.5916e-05,7.2004e-07,0.0028,-0.0,-0.0,35,0.2817,0.9999,0.8456,1.0,0.9998,1.0,42.0239,0.1282,0.0,-0.0934,0.691,0.0,35.836479,-6.390174,DES
1876462,1876462,10,0,0.841,0.001,0.83954,0.001,0.83954,0.00209,0.0,300.0,0.02,0.841,0.001,36.78791,-4.333365000000001,0.689,0.88,10.81,0.01,1.12,-999.0,58037.3555,1.271,-1.9589,0.6779,-0.1877,0.168,24.5299,0.0663,24.6148,2.7673e-06,1.6904e-07,-0.0016,-0.0,-0.0,27,0.0504,0.9919,0.7379,1.0,0.9925,0.9845,43.938,0.38,0.0007,0.2038,0.496,0.0,36.788052,-4.333496,DES
1876533,1876533,10,0,0.491,0.001,0.48981,0.001,0.48981,0.0018,0.0,300.0,0.02,0.491,0.001,36.780964,-4.077421,2.706,3.04,10.77,0.01,0.94,-999.0,58036.9258,0.477,-1.3836,0.3275,0.07,0.0399,23.147,0.0482,22.8692,9.89e-06,4.3866e-07,0.0005,-0.0,-0.0,30,0.3609,0.9798,0.9967,0.9996,0.9985,1.0,42.1924,0.1971,0.0,-0.1443,1.0,0.0155,36.780487,-4.078004,DES
1876602,1876602,10,0,0.73117,0.001,0.72988,0.001,0.72988,0.002,0.0,300.0,0.01,0.7312,0.001,7.078274,-43.142624,0.012,0.01,10.86,0.04,1.29,-999.0,58036.1719,1.227,2.19,0.9781,-0.0323,0.0804,23.5862,0.0872,23.986,6.5997e-06,5.3026e-07,0.0112,-0.0,-0.0,47,0.887,0.9978,0.8706,0.4735,0.9795,0.9782,43.3093,0.1798,0.0005,0.0718,0.294,0.0,7.07827,-43.142624,DES
1878148,1878148,10,1,0.2254,0.001,0.22454,0.001,0.22453,0.00158,0.0,300.0,0.06,0.2254,0.001,43.070183,0.8861700000000001,2.965,1.74,10.52,0.01,1.12,-999.0,58050.6094,0.1739,0.7032,0.1493,0.0218,0.016,20.8027,0.0227,20.9063,8.5685e-05,1.7907e-06,0.0005,-0.0,-0.0,43,0.8377,0.9992,0.995,1.0,0.9999,1.0,40.2295,0.1212,0.0,-0.0396,1.0,0.0104,43.070988,0.886,DES
1878288,1878288,10,0,0.48501,0.001,0.48449,0.001,0.48449,0.00179,0.0,300.0,0.01,0.485,0.001,54.897926,-28.904102,0.552,0.45,10.39,0.01,0.74,-999.0,58034.2656,1.2267,-1.1164,0.7904,0.0888,0.1038,23.5141,0.1187,23.3443,7.0529e-06,7.7139e-07,0.0128,-0.0,-0.0,43,0.9137,0.9924,0.8201,0.9952,0.7654,0.9333,42.6675,0.2941,0.0072,-0.2679,0.975,0.0,54.898056,-28.903999,DES
1878334,1878334,10,101,0.36142,0.001,0.36044,0.001,0.36044,0.00169,0.0,300.0,0.03,0.3614,0.001,41.939243,-0.508523,1.207,1.08,10.54,0.01,1.12,-999.0,58040.1797,0.7722,0.1249,0.4716,0.269,0.036,22.6342,0.0474,22.0474,1.586e-05,6.9273e-07,0.0055,-0.0,-0.0,43,0.2449,0.9897,0.3704,0.9986,0.9845,0.9921,41.3706,0.1921,0.0001,-0.2129,1.0,0.0248,41.938919,-0.508446,DES
1878335,1878335,10,1,0.565,0.001,0.56371,0.001,0.56371,0.00186,0.0,300.0,0.02,0.565,0.001,34.878063,-5.335948999999999,0.673,1.19,8.97,0.05,0.49,-999.0,58049.3438,0.5793,0.5729,0.4657,-0.0988,0.0464,22.8954,0.0457,23.1865,1.2469e-05,5.2489e-07,0.0035,-0.0,-0.0,41,0.1888,0.9941,0.9331,1.0,0.9999,1.0,42.5097,0.138,0.0,0.0905,0.701,0.0,34.878243,-5.335891,DES
1878612,1878612,10,0,0.64605,0.001,0.64488,0.001,0.64488,0.00193,0.0,300.0,0.01,0.646,0.001,8.841838000000001,-44.720882,0.342,0.45,10.72,0.0,1.1,-999.0,58052.2422,0.6736,0.8893,0.4985,-0.0006,0.0473,22.9352,0.0478,23.1628,1.202e-05,5.2934e-07,0.0065,-0.0,-0.0,38,0.5185,0.8874,0.99,0.3379,0.9192,0.5895,42.486,0.438,0.9346,-0.064,0.447,0.0,8.84179,-44.720795,DES
1878692,1878692,10,0,0.886,0.001,0.8845,0.001,0.8845,0.00213,0.0,300.0,0.02,0.886,0.001,36.651917,-4.789331,0.584,0.71,10.94,0.01,1.03,-999.0,58039.9258,1.2334,-1.5816,0.7021,0.2469,0.1578,24.6112,0.0706,24.495,2.5674e-06,1.6692e-07,0.022,-0.0,-0.0,27,0.2438,0.5978,0.8594,0.9997,0.9909,0.0421,43.8182,0.2412,0.3118,-0.8893,0.178,0.0,36.651753,-4.789342,DES
1878719,1878719,10,0,0.45854,0.001,0.45753,0.001,0.45753,0.00177,0.0,300.0,0.07,0.4585,0.001,43.562275,0.202752,0.752,0.69,10.59,0.03,1.29,-999.0,58052.457,0.5818,-0.0461,0.4899,-0.0786,0.0523,22.7725,0.054,23.0002,1.3964e-05,6.9483e-07,0.0035,-0.0,-0.0,38,0.0482,0.9999,0.9643,1.0,0.9999,1.0,42.3234,0.1407,0.0,0.0288,0.72,0.0,43.562389,0.202577,DES
1878756,1878756,10,0,0.55419,0.001,0.55294,0.001,0.55294,0.00185,0.0,300.0,0.02,0.5542,0.001,36.122231,-4.5559970000000005,1.221,0.94,10.92,0.01,1.32,-999.0,58039.4727,0.7363,-0.0541,0.4647,0.2432,0.0465,24.0026,0.0502,23.4584,4.4975e-06,2.0791e-07,0.0037,-0.0,-0.0,38,0.7301,0.9702,0.5881,0.9972,0.9674,0.0396,42.7816,0.3181,0.5259,-0.204,1.0,0.0249,36.122387,-4.555696,DES
1879187,1879187,10,0,0.59271,0.001,0.59157,0.001,0.59157,0.00188,0.0,300.0,0.05,0.5927,0.001,42.427513,0.4525869999999999,0.654,0.59,10.86,0.05,1.09,-999.0,58044.7461,1.1506,-1.2711,0.9419,0.2618,0.0931,23.6144,0.0879,23.3975,6.4307e-06,5.2049e-07,0.0091,-0.0,-0.0,44,0.4283,0.8484,0.8349,0.9907,0.9966,0.9335,42.7207,0.2008,0.0016,-0.7851,0.423,0.0,42.427391,0.452722,DES
1879188,1879188,10,0,0.64846,0.001,0.64727,0.001,0.64727,0.00193,0.0,300.0,0.04,0.6485,0.001,42.175129,0.280656,0.604,0.63,10.67,0.03,1.54,-999.0,58044.293,1.1124,1.3345,0.7884,0.0644,0.061,23.3993,0.0592,23.6451,7.8391e-06,4.2717e-07,0.0068,-0.0,-0.0,44,0.7786,0.0,0.9102,0.9966,0.9656,0.8614,42.9683,0.1307,0.0023,-0.2132,0.311,0.0,42.174973,0.280719,DES
1879208,1879208,10,1,0.19515,0.001,0.19471,0.001,0.19471,0.00156,0.0,300.0,0.01,0.1952,0.001,54.10987900000001,-27.698069,0.0,0.0,10.66,0.01,0.83,-999.0,58049.668,0.1581,0.5646,0.1346,-0.0513,0.0145,20.388,0.0191,20.6795,0.00012554,2.2056e-06,0.0003,-0.0,-0.0,40,0.9999,0.9998,0.9935,1.0,0.9999,1.0,40.0027,0.0921,0.0,-0.022,1.0,0.0045,54.109879,-27.698069,DES
1879256,1879256,10,1,0.25028,0.001,0.24936,0.001,0.24936,0.0016,0.0,300.0,0.01,0.2503,0.001,7.782273,-43.465149,0.363,0.43,9.09,0.02,0.52,-999.0,58042.0703,0.2865,-1.0539,0.1882,0.0947,0.019,21.4533,0.0238,21.0091,4.7062e-05,1.0326e-06,0.0006,-0.0,-0.0,48,0.0208,0.9908,0.9403,0.9999,0.9983,1.0,40.3323,0.197,0.0,-0.0395,1.0,0.0335,7.782153,-43.465099,DES
1879263,1879263,10,1,0.463,0.001,0.46192,0.001,0.46192,0.00177,0.0,300.0,0.01,0.463,0.001,8.53149,-42.974342,0.322,0.5,10.01,0.02,0.79,-999.0,58045.707,0.5794,0.4937,0.4851,-0.1275,0.0439,22.5845,0.0437,22.9283,1.6604e-05,6.6884e-07,0.0023,-0.0,-0.0,40,0.5379,1.0,0.8574,1.0,1.0,1.0,42.2515,0.1315,0.0,0.1518,0.731,0.0,8.531395,-42.9744,DES
1879313,1879313,10,101,0.61028,0.001,0.6097,0.001,0.60969,0.0019,0.0,300.0,0.01,0.6103,0.001,54.232406999999995,-28.475151,0.512,0.62,10.54,0.02,0.96,-999.0,58042.7227,1.4039,-0.4744,0.9647,0.1133,0.0985,23.6967,0.1039,23.6789,5.961e-06,5.7026e-07,0.0216,-0.0,-0.0,44,0.4763,0.992,0.9183,0.9997,0.999,0.9995,43.0021,0.2258,0.0,-0.3928,0.523,0.0,54.232246,-28.475178,DES
1879412,1879412,10,0,0.82132,0.001,0.81984,0.001,0.81984,0.00208,0.0,300.0,0.02,0.8213,0.001,35.774525,-4.4691540000000005,0.574,0.45,11.09,0.01,1.25,-999.0,58042.2188,1.0163,-1.6529,0.5208,-0.1214,0.0577,24.2288,0.0502,24.2977,3.6517e-06,1.6887e-07,0.0018,-0.0,0.0,44,0.7191,0.9849,0.9478,1.0,0.9988,1.0,43.6209,0.183,0.0,0.0625,0.669,0.0,35.774647,-4.46905,DES
1879414,1879414,10,1,0.39,0.001,0.38889,0.001,0.38889,0.00171,0.0,300.0,0.02,0.39,0.001,36.198956,-5.209619,0.175,0.44,7.95,0.14,0.39,-999.0,58049.9102,0.2256,0.4368,0.176,-0.0567,0.0302,22.0745,0.0253,22.3028,2.6559e-05,6.183e-07,-0.0005,-0.0,-0.0,23,0.4359,0.9952,0.9875,1.0,0.9996,1.0,41.626,0.1312,0.0,-0.0001,1.0,0.0067,36.19899,-5.209655,DES
1879426,1879426,10,1,0.2299,0.001,0.22941,0.001,0.22941,0.00159,0.0,300.0,0.01,0.2299,0.001,52.475765,-27.617565000000003,4.741,1.67,7.68,0.07,0.02,-999.0,58054.457,0.1344,0.8014,0.1143,-0.0925,0.0136,20.5536,0.0182,20.9435,0.00010778,1.8055e-06,0.0002,-0.0,-0.0,42,0.638,0.9999,0.9975,1.0,0.9998,1.0,40.2667,0.098,0.0,0.0087,1.0,0.0057,52.474308,-27.6173,DES
1879483,1879483,10,0,0.87716,0.001,0.87565,0.001,0.87565,0.00213,0.0,300.0,0.02,0.8772,0.001,36.244308,-4.231221,2.572,3.13,10.72,0.05,0.93,-999.0,58045.5703,0.7518,-0.7041,0.4387,0.0096,0.0855,23.9961,0.0383,24.09,4.5244e-06,1.5948e-07,0.0021,-0.0,-0.0,28,0.461,0.9266,0.9886,0.9997,0.9985,0.9985,43.4132,0.1268,0.0002,-0.2183,0.21,0.0,36.244572,-4.231886,DES
1879532,1879532,10,1,0.37822,0.001,0.37719,0.001,0.37719,0.0017,0.0,300.0,0.0,0.3782,0.001,6.9665490000000005,-42.884521,0.826,0.75,10.67,0.05,1.24,-999.0,58053.3711,0.3102,-0.0244,0.2789,0.052,0.0258,22.158,0.0329,22.0936,2.4592e-05,7.4599e-07,0.0023,-0.0,-0.0,52,0.3291,0.9849,0.99,1.0,0.9999,1.0,41.4168,0.1515,0.0,-0.083,1.0,0.0145,6.966269,-42.884419,DES
1879649,1879649,10,23,0.1202,0.001,0.11979,0.001,0.11979,0.0015,0.0,300.0,0.01,0.1202,0.001,54.787868,-26.176155,57.391,2.4,11.61,0.03,1.07,-999.0,58063.8633,0.3649,-2.3529,0.3332,0.0586,0.0916,20.3043,0.1486,19.8428,0.0001356,1.8555e-05,0.0132,-0.0,-0.0,7,0.1383,0.091,0.2495,0.0,0.0009,0.0,39.166,197.0615,1.0,-0.0809,1.0,0.0151,54.78249,-26.191349,DES
1880304,1880304,10,0,0.44469,0.001,0.44419,0.001,0.44419,0.00176,0.0,300.0,0.01,0.4447,0.001,54.742691,-30.035425,0.545,0.67,10.52,0.01,0.91,-999.0,58044.6719,0.7608,0.0924,0.6606,0.0372,0.0608,22.8893,0.0682,22.9162,1.2539e-05,7.8768e-07,0.0072,-0.0,-0.0,40,0.561,0.9999,0.7763,1.0,0.9997,1.0,42.2394,0.2031,0.0,-0.1093,1.0,0.004,54.742741,-30.03557,DES
1880429,1880429,10,0,0.49816,0.001,0.49707,0.001,0.49707,0.0018,0.0,300.0,0.03,0.4982,0.001,41.663658,-1.37747,1.621,1.48,9.9,0.01,0.2,-999.0,58039.5898,1.0616,0.4269,0.7376,0.2162,0.1067,22.9867,0.1316,22.6473,1.1464e-05,1.3891e-06,0.0014,-0.0,-0.0,24,0.468,0.0535,0.678,0.9918,0.004,0.8684,41.9706,0.263,0.0065,-0.2848,1.0,0.0012,41.663216,-1.377551,DES
1880486,1880486,10,0,0.63527,0.00015,0.63407,0.00015,0.63407,0.00164,0.0,300.0,0.03,0.6353,0.0002,41.258266,-1.7133919999999998,1.615,1.19,11.17,0.04,1.37,-999.0,58039.2695,1.508,-0.0945,0.8219,-0.0906,0.0867,23.5412,0.0788,23.8323,6.8789e-06,4.9918e-07,0.0124,-0.0,-0.0,42,0.7216,0.9975,0.9467,0.9974,0.9986,0.9982,43.1555,0.1741,0.0001,-0.0051,0.358,0.0,41.258328,-1.713837,DES
1880513,1880513,10,0,0.64577,0.001,0.64458,0.001,0.64458,0.00193,0.0,300.0,0.04,0.6458,0.001,41.812259999999995,-1.587931,0.734,1.01,9.54,0.02,0.16,-999.0,58047.9531,0.9295,0.4372,0.7862,0.0386,0.0582,23.3552,0.0599,23.5215,8.1643e-06,4.5057e-07,0.0061,-0.0,-0.0,42,0.1905,0.9966,0.984,1.0,0.9986,1.0,42.8447,0.1414,0.0,-0.2351,0.373,0.0,41.812069,-1.588004,DES
1880545,1880545,10,101,0.55227,0.001,0.55111,0.001,0.55111,0.00185,0.0,300.0,0.01,0.5523,0.001,6.7228460000000005,-43.155834000000006,0.827,0.69,11.03,0.04,1.43,-999.0,58043.1367,1.3114,0.352,0.8471,0.2615,0.0657,23.318,0.0674,23.0369,8.4489e-06,5.247e-07,0.0068,-0.0,-0.0,43,0.8614,0.8697,0.7523,0.6873,0.9979,0.9638,42.3601,0.2014,0.0009,-0.4589,0.73,0.0,6.722732,-43.155621,DES
1880632,1880632,10,1,0.4065,0.001,0.40538,0.001,0.40538,0.00173,0.0,300.0,0.02,0.4065,0.001,36.659134,-4.481378,0.23,0.24,10.56,0.08,1.45,-999.0,58047.7969,0.2872,-0.3751,0.2254,-0.1239,0.0373,21.9145,0.0315,22.2183,3.0775e-05,8.938e-07,0.0001,-0.0,-0.0,22,0.3768,0.9991,0.901,1.0,0.9998,1.0,41.5415,0.1305,0.0,0.0409,1.0,0.003,36.659142,-4.481314,DES
1880686,1880686,10,0,0.31457,0.001,0.31406,0.001,0.31406,0.00165,0.0,300.0,0.01,0.3146,0.001,53.43845699999999,-26.467484,0.812,0.69,10.56,0.06,1.38,-999.0,58053.2031,0.1946,0.0807,0.173,-0.0826,0.0156,21.4325,0.0189,21.7118,4.7972e-05,8.3687e-07,0.0005,-0.0,-0.0,44,0.0206,0.9974,1.0,1.0,1.0,1.0,41.035,0.1089,0.0,0.0099,1.0,0.0069,53.438702,-26.467533,DES
1881037,1881037,10,0,0.76652,0.001,0.76584,0.001,0.76584,0.00203,0.0,300.0,0.01,0.7665,0.001,52.818596,-28.880816999999997,2.177,2.12,10.96,0.01,0.92,-999.0,58061.3711,0.4711,1.2278,0.3588,-0.0811,0.0324,23.7241,0.0322,24.064,5.8124e-06,1.7221e-07,0.0026,-0.0,-0.0,45,0.5264,0.984,0.9783,0.9999,0.9985,1.0,43.3872,0.1597,0.0,0.1293,1.0,0.007,52.818489,-28.881416,DES
1882097,1882097,10,0,0.481,0.001,0.47992,0.001,0.47992,0.00179,0.0,300.0,0.03,0.481,0.001,41.389545,-1.427272,0.951,0.87,9.9,0.01,0.3,-999.0,58057.2773,0.9043,-0.4502,0.725,0.1158,0.0809,23.4652,0.0936,23.249,7.3776e-06,6.36e-07,0.0116,-0.0,-0.0,40,0.7846,0.9875,0.9304,0.9611,0.9918,0.8362,42.5722,0.2436,0.0178,-0.2361,1.0,0.0044,41.389313,-1.427397,DES
1883111,1883111,10,0,0.43385,0.001,0.43278,0.001,0.43278,0.00175,0.0,300.0,0.01,0.4338,0.001,7.750111,-42.812763,0.304,0.39,10.49,0.02,1.35,-999.0,58059.6523,0.5067,-1.2988,0.4516,0.1037,0.052,22.6545,0.0612,22.3793,1.5567e-05,8.7819e-07,0.0068,-0.0,-0.0,38,0.4155,0.9887,0.9547,1.0,0.9998,0.9993,41.7025,0.1723,0.0,-0.2382,1.0,0.0099,7.750012,-42.812721,DES
1883166,1883166,10,0,0.51473,0.00017,0.51351,0.00017,0.51351,0.00152,0.0,300.0,0.02,0.5147,0.0002,35.62233,-7.145223,0.392,0.27,10.78,0.03,1.35,-999.0,58054.2969,0.641,-1.0421,0.5287,0.0207,0.064,22.9974,0.0654,23.0013,1.1351e-05,6.8354e-07,0.0039,-0.0,-0.0,41,0.432,0.9947,0.96,0.9998,0.9998,1.0,42.3245,0.1585,0.0,-0.2174,0.609,0.0,35.622223,-7.145199,DES
1887027,1887027,10,0,0.21348,0.001,0.21303,0.001,0.21303,0.00157,0.0,300.0,0.01,0.2135,0.001,53.79583,-28.532192,5.171,2.81,10.81,0.01,1.1,-999.0,58060.0898,0.2241,-1.1965,0.1659,0.1491,0.0217,21.3258,0.0302,20.7703,5.2928e-05,1.4745e-06,0.0011,-0.0,-0.0,39,0.0131,0.8604,0.9046,0.9977,0.9987,0.9947,40.0935,0.1769,0.0,-0.0832,1.0,0.0264,53.796448,-28.530863,DES
1889022,1889022,10,101,0.5124,0.001,0.51127,0.001,0.51127,0.00181,0.0,300.0,0.01,0.5124,0.001,8.166777,-42.710606,0.413,0.92,8.62,0.08,0.27,-999.0,58058.5195,0.6316,0.5223,0.5145,-0.0205,0.0478,22.9875,0.0505,23.1473,1.1455e-05,5.3309e-07,0.0049,-0.0,-0.0,41,0.8786,0.9984,0.99,1.0,0.9997,1.0,42.4705,0.1717,0.0,-0.0307,1.0,0.004,8.166656,-42.710678,DES
1889090,1889090,10,101,0.514,0.001,0.5129,0.001,0.5129,0.00181,0.0,300.0,0.03,0.514,0.001,41.393497,-1.192115,1.005,1.48,8.55,0.06,-0.1,-999.0,58066.832,0.5353,1.5116,0.438,0.0188,0.0397,22.8021,0.0436,22.9373,1.3588e-05,5.4553e-07,0.0018,-0.0,-0.0,41,0.8973,0.9992,0.8863,1.0,0.9999,1.0,42.2605,0.1359,0.0,0.0307,0.917,0.0,41.393227,-1.192052,DES
1889155,1889155,10,0,0.77966,0.001,0.77826,0.001,0.77826,0.00204,0.0,300.0,0.03,0.7797,0.001,37.36993,-4.893751,0.98,1.16,9.84,0.02,0.1,-999.0,58064.5117,0.77,0.8349,0.6716,0.1794,0.0891,23.9745,0.0577,23.7641,4.6155e-06,2.4541e-07,0.0163,-0.0,0.0,27,0.8201,0.9193,0.9362,1.0,0.9995,0.9999,43.0873,0.3003,0.0,-0.2334,0.972,0.0,37.369804,-4.893509,DES
1889211,1889211,10,0,0.46407,0.001,0.46351,0.001,0.46351,0.00177,0.0,300.0,0.01,0.4641,0.001,53.913631,-26.665627,0.326,0.22,11.03,0.04,1.39,-999.0,58064.8906,0.495,-1.0028,0.5206,0.1176,0.0584,22.7778,0.0654,22.5408,1.3896e-05,8.3694e-07,0.0072,-0.0,-0.0,31,0.0041,0.9296,0.8627,1.0,0.9995,1.0,41.8641,0.1851,0.0,-0.2722,1.0,0.0042,53.913559,-26.665564,DES
1889226,1889226,10,0,0.59338,0.001,0.59276,0.001,0.59276,0.00188,0.0,300.0,0.01,0.5934,0.001,53.286991,-27.345245,0.141,0.15,10.71,0.03,1.22,-999.0,58069.2305,0.3087,0.1339,0.2309,0.1323,0.0274,23.2396,0.0263,23.0044,9.0815e-06,2.2033e-07,0.0008,-0.0,-0.0,82,0.105,0.9924,0.8705,0.9999,0.9993,0.9945,42.3276,0.1844,0.0002,-0.1368,1.0,0.0224,53.286949,-27.345255,DES
1889253,1889253,10,0,0.53717,0.001,0.53661,0.001,0.53661,0.00183,0.0,300.0,0.01,0.5372,0.001,54.03294,-28.441484000000003,0.183,0.12,11.24,0.02,1.28,-999.0,58053.7891,0.9236,-2.6963,0.626,-0.0106,0.0923,23.2587,0.0699,23.1341,8.9232e-06,5.7423e-07,-0.0047,-0.0,-0.0,37,0.578,0.9986,0.8548,0.9993,0.999,0.9998,42.4573,0.2517,0.0,-0.2572,0.673,0.0,54.032986,-28.441515,DES
1890041,1890041,10,0,0.6538,0.001,0.65258,0.001,0.65258,0.00193,0.0,300.0,0.01,0.6538,0.001,7.102474000000001,-43.558426,0.548,0.91,9.43,0.02,0.2,-999.0,58065.9023,1.0007,1.6799,0.8581,0.0777,0.0601,23.4286,0.0682,23.566,7.6308e-06,4.7916e-07,0.0174,-0.0,-0.0,41,0.9805,0.9946,0.8872,0.9992,0.9947,0.9996,42.8892,0.1564,0.0,-0.1282,0.51,0.0,7.102272,-43.558384,DES
1890212,1890212,10,0,0.72913,0.001,0.72776,0.001,0.72776,0.002,0.0,300.0,0.02,0.7291,0.001,36.725067,-4.732718,0.263,0.28,11.19,0.04,1.25,-999.0,58066.8633,0.4948,0.3961,0.4316,-0.1624,0.0391,23.4067,0.0378,23.7675,7.7859e-06,2.7136e-07,0.0067,-0.0,-0.0,36,0.9545,0.9839,0.8609,1.0,0.9953,1.0,43.0908,0.1564,0.0,0.2281,0.993,0.0,36.72501,-4.732671,DES
