CID,CIDint,IDSURVEY,TYPE,zHEL,zHELERR,zCMB,zCMBERR,zHD,zHDERR,VPEC,VPECERR,MWEBV,HOST_ZSPEC,HOST_ZSPECERR,HOST_RA,HOST_DEC,HOST_ANGSEP,HOST_DDLR,HOST_LOGMASS,HOST_LOGMASS_ERR,HOST_COLOR,HOST_COLOR_ERR,PKMJD,PKMJDERR,x1,x1ERR,c,cERR,mB,mBERR,mB_corr,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,NDOF,FITPROB,PROB_SCONE,PROB_SNIRFV19,PROB_SNNDESCC,PROB_SNNJ17,PROB_SNNV19,MU,MUERR_FINAL,PROBCC_BEAMS,biasCor_mu,biasCor_muCOVSCALE,biasCor_muCOVADD,blast_transient_spectroscopic_class,blast_transient_photometric_class,blast_host_name,blast_host_ra_deg,blast_host_dec_deg,blast_host_redshift,blast_host_EBV_MW,blast_local_log_mass_50,blast_local_log_sfr_50,blast_local_log_ssfr_50,blast_local_log_age_50,blast_local_mass_surviving_ratio,blast_global_log_mass_50,blast_global_log_sfr_50,blast_global_log_ssfr_50,blast_global_log_age_50,blast_global_mass_surviving_ratio
ASASSN-16ct,57.0,150.0,1.0,0.04191,4e-05,0.04252,4e-05,0.04306,0.00087,-155.75,250.0,0.05,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,9.13,0.09,1.06,-999.0,57459.7773,0.58,1.3841,0.2073,0.0268,0.0207,16.8288,0.0276,16.9762,0.0033302,8.4731e-05,-0.0003,0.0,-0.0,22.0,0.0191,-9.0,-9.0,-9.0,-9.0,-9.0,36.2995,0.1295,0.0,-0.027,1.0,0.0089,SN Ia,,ASASSN-16ct,228.4762667,4.75714692,0.04191041,0.04562602773308754,9.211838787804727,-1.0811507881639297,-10.305180021397677,7.108430064959132,0.5833158934146533,9.337939733573222,-1.355276337099761,-10.657861504393782,6.848630268378315,0.5817124773332876
ASASSN-16db,75.0,150.0,1.0,0.03486,1e-05,0.03589,1e-05,0.0373,0.00086,-408.93,250.0,0.02,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.82,0.08,1.21,-999.0,57465.1758,0.2981,-0.583,0.1149,0.0559,0.0218,16.8438,0.029,16.6764,0.0032846,8.78e-05,-0.0,-0.0,-0.0,24.0,0.0072,-9.0,-9.0,-9.0,-9.0,-9.0,35.9996,0.1245,0.0,-0.0819,1.0,0.0078,SN Ia,,ASASSN-16db,167.3575098,29.56925583,0.03486365,0.022570152021944522,8.840661581505383,-1.2266615317347636,-10.055297162267179,7.028505805945857,0.5840751689886585,11.082905080506105,0.6491783248423183,-10.439845681335768,8.622226403828702,0.568318354194788
ASASSN-16dw,110.0,150.0,1.0,0.03466,0.00015,0.03565,0.00015,0.03437,0.00088,371.74,250.0,0.05,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.24,0.07,1.28,-999.0,57482.8867,0.4065,-0.1479,0.1592,0.0759,0.0199,16.7036,0.0277,16.5395,0.0037374,9.5338e-05,0.0,0.0,-0.0,21.0,0.1069,-9.0,-9.0,-9.0,-9.0,-9.0,35.8627,0.1321,0.0,-0.0778,1.0,0.0096,SN Ia,,ASASSN-16dw,202.50506382,-27.97492376,0.034657,0.04560623176395893,9.382895636325385,-0.9791739211273077,-10.368535008128788,7.639056151607426,0.5762440989752308,10.535651440826172,-0.7353424408328204,-11.272414470580312,8.120375647276578,0.5745990304947726
ASASSN-16fo,145.0,150.0,1.0,0.0289,0.00021,0.02994,0.00021,0.03036,0.00088,-122.18,250.0,0.03,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.09,0.11,1.51,-999.0,57539.9805,0.4594,0.7838,0.2261,-0.0925,0.0205,15.8521,0.026,16.3074,0.0081878,0.00019613,0.0006,-0.0,-0.0,14.0,0.8091,-9.0,-9.0,-9.0,-9.0,-9.0,35.6306,0.0999,0.0,-0.0221,0.992,0.0,SN Ia,,ASASSN-16fo,203.14901734,-5.2726295,0.02961,0.026837612241506575,9.990154150324305,-0.4870968910003536,-10.463966783284786,7.564365267497756,0.5807047129330876,10.353675594420851,-1.7209923823204876,-12.043876253876656,11.563621119588849,0.5628858306621624
ASASSN-16fs,163.0,150.0,1.0,0.0292,1e-05,0.0299,1e-05,0.02944,0.00086,135.19,250.0,0.03,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.94,0.07,1.59,-999.0,57542.3594,0.4582,-1.2466,0.1547,-0.0316,0.0239,16.156,0.0348,16.1298,0.0061886,0.00019819,-0.0003,0.0,-0.0,14.0,0.3593,-9.0,-9.0,-9.0,-9.0,-9.0,35.453,0.1064,0.0,-0.057,1.0,0.0015,SN Ia,,ASASSN-16fs,221.77635214,11.59383875,0.02920517,0.02787710726261139,10.320726010082739,-0.9606510312645343,-11.344573336682476,7.6179180851564166,0.5782978671911697,11.256171806252095,-1.327773375142507,-12.584193830378409,11.765752107696425,0.5679468966468229
ASASSN-16hc,5.0,150.0,1.0,0.05093,1e-05,0.05165,1e-05,0.05151,0.00088,40.68,250.0,0.01,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,11.0,0.29,1.38,-999.0,57582.1758,0.522,1.5371,0.3046,-0.0818,0.0218,16.9503,0.0264,17.494,0.0029777,7.2414e-05,0.0016,-0.0,-0.0,13.0,0.0968,-9.0,-9.0,-9.0,-9.0,-9.0,36.8172,0.0853,0.0,-0.0226,0.89,0.0,SN Ia,,ASASSN-16hc,209.76647145,33.1382493,0.05093442,0.012474807668477297,9.268817597499043,-1.044240306777939,-10.367710819583658,8.20032106006288,0.5703332285396311,10.933766411328792,-0.08869211924132712,-10.961972906310832,7.801628414951765,0.5742514493342246
ASASSN-16hr,22.0,150.0,1.0,0.03086,1e-05,0.0298,1e-05,0.03083,0.00086,-300.27,250.0,0.11,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,9.89,0.2,0.81,-999.0,57596.8945,0.5835,1.2744,0.2079,0.0499,0.021,16.2994,0.0384,16.3498,0.0054233,0.00019157,0.0004,-0.0,-0.0,12.0,0.6605,-9.0,-9.0,-9.0,-9.0,-9.0,35.673,0.1484,0.0,-0.0199,1.0,0.012,SN Ia,,ASASSN-16hr,336.3815404,38.98378365,,0.10523360341787338,9.43890974783098,-0.21077842374638148,-9.661015255790113,6.730381956924697,0.601529867074844,9.985027992461728,0.05674115510492855,-9.932981718448438,7.270507867954761,0.5872761026045293
ASASSN-16oz,129.0,150.0,1.0,0.031,0.002,0.03207,0.002,0.03192,0.00218,42.87,250.0,0.05,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,8.29,0.43,0.66,-999.0,57749.9766,0.2994,1.4501,0.1997,-0.0446,0.0207,15.9146,0.026,16.2899,0.0077295,0.00018505,0.0008,-0.0,-0.0,13.0,0.6835,-9.0,-9.0,-9.0,-9.0,-9.0,35.6131,0.1072,0.0,-0.0217,1.0,0.0026,SN Ia,,ASASSN-16oz,135.05645054,-13.63639247,,,8.378986936983967,-1.3026942364371517,-9.702403235223713,5.9710864272660835,0.6146072762364646,7.7241019124861765,-0.9020579965589823,-8.67660979956066,6.107651912447128,0.6583986081712687
ASASSN-17at,164.0,150.0,1.0,0.02537,1e-05,0.02643,1e-05,0.02713,0.00086,-204.19,250.0,0.02,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.36,0.18,1.19,-999.0,57777.3242,0.3375,-1.594,0.162,-0.0143,0.0203,16.1624,0.0249,16.031,0.006152,0.00014134,-0.0,0.0,-0.0,19.0,0.7702,-9.0,-9.0,-9.0,-9.0,-9.0,35.3542,0.1115,0.0,-0.0615,1.0,0.0026,SN Ia,,ASASSN-17at,174.64049188,25.39809191,0.02537012,0.023674077652394772,9.743660274601654,-0.3955817548382948,-10.148647004224914,7.44874541926651,0.5887195454169323,10.481680649334198,-0.0019476952431753268,-10.488545101256294,9.574105147355873,0.5684264216156276
ASASSN-17eb,41.0,150.0,1.0,0.04924,1e-05,0.0497,1e-05,0.05044,0.00088,-213.56,250.0,0.04,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.89,0.08,1.58,-999.0,57836.7891,0.6727,-1.1897,0.1858,0.0553,0.0259,17.5252,0.0467,17.268,0.0017536,7.5352e-05,-0.0005,0.0,-0.0,8.0,0.5537,-9.0,-9.0,-9.0,-9.0,-9.0,36.5913,0.1235,0.0,-0.088,1.0,0.0067,SN Ia,,ASASSN-17eb,234.63960448,13.34516823,0.04923933,0.035467020869255066,8.638050745795788,-1.5402494698132079,-10.163144550332863,7.237699363886307,0.5825700077743903,11.106352361817084,0.13576868705331402,-10.9849576846034,8.821367654817085,0.5713163690580434
AT2016aj,59.0,150.0,1.0,0.06741,5e-05,0.06731,5e-05,0.06725,0.00089,17.26,250.0,0.04,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.88,0.24,1.44,-999.0,57442.6992,0.5372,-0.8921,0.3292,0.0019,0.0307,18.1172,0.04,18.0609,0.0010165,3.7437e-05,0.0015,-0.0,-0.0,14.0,0.524,-9.0,-9.0,-9.0,-9.0,-9.0,37.3841,0.1069,0.0,-0.0744,1.0,0.0018,SN Ia,,AT2016aj,70.6022464,-21.7254363,0.084476,0.04133125714957714,9.483348481426974,-0.901825563353029,-10.413645827180058,6.840327615091965,0.5948632075946089,11.132038994451925,-0.9657062959078698,-12.142962409549696,8.184800041856207,0.5753028540584273
AT2016cor,95.0,150.0,1.0,0.04954,3e-05,0.04995,3e-05,0.05066,0.00088,-201.72,250.0,0.03,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,9.97,0.04,0.83,-999.0,57541.4336,0.3434,-0.2973,0.2328,0.198,0.0221,18.1306,0.0278,17.4531,0.001004,2.5677e-05,0.0008,-0.0,-0.0,23.0,0.0031,-9.0,-9.0,-9.0,-9.0,-9.0,36.7763,0.182,0.0,-0.0063,1.0,0.0253,SN Ia,,AT2016cor,236.13120859,16.30392821,0.04954304,0.026641592420637607,8.901327839415629,-1.1074678804846922,-10.006451682425977,6.884140367545117,0.5969167297536694,10.16123471689137,-0.27080680392817413,-10.425088618014902,6.80475069955625,0.5911698901013677
AT2016cvv,112.0,150.0,1.0,0.04457,0.0004,0.04404,0.0004,0.04438,0.00096,-97.44,250.0,0.09,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,11.23,0.36,1.57,-999.0,57558.8633,0.5582,1.0255,0.1454,0.072,0.0225,17.2078,0.0384,17.25,0.0023491,8.3057e-05,0.0,-0.0,-0.0,19.0,0.0367,-9.0,-9.0,-9.0,-9.0,-9.0,36.5732,0.1278,0.0,-0.083,1.0,0.0087,SN Ia,,AT2016cvv,290.12647719,54.21142429,0.044571,0.0882849283516407,9.128617618603425,-1.4759021699000978,-10.613128500518041,7.630028209478205,0.5768260366035924,11.19367697776951,-0.9487088879560404,-12.136941955308883,8.073355466129748,0.5800769909328103
AT2016cvw,130.0,150.0,1.0,0.03888,9e-05,0.03761,9e-05,0.03787,0.00087,-75.03,250.0,0.07,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.88,0.06,1.62,-999.0,57559.793,0.5319,-1.4641,0.1923,-0.0349,0.0255,17.0114,0.0434,16.9596,0.0028147,0.00011261,0.0011,-0.0,-0.0,22.0,0.0129,-9.0,-9.0,-9.0,-9.0,-9.0,36.2828,0.0996,0.0,-0.056,1.0,0.0012,SN Ia,,AT2016cvw,341.55168733,10.55710267,0.038877,0.0681363545358181,9.372150273545035,-0.7047789197103409,-10.071818824896832,7.391350416031411,0.5861229339088078,11.074763354454067,-0.8767111591455005,-11.942662684351628,8.093549223918602,0.5771239845756522
AT2016cyt,147.0,150.0,1.0,0.03074,9e-05,0.02965,9e-05,0.03059,0.00086,-274.78,250.0,0.07,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.92,0.24,1.45,-999.0,57580.8633,0.1265,-1.8049,0.1244,-0.0794,0.0204,16.1468,0.0261,16.1577,0.0062413,0.00014981,0.0003,-0.0,-0.0,39.0,0.8227,-9.0,-9.0,-9.0,-9.0,-9.0,35.4809,0.096,0.0,-0.0349,1.0,0.0007,SN Ia,,AT2016cyt,317.40113927,15.12496282,0.030374,0.0716386167705059,9.663419754225202,-1.0557908739458732,-10.74263568839794,7.812606927186588,0.5769825387151184,11.074303178527561,-1.6190168337399518,-12.701014486442306,9.79228277072933,0.5718819692306787
AT2016ews,7.0,150.0,1.0,0.04555,1e-05,0.04612,1e-05,0.04631,0.00087,-54.41,250.0,0.04,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.68,0.2,1.16,-999.0,57619.9844,0.1929,0.9476,0.2085,-0.1548,0.0238,16.7435,0.0316,17.3786,0.0036025,0.00010475,0.0016,-0.0,-0.0,12.0,0.0159,-9.0,-9.0,-9.0,-9.0,-9.0,36.7018,0.08,0.0,0.0188,0.863,0.0,,,,,,,,,,,,,,,,,
AT2016gmg,42.0,150.0,1.0,0.04944,0.00011,0.04839,0.00011,0.04865,0.00088,-72.71,250.0,0.12,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,11.19,0.36,1.63,-999.0,57662.6211,0.2334,-1.7758,0.246,-0.0639,0.0298,17.5048,0.0423,17.4852,0.0017868,6.9558e-05,0.0013,-0.0,-0.0,14.0,0.0249,-9.0,-9.0,-9.0,-9.0,-9.0,36.8084,0.0986,0.0,-0.0482,0.929,0.0,SNIa,,AT2016gmg,320.92088463,33.11888249,0.049437,0.11739634424448013,8.352554065214036,-1.3285965972453169,-9.69690666487136,6.494815971421277,0.6001786038803997,11.159253105895626,-1.089734100824086,-12.273029093991653,9.472242519273472,0.5720054152471578
AT2016gsu,60.0,150.0,1.0,0.07642,6e-05,0.07529,6e-05,0.07575,0.0009,-129.56,250.0,0.04,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.07,0.08,0.86,-999.0,57670.5078,0.62,-0.834,0.2807,0.0079,0.0337,18.4011,0.0472,18.3362,0.00078262,3.4028e-05,-0.0001,0.0,-0.0,18.0,0.0471,-9.0,-9.0,-9.0,-9.0,-9.0,37.6594,0.1083,0.0,-0.075,1.0,0.0016,SN Ia,,AT2016gsu,17.10226008,21.15177762,,0.04129241809248924,9.629827416075585,-0.08608839702323874,-9.726407015240337,6.289569790440064,0.603337095666392,10.237398814589938,0.6516509098984167,-9.598868269476155,7.281918517870687,0.5886863755558579
AT2016hns,78.0,150.0,1.0,0.03817,6e-05,0.03704,6e-05,0.0374,0.00087,-105.31,250.0,0.06,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.42,0.11,0.89,-999.0,57697.6484,0.2745,-1.2315,0.1967,-0.0932,0.0228,16.6484,0.0275,16.7842,0.0039321,9.9424e-05,0.0,-0.0,-0.0,11.0,0.0377,-9.0,-9.0,-9.0,-9.0,-9.0,36.1074,0.0966,0.0,-0.0246,0.982,0.0,SN Ia,,AT2016hns,324.92210902,24.40504713,0.037,0.06264890164136887,9.147818580471869,-0.9009488527749026,-10.042652976330645,7.451826572035679,0.5799951458451957,10.751859807695885,0.8129313447701867,-9.958844332332559,8.085978736302216,0.5736880097639399
AT2016htm,96.0,150.0,1.0,0.04332,0.00015,0.04265,0.00015,0.04289,0.00088,-67.49,250.0,0.01,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.14,0.15,0.82,-999.0,57702.6406,0.1486,0.0363,0.1922,-0.069,0.0191,16.8626,0.0229,17.1418,0.0032283,6.8006e-05,0.0008,-0.0,-0.0,21.0,0.1496,-9.0,-9.0,-9.0,-9.0,-9.0,36.465,0.0847,0.0,-0.0394,0.978,0.0,SN Ia,,AT2016htm,38.0056552,-26.66573839,0.043313,0.014649076424539088,7.742436956085713,-1.554655880483963,-9.298557751119622,5.730535719839274,0.6180218504560354,10.36495062497066,0.5239700615227891,-9.835513115013672,7.457548810088233,0.5859978500591597
AT2016htn,113.0,150.0,1.0,0.05312,0.00015,0.05229,0.00015,0.05222,0.00089,20.94,250.0,0.02,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.49,0.03,1.09,-999.0,57701.75,0.3195,0.016,0.2871,0.0781,0.0239,17.7899,0.0299,17.6557,0.0013741,3.7828e-05,0.0027,-0.0,-0.0,15.0,0.5339,-9.0,-9.0,-9.0,-9.0,-9.0,36.9789,0.1233,0.0,-0.0879,1.0,0.0083,SN Ia,,AT2016htn,32.86756457,-16.51129223,0.053117,0.02320283491164446,8.483762497748838,-1.267337291770575,-9.802792030526843,6.117680992351,0.6066202544429985,10.692159190185787,0.12834338932956194,-10.546138960891666,6.249864076318816,0.5973903153230681
AT2017cfc,148.0,150.0,1.0,0.02403,0.00016,0.02499,0.00016,0.02512,0.00087,-39.47,250.0,0.04,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.38,0.14,1.65,-999.0,57837.7422,0.1421,-0.7461,0.1119,0.035,0.0185,15.9331,0.0221,15.8021,0.0075989,0.00015435,0.0001,-0.0,-0.0,17.0,0.8923,-9.0,-9.0,-9.0,-9.0,-9.0,35.1253,0.1269,0.0,-0.0793,1.0,0.006,SNIa,,AT2017cfc,208.16588982,-1.99759252,0.0,0.04026035577058792,9.253408923189859,-0.9250403180572239,-10.171495056456322,7.474070233176592,0.5902035999077394,10.741331779956582,-1.0445585319973134,-11.767671690513877,8.581583146114038,0.579924836986944
AT2017lm,8.0,150.0,1.0,0.03064,6e-05,0.03002,6e-05,0.03031,0.00086,-83.3,250.0,0.06,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,9.81,0.1,0.75,-999.0,57779.2773,0.5029,0.9634,0.2717,-0.0064,0.0239,16.1526,0.0296,16.3381,0.0062081,0.00016927,0.0016,-0.0,-0.0,8.0,0.6236,-9.0,-9.0,-9.0,-9.0,-9.0,35.6613,0.1253,0.0,-0.0295,1.0,0.0058,SN Ia,,AT2017lm,45.38503765,-15.01727675,0.047066,0.05862232014536858,9.143970673465645,-1.2842165999009887,-10.424122294930575,6.720413341243119,0.5869357569412067,10.254887073528337,0.6864738909856809,-9.560566334229224,6.021958250881483,0.6089699327215995
AT2017ns,25.0,150.0,1.0,0.02877,0.0004,0.02802,0.0004,0.02849,0.00094,-138.08,250.0,0.09,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.07,0.08,1.28,-999.0,57784.5469,0.2281,-0.8503,0.2333,0.224,0.0273,16.8298,0.0394,16.0961,0.0033271,0.00012083,0.0028,-0.0,-0.0,10.0,0.3451,-9.0,-9.0,-9.0,-9.0,-9.0,35.4194,0.1655,0.0,-0.0828,1.0,0.0172,SN Ia,,AT2017ns,42.29238282,14.60093865,0.024607,0.09364906251430512,9.792020468460441,-0.10813064752419907,-9.920257301631771,6.214648567634638,0.6043485236699745,10.155054801304418,-0.22494726534276188,-10.37972281778402,6.913846340385602,0.5870034034353446
AT2017oz,43.0,150.0,1.0,0.05569,1e-05,0.05641,1e-05,0.05614,0.00088,78.86,250.0,0.01,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,9.82,0.24,1.06,-999.0,57788.1992,0.3765,0.1065,0.3069,-0.0353,0.0254,17.5231,0.0309,17.6704,0.0017569,5.0045e-05,0.0024,-0.0,-0.0,11.0,0.0504,-9.0,-9.0,-9.0,-9.0,-9.0,36.9936,0.1032,0.0,-0.0388,1.0,0.0026,SN Ia,,AT2017oz,211.67310619,30.31850376,0.05568857,0.010836517419666052,9.765449734936299,-0.3867314320352917,-10.174331559871861,8.217412796397822,0.5718457876711894,9.978600393958539,-0.8346238231226742,-10.82943514961839,9.16830573121753,0.5640823745230413
AT2017po,61.0,150.0,1.0,0.03182,1e-05,0.03201,1e-05,0.03255,0.00086,-156.24,250.0,0.01,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.87,0.05,1.54,-999.0,57784.6641,0.7408,0.1007,0.2407,-0.0724,0.0232,16.1308,0.0387,16.4278,0.0063343,0.00022581,-0.0027,0.0,-0.0,19.0,0.0179,-9.0,-9.0,-9.0,-9.0,-9.0,35.751,0.1058,0.0,-0.0362,1.0,0.0007,,,,,,,,,,,,,,,,,
AT2017wb,79.0,150.0,1.0,0.03065,8e-05,0.03093,8e-05,0.03117,0.00086,-70.02,250.0,0.02,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,9.44,0.05,0.86,-999.0,57790.2461,0.1959,1.3367,0.1202,0.0726,0.0177,16.3623,0.0222,16.3425,0.0051178,0.00010442,0.0001,-0.0,-0.0,31.0,0.5581,-9.0,-9.0,-9.0,-9.0,-9.0,35.6657,0.1541,0.0,-0.0102,1.0,0.0153,SN Ia,,AT2017wb,165.33336333,70.665277,0.017666,0.021244961023330688,9.17727787456236,-0.9072515689305329,-10.092557975564553,7.3288082582476255,0.583104851703384,9.18385989121959,-0.6493951505447076,-9.813540381584644,7.501638363237996,0.5807933188394862
AT2017yk,97.0,150.0,1.0,0.04644,0.00015,0.04764,0.00015,0.04691,0.00089,207.29,250.0,0.03,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.31,0.12,1.12,-999.0,57789.1914,0.3695,-0.7236,0.1682,0.2053,0.0261,17.9937,0.0358,17.3722,0.001139,3.7538e-05,0.0004,-0.0,-0.0,16.0,0.2413,-9.0,-9.0,-9.0,-9.0,-9.0,36.6954,0.1542,0.0,-0.1164,1.0,0.0157,SN Ia,,AT2017yk,146.13392626,-12.30654566,0.046439,0.02950415074825287,8.673496582929268,-1.3276951925597311,-10.046544351406292,7.340882765398919,0.5811610648294792,10.549895859162854,-0.14844627270311006,-10.702584760701463,8.318381835524528,0.5715013090063014
AT2017zd,114.0,150.0,1.0,0.02947,0.00015,0.03048,0.00015,0.02969,0.00087,230.52,250.0,0.07,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,9.97,0.06,1.42,-999.0,57793.1797,0.1501,0.4736,0.1354,-0.0313,0.0203,15.9028,0.0287,16.0902,0.0078144,0.00020633,-0.0001,-0.0,-0.0,19.0,0.181,-9.0,-9.0,-9.0,-9.0,-9.0,35.4134,0.1135,0.0,-0.0325,1.0,0.0035,SN Ia,,AT2017zd,203.17569728,-21.80094888,0.02947,0.07275312438607216,9.99175673783895,-1.072220375556856,-11.145923367111074,8.163772469042478,0.5827189550259425,10.344173463862925,-0.523663000324174,-10.869118977572453,11.692722209991834,0.5644609796020589
ATLAS16agv,132.0,150.0,1.0,0.04779,0.00017,0.04777,0.00017,0.04819,0.00089,-119.84,250.0,0.02,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,8.72,0.62,2.11,-999.0,57470.2617,0.0133,1.4313,0.214,-0.0614,0.0201,16.8641,0.0246,17.2799,0.0032236,7.2926e-05,0.0008,-0.0,-0.0,17.0,0.4109,-9.0,-9.0,-9.0,-9.0,-9.0,36.6031,0.094,0.0,-0.0127,1.0,0.0019,SNIa,,ATLAS16agv,250.30360572,50.9642076,,0.021082111224532126,6.8318039035541425,-1.243789579020072,-7.962798427908813,0.029986398588288193,0.8605808055529723,8.467023374869271,-1.7284529323969622,-10.192974851309327,7.2992825146675315,0.5843825595328817
ATLAS16bwu,149.0,150.0,1.0,0.0718,6e-05,0.07074,6e-05,0.07091,0.00089,-47.78,250.0,0.02,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,9.89,0.09,0.96,-999.0,57609.2969,0.4953,0.108,0.2635,0.0989,0.0278,18.2476,0.0378,17.995,0.00090147,3.1377e-05,0.0017,-0.0,-0.0,14.0,0.0065,-9.0,-9.0,-9.0,-9.0,-9.0,37.3182,0.1478,0.0,-0.0572,1.0,0.014,SN Ia,,ATLAS16bwu,18.59477529,-13.15448995,,0.01868736121803522,,,,,,10.08965296991435,0.4282894589245885,-9.650790787792047,7.111118975800355,0.5908171354262766
ATLAS17ajn,62.0,150.0,1.0,0.02871,3e-05,0.02988,3e-05,0.02978,0.00086,28.51,250.0,0.06,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.2,0.1,1.15,-999.0,57777.3125,0.6504,-1.927,0.1626,-0.086,0.0272,16.3376,0.0571,16.3448,0.0052354,0.00027556,-0.0003,0.0,-0.0,14.0,0.8057,-9.0,-9.0,-9.0,-9.0,-9.0,35.668,0.1108,0.0,-0.0305,1.0,0.0006,,,,,,,,,,,,,,,,,
ATLAS17ajs,80.0,150.0,1.0,0.03265,1e-05,0.0337,1e-05,0.03451,0.00086,-232.65,250.0,0.02,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,9.79,0.09,0.6,-999.0,57782.3945,0.7464,1.3734,0.2289,0.1744,0.0202,17.0715,0.0288,16.6911,0.0026632,7.056e-05,-0.0001,0.0,-0.0,23.0,0.6162,-9.0,-9.0,-9.0,-9.0,-9.0,36.0143,0.1835,0.0,0.0387,1.0,0.0247,SN Ia,,ATLAS17ajs,171.98019322,27.34701645,0.03265469,0.015446569807827472,8.472016040942322,-1.836368791878033,-10.322427936658269,7.128368422345821,0.584634488524165,10.050195907569414,-0.06861264547793092,-10.112560019101144,7.343302256743897,0.5779627848071835
ATLAS17axb,98.0,150.0,1.0,0.03165,0.0001,0.03264,0.0001,0.03143,0.00087,351.47,250.0,0.09,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,9.78,0.07,1.33,-999.0,57796.7695,0.3252,0.0594,0.1433,-0.1089,0.022,16.0899,0.0331,16.427,0.0065771,0.00020055,-0.0003,-0.0,-0.0,15.0,0.3475,-9.0,-9.0,-9.0,-9.0,-9.0,35.7502,0.104,0.0,-0.0067,1.0,0.0016,SN Ia,,ATLAS17axb,205.84598635,-19.94372177,,0.09403437107801438,9.342842907098381,-1.2007192756583804,-10.565284991625678,7.880353602343746,0.5819913357470514,10.231832039331248,0.4767384096660595,-9.7655351821015,8.31426409898266,0.5785411685917775
CSS160129,133.0,150.0,1.0,0.06766,0.001,0.06841,0.001,0.06844,0.00134,-8.76,250.0,0.03,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,9.21,0.24,2.29,-999.0,57415.7578,0.8693,0.8566,0.2287,-0.1595,0.0276,17.4951,0.0488,18.0786,0.0018029,8.0963e-05,-0.002,0.0,-0.0,17.0,0.9029,-9.0,-9.0,-9.0,-9.0,-9.0,37.4018,0.0862,0.0,0.0327,0.842,0.0,,,,,,,,,,,,,,,,,
CSS160428,150.0,150.0,1.0,0.03029,0.00015,0.03081,0.00015,0.03148,0.00087,-196.0,250.0,0.01,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,8.18,0.23,1.25,-999.0,57517.5938,0.3364,1.0345,0.1819,-0.0379,0.0192,16.1877,0.0234,16.4803,0.0060109,0.00012961,0.0006,-0.0,-0.0,17.0,0.8483,-9.0,-9.0,-9.0,-9.0,-9.0,35.8035,0.1054,0.0,-0.0267,1.0,0.0029,SN Ia,,CSS160428,200.78009707,52.64932259,,0.00952956136316061,7.993604199002572,-1.9295498883269677,-9.998624798398868,6.728235897046429,0.5962781879728488,,,,,
Gaia16acv,168.0,150.0,1.0,0.07772,0.0001,0.07833,0.0001,0.07859,0.0009,-72.08,250.0,0.01,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,8.59,0.18,-0.36,-999.0,57435.5547,0.5262,0.442,0.3201,-0.1537,0.0279,18.1292,0.0362,18.643,0.0010053,3.3517e-05,0.0032,-0.0,-0.0,21.0,0.1868,-9.0,-9.0,-9.0,-9.0,-9.0,37.9662,0.0762,0.0,0.0179,0.779,0.0,SN Ia,,Gaia16acv,179.95747492,54.8019959,,0.010288244523108005,8.878065581397875,-1.3096475640516032,-10.185127511509783,6.084090874696599,0.6031800553382913,9.076245904130147,-0.033254267289928544,-9.15087406200155,5.2577820120168255,0.6402049782586476
