SNID,RA,DEC,zHEL,TYPE
1439028,36.03923,-3.913589,0.5555,None
1440057,34.911926,-5.799697,0.51352,None
1442085,41.011128,-0.765274,0.63476,None
1443078,40.987976,-1.377496,0.61215,None
1444028,8.950706,-44.084934,0.55484,None
1447133,53.181614,-27.514706,0.36593,None
1447146,52.081745,-28.358774,1.00089,None
1448122,52.127201,-27.348057,0.57752,None
1449074,54.907246,-26.499651,0.33234,None
1449102,52.779148,-28.679045,0.69896,None
1449115,52.902851,-28.44763,0.86746,None
1450026,43.393452,0.151253,0.35926,None
1450127,35.541851,-4.46977,0.60139,None
1450148,7.791373,-42.266014,0.44845,None
1452059,34.452351,-5.653027,0.5655,None
1456020,36.452423,-4.558056,0.8834,None
1457019,37.027313,-4.743459,0.45518,None
1457045,33.866928,-4.531366,0.28956,None
1466032,10.053222,-44.519089,0.57717,None
1469040,42.855026,-0.341719,0.32764,None
1470063,54.089008,-26.589735,0.53605,None
1472020,54.184563,-27.616118,0.53169,None
1473025,53.765209,-29.644449,0.64709,None
1473027,55.320023,-29.310583,0.50617,None
1474020,51.749641,-28.163183,0.54211,None
1479069,8.957246,-43.393559,0.17353,None
1479130,36.016983,-4.789397,0.8639,None
1480038,35.78344,-6.791725,0.3353,None
1484053,10.577676,-43.729729,0.46427,None
1487043,35.876556,-4.564573,0.69363,None
1487055,43.073681,0.784598,0.58308,None
1488029,8.658472,-44.771503,0.47938,None
1488098,36.081322,-4.422522,0.75217,None
1490034,54.876534,-26.649111,0.53058,None
1495047,52.594212,-28.819742,0.41152,None
1500031,9.203524,-44.139755,0.36704,None
1500076,34.96373,-4.614352,0.60024,None
1500086,34.372517,-5.312849,0.64266,None
1501075,41.564819,-1.428545,0.38474,None
1501097,34.206169,-4.218249,0.43707,None
1501131,36.159271,-3.804067,0.85389,None
1501158,8.871173,-44.334114,0.58162,None
1502029,35.138985,-5.626582,0.51921,None
1502065,43.130131,-0.864789,0.27405,None
1502132,36.148766,-4.151669,0.80326,None
1503024,35.107853,-6.385452,0.27798,None
1504096,33.627407,-5.044291,0.50709,None
1504139,51.805798,-27.488939,0.55708,None
1508029,53.325958,-27.864143,0.8535,None
1509040,41.649567,-1.744124,0.68629,None
