Unnamed: 0,ztfname,redshift,redshift_err,source,t0,x0,x1,c,t0_err,x0_err,x1_err,c_err,cov_t0_x0,cov_t0_x1,cov_t0_c,cov_x0_x1,cov_x0_c,cov_x1_c,mwebv,mwr_v,mwebv_err,fitprob,ra,dec,sn_type,sub_type,lccoverage_flag,fitquality_flag,iau_name,frac_fitted,mu_obs,mu_theory,residual,residual_centered
0,ZTF17aadlxmv,0.06201943,1.281e-05,z_gal,58878.08527692311,0.001125616,0.4599662001239373,0.062073539,0.2192797805473674,3.6800816899900616e-05,0.1385185754747672,0.030692724,-1.02e-06,-0.020520443,0.000941995,-2.35e-07,-9.77e-07,-0.000137686,0.033334651,3.1,0,0.178353087,127.448018,33.906536,snia-cosmo,norm,1.0,1.0,2020adv,100.0,7.371524355692507,37.22101669985055,-29.849492344158044,-0.24940521974571084
1,ZTF18aaadqua,0.07867182,0.00280713,z_snid,58130.778798013016,0.00084501,4.999998733105365,-0.392734349,14.743977162303054,0.000103103,5.314307148,1.1361246203915862,-0.001295638,0.013517264,-0.49995326,-6.4e-08,-9.8e-05,4.774349098131618e-05,0.041783529,3.1,0,0.1279720412316219,26.798708,18.798611,snia-pec,03fg,0.0,0.0,2018lq,100.0,7.68284537875263,37.762768741074794,-30.079923362322162,-0.4798362379098293
2,ZTF18aaanzph,0.06371792,1.602e-05,z_gal,58138.01446139018,0.000275491,-1.224903205,0.567259712,8.873834685,0.000350413,0.5145994273567801,1.2625032625647157,0.0031616,2.231425493105065,-10.27231474,8.363189355405697e-05,-0.00039879,-0.279569472,0.016149347,3.1,0,0.5768952765578739,157.743465,23.788356,snia-cosmo,norm,0.0,0.0,2018kc,100.0,8.89973146130619,37.28229356247637,-28.38256210117018,1.2175250232421533
3,ZTF18aaapivw,0.02634147,0.00432782,z_snid,58152.87353,0.001008111,-4.999998317,0.6609680733538847,0.9717548145163164,0.000942529,2.279240776670842,0.5867684170605021,-2.14e-05,-4.37e-05,-0.0630554,1.1644334458250715e-09,-0.000626916,2.0026718920503803e-06,0.087684801,3.1,0,0.2490739134846925,102.563278,27.140073,snia-cosmo,norm,0.0,0.0,2018xi,100.0,7.491229116071847,35.30529289796023,-27.814063781888382,1.7860233425239507
4,ZTF18aaaqexr,0.07025791,2.194e-05,z_gal,58893.68792278293,0.000609715,-1.437246388,0.048228529,0.1709066789553617,2.0791246198910635e-05,0.2252383356556103,0.032271496,-5.34e-07,-0.003568825,4.7336166462844494e-05,-1.13e-06,-5.63e-07,0.001167888,0.03155948,3.1,0,0.038322498,175.776516,15.567129,snia,,1.0,1.0,2020chl,100.0,8.037182801205676,37.50444365590275,-29.467260854697074,0.13282626971525957
5,ZTF18aaasvcd,0.00910671,1.016e-05,z_gal,,,,,,,,,,,,,,,0.012340679,3.1,0,0.0,142.229652,49.238127,snia-cosmo,norm,0.0,0.0,2018pc,100.0,,32.970643683182544,,
6,ZTF18aabasml,0.04726883,1.308e-05,z_gal,58171.94225059728,0.000457987,4.999979792566421,1.008026309179062,0.8051991469001223,9.887422447450234e-05,7.109740674772212,0.1482685984601599,-2.68e-05,5.051952420120624e-05,0.018306732,-3.49e-08,-1.44e-05,5.8785652378544944e-05,0.010949589,3.1,0,0.9775997614882432,166.486441,37.625088,snia-cosmo,norm,0.0,0.0,2018tz,100.0,8.34786712326758,36.60833433560776,-28.260467212340178,1.3396199120721555
7,ZTF18aabdgik,0.02160394,1.242e-05,z_gal,58430.41847938639,0.010333476,-0.559623449,-0.399999979,0.4023501689880504,0.000317715,0.3360106435285712,1.5561573947182556,-1.45e-05,-0.087161492,-1.17e-06,-2.63e-05,-9.51e-09,-1.39e-06,0.048908176,3.1,0,0.4841749415051043,175.598841,10.264214,snia-cosmo,norm,0.0,0.0,2018hzg,100.0,4.964383912152578,34.86706151824593,-29.902677606093356,-0.30259048168102254
8,ZTF18aabqgnb,0.03609448,0.00320039,z_snid,58174.45632799804,0.001015418,2.262981035908818,0.546845722,0.4759342230718175,0.000322521,1.4969341672154832,0.1872305425002258,-0.000130316,0.6171959649434136,0.073973274,-0.000474483,-6.06e-05,0.2718646150588094,0.018314742,3.1,0,0.9987788073438428,178.189495,37.854296,snia-cosmo,norm,1.0,0.0,2018yc,100.0,7.483387855648934,36.00497383634278,-28.521585980693843,1.0785011437184906
9,ZTF18aabssme,0.04168907,1.023e-05,z_gal,58184.828820717805,0.002601589,-1.410702417,0.010829808,3.758744773829676,0.001101418,2.558823558390531,0.3280597315642612,-0.00026923,-8.072329433,0.3211260200989447,-0.001607982,-0.000368725,0.3463898257668328,0.034648476,3.1,0,0.5837131942086724,155.711512,14.05482,snia-cosmo,norm,0.0,0.0,2018aca,100.0,6.461903280899067,36.32677364238391,-29.864870361484847,-0.26478323707251405
10,ZTF18aabstmw,0.02308648,1.354e-05,z_gal,58190.750250680176,0.001255594,-1.527618912,0.3101535772163206,0.1031127189708058,6.827616505692812e-05,0.110239796,0.044589065,-1.16e-06,-0.006445485,0.001526092,-6.09e-07,-2.8e-06,-0.000677938,0.011196535,3.1,0,5.1108233978120045e-11,153.451129,38.763123,snia-pec,91bg,1.0,0.0,2018aaz,100.0,7.252876920732627,35.01359945290572,-27.760722532173098,1.8393645922392352
11,ZTF18aabsygo,0.0308917,1.174e-05,z_gal,58174.04809,0.003038614,-1.412822978,0.2081263339420561,1.1789257552518393,0.002475832,2.259089940304038,0.4785452801864851,-0.001032201,0.9286812012426584,0.1494385091821629,-0.005641402,-0.001267598,1.1559362289904658,0.033958315,3.1,0,0.8954795452544003,139.09223,10.231721,snia-cosmo,91t,0.0,0.0,2018xy,100.0,6.293311163848518,35.658643738862295,-29.365332575013777,0.23475454939855567
12,ZTF18aabsyqp,0.07667208,1.332e-05,z_gal,58183.60938210772,0.001131708,-1.23112522,-0.093517498,0.2829535675191437,7.795595778390535e-05,0.1155903015682342,0.05812476,-1.2e-05,-0.011949311,0.010194994,-9.59e-07,-4.38e-06,0.000124288,0.022616379,3.1,0,0.021318756,162.818489,22.477574,snia-cosmo,norm,1.0,1.0,2018aey,100.0,7.365664035226693,37.70385315411136,-30.338189118884664,-0.7381019944723306
13,ZTF18aabtaor,0.07968253,1.037e-05,z_gal,58188.99620672599,0.000913881,0.2682808891737634,-0.128799152,0.3063527892809361,4.446317537511234e-05,0.2262749855095245,0.044197193,-1.05e-06,-0.053452983,0.005068227,-2.01e-06,-1.72e-06,-0.001440991,0.017656693,3.1,0,0.1465551936241862,172.095339,44.748985,snia-cosmo,norm,1.0,1.0,2018aic,100.0,7.597775879396263,37.79200427369897,-30.19422839430271,-0.5941412698903754
14,ZTF18aabtiph,0.03597421,1.48e-05,z_gal,58178.67028134442,0.003541549,-2.37397875,-0.293111121,0.4026628470419382,0.000507067,0.1783517996036394,0.097264739,-0.00010578,0.025200475,0.015537451,-5.57e-05,-4.88e-05,0.010227651,0.018811278,3.1,0,0.1270714817704331,183.846314,27.626488,snia-cosmo,norm,1.0,0.0,2018yq,100.0,6.1270168625812484,35.997534249014954,-29.870517386433704,-0.270430262021371
15,ZTF18aabtwqb,0.06692991,0.00310846,z_snid,58189.84396430357,0.001408785,0.2653482393990167,-0.118731053,0.394937814,8.371687366804986e-05,0.270372609,0.048423863,-5.56e-06,-0.0712303,0.006591349,-5.99e-06,-3.52e-06,-0.001093362,0.047076006,3.1,0,0.01012408,112.585958,18.190678,snia-cosmo,norm,1.0,1.0,2018abj,100.0,7.127888202887137,37.394000950607065,-30.26611274771993,-0.666025623307597
16,ZTF18aabukgo,0.0261185,1.11e-05,z_gal,58785.858268315766,0.001711094,-0.137199686,0.5406329286493873,2.424966969745583,0.001072222,2.244164415974585,0.3935284007630892,-0.001137663,-0.175954291,0.3837332491123062,-0.002203405,-0.000439881,0.8643011902676877,0.011639609,3.1,0,0.3482691459416701,154.926636,43.366308,snia-cosmo,norm,0.0,0.0,2019tjj,100.0,6.916815328923489,35.286472998242544,-28.369657669319054,1.2304294550932795
17,ZTF18aabvpeg,0.03703043,1.036e-05,z_gal,58177.50829671015,0.00016821,1.7287281832426629,1.0717112416537422,1.1109729012714524,4.915789517771816e-05,0.8300689964258818,0.1818575161029721,-1.26e-05,-0.034744795,0.0157373,-2.05e-05,-9.06e-06,0.079406259,0.027164194,3.1,0,0.9999999999987434,122.149918,20.063154,snia-cosmo,norm,1.0,0.0,,100.0,9.435370472954608,36.06205642261358,-26.62668594965897,2.973401174753363
18,ZTF18aabxrjp,0.07917714,2.173e-05,z_gal,58191.33234,0.00065187,-0.509389526,0.024136832,0.226172217,3.748608530283894e-05,0.2880605696771287,0.049991179,7.79834326938471e-09,-0.042190987,0.004326187,-3.48e-06,-1.57e-06,-0.001687846,0.020640472,3.1,0,5.431714010997162e-05,185.543276,26.994508,snia-pec,03fg,1.0,1.0,2018aii,98.52941176470588,7.964597513399898,37.77742999934939,-29.81283248594949,-0.21274536153715573
19,ZTF18aabyhlc,0.02905506,1.526e-05,z_gal,58180.62126192248,0.001247359,-2.74757431,0.3330676960088438,0.5041427268151892,0.000122144,0.091428252,0.063529518,-4.25e-05,0.009264298,0.016904983,-6.15e-06,-7.32e-06,0.002846503,0.011580525,3.1,0,0.9955929225303692,226.845147,38.416547,snia,,1.0,1.0,2018aab,100.0,7.2600213376738845,35.522586018848926,-28.262564681175043,1.3375224432372903
20,ZTF18aadzfso,0.06213131,0.00332866,z_snid,58888.322552095786,0.000802822,-0.171777528,0.1255020765826863,0.099889065,2.79916287742313e-05,0.1730866597751126,0.031509849,-5.03e-07,0.004832859,0.000303407,-1.75e-06,-7.57e-07,0.001079315,0.087385627,3.1,0,0.2671759049336924,106.823644,43.316428,snia,,1.0,1.0,2020biz,100.0,7.738451837261056,37.22510237039144,-29.486650533130383,0.11343659128194972
21,ZTF18aaermez,0.02271192,1.002e-05,z_gal,58520.29978082739,0.000425636,0.1557690044799293,1.1999999952530116,0.2134632754896301,1.125606358220996e-05,0.2592813416334733,0.1524290191433681,9.3115514709681e-08,0.030586602,2.7677913713322134e-09,-1.12e-06,-1.09e-11,1.1615119809777358e-08,0.012219365,3.1,0,0.00421125,153.178502,39.373755,snia,,1.0,0.0,2019abh,100.0,8.427404117077703,34.97747066499303,-26.550066547915325,3.0500205764970083
22,ZTF18aagrcfl,0.04785957,1.653e-05,z_gal,58192.610793487125,0.0011629,1.253838914310036,0.1511888185044167,0.4211899310757871,5.087570819933352e-05,0.141741702,0.033973048,-1.33e-05,-0.036807963,0.007219403,1.4548039796847583e-06,-1.52e-06,-0.001606132,0.014243939,3.1,0,0.9999579885929912,236.095888,39.558108,snia-cosmo,norm,0.0,1.0,2018aej,100.0,7.336144073702155,36.63623127875356,-29.30008720505141,0.29999991936092485
23,ZTF18aagrcir,0.07747969,0.0029904,z_snid,58204.63221817461,0.000977585,-0.570845033,-0.126072683,0.1520391005506098,2.870261238037489e-05,0.081414571,0.028367681,-9.45e-08,-0.000258852,-0.000598671,1.970126700412625e-07,-6.84e-07,-0.000557732,0.019425607,3.1,0,1.0673274201229455e-09,215.692206,49.312289,snia-cosmo,norm,1.0,0.0,,100.0,7.524613677090972,37.727821259581624,-30.203207582490652,-0.6031204580783189
24,ZTF18aagrebu,0.05492675,1.29e-05,z_gal,58175.73485602864,0.002299459,-1.063222954,-0.211553131,1.5642643837854848,0.000320495,0.1804975006025074,0.072608512,-0.000454242,0.0384904,0.09303598,-2.84e-05,-2.22e-05,0.005568548,0.061193118,3.1,0,0.044697015,250.915858,26.596243,snia-cosmo,norm,0.0,0.0,2018zp,100.0,6.595935824033841,36.94633847976583,-30.350402655731987,-0.7503155313196537
25,ZTF18aagrgao,0.11405402,2.006e-05,z_gal,58188.299748294514,0.000371721,-1.147976016,-0.053118562,0.8308715566818137,3.7451912833188735e-05,0.163099279,0.054582331,-2.71e-05,0.005532181,0.02883902,-2.03e-06,-1.79e-06,0.002181586,0.052881751,3.1,0,1.1560877812288793e-24,251.856433,25.685133,snia,,0.0,0.0,2018bav,98.71244635193132,8.5744572579649,38.62102084782194,-30.046563589857037,-0.44647646544470376
26,ZTF18aagrtxs,0.02974109,1.121e-05,z_gal,58213.15026791291,0.005583245,-0.711099829,-0.148608617,0.04138177,0.000170287,0.037109825,0.028008571,2.0735687235291903e-06,-0.000202864,-0.000397335,3.193792142581116e-09,-4.14e-06,-0.000116982,0.009839961,3.1,0,1.3033276997073706e-06,198.606075,50.977709,snia-cosmo,norm,1.0,1.0,2018amo,100.0,5.632783285821938,35.57436719122983,-29.941583905407896,-0.3414967809955627
27,ZTF18aagstdc,0.04036722,0.00388973,z_snid,58214.47844466911,0.004135292,-0.047931292,-0.09761537,0.035814634,0.000125131,0.049832167,0.027517499,1.292591464730712e-06,-0.000336499,-0.000322083,-1.3e-07,-2.99e-06,-0.000123579,0.01723592,3.1,0,0.099247432,237.514822,42.088482,snia-cosmo,norm,1.0,1.0,2018apn,100.0,5.958734546892048,36.2547122287029,-30.295977681810854,-0.6958905573985206
28,ZTF18aagtcxj,0.03235875,1.75e-05,z_gal,58213.95033146832,0.001038971,-1.883614052,0.4128866070449392,0.04356523,3.4237437996748575e-05,0.046483656,0.029781786,5.297338667171864e-07,-0.000167228,-0.000507592,-5.62e-08,-9.04e-07,-6.11e-05,0.010263233,3.1,0,0.2691278535355169,248.048142,42.713406,snia-cosmo,norm,1.0,1.0,2018aqm,99.75786924939467,7.4584914360053824,35.76175009467086,-28.303258658665477,1.2968284657468558
29,ZTF18aaguhgb,0.12421008,1.13e-05,z_gal,58215.24415964998,0.000387799,0.7711251139219097,-0.004352405,0.071939919,1.2285585163182971e-05,0.079639246,0.031644426,1.3189607855220182e-07,-0.001468808,-0.000482728,-2.15e-07,-3.37e-07,0.000299279,0.012485307,3.1,0,2.7027067136974773e-16,219.454116,45.549285,snia-cosmo,norm,1.0,0.0,2018bat,100.0,8.528483287879242,38.82064800633616,-30.292164718456917,-0.6920775940445836
30,ZTF18aahatvc,0.07784326,1.016e-05,z_gal,58985.92341576101,0.000945047,1.3130588258732798,0.026733648,0.1484076097731304,3.09245691601701e-05,0.1612938627590558,0.03198512,2.819572096952688e-07,-0.005337455,7.756930130233146e-05,-1.14e-06,-7.73e-07,-0.000518309,0.018028642,3.1,0,0.004153958,230.519091,30.048732,snia-cosmo,91t,1.0,1.0,2020itn,100.0,7.561366480491207,37.738533457995146,-30.177166977503937,-0.5770798530916039
31,ZTF18aahesrp,0.0647862,1.025e-05,z_gal,58207.72169400481,0.000796547,-0.063800724,0.097765187,1.055734092482453,3.4806779271156845e-05,0.5007158074452996,0.052978559,5.885807327779394e-06,-0.433716018,-0.026433456,-5.23e-06,-1.32e-06,0.010462872,0.034747615,3.1,0,0.394840171,128.939288,28.270255,snia-cosmo,norm,0.0,0.0,2018aqy,100.0,7.746971484250845,37.32003506390896,-29.573063579658115,0.02702354475421842
32,ZTF18aahfbqp,0.04114499,1.344e-05,z_gal,59208.83655494514,0.003086657,-1.969448826,-0.112339892,0.2042670864066167,0.000170895,0.2787684381615879,0.056368413,-7.93e-07,0.001220338,0.000746747,-2.55e-05,-7.39e-06,0.003757871,0.019828617,3.1,0,0.6495781866120017,156.678658,21.724132,snia-cosmo,norm,1.0,1.0,2020acua,100.0,6.276279070353418,36.29738575787971,-30.02110668752629,-0.4210195631139584
33,ZTF18aahfeiy,0.07123715,1.295e-05,z_gal,58214.52018798944,0.000936119,1.2857740959956043,0.006734756,0.1748666483654233,3.47661819769778e-05,0.1524123712793775,0.033050177,9.461035453809652e-07,-0.008211185,-0.00131973,-2.15e-06,-1.01e-06,0.00140272,0.00986686,3.1,0,0.987730216,154.31483,43.523469,snia-cosmo,norm,1.0,1.0,2018loy,100.0,7.57167234995403,37.53598676306723,-29.9643144131132,-0.3642272887008673
34,ZTF18aahfgsk,0.053865,1.313e-05,z_gal,58215.52664059572,0.001643723,0.3158562223135606,-0.108170333,0.1346104073636524,6.24237018180564e-05,0.1080102821011784,0.031677719,-9.88e-07,-0.002238194,0.00014155,-2.94e-06,-1.74e-06,0.000971588,0.02655248,3.1,0,0.1482773888744763,181.242959,32.391378,snia-cosmo,norm,1.0,1.0,2018aqk,100.0,6.960428419707915,36.9023021124521,-29.94187369274418,-0.3417865683318482
35,ZTF18aahfgyz,0.01196824,1.248e-05,z_gal,58216.08318885292,0.002228559,-2.070351599,0.5492031846228829,0.2978371872923162,0.000108177,0.089392813,0.038844778,-8.35e-06,-0.01179193,0.00092989,-5.74e-07,-3.73e-06,-6.38e-05,0.021913776,3.1,0,6.364753668888416e-45,175.28327,24.819567,snia-pec,91bg,0.0,0.0,2018ast,88.88888888888889,6.629939659233668,33.568728840261045,-26.938789181027378,2.6612979433849553
36,ZTF18aahfxnn,0.07663562,1.265e-05,z_gal,58222.06777400815,0.000770498,-0.04489627,-0.137278394,0.3890848319460929,6.126364171824607e-05,0.3810644647564464,0.063964978,-5.89e-06,-0.041454414,0.007126835,-1.26e-05,-3.71e-06,0.010042907,0.024840418,3.1,0,0.6705383323057599,176.549865,9.35502,snia-cosmo,norm,1.0,1.0,2018bau,100.0,7.783071210631559,37.70276542158324,-29.91969421095168,-0.3196070865393459
37,ZTF18aahfzea,0.02435577,1.243e-05,z_gal,58220.33817925686,0.007741027,0.1699589537769325,-0.162483491,0.3243870375699771,0.000365026,0.1538717513159493,0.038807273,-5.67e-05,-0.027017839,0.005519243,-5.22e-06,-1.27e-05,-0.000272879,0.032158049,3.1,0,0.8314140288275885,181.361093,20.299105,snia-cosmo,norm,1.0,1.0,2018aqh,100.0,5.278003544402297,35.13188289551703,-29.853879351114735,-0.25379222670240154
38,ZTF18aahheaj,0.05275113,1.415e-05,z_gal,58226.14394950876,0.001367171,0.933237214,0.025291618,0.2023885232047177,4.982490388567807e-05,0.1578564448904543,0.032312061,-2.2e-06,-0.008839184,0.001859232,-1.14e-06,-1.39e-06,-0.000227539,0.02177072,3.1,0,0.999173888,195.110534,18.619384,snia-cosmo,norm,1.0,1.0,2018avp,100.0,7.160442905767944,36.855193726078326,-29.694750820310382,-0.09466369589804913
39,ZTF18aahhenr,0.07637882,2.162e-05,z_gal,58222.06182443193,0.000957447,0.7339063751365624,-0.152800265,0.2159823191723262,3.536808551846116e-05,0.1909675598324022,0.032111406,-1.05e-06,-0.011892605,0.000829124,-2.64e-06,-1.01e-06,0.001828508,0.010154107,3.1,0,0.7969284338125948,207.363157,26.462086,snia-cosmo,91t,1.0,1.0,2018are,100.0,7.547213143253715,37.69509012675252,-30.147876983498804,-0.5477898590864712
40,ZTF18aahjafd,0.03588143,2.614e-05,z_gal,58230.56988708589,0.001320853,-0.665964408,0.3376155237085839,0.1199764913799299,4.3531776104974856e-05,0.1020819821067517,0.029400926,-2.73e-07,-0.005559552,0.000322462,-4.87e-07,-1.11e-06,-4.68e-05,0.009863088,3.1,0,0.000268283,198.274437,23.459355,snia-cosmo,norm,1.0,1.0,2018loz,99.09090909,7.197863782688154,35.99177852295658,-28.793914740268427,0.8061723841439061
41,ZTF18aahjaxz,0.04630438,1.365e-05,z_gal,58226.16427617669,0.000463336,-3.041636145,0.3409957160745509,0.1516856894522789,1.8379927700196483e-05,0.1592492834123247,0.037362978,-8.81e-07,-0.002966298,0.001874108,-1.79e-07,-5.95e-07,-0.000405194,0.015736285,3.1,0,0.001843978,193.455954,29.590735,snia-pec,91bg,1.0,0.0,2018avg,97.10144927536231,8.335259887340435,36.56205489991163,-28.226795012571195,1.3732921118411383
42,ZTF18aahoymn,0.10188538,0.00304631,z_snid,58216.01708282496,0.000564137,1.0003402650594126,-0.020367212,0.6095343820161361,4.599770531117669e-05,0.4803878886640647,0.0723134,1.6806353748619747e-05,-0.138970505,-0.027564044,-1.58e-05,-3.07e-06,0.020003975,0.049685568,3.1,0,0.3824866111607149,140.744815,9.069657,snia,,1.0,1.0,2018asj,100.0,8.121538538273539,38.358505678000206,-30.236967139726666,-0.6368800153143326
43,ZTF18aahpaoa,0.10129822,0.00042043,z_nonSEDm,58217.68546386412,0.000406352,1.6961296060330957,-0.004995285,0.6154822875505488,4.895762047050988e-05,0.8370112598199021,0.1015151259329591,1.369501859988636e-05,-0.155572861,-0.030432543,-3.48e-05,-4.74e-06,0.065417567,0.023062513,3.1,0,0.1993631107932002,144.455528,12.464052,snia,,1.0,0.0,,100.0,8.477743995943582,38.34510232432296,-29.867358328379375,-0.2672712039670415
44,ZTF18aahptcq,0.06349391,1.368e-05,z_gal,58221.37948988671,0.000765715,0.412335229,0.1834290773113249,0.4286024876018928,4.611846973694644e-05,0.2390592100024481,0.047851495,-2.97e-06,-0.073541386,0.00385315,-2.03e-06,-2.09e-06,0.00101721,0.037021264,3.1,0,0.3254190759685575,162.318104,26.373088,snia-cosmo,norm,1.0,1.0,2018auv,100.0,7.789832112990566,37.274302403772026,-29.48447029078146,0.11561683363087383
45,ZTF18aahpzhc,0.03816618,1.363e-05,z_gal,58204.70828277954,0.001358797,-1.649349348,0.2378779227060758,0.4175297640904318,4.847363536234167e-05,0.130946189,0.035801128,-7.05e-07,-0.017452716,-0.003380066,-3.22e-07,-1.37e-06,-0.000367409,0.007027523,3.1,0,0.1805045797466855,153.23459,46.418115,snia,,0.0,1.0,2018ats,100.0,7.167113551629112,36.12946481027209,-28.96235125864298,0.6377358657693541
46,ZTF18aahqavd,0.12050144,0.00042257,z_nonSEDm,58215.01221364798,0.000244755,0.3718106418736486,-0.049842629,0.406955692,1.2799169581144577e-05,0.3214765457092864,0.049068307,-1.57e-07,-0.039811939,-0.002299003,-2.13e-06,-5.6e-07,0.006792987,0.015658386,3.1,0,0.2466313510330209,159.516654,45.256617,snia-cosmo,norm,1.0,1.0,2018bba,100.0,9.028171068523713,38.74959182457177,-29.72142075604806,-0.12133363163572852
47,ZTF18aahqmsr,0.06210194,1.026e-05,z_gal,58233.97697358328,0.000873743,0.8539242970413163,0.082794694,0.1409132175322156,2.895112583023874e-05,0.1484985765314086,0.03017582,-5.68e-07,-0.005011934,0.00097233,-9.28e-07,-7.35e-07,3.525231818059676e-06,0.016881542,3.1,0,0.003698016,159.649636,35.971196,snia-cosmo,norm,1.0,1.0,2018lpa,96.55172413793105,7.646540726466302,37.22403051238623,-29.577489785919926,0.02259733849240675
48,ZTF18aahrdpu,0.10156591,2.723e-05,z_gal,58222.38060831076,0.000480645,1.2573153549004024,-0.045887661,1.4018204623716883,3.5929876759204545e-05,0.8630973423068105,0.084981934,-3.12e-05,-0.608105995,0.073086101,-3.25e-06,-2.34e-06,-0.010820863,0.032886154,3.1,0,0.4773764182495316,127.808004,28.280239,snia,,1.0,0.0,,100.0,8.295438927896067,38.35122208476581,-30.055783156869744,-0.45569603245741064
49,ZTF18aahshhp,0.059615,1.414e-05,z_gal,58911.30113880571,0.001352036,-0.721587585,-0.043226152,0.1387938760599354,4.280571453696674e-05,0.2287905644049187,0.028055056,-5.65e-07,0.017241058,0.000605258,-2.24e-06,-1.02e-06,0.001149837,0.009230399,3.1,0,0.3219292177096283,190.20547,25.750446,snia-cosmo,norm,1.0,1.0,2020dln,100.0,7.1725293612352194,37.13145305168251,-29.958923690447293,-0.3588365660349595
50,ZTF18aahsmrw,0.07839277,2.081e-05,z_gal,58233.35714104441,0.000379296,-0.122826738,0.1449492981408791,0.2019013404897123,1.3001924406249228e-05,0.1309484601575837,0.03217178,-7.16e-08,-0.016798526,0.000156342,-3.83e-07,-3.46e-07,0.000294093,0.026945137,3.1,0,4.594439311794587e-31,181.95224,22.597199,snia-cosmo,norm,1.0,0.0,,97.81659388646288,8.552554343197464,37.7546338797619,-29.202079536564433,0.3980075878478999
51,ZTF18aahtjsc,0.05287786,1.069e-05,z_gal,58576.411072420175,0.000686,-0.015980282,0.247028161,0.1748589491253369,2.4904055234212566e-05,0.1700803562535707,0.032269635,-8.31e-07,0.000306126,0.000602772,-9.5e-07,-6.69e-07,-1.84e-05,0.01465611,3.1,0,0.002068969,169.205149,46.910989,snia-cosmo,norm,1.0,1.0,2019cdd,100.0,7.909189710733121,36.860601657687376,-28.951411946954256,0.6486751774580775
52,ZTF18aahvndq,0.01543852,1.82e-05,z_gal,58991.683403291456,0.012225948,-0.956197059,0.091004269,0.1774845210384228,0.000425818,0.087389082,0.032024005,-6.65e-07,-0.007007115,-0.000158955,-4.7e-06,-1.15e-05,-0.00018009,0.010924681,3.1,0,0.9724669376219416,198.722696,27.008415,snia-cosmo,norm,1.0,1.0,2020jhf,100.0,4.781793639262105,34.1273288462234,-29.345535206961294,0.2545519174510389
53,ZTF18aaiajvb,0.09498793,0.00300832,z_snid,58214.04827482719,0.000558411,0.8103684109652817,-0.082402307,0.092266917,1.8162623608401524e-05,0.111616495,0.031153875,4.28172999229964e-07,-0.002529253,-0.000843569,-5.6e-07,-4.89e-07,0.000515125,0.064389609,3.1,0,0.039583284,246.055817,25.272064,snia,,1.0,1.0,2018baz,100.0,8.132615088102963,38.1962223825675,-30.063607294464536,-0.4635201700522025
54,ZTF18aaialps,0.14132799,0.00310846,z_snid,58208.93916937746,0.000210701,2.434401884931157,-0.029998906,0.179667435,6.799031062304815e-06,0.1822232520645434,0.035485388,1.9998315865350002e-07,-0.004728489,-0.00150503,-2.48e-07,-1.93e-07,-0.000538033,0.016313313,3.1,0,1.7702437757681647e-05,254.749876,34.580543,snia-cosmo,norm,1.0,1.0,,100.0,9.190833507996226,39.1248112803934,-29.933977772397178,-0.3338906479848447
55,ZTF18aaibcxu,0.0528977,0.00440454,z_snid,58170.79202155259,0.001762782,-1.198457485,-0.064377502,2.5095870530021784,0.000308517,0.8799729436509149,0.1488367510506599,0.000456491,-1.937486517,-0.359315859,-0.00025046,-3.97e-05,0.1261597383399433,0.01665757,3.1,0,0.049799057,239.746224,63.710516,snia-cosmo,norm,0.0,0.0,2018zc,100.0,6.88450348194459,36.86144715326188,-29.976943671317287,-0.3768565469049534
56,ZTF18aaibibr,0.06181464,0.00042022,z_nonSEDm,58207.50352187292,0.000295093,0.108357722,0.5410600944124642,0.1006608776624489,9.651049639248097e-06,0.1504295460576941,0.030107877,5.8032242840232964e-08,0.002900107,-0.000387357,-5.23e-09,-2.51e-07,-0.000783912,0.027259984,3.1,0,1.4642768575569657e-12,261.641607,34.373577,snia-cosmo,norm,1.0,0.0,2018baw,100.0,8.825102731057202,37.21351971575385,-28.388416984696647,1.211670139715686
57,ZTF18aaifxvz,0.02568444,1.414e-05,z_gal,59006.06452650588,0.00372119,-2.740232676,0.2024111422574747,0.1888757656342932,0.000178273,0.2930285285143559,0.052163454,-4.56e-06,0.026244832,-0.000375742,-1.74e-05,-7.23e-06,0.000882214,0.014163903,3.1,0,0.2871268615691426,170.555313,24.317404,snia-cosmo,norm,1.0,1.0,2020lyo,100.0,6.073295386996059,35.249379202600416,-29.176083815604358,0.42400330880797554
58,ZTF18aaigbvt,0.11544146,6.375e-05,z_gal,58205.87329778553,0.000268808,2.6598548391667705,-0.236924298,2.155248504528572,1.743281055327343e-05,1.2874975749982762,0.081369421,-3.4e-06,-1.707202474,-0.072473047,-7.4e-06,-4.49e-07,-0.005568757,0.024828267,3.1,0,0.6584424966160773,174.115657,17.921411,snia-cosmo,norm,1.0,0.0,,100.0,8.926394525948854,38.64925568874455,-29.7228611627957,-0.12277403838336554
59,ZTF18aailmnv,0.08363972,0.00436606,z_snid,58327.36172104918,0.000791626,0.3683545523992547,-0.080603352,0.1078489239989721,2.493275616113612e-05,0.1414223396784696,0.028013972,4.710972050306242e-07,-0.003422617,-0.000394029,-8.96e-07,-5.85e-07,0.000200917,0.008361873,3.1,0,0.562945453,214.202065,58.485417,snia,,1.0,1.0,2018ebo,100.0,7.753699875883983,37.903165876750556,-30.149466000866575,-0.5493788764542415
